# _root_ No els en deixa passar ni una i , si hi ha dubtes sobre la sonoritat d' una nota , fa que la repeteixin tots .
#goldHeads=5,5,5,5,0,7,5,5,12,12,12,21,12,13,16,14,16,19,17,12,5,24,24,21,24,5,
#predictedHeads=5,5,5,5,0,5,5,7,12,12,12,5,12,13,16,14,16,19,17,12,12,24,24,21,24,5,
(13,21),(21,14),0.359837 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),0.18266 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),0.131261 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),0.0358479 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.152554 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.894271 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-1.296 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.214185 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.315892 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-1.13814 # DEPENDENCYPART_GRANDPAR
(13,24),(24,4),-1.21419 # DEPENDENCYPART_GRANDPAR
(13,24),(24,5),-1.07707 # DEPENDENCYPART_GRANDPAR
(13,24),(24,6),-1.1659 # DEPENDENCYPART_GRANDPAR
(13,24),(24,7),-0.483862 # DEPENDENCYPART_GRANDPAR
(13,24),(24,8),-0.96838 # DEPENDENCYPART_GRANDPAR
(13,24),(24,9),-0.971367 # DEPENDENCYPART_GRANDPAR
(13,24),(24,10),-1.00078 # DEPENDENCYPART_GRANDPAR
(13,24),(24,11),-1.33328 # DEPENDENCYPART_GRANDPAR
(13,24),(24,12),-1.15483 # DEPENDENCYPART_GRANDPAR
(13,24),(24,13),-0.613486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,24),(24,14),0.490681 # DEPENDENCYPART_GRANDPAR
(13,24),(24,16),0.272644 # DEPENDENCYPART_GRANDPAR
(13,24),(24,17),0.263125 # DEPENDENCYPART_GRANDPAR
(13,24),(24,19),0.125831 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),-0.028679 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),-0.310982 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),0.249265 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-1.12985 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.211133 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),-1.01963 # DEPENDENCYPART_GRANDPAR
(13,25),(25,14),0.375779 # DEPENDENCYPART_GRANDPAR
(13,25),(25,17),0.176755 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),-0.132518 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.365861 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.377335 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.129558 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.240851 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.21117 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.289823 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.446402 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.612145 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.442543 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.45855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.161773 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.59764 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.265286 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-1.32031 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.840433 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-0.590523 # DEPENDENCYPART_GRANDPAR
(14,13),(13,25),-1.06088 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.24482 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.52635 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.00064028 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.17802 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-1.02779 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-1.04292 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.14729 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.946073 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-1.18407 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.26502 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.29951 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),1.04766 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.363815 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.0395148 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.542737 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.403196 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),0.0540704 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.0469379 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),0.345829 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.411493 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),1.5272 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.620564 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.530534 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.0400591 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.605656 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),0.237602 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-1.02779 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-1.06514 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-1.04292 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-1.14729 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.946073 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-1.23244 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-1.18407 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-1.26502 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-1.29951 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.728725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),1.05731 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0135837 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.402241 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.063995 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.583475 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.0485765 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),0.355753 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.411146 # DEPENDENCYPART_GRANDPAR
(14,21),(21,2),-1.1288 # DEPENDENCYPART_GRANDPAR
(14,21),(21,3),-1.19641 # DEPENDENCYPART_GRANDPAR
(14,21),(21,4),-1.13645 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-1.24081 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),-0.956652 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-0.893188 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-1.24104 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-1.11907 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-1.20153 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-1.36954 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-1.40202 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-1.31906 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.710888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,16),0.767945 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.128809 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.659076 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.209223 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.394087 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.135171 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),0.222369 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.382133 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),-0.891726 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.178052 # DEPENDENCYPART_GRANDPAR
(14,24),(24,4),-1.13546 # DEPENDENCYPART_GRANDPAR
(14,24),(24,5),-1.23982 # DEPENDENCYPART_GRANDPAR
(14,24),(24,6),-0.956318 # DEPENDENCYPART_GRANDPAR
(14,24),(24,7),-0.892594 # DEPENDENCYPART_GRANDPAR
(14,24),(24,8),-1.23917 # DEPENDENCYPART_GRANDPAR
(14,24),(24,9),-1.11873 # DEPENDENCYPART_GRANDPAR
(14,24),(24,10),-1.19966 # DEPENDENCYPART_GRANDPAR
(14,24),(24,11),-1.36895 # DEPENDENCYPART_GRANDPAR
(14,24),(24,12),-1.40103 # DEPENDENCYPART_GRANDPAR
(14,24),(24,13),-1.31866 # DEPENDENCYPART_GRANDPAR
(14,24),(24,14),-0.686668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,24),(24,16),0.758387 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),0.153105 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),0.649518 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.195585 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),0.0143364 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),0.637562 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),0.221804 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.297041 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.780479 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.492836 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.486862 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.794664 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.647403 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.7739 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.765307 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.923141 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.659471 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.851306 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.51333 # DEPENDENCYPART_GRANDPAR
(15,13),(13,16),-1.31786 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.864046 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-1.86412 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-1.36157 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-1.16004 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-1.41927 # DEPENDENCYPART_GRANDPAR
(15,13),(13,25),-1.45725 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-1.06381 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-1.51209 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.35462 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-1.46421 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.55942 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.21433 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.52677 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.22443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.192326 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.627302 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-1.18852 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.596134 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.406009 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.706321 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.688935 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.904907 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.15002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,19),-1.21979 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.739821 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.47341 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.90272 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.74687 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.173524 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.664078 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.0817946 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),0.0391348 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),0.00661808 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.667537 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),0.624935 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),0.333868 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.019435 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.654908 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),0.66397 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.259927 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.0928147 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.355863 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),0.138417 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.0302775 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),0.297934 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),0.274365 # DEPENDENCYPART_GRANDPAR
(16,4),(4,20),-0.931145 # DEPENDENCYPART_GRANDPAR
(16,4),(4,21),-1.27499 # DEPENDENCYPART_GRANDPAR
(16,4),(4,24),-1.2551 # DEPENDENCYPART_GRANDPAR
(16,4),(4,25),-0.987541 # DEPENDENCYPART_GRANDPAR
(16,4),(4,26),-1.83247 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.66377 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),0.600464 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),0.307663 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.249685 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.66176 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),0.626417 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.309734 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.100214 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.406711 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),0.100838 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.0788574 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),0.268022 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),0.23626 # DEPENDENCYPART_GRANDPAR
(16,5),(5,20),-0.931265 # DEPENDENCYPART_GRANDPAR
(16,5),(5,21),-1.27516 # DEPENDENCYPART_GRANDPAR
(16,5),(5,24),-1.25527 # DEPENDENCYPART_GRANDPAR
(16,5),(5,25),-0.987661 # DEPENDENCYPART_GRANDPAR
(16,5),(5,26),-1.83259 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.223037 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.190195 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.158897 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.30959 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.0184375 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.218696 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.275499 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.0187911 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.229302 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.265872 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.291237 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.288708 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.169042 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.234663 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.049744 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.537755 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.204974 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.225522 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.00277086 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.0467863 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.283685 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.304471 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.7923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.529121 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.979178 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.93267 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-1.28104 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-1.26115 # DEPENDENCYPART_GRANDPAR
(16,12),(12,26),-1.83399 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.248311 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.67645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.497898 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-1.57863 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.524527 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.292994 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.0735825 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.419103 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.779939 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.395884 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.875724 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.0873087 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.347211 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.998204 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.869153 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-1.22195 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.976174 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-1.02657 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.578586 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-1.05317 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.4878 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.559359 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.33449 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.0433055 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.496516 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.806463 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-1.42357 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.493797 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.292064 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-0.286981 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-0.577312 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-1.16439 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-1.03533 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-1.32364 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-0.242695 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-1.06977 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-1.16591 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-1.12868 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.780232 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-1.22541 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.665024 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.713379 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.899451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.3422 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.0910741 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.0295841 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.585935 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-1.38563 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.321974 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.145318 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-1.08988 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.134843 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.0839432 # DEPENDENCYPART_GRANDPAR
(16,24),(24,4),-1.1622 # DEPENDENCYPART_GRANDPAR
(16,24),(24,5),-1.03314 # DEPENDENCYPART_GRANDPAR
(16,24),(24,6),-1.32179 # DEPENDENCYPART_GRANDPAR
(16,24),(24,7),-0.240317 # DEPENDENCYPART_GRANDPAR
(16,24),(24,8),-1.06485 # DEPENDENCYPART_GRANDPAR
(16,24),(24,9),-1.16405 # DEPENDENCYPART_GRANDPAR
(16,24),(24,10),-1.12376 # DEPENDENCYPART_GRANDPAR
(16,24),(24,11),-0.777855 # DEPENDENCYPART_GRANDPAR
(16,24),(24,12),-1.22322 # DEPENDENCYPART_GRANDPAR
(16,24),(24,13),-0.663049 # DEPENDENCYPART_GRANDPAR
(16,24),(24,14),-0.711485 # DEPENDENCYPART_GRANDPAR
(16,24),(24,16),-0.809467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,24),(24,17),0.474064 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),-0.00109064 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),0.153459 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.341608 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.554095 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-1.23057 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.0405591 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.971369 # DEPENDENCYPART_GRANDPAR
(16,25),(25,14),-0.553655 # DEPENDENCYPART_GRANDPAR
(16,25),(25,17),0.395856 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.239661 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.744173 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.19314 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.76886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.256536 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-1.0814 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-1.13708 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-1.15821 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-1.2213 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.922609 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-1.28853 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-1.11855 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-1.22375 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-1.27921 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.780318 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-1.42451 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.857389 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.48122 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.204442 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.833847 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.11366 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.028479 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.495885 # DEPENDENCYPART_GRANDPAR
(17,21),(21,2),-1.18797 # DEPENDENCYPART_GRANDPAR
(17,21),(21,3),-1.2743 # DEPENDENCYPART_GRANDPAR
(17,21),(21,4),-1.26078 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-1.32385 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-0.936186 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-0.927635 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),-1.30254 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-1.22337 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-1.14121 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-1.33384 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-1.39257 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-1.44331 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.905272 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-1.2347 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.03741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,19),0.564365 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.329021 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.610291 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.15314 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.158598 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.421121 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.945754 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.184622 # DEPENDENCYPART_GRANDPAR
(17,24),(24,4),-1.25979 # DEPENDENCYPART_GRANDPAR
(17,24),(24,5),-1.32287 # DEPENDENCYPART_GRANDPAR
(17,24),(24,6),-0.935852 # DEPENDENCYPART_GRANDPAR
(17,24),(24,7),-0.92704 # DEPENDENCYPART_GRANDPAR
(17,24),(24,8),-1.30068 # DEPENDENCYPART_GRANDPAR
(17,24),(24,9),-1.22304 # DEPENDENCYPART_GRANDPAR
(17,24),(24,10),-1.13935 # DEPENDENCYPART_GRANDPAR
(17,24),(24,11),-1.33324 # DEPENDENCYPART_GRANDPAR
(17,24),(24,12),-1.39158 # DEPENDENCYPART_GRANDPAR
(17,24),(24,13),-1.44291 # DEPENDENCYPART_GRANDPAR
(17,24),(24,14),-0.904906 # DEPENDENCYPART_GRANDPAR
(17,24),(24,16),-1.2343 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-1.01196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
