# _root_ El president , que ha fet el_seu discurs en castellà i català , ha recordat un discurs que va fer a Cadaqués l' any_1980 i on exaltava la figura de Salvador_Dalí .
#goldHeads=2,15,6,6,6,2,8,6,6,9,10,10,6,15,0,17,15,20,20,17,20,21,24,20,20,27,20,29,27,29,30,15,
#predictedHeads=2,15,6,6,6,2,8,6,8,9,10,10,6,15,0,17,15,20,20,17,20,21,24,20,20,27,20,29,27,29,30,15,
(10,8),(8,17),-1.20944 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-1.15216 # DEPENDENCYPART_GRANDPAR
(10,8),(8,24),-1.19037 # DEPENDENCYPART_GRANDPAR
(10,8),(8,29),-1.474 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.17133 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),-0.142247 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.22723 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.468919 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.441631 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0155365 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.57945 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.49399 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.835893 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-1.42585 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),-0.164354 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.0562655 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0851997 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.285635 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.28409 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.394625 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.189094 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.279374 # DEPENDENCYPART_GRANDPAR
(10,14),(14,27),-0.588874 # DEPENDENCYPART_GRANDPAR
(10,14),(14,32),-1.50898 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.61259 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.57509 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.56899 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.96758 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.72438 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-1.48797 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.831528 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-1.41982 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.801769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.173054 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0875605 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.174849 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0772017 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.299642 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.78392 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.340907 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.205066 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.353412 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.261523 # DEPENDENCYPART_GRANDPAR
(10,15),(15,27),-0.53599 # DEPENDENCYPART_GRANDPAR
(10,15),(15,29),-0.584661 # DEPENDENCYPART_GRANDPAR
(10,15),(15,32),-1.44055 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-1.43403 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-1.32383 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-1.16406 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.0139502 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.117917 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.358261 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.278247 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.535322 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-1.13655 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.9837 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.547487 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.306722 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.525406 # DEPENDENCYPART_GRANDPAR
(10,17),(17,25),-0.33643 # DEPENDENCYPART_GRANDPAR
(10,17),(17,27),-0.76857 # DEPENDENCYPART_GRANDPAR
(10,17),(17,29),-0.725536 # DEPENDENCYPART_GRANDPAR
(10,17),(17,30),-0.642281 # DEPENDENCYPART_GRANDPAR
(10,17),(17,32),-1.44582 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-1.57704 # DEPENDENCYPART_GRANDPAR
(10,20),(20,3),-1.57269 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-0.968779 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-1.72545 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-1.48904 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-0.833483 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),-1.42103 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.869928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),-0.198544 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.019397 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.0903811 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.212604 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.444566 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),0.400116 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.427894 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.242572 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.424594 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.381885 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.342669 # DEPENDENCYPART_GRANDPAR
(10,20),(20,27),-0.642573 # DEPENDENCYPART_GRANDPAR
(10,20),(20,29),-0.572363 # DEPENDENCYPART_GRANDPAR
(10,20),(20,30),-0.652436 # DEPENDENCYPART_GRANDPAR
(10,20),(20,32),-1.51516 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.404876 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.766152 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-0.331354 # DEPENDENCYPART_GRANDPAR
(10,24),(24,27),-0.735519 # DEPENDENCYPART_GRANDPAR
(10,24),(24,29),-0.69472 # DEPENDENCYPART_GRANDPAR
(10,24),(24,30),-0.709826 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0774067 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.373069 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.149534 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.17125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.837806 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.37067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,1),-1.49294 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-1.37319 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-1.54236 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.794714 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.60898 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.33936 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.978049 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-1.50666 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.74845 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-1.07407 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.27636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.128176 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.511562 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.92 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-1.00183 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.648034 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.561604 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.67443 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.561632 # DEPENDENCYPART_GRANDPAR
(12,15),(15,27),-0.910358 # DEPENDENCYPART_GRANDPAR
(12,15),(15,29),-1.15689 # DEPENDENCYPART_GRANDPAR
(12,15),(15,32),-1.76742 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-1.23214 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-1.17523 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-1.25092 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.33247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.202408 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.774067 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.479331 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-1.10945 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-1.96201 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-1.21069 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.863691 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.68008 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.855933 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-0.646009 # DEPENDENCYPART_GRANDPAR
(12,17),(17,27),-1.15202 # DEPENDENCYPART_GRANDPAR
(12,17),(17,29),-1.30707 # DEPENDENCYPART_GRANDPAR
(12,17),(17,30),-0.879478 # DEPENDENCYPART_GRANDPAR
(12,17),(17,32),-1.7853 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.465516 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.502128 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.96788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.902371 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.13022 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.250357 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.631339 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.196515 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.287834 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),0.202718 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.205374 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.0318339 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.110645 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),0.0749825 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),-0.0125463 # DEPENDENCYPART_GRANDPAR
(14,2),(2,15),-0.51717 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),-0.941048 # DEPENDENCYPART_GRANDPAR
(14,2),(2,20),-0.799643 # DEPENDENCYPART_GRANDPAR
(14,2),(2,29),-1.11978 # DEPENDENCYPART_GRANDPAR
(14,2),(2,32),-1.93173 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.150766 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.285089 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.277511 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.871673 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.120816 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.0567141 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.347844 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.222732 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.471954 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.174307 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.54159 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-2.12422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.916421 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-1.24815 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-1.37925 # DEPENDENCYPART_GRANDPAR
(14,6),(6,20),-1.19905 # DEPENDENCYPART_GRANDPAR
(14,6),(6,21),-1.15248 # DEPENDENCYPART_GRANDPAR
(14,6),(6,24),-1.22069 # DEPENDENCYPART_GRANDPAR
(14,6),(6,25),-1.60554 # DEPENDENCYPART_GRANDPAR
(14,6),(6,27),-1.38161 # DEPENDENCYPART_GRANDPAR
(14,6),(6,29),-1.42679 # DEPENDENCYPART_GRANDPAR
(14,6),(6,32),-2.17073 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.0725035 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.445861 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.183243 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.473918 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.154566 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.00648058 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.172828 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.0406853 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.00663313 # DEPENDENCYPART_GRANDPAR
(14,8),(8,15),-0.51505 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.93351 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.797523 # DEPENDENCYPART_GRANDPAR
(14,8),(8,24),-0.962949 # DEPENDENCYPART_GRANDPAR
(14,8),(8,29),-1.11224 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.183 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.0574758 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.280668 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.0175398 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.435594 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.375989 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0893355 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0154425 # DEPENDENCYPART_GRANDPAR
(14,12),(12,15),-0.52134 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.939288 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.270387 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-1.15473 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.1791 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-1.61668 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-1.41707 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.03882 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-1.02712 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.12237 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.00923 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.27308 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.36804 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.22943 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.997888 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.804123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),-0.280193 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.435009 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.258049 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.5098 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.324953 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.560573 # DEPENDENCYPART_GRANDPAR
(14,15),(15,27),-0.37723 # DEPENDENCYPART_GRANDPAR
(14,15),(15,29),-0.470366 # DEPENDENCYPART_GRANDPAR
(14,15),(15,32),-1.07255 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.868378 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.629125 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.525409 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.917221 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.74947 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.858974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.407934 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.262143 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-1.73365 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.238156 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.0565635 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.448018 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.269017 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.305203 # DEPENDENCYPART_GRANDPAR
(14,17),(17,27),-0.160523 # DEPENDENCYPART_GRANDPAR
(14,17),(17,29),-0.31647 # DEPENDENCYPART_GRANDPAR
(14,17),(17,30),-0.0547655 # DEPENDENCYPART_GRANDPAR
(14,17),(17,32),-1.07366 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-1.1822 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-1.61933 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-1.41865 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-1.04035 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-1.02864 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-1.12546 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-1.01096 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-1.27617 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-1.36922 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-1.23253 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.760431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.235668 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.199029 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.76426 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.172531 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.459984 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.63237 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.304911 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.585544 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.448802 # DEPENDENCYPART_GRANDPAR
(14,20),(20,29),-0.376569 # DEPENDENCYPART_GRANDPAR
(14,20),(20,30),-0.296791 # DEPENDENCYPART_GRANDPAR
(14,20),(20,32),-1.05673 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.310242 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.182947 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.506438 # DEPENDENCYPART_GRANDPAR
(14,21),(21,27),-0.320879 # DEPENDENCYPART_GRANDPAR
(14,27),(27,2),-1.17903 # DEPENDENCYPART_GRANDPAR
(14,27),(27,3),-1.6166 # DEPENDENCYPART_GRANDPAR
(14,27),(27,6),-1.02698 # DEPENDENCYPART_GRANDPAR
(14,27),(27,8),-1.12229 # DEPENDENCYPART_GRANDPAR
(14,27),(27,9),-1.00915 # DEPENDENCYPART_GRANDPAR
(14,27),(27,17),-0.141266 # DEPENDENCYPART_GRANDPAR
(14,27),(27,18),-0.763393 # DEPENDENCYPART_GRANDPAR
(14,27),(27,19),-0.178125 # DEPENDENCYPART_GRANDPAR
(14,27),(27,20),0.0385936 # DEPENDENCYPART_GRANDPAR
(14,27),(27,21),-0.428631 # DEPENDENCYPART_GRANDPAR
(14,27),(27,23),-0.482754 # DEPENDENCYPART_GRANDPAR
(14,27),(27,24),-0.340134 # DEPENDENCYPART_GRANDPAR
(14,27),(27,25),-0.691123 # DEPENDENCYPART_GRANDPAR
(14,27),(27,26),-0.760115 # DEPENDENCYPART_GRANDPAR
(14,27),(27,29),-0.452369 # DEPENDENCYPART_GRANDPAR
(14,27),(27,30),-0.365738 # DEPENDENCYPART_GRANDPAR
(14,27),(27,31),-0.673891 # DEPENDENCYPART_GRANDPAR
(14,27),(27,32),-1.07725 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.764587 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.342526 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),0.19552 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),0.714773 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),0.343418 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.0874131 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),0.143215 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),0.160486 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),0.288378 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),0.180294 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.14178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,17),-0.219067 # DEPENDENCYPART_GRANDPAR
(15,2),(2,20),-0.360061 # DEPENDENCYPART_GRANDPAR
(15,2),(2,29),-0.633539 # DEPENDENCYPART_GRANDPAR
(15,2),(2,32),-1.64577 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.0934134 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),0.00472916 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),0.0367013 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.124791 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.685139 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.510969 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),0.0872957 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.219766 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.159257 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),0.672044 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.55271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,25),-1.17724 # DEPENDENCYPART_GRANDPAR
(15,5),(5,32),-1.88926 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),0.55384 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.00496591 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.0184814 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.568102 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.0802726 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),0.0587155 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.283491 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.137204 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.210543 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),0.0132374 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),0.685922 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),0.154962 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.53608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,17),-0.521507 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-1.0677 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.754519 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-0.413042 # DEPENDENCYPART_GRANDPAR
(15,6),(6,24),-0.754891 # DEPENDENCYPART_GRANDPAR
(15,6),(6,25),-1.16856 # DEPENDENCYPART_GRANDPAR
(15,6),(6,27),-0.987649 # DEPENDENCYPART_GRANDPAR
(15,6),(6,29),-0.935892 # DEPENDENCYPART_GRANDPAR
(15,6),(6,32),-1.88091 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.0556462 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.459622 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),0.421915 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.126932 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.0337409 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.105635 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.0997422 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.254816 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.200461 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.13969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,17),-0.211542 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.357962 # DEPENDENCYPART_GRANDPAR
(15,8),(8,24),-0.501503 # DEPENDENCYPART_GRANDPAR
(15,8),(8,29),-0.626013 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),0.223272 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.0163988 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.0386707 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.125552 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.6707 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.136697 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),0.0085429 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.103183 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.249131 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.197353 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.0721002 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,17),-0.21721 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.364279 # DEPENDENCYPART_GRANDPAR
(15,10),(10,24),-0.507802 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.4382 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0511152 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.207104 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.14597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,17),-0.21732 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0782605 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),0.0367013 # DEPENDENCYPART_GRANDPAR
