# _root_ La manca d' aigua potable i d' electricitat que han provocat aquestes inundacions , accentuen la possibilitat d' aparició d' epidèmies , sobretot de còlera i de malària .
#goldHeads=2,15,2,3,4,3,3,7,11,11,2,13,11,2,0,17,15,17,18,19,20,24,24,21,24,24,24,27,15,
#predictedHeads=2,15,2,3,4,3,3,7,11,11,2,13,11,11,0,17,15,17,18,19,20,24,24,19,24,24,24,27,15,
(10,15),(15,24),-0.842774 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.93443 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-0.565669 # DEPENDENCYPART_GRANDPAR
(10,15),(15,28),-0.90284 # DEPENDENCYPART_GRANDPAR
(10,15),(15,29),-1.67501 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-1.91491 # DEPENDENCYPART_GRANDPAR
(10,17),(17,11),0.22145 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.0591534 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.813721 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.13484 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.217851 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.514067 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.742086 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.54543 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.86624 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-1.05301 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.574278 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.692086 # DEPENDENCYPART_GRANDPAR
(10,17),(17,25),-0.991838 # DEPENDENCYPART_GRANDPAR
(10,17),(17,26),-0.530017 # DEPENDENCYPART_GRANDPAR
(10,17),(17,27),-0.564529 # DEPENDENCYPART_GRANDPAR
(10,17),(17,28),-0.960249 # DEPENDENCYPART_GRANDPAR
(10,17),(17,29),-1.80156 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.275905 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.114605 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),1.24878 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.156493 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.0569561 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.193881 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.07799 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.383073 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.261186 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.179296 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.39418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,13),-0.577441 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-1.21473 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.866542 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-0.662348 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.519319 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-0.521242 # DEPENDENCYPART_GRANDPAR
(11,2),(2,29),-2.17021 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.863381 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.245859 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.0664913 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.279044 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.109523 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.0427151 # DEPENDENCYPART_GRANDPAR
(11,3),(3,24),-0.931562 # DEPENDENCYPART_GRANDPAR
(11,3),(3,27),-0.89133 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),1.26791 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.200371 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.0799704 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.404735 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.267302 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.17159 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.39534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),-0.578609 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.867708 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),1.11463 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.0377889 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0821432 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.343433 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.103584 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.23258 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.586398 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-1.21244 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.888214 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.863381 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.180535 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.207692 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0427151 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.0136195 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.369995 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.5136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,14),-1.31324 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.985959 # DEPENDENCYPART_GRANDPAR
(11,7),(7,27),-0.89133 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),0.0912097 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.18791 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0411416 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.305839 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.120892 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.173706 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.39418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.577441 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-1.21473 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.866542 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.662348 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.519319 # DEPENDENCYPART_GRANDPAR
(11,8),(8,29),-2.17021 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.187187 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.0974825 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.111766 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.118809 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.4841 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.78375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.883045 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.45547 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.25611 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.967692 # DEPENDENCYPART_GRANDPAR
(11,10),(10,29),-2.40055 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.635268 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.55862 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.944911 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),0.0107557 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.16889 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.390722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),1.01292 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.480791 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.109028 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.0631603 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.214737 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.216661 # DEPENDENCYPART_GRANDPAR
(11,13),(13,29),-1.43323 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.0797976 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.0718965 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.936293 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-1.23591 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.807642 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-1.18855 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.450403 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.03192 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-1.01912 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.55696 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.647846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.783806 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.162237 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0305166 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.133403 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.346261 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.134113 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.348184 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.253739 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.238158 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.360255 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.429384 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.306505 # DEPENDENCYPART_GRANDPAR
(11,15),(15,26),-0.00781944 # DEPENDENCYPART_GRANDPAR
(11,15),(15,28),-0.218715 # DEPENDENCYPART_GRANDPAR
(11,15),(15,29),-1.3055 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.634156 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.383184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,13),0.421952 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.388465 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.145263 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.468916 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.225208 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.205484 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.227132 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.326751 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.501611 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.478271 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-0.286486 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.378075 # DEPENDENCYPART_GRANDPAR
(11,17),(17,26),0.00841747 # DEPENDENCYPART_GRANDPAR
(11,17),(17,27),-0.246255 # DEPENDENCYPART_GRANDPAR
(11,17),(17,28),-0.290285 # DEPENDENCYPART_GRANDPAR
(11,17),(17,29),-1.43964 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.088475 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.245851 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.203595 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.371875 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.325797 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.360266 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.376276 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.461573 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-0.149085 # DEPENDENCYPART_GRANDPAR
(11,18),(18,27),-0.421342 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.421798 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.325797 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.360266 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.376276 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.461573 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-0.377122 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),-0.149085 # DEPENDENCYPART_GRANDPAR
(11,20),(20,27),-0.421342 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.179138 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.345363 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.16502 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.264465 # DEPENDENCYPART_GRANDPAR
(11,23),(23,25),-0.297846 # DEPENDENCYPART_GRANDPAR
(11,23),(23,26),-0.0719899 # DEPENDENCYPART_GRANDPAR
(11,23),(23,27),-0.224234 # DEPENDENCYPART_GRANDPAR
(11,23),(23,28),-0.210057 # DEPENDENCYPART_GRANDPAR
(11,23),(23,29),-1.47796 # DEPENDENCYPART_GRANDPAR
(11,25),(25,20),-0.127195 # DEPENDENCYPART_GRANDPAR
(11,25),(25,22),-0.411121 # DEPENDENCYPART_GRANDPAR
(11,25),(25,23),-0.373904 # DEPENDENCYPART_GRANDPAR
(11,25),(25,24),-0.186257 # DEPENDENCYPART_GRANDPAR
(11,25),(25,26),0.0201359 # DEPENDENCYPART_GRANDPAR
(11,25),(25,27),-0.265468 # DEPENDENCYPART_GRANDPAR
(11,25),(25,28),-0.275428 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.440085 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.176297 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.197722 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.395216 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.35535 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.0577077 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.217753 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.635857 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.272514 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.57988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.366064 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.928605 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),-0.891333 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.788305 # DEPENDENCYPART_GRANDPAR
(13,2),(2,20),-0.827213 # DEPENDENCYPART_GRANDPAR
(13,2),(2,29),-2.00005 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.442895 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.0582915 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.166722 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.0425242 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.115177 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.51718 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.60075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.386757 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.961048 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.476152 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.293462 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.305897 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.0376629 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.323714 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.615373 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.272032 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.382309 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.957896 # DEPENDENCYPART_GRANDPAR
(13,7),(7,27),-1.0518 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.0724993 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.325795 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.120271 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.123027 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.230438 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.72445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.472621 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-1.09283 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-1.03578 # DEPENDENCYPART_GRANDPAR
(13,10),(10,29),-2.09269 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.492095 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.086365 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),0.00546595 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.055138 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.2744 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.342745 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.113123 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0885573 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.112905 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.678566 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.72388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.472609 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-1.0926 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-1.03521 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-1.03646 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-1.07537 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-1.05116 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-0.913347 # DEPENDENCYPART_GRANDPAR
(13,11),(11,25),-1.41217 # DEPENDENCYPART_GRANDPAR
(13,11),(11,26),-1.07168 # DEPENDENCYPART_GRANDPAR
(13,11),(11,29),-2.09268 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.848212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,1),-1.21698 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.1108 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-1.09623 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.17641 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.18816 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.918423 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-1.11903 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.864063 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.57176 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.20574 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.639867 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.740861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.623888 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.03157 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.204701 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.168069 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.243609 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.265607 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.0589598 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.106241 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.297268 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.352023 # DEPENDENCYPART_GRANDPAR
(13,15),(15,26),-0.19726 # DEPENDENCYPART_GRANDPAR
(13,15),(15,28),-0.356147 # DEPENDENCYPART_GRANDPAR
(13,15),(15,29),-1.22738 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.966715 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-1.04175 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.82866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.63716 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.163893 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.515782 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.22042 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.344157 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.259327 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.438056 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.0801919 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.219191 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.326655 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.524437 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.277371 # DEPENDENCYPART_GRANDPAR
(13,17),(17,27),-0.27233 # DEPENDENCYPART_GRANDPAR
(13,17),(17,28),-0.528561 # DEPENDENCYPART_GRANDPAR
(13,17),(17,29),-1.21123 # DEPENDENCYPART_GRANDPAR
(13,18),(18,14),0.436185 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.567328 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.0666186 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.191261 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.0306496 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.182914 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),0.0557663 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.234938 # DEPENDENCYPART_GRANDPAR
(13,18),(18,26),-0.189414 # DEPENDENCYPART_GRANDPAR
(13,18),(18,27),-0.180613 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.113674 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.0306496 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.182914 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),0.0557663 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.234938 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.117031 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-0.189414 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),-0.180613 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.502587 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.477392 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.464828 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.436961 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.54063 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.437674 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.759205 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.92933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.505234 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.0482 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.785145 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.719707 # DEPENDENCYPART_GRANDPAR
(14,13),(13,29),-0.956883 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),0.136571 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),0.0652261 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.912058 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.108238 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),0.0257001 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),0.117022 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),0.412925 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),0.244225 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),0.198415 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),0.510105 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),0.616052 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),0.307741 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),0.198492 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.36053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,17),-0.226243 # DEPENDENCYPART_GRANDPAR
(15,2),(2,18),-0.118933 # DEPENDENCYPART_GRANDPAR
(15,2),(2,20),-0.166782 # DEPENDENCYPART_GRANDPAR
(15,2),(2,29),-1.55439 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),0.93119 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),0.123511 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),0.414905 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),0.265887 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),0.204531 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),0.517811 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),0.623757 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),0.313857 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.3617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,1),0.790967 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.0823812 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.247206 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),0.203923 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),0.0314977 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.446542 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),0.140816 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),0.453413 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.38236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,1),0.542152 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),0.08481 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),0.11265 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.10867 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.0503485 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.310786 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.377635 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.509626 # DEPENDENCYPART_GRANDPAR
