# _root_ En l' obra s' hi pot veure un cert paral·lelisme amb la vida de l' autor , s' hi veu reflectida la_seva sensibilitat , les_seves inquietuds i els_seus dubtes .
#goldHeads=7,3,1,7,7,7,0,10,8,7,10,13,11,13,16,14,7,20,20,7,20,23,20,23,26,23,23,29,23,7,
#predictedHeads=7,3,1,7,7,7,0,10,8,7,10,13,11,13,16,14,20,20,20,13,20,23,20,23,26,23,23,29,23,7,
(13,14),(14,20),0.140824 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-1.11106 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.5949 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.611875 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.460782 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.17528 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.222858 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.0173378 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.151154 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.471092 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.191277 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),-0.421036 # DEPENDENCYPART_GRANDPAR
(13,16),(16,27),-0.230646 # DEPENDENCYPART_GRANDPAR
(13,16),(16,29),-0.48402 # DEPENDENCYPART_GRANDPAR
(13,16),(16,30),-1.05759 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.233765 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.178499 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.440569 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-1.36021 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-1.33411 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-0.52589 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-1.38666 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-1.1924 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-0.842786 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.825758 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.63132 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.77543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),0.424587 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.689419 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.0711394 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.246694 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.263682 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.0599008 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.0249225 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.321013 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.219335 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-0.262813 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),-0.180826 # DEPENDENCYPART_GRANDPAR
(13,20),(20,29),-0.322216 # DEPENDENCYPART_GRANDPAR
(13,20),(20,30),-1.1032 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.103569 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.379941 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.296861 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.327673 # DEPENDENCYPART_GRANDPAR
(13,21),(21,27),-0.141828 # DEPENDENCYPART_GRANDPAR
(13,21),(21,29),-0.38901 # DEPENDENCYPART_GRANDPAR
(13,23),(23,1),-1.11105 # DEPENDENCYPART_GRANDPAR
(13,23),(23,14),0.390966 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),-0.305476 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),0.168351 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.192831 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.566527 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.261783 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.0399757 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),-0.430797 # DEPENDENCYPART_GRANDPAR
(13,23),(23,27),-0.242706 # DEPENDENCYPART_GRANDPAR
(13,23),(23,29),-0.49378 # DEPENDENCYPART_GRANDPAR
(13,23),(23,30),-1.1077 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.451703 # DEPENDENCYPART_GRANDPAR
(13,26),(26,21),-0.191437 # DEPENDENCYPART_GRANDPAR
(13,26),(26,22),-0.56674 # DEPENDENCYPART_GRANDPAR
(13,26),(26,23),-0.417528 # DEPENDENCYPART_GRANDPAR
(13,26),(26,24),-0.116128 # DEPENDENCYPART_GRANDPAR
(13,26),(26,25),0.222655 # DEPENDENCYPART_GRANDPAR
(13,26),(26,27),-0.236552 # DEPENDENCYPART_GRANDPAR
(13,26),(26,28),0.720975 # DEPENDENCYPART_GRANDPAR
(13,26),(26,29),-0.491545 # DEPENDENCYPART_GRANDPAR
(13,26),(26,30),-1.1049 # DEPENDENCYPART_GRANDPAR
(13,29),(29,24),-0.119906 # DEPENDENCYPART_GRANDPAR
(13,29),(29,25),0.222541 # DEPENDENCYPART_GRANDPAR
(13,29),(29,26),-0.371687 # DEPENDENCYPART_GRANDPAR
(13,29),(29,27),-0.207366 # DEPENDENCYPART_GRANDPAR
(13,29),(29,28),1.05086 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.718524 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.215307 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.70563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.271048 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-1.07071 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.808207 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.57 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.998327 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.324703 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.155432 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.172989 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.310756 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.150117 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.209079 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-0.279411 # DEPENDENCYPART_GRANDPAR
(14,16),(16,27),-0.18456 # DEPENDENCYPART_GRANDPAR
(14,16),(16,29),-0.190688 # DEPENDENCYPART_GRANDPAR
(14,16),(16,30),-1.10558 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-1.21818 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-1.38594 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-1.37946 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-1.21043 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-1.39749 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-1.4267 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.952381 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-1.48192 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-1.31395 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.6983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.826881 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.656115 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.000108408 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.206788 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.517702 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.27928 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),0.015975 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.231716 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-0.107499 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.285678 # DEPENDENCYPART_GRANDPAR
(14,20),(20,29),-0.0125961 # DEPENDENCYPART_GRANDPAR
(14,20),(20,30),-1.11959 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.902886 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-1.34899 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.22499 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-1.03541 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.72867 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.658011 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.709698 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.473732 # DEPENDENCYPART_GRANDPAR
(16,1),(1,17),-0.394585 # DEPENDENCYPART_GRANDPAR
(16,1),(1,24),-0.826731 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.759372 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.54991 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.15989 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.379493 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.155174 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.425622 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.55735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.385769 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.650707 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.391421 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.263365 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.239 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.558027 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.64231 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.659658 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.25134 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.164858 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-1.94609 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-1.77931 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-1.32536 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-1.6885 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-1.43964 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-1.32343 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-1.54302 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-1.26302 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-1.21385 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-1.3267 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.880178 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.660859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.631017 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.285702 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.134787 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.123114 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.0767075 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.0679468 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.220435 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-0.286257 # DEPENDENCYPART_GRANDPAR
(16,20),(20,29),-0.203241 # DEPENDENCYPART_GRANDPAR
(16,20),(20,30),-0.773645 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.01274 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.11521 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.0173221 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.26487 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.225177 # DEPENDENCYPART_GRANDPAR
(16,21),(21,29),-0.249609 # DEPENDENCYPART_GRANDPAR
(16,23),(23,1),-1.69693 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-1.0368 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.174826 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.155417 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.252194 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.519537 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.0800908 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.251323 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.345234 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.299757 # DEPENDENCYPART_GRANDPAR
(16,23),(23,29),-0.33162 # DEPENDENCYPART_GRANDPAR
(16,23),(23,30),-0.73467 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.216651 # DEPENDENCYPART_GRANDPAR
(16,26),(26,21),-0.2508 # DEPENDENCYPART_GRANDPAR
(16,26),(26,22),-0.51975 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),-0.174816 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),0.269412 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),-0.00416518 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-0.293603 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),0.482604 # DEPENDENCYPART_GRANDPAR
(16,26),(26,29),-0.329385 # DEPENDENCYPART_GRANDPAR
(16,26),(26,30),-0.731869 # DEPENDENCYPART_GRANDPAR
(16,29),(29,24),0.265634 # DEPENDENCYPART_GRANDPAR
(16,29),(29,25),-0.00427863 # DEPENDENCYPART_GRANDPAR
(16,29),(29,26),-0.330902 # DEPENDENCYPART_GRANDPAR
(16,29),(29,27),-0.269863 # DEPENDENCYPART_GRANDPAR
(16,29),(29,28),0.797023 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.02449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,23),-0.580348 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.226919 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.550292 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.42946 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),-0.303874 # DEPENDENCYPART_GRANDPAR
(19,23),(23,1),-0.714927 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-0.658342 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-1.06395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),-0.510061 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.0118515 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.69501 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.174803 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.788402 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.541341 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.417145 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),-0.294236 # DEPENDENCYPART_GRANDPAR
(19,23),(23,30),-0.550162 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-1.13994 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.483397 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.274228 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.379882 # DEPENDENCYPART_GRANDPAR
(20,1),(1,17),0.140351 # DEPENDENCYPART_GRANDPAR
(20,1),(1,24),-0.946269 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.543145 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.802005 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.257325 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.220265 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.295464 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),-0.885756 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),-0.257919 # DEPENDENCYPART_GRANDPAR
(20,3),(3,11),-0.101066 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-1.37399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,26),-0.23806 # DEPENDENCYPART_GRANDPAR
(20,3),(3,29),-0.323479 # DEPENDENCYPART_GRANDPAR
(20,3),(3,30),-1.30185 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.25411 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.408924 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),-0.226431 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),-0.374289 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),-1.10401 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.5485 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.422368 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.489371 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.589202 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.504173 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),-0.408743 # DEPENDENCYPART_GRANDPAR
(20,6),(6,13),-0.372739 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),-0.180618 # DEPENDENCYPART_GRANDPAR
(20,6),(6,16),-0.550236 # DEPENDENCYPART_GRANDPAR
(20,6),(6,17),0.0692072 # DEPENDENCYPART_GRANDPAR
(20,6),(6,20),-1.75848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,6),(6,21),-0.420233 # DEPENDENCYPART_GRANDPAR
(20,6),(6,23),-0.559606 # DEPENDENCYPART_GRANDPAR
(20,6),(6,26),-0.538033 # DEPENDENCYPART_GRANDPAR
(20,6),(6,27),-0.755442 # DEPENDENCYPART_GRANDPAR
(20,6),(6,29),-0.623452 # DEPENDENCYPART_GRANDPAR
(20,6),(6,30),-1.52737 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),-0.361068 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-1.08064 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.530347 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.378295 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.442577 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.527802 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-0.546789 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.4601 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),-0.415355 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),-0.221473 # DEPENDENCYPART_GRANDPAR
(20,7),(7,16),-0.592852 # DEPENDENCYPART_GRANDPAR
(20,7),(7,17),-0.0268284 # DEPENDENCYPART_GRANDPAR
(20,7),(7,20),-1.76007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,7),(7,21),-0.420741 # DEPENDENCYPART_GRANDPAR
(20,7),(7,23),-0.560069 # DEPENDENCYPART_GRANDPAR
(20,7),(7,24),-1.07543 # DEPENDENCYPART_GRANDPAR
(20,7),(7,26),-0.538497 # DEPENDENCYPART_GRANDPAR
(20,7),(7,27),-0.755921 # DEPENDENCYPART_GRANDPAR
(20,7),(7,29),-0.623916 # DEPENDENCYPART_GRANDPAR
(20,7),(7,30),-1.5291 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),-0.491606 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.546102 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.554958 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-1.11525 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.246095 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.100949 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.0903723 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),0.0415694 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),-0.3126 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),-0.28673 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-1.37195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,21),-0.167909 # DEPENDENCYPART_GRANDPAR
(20,10),(10,23),-0.257559 # DEPENDENCYPART_GRANDPAR
(20,10),(10,24),-0.834271 # DEPENDENCYPART_GRANDPAR
(20,10),(10,26),-0.235987 # DEPENDENCYPART_GRANDPAR
(20,10),(10,27),-0.51066 # DEPENDENCYPART_GRANDPAR
(20,10),(10,29),-0.321406 # DEPENDENCYPART_GRANDPAR
(20,10),(10,30),-1.29953 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-1.23656 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.476181 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.351192 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.736639 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.330398 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.243395 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.54039 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),0.0516351 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.49138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,10),-0.547941 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.151041 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),0.0753355 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.546882 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),-0.527197 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-1.1685 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.299342 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.546883 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.382265 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.417512 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.0288378 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.340068 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.317013 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),-0.111908 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.37206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),-0.168016 # DEPENDENCYPART_GRANDPAR
(20,13),(13,23),-0.257669 # DEPENDENCYPART_GRANDPAR
(20,13),(13,24),-0.834379 # DEPENDENCYPART_GRANDPAR
(20,13),(13,26),-0.236097 # DEPENDENCYPART_GRANDPAR
(20,13),(13,27),-0.510849 # DEPENDENCYPART_GRANDPAR
(20,13),(13,29),-0.321516 # DEPENDENCYPART_GRANDPAR
(20,13),(13,30),-1.29964 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.70156 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.68179 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.0908786 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.49319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,14),-0.188333 # DEPENDENCYPART_GRANDPAR
(20,16),(16,1),-0.487611 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.329966 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.343013 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.331975 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.287926 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.0868949 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.37204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.167999 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.25765 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-0.834362 # DEPENDENCYPART_GRANDPAR
(20,16),(16,26),-0.236078 # DEPENDENCYPART_GRANDPAR
(20,16),(16,27),-0.51075 # DEPENDENCYPART_GRANDPAR
(20,16),(16,29),-0.321497 # DEPENDENCYPART_GRANDPAR
(20,16),(16,30),-1.29962 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.369526 # DEPENDENCYPART_GRANDPAR
(20,19),(19,21),-0.143747 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.197021 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.799462 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.446579 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.0212787 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),0.470037 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),0.239714 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),0.375104 # DEPENDENCYPART_GRANDPAR
(20,23),(23,1),-0.64623 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-0.365655 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.653047 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.356555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.604675 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),1.29578 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.0874924 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.24863 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),0.499152 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),0.414198 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),0.405152 # DEPENDENCYPART_GRANDPAR
(20,23),(23,30),-0.556017 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.395485 # DEPENDENCYPART_GRANDPAR
(20,26),(26,21),0.60154 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),1.29232 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),0.733289 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.0378687 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),0.204008 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),0.43116 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),0.12033 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),0.414981 # DEPENDENCYPART_GRANDPAR
(20,26),(26,30),-0.546835 # DEPENDENCYPART_GRANDPAR
(20,29),(29,24),-0.0435055 # DEPENDENCYPART_GRANDPAR
(20,29),(29,25),0.200296 # DEPENDENCYPART_GRANDPAR
(20,29),(29,26),0.751838 # DEPENDENCYPART_GRANDPAR
(20,29),(29,27),0.491825 # DEPENDENCYPART_GRANDPAR
(20,29),(29,28),0.0881504 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.279253 # DEPENDENCYPART_GRANDPAR
