# _root_ La resolució , en_atenció_a aquestes falsedats i mala fe , imposa les costes del procediment als defensors per ' temeritat ' .
#goldHeads=2,11,4,11,6,4,6,9,6,4,0,13,11,13,14,11,16,11,20,18,20,11,
#predictedHeads=2,11,4,2,6,4,2,9,2,4,0,13,11,13,14,15,16,11,20,18,20,11,
(18,16),(16,18),-1.63322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),0.0334091 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.14444 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.355129 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.346455 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.383862 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.603765 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.146032 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.60699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.0833457 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.167262 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.865809 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-1.28116 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-1.21403 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-1.34706 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-1.12953 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-1.26613 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-1.34763 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-1.36739 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-1.4203 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-1.44652 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.826361 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.846165 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-1.39582 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.871366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.93195 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.15913 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.356381 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-1.0986 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.358998 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.342487 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.341878 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.427623 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.667144 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.491025 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.294252 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),-0.363098 # DEPENDENCYPART_GRANDPAR
(20,2),(2,13),-0.0413229 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),0.0491263 # DEPENDENCYPART_GRANDPAR
(20,2),(2,16),0.0705358 # DEPENDENCYPART_GRANDPAR
(20,2),(2,18),-0.0593762 # DEPENDENCYPART_GRANDPAR
(20,2),(2,19),0.24767 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-1.71877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,21),-0.695912 # DEPENDENCYPART_GRANDPAR
(20,2),(2,22),-1.08049 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.522213 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-1.26435 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.417789 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.67878 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.193008 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.389592 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.745492 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),-0.344212 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),-0.444978 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),-0.359581 # DEPENDENCYPART_GRANDPAR
(20,4),(4,14),0.0732724 # DEPENDENCYPART_GRANDPAR
(20,4),(4,16),0.072642 # DEPENDENCYPART_GRANDPAR
(20,4),(4,19),-0.0664463 # DEPENDENCYPART_GRANDPAR
(20,4),(4,21),-0.689245 # DEPENDENCYPART_GRANDPAR
(20,4),(4,22),-1.09026 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.570658 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.358762 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.258068 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.36202 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.395153 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.306585 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.278428 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.511774 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.508379 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-0.455092 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.933716 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.353446 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.460887 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.645677 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.297847 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.365294 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.0400705 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),0.0584728 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),0.0803009 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),-0.0428602 # DEPENDENCYPART_GRANDPAR
(20,9),(9,19),0.241991 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-1.71877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,21),-0.695916 # DEPENDENCYPART_GRANDPAR
(20,9),(9,22),-1.0805 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.512192 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),-0.511098 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),-0.50643 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.451326 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.460929 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.64745 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.500632 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.441684 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-1.01034 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),0.0586864 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.0226906 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),0.0806418 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.138557 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.0426462 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.247149 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.71876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),-0.695911 # DEPENDENCYPART_GRANDPAR
(20,13),(13,22),-1.08049 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.369531 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.603388 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-1.01754 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),0.111162 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),0.114052 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.272468 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),0.0467107 # DEPENDENCYPART_GRANDPAR
(20,14),(14,21),-0.689888 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),0.0195946 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.275135 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.000822346 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.0799194 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.78404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,2),-0.511783 # DEPENDENCYPART_GRANDPAR
(20,17),(17,4),-0.451547 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.461651 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-1.01021 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),0.138691 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.04263 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.246177 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.71876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.695911 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-1.08049 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.371407 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.16888 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.123431 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.100431 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.7935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.690801 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-1.09174 # DEPENDENCYPART_GRANDPAR
