# _root_ He de reconèixer que és difícil , amb un nacionalisme espanyol tan excloent com el que està fent el PP , mantenir aquesta política de pactes perquè de_vegades fan trontollar .
#goldHeads=3,3,0,5,3,5,8,5,10,8,10,13,10,18,18,18,18,13,20,18,8,5,24,22,24,25,29,29,5,29,3,
#predictedHeads=3,3,0,5,3,5,8,5,10,8,10,13,10,18,18,18,18,13,20,18,18,18,24,22,24,25,30,30,30,22,3,
(5,11),(11,14),-0.0705325 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.369576 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.116799 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.304832 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.250792 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.20929 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.170279 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.143767 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.443981 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.235382 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.22307 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.110724 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.071732 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.142966 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),0.197178 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.428888 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.341376 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.148235 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-0.133088 # DEPENDENCYPART_GRANDPAR
(5,13),(13,25),0.0850611 # DEPENDENCYPART_GRANDPAR
(5,13),(13,30),0.0280034 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.0427137 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),0.301364 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.289871 # DEPENDENCYPART_GRANDPAR
(5,14),(14,27),-0.410457 # DEPENDENCYPART_GRANDPAR
(5,14),(14,31),-1.26507 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.505669 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.187105 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-1.76103 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.724453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,7),0.276987 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),0.205295 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),0.261923 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.272152 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),0.0607627 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.651163 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.886142 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),0.182688 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.382819 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.208439 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.227342 # DEPENDENCYPART_GRANDPAR
(5,17),(17,24),-0.0901797 # DEPENDENCYPART_GRANDPAR
(5,17),(17,28),-0.233405 # DEPENDENCYPART_GRANDPAR
(5,17),(17,29),-0.345781 # DEPENDENCYPART_GRANDPAR
(5,17),(17,30),-0.0238798 # DEPENDENCYPART_GRANDPAR
(5,17),(17,31),-1.30464 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-1.13771 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.855117 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-1.42669 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-1.76128 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.646606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,6),0.491096 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),0.421488 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),0.265921 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),0.243262 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.309283 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.238436 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.261234 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),0.092517 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.603286 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.792354 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),0.0904594 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.227589 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.193201 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),0.0221764 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),0.0650447 # DEPENDENCYPART_GRANDPAR
(5,18),(18,25),-0.0271706 # DEPENDENCYPART_GRANDPAR
(5,18),(18,26),-0.316117 # DEPENDENCYPART_GRANDPAR
(5,18),(18,27),-0.301785 # DEPENDENCYPART_GRANDPAR
(5,18),(18,28),-0.122903 # DEPENDENCYPART_GRANDPAR
(5,18),(18,29),-0.0956603 # DEPENDENCYPART_GRANDPAR
(5,18),(18,30),0.225633 # DEPENDENCYPART_GRANDPAR
(5,18),(18,31),-1.22292 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),0.496788 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.490518 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.529587 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.0958921 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-0.265969 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),0.0154509 # DEPENDENCYPART_GRANDPAR
(5,20),(20,27),-0.7128 # DEPENDENCYPART_GRANDPAR
(5,20),(20,28),-0.378981 # DEPENDENCYPART_GRANDPAR
(5,22),(22,1),-1.13718 # DEPENDENCYPART_GRANDPAR
(5,22),(22,3),-1.42616 # DEPENDENCYPART_GRANDPAR
(5,22),(22,4),-1.76069 # DEPENDENCYPART_GRANDPAR
(5,22),(22,5),-0.623398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,22),(22,6),0.515315 # DEPENDENCYPART_GRANDPAR
(5,22),(22,8),0.265804 # DEPENDENCYPART_GRANDPAR
(5,22),(22,10),0.27392 # DEPENDENCYPART_GRANDPAR
(5,22),(22,11),-0.285063 # DEPENDENCYPART_GRANDPAR
(5,22),(22,12),-0.198715 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),-0.237015 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),0.114161 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),-0.583778 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.850738 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),0.107375 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),0.360437 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),-0.626409 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.160803 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),0.00138505 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.0537945 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.124922 # DEPENDENCYPART_GRANDPAR
(5,22),(22,26),-0.434957 # DEPENDENCYPART_GRANDPAR
(5,22),(22,27),-0.399268 # DEPENDENCYPART_GRANDPAR
(5,22),(22,28),-0.185507 # DEPENDENCYPART_GRANDPAR
(5,22),(22,29),-0.243572 # DEPENDENCYPART_GRANDPAR
(5,22),(22,30),0.0777213 # DEPENDENCYPART_GRANDPAR
(5,22),(22,31),-1.26052 # DEPENDENCYPART_GRANDPAR
(5,24),(24,2),-0.336215 # DEPENDENCYPART_GRANDPAR
(5,24),(24,19),-0.472683 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),0.156327 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.404347 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),0.0179493 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),-0.651795 # DEPENDENCYPART_GRANDPAR
(5,24),(24,27),-0.724121 # DEPENDENCYPART_GRANDPAR
(5,24),(24,28),-0.369022 # DEPENDENCYPART_GRANDPAR
(5,24),(24,29),-0.201267 # DEPENDENCYPART_GRANDPAR
(5,24),(24,30),0.099349 # DEPENDENCYPART_GRANDPAR
(5,29),(29,3),-1.42624 # DEPENDENCYPART_GRANDPAR
(5,29),(29,4),-1.76099 # DEPENDENCYPART_GRANDPAR
(5,29),(29,5),-0.642722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,29),(29,15),-0.638503 # DEPENDENCYPART_GRANDPAR
(5,29),(29,16),-0.874362 # DEPENDENCYPART_GRANDPAR
(5,29),(29,20),-0.166348 # DEPENDENCYPART_GRANDPAR
(5,29),(29,22),0.0201741 # DEPENDENCYPART_GRANDPAR
(5,29),(29,24),0.0872994 # DEPENDENCYPART_GRANDPAR
(5,29),(29,25),-0.0267626 # DEPENDENCYPART_GRANDPAR
(5,29),(29,26),-0.284195 # DEPENDENCYPART_GRANDPAR
(5,29),(29,27),0.13471 # DEPENDENCYPART_GRANDPAR
(5,29),(29,28),-0.236218 # DEPENDENCYPART_GRANDPAR
(5,29),(29,30),0.112749 # DEPENDENCYPART_GRANDPAR
(5,29),(29,31),-1.18186 # DEPENDENCYPART_GRANDPAR
(5,30),(30,1),-1.13712 # DEPENDENCYPART_GRANDPAR
(5,30),(30,3),-1.4261 # DEPENDENCYPART_GRANDPAR
(5,30),(30,4),-1.76069 # DEPENDENCYPART_GRANDPAR
(5,30),(30,5),-0.661987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,30),(30,6),0.490615 # DEPENDENCYPART_GRANDPAR
(5,30),(30,8),0.231044 # DEPENDENCYPART_GRANDPAR
(5,30),(30,11),-0.309764 # DEPENDENCYPART_GRANDPAR
(5,30),(30,12),-0.253003 # DEPENDENCYPART_GRANDPAR
(5,30),(30,13),-0.261715 # DEPENDENCYPART_GRANDPAR
(5,30),(30,15),-0.619199 # DEPENDENCYPART_GRANDPAR
(5,30),(30,16),-0.837343 # DEPENDENCYPART_GRANDPAR
(5,30),(30,17),0.066944 # DEPENDENCYPART_GRANDPAR
(5,30),(30,20),-0.192017 # DEPENDENCYPART_GRANDPAR
(5,30),(30,22),0.000909298 # DEPENDENCYPART_GRANDPAR
(5,30),(30,24),0.0616297 # DEPENDENCYPART_GRANDPAR
(5,30),(30,25),-0.0444068 # DEPENDENCYPART_GRANDPAR
(5,30),(30,26),-0.309865 # DEPENDENCYPART_GRANDPAR
(5,30),(30,27),0.125061 # DEPENDENCYPART_GRANDPAR
(5,30),(30,28),-0.271149 # DEPENDENCYPART_GRANDPAR
(5,30),(30,29),-0.0707061 # DEPENDENCYPART_GRANDPAR
(5,30),(30,31),-1.18921 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0678051 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.00434569 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.328161 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.27393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.544704 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.929637 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.499185 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.487316 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.283028 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.452727 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.28303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.575693 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.965775 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.918973 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.733446 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.757656 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.803904 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.704957 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.757513 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.638171 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.600159 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-1.28817 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-1.21869 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-0.827439 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-1.42396 # DEPENDENCYPART_GRANDPAR
(6,5),(5,29),-1.06801 # DEPENDENCYPART_GRANDPAR
(6,5),(5,30),-0.853647 # DEPENDENCYPART_GRANDPAR
(6,5),(5,31),-1.84529 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.612487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,3),-0.939098 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.611962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.313158 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.084915 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0458766 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0647985 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0272061 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.00557758 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.0189979 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),0.267183 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.447553 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.05961 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.946677 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.548928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,9),0.235164 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.00451181 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.106053 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0749009 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.0963789 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),0.0846029 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),0.139656 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.578509 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.711111 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-0.572876 # DEPENDENCYPART_GRANDPAR
(6,10),(10,31),-1.11624 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.16239 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0564654 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0535701 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0138723 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.00635718 # DEPENDENCYPART_GRANDPAR
(6,13),(13,7),0.210735 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.160624 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.132906 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0258902 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.115689 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.00247485 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),0.151514 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),0.192788 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.508244 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.415625 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.0344749 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.638744 # DEPENDENCYPART_GRANDPAR
(6,13),(13,25),-0.517448 # DEPENDENCYPART_GRANDPAR
(6,13),(13,30),-0.0588704 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.333935 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.56403 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.478078 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.85715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.540449 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.942879 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.985116 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.998606 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.115917 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.108233 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.642761 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.118875 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.087036 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.480145 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.70701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.194835 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.521525 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.463528 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.513201 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.953856 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.819527 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-1.16498 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-1.20135 # DEPENDENCYPART_GRANDPAR
(8,3),(3,29),-1.53966 # DEPENDENCYPART_GRANDPAR
(8,3),(3,30),-1.33223 # DEPENDENCYPART_GRANDPAR
(8,3),(3,31),-1.9191 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.260831 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.358829 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0839754 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.265978 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.6101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.077711 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.464088 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.406091 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.000896814 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.107354 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.498205 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.01934 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.734755 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),1.00895 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.470653 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.195694 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.475192 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.424255 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),0.137921 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),0.327248 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.29567 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.45651 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),-1.1208 # DEPENDENCYPART_GRANDPAR
(8,10),(10,31),-1.02301 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.553369 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.849727 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.136657 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.277106 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.319635 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.510979 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.784487 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.405478 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.25989 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.255377 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),0.0270068 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.530722 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.892195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,10),0.755463 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.401916 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.274626 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.333448 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.0365372 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),0.124885 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.28968 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.327989 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.259734 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.452757 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-1.36822 # DEPENDENCYPART_GRANDPAR
(8,13),(13,30),-0.397421 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.137477 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),0.0211195 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.380012 # DEPENDENCYPART_GRANDPAR
(8,14),(14,27),-0.438087 # DEPENDENCYPART_GRANDPAR
(8,14),(14,31),-1.23146 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-1.04082 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.658453 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-1.10854 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-1.06666 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-1.00749 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.725972 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.628079 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.855135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,10),0.712561 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.293363 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.162821 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.348735 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),0.549529 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.157784 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),0.871786 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.00675454 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.248437 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.325584 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.281235 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.417651 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-1.48603 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),-0.344716 # DEPENDENCYPART_GRANDPAR
(8,18),(18,27),-0.306381 # DEPENDENCYPART_GRANDPAR
(8,18),(18,28),-0.208558 # DEPENDENCYPART_GRANDPAR
(8,18),(18,29),-0.612646 # DEPENDENCYPART_GRANDPAR
(8,18),(18,30),-0.396107 # DEPENDENCYPART_GRANDPAR
(8,18),(18,31),-1.1572 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.32087 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),-0.72886 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.681908 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-1.01835 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.773961 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.579791 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.494345 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.530351 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.646111 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.513032 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.132251 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.66011 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.663719 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.919538 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.196067 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.59034 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.431214 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.0195229 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.513048 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.89281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.642085 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.817923 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-1.20806 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.762237 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.979926 # DEPENDENCYPART_GRANDPAR
(10,3),(3,21),-1.23463 # DEPENDENCYPART_GRANDPAR
(10,3),(3,22),-1.13218 # DEPENDENCYPART_GRANDPAR
(10,3),(3,29),-1.58444 # DEPENDENCYPART_GRANDPAR
(10,3),(3,30),-1.376 # DEPENDENCYPART_GRANDPAR
(10,3),(3,31),-2.26213 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.880688 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.943287 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.785953 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.00890885 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.608245 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.76967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.597399 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.773238 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.861682 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.71613 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.800399 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.0628533 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.00285269 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.350731 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.952783 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
