# _root_ Segons va explicar , les peces intervingudes tenen imatges d' inspiració mironiana , però " no reprodueixen dibuixos del pintor " .
#goldHeads=3,3,8,3,6,8,6,0,8,9,10,11,9,8,17,17,8,17,18,19,17,8,
#predictedHeads=3,3,8,3,6,8,6,0,8,9,10,11,8,8,17,17,8,17,18,19,17,8,
(18,3),(3,4),-0.245446 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.578401 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.599871 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.564541 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.458707 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.377664 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),0.0153162 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),-0.0562586 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),-0.515677 # DEPENDENCYPART_GRANDPAR
(18,3),(3,15),-0.101972 # DEPENDENCYPART_GRANDPAR
(18,3),(3,17),-0.512786 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-1.506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,21),-0.972277 # DEPENDENCYPART_GRANDPAR
(18,3),(3,22),-1.22299 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.23542 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.757044 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.344973 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.345997 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.814109 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.457684 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.489418 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.404735 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.38669 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.303004 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),0.0628517 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.0150267 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.496013 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.0580671 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.0909362 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),-0.490933 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-1.50692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.457608 # DEPENDENCYPART_GRANDPAR
(18,8),(8,21),-0.972777 # DEPENDENCYPART_GRANDPAR
(18,8),(8,22),-1.22349 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.238689 # DEPENDENCYPART_GRANDPAR
(18,16),(16,19),-0.261198 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-1.40328 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.563996 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.0583186 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.386559 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.902086 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.379698 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0290593 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.336018 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.101595 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.48944 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.164285 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.1844 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.171008 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.162303 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.251229 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.201767 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.246227 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.322675 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.0477143 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),0.31385 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.166661 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),0.0507803 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),0.302877 # DEPENDENCYPART_GRANDPAR
(19,8),(8,17),-0.67869 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),-0.374174 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-1.50466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,21),-1.14896 # DEPENDENCYPART_GRANDPAR
(19,8),(8,22),-1.30604 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.845696 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.718089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.310907 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.496707 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.21502 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.323739 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.453708 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.74915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.796494 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-1.15513 # DEPENDENCYPART_GRANDPAR
