# _root_ L' aparició del Teneighty , un esquí que disposa de la cua aixecada igual que l' espàtula , és la confirmació del fet que la firma francesa continua buscant noves fórmules dins de l' esquí .
#goldHeads=2,19,2,3,7,7,4,9,7,9,12,10,12,12,17,17,12,7,0,21,19,21,22,29,26,29,26,29,23,31,29,29,32,35,33,19,
#predictedHeads=2,19,2,3,7,7,2,9,7,9,12,10,12,12,17,17,14,9,0,21,19,21,22,29,26,29,26,29,23,31,29,29,32,35,33,19,
(8,9),(9,10),-0.448006 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0293354 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.00502977 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.420416 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.328909 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.0671459 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),0.00118136 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.772205 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.144589 # DEPENDENCYPART_GRANDPAR
(8,9),(9,28),-1.1833 # DEPENDENCYPART_GRANDPAR
(8,9),(9,29),-0.742594 # DEPENDENCYPART_GRANDPAR
(8,9),(9,32),-0.17629 # DEPENDENCYPART_GRANDPAR
(8,9),(9,36),-0.981431 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),-0.121296 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0499636 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.151866 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.289374 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),0.0117106 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.124348 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.700948 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.794327 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.112125 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.730014 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.913539 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.602526 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.104959 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.551103 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.53268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.00174978 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.518405 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.7253 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.424128 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-1.08387 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.727765 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-1.31609 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.76966 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-0.875632 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-0.83722 # DEPENDENCYPART_GRANDPAR
(9,2),(2,36),-2.52128 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.408737 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.798592 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-1.17269 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.366444 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.810272 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.121055 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.601719 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.551119 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.53268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,13),-0.7253 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.424128 # DEPENDENCYPART_GRANDPAR
(9,4),(4,36),-2.52128 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.122356 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.861855 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.805488 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.72466 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.145356 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.579704 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.53268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.00174978 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.518405 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.7253 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.424128 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.08387 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.727765 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-1.31609 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.76966 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.875632 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.83722 # DEPENDENCYPART_GRANDPAR
(9,7),(7,24),-1.95255 # DEPENDENCYPART_GRANDPAR
(9,7),(7,26),-0.814758 # DEPENDENCYPART_GRANDPAR
(9,7),(7,27),-0.974571 # DEPENDENCYPART_GRANDPAR
(9,7),(7,28),-0.857168 # DEPENDENCYPART_GRANDPAR
(9,7),(7,29),-0.760421 # DEPENDENCYPART_GRANDPAR
(9,7),(7,36),-2.52128 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.41036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.0119241 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.761136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),0.268131 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.127766 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.422879 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.0582324 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.375752 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.54513 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.943456 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.382045 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.0149614 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.00186125 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.287247 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.661664 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.037962 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.602994 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.0840441 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.186516 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.509324 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-1.53034 # DEPENDENCYPART_GRANDPAR
(9,12),(12,27),-0.253181 # DEPENDENCYPART_GRANDPAR
(9,12),(12,36),-1.8033 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.214629 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.26742 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.551495 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.475981 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-1.43633 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.389038 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.156383 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0484671 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.511251 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.0575479 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.390588 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.150261 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.0910062 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.542902 # DEPENDENCYPART_GRANDPAR
(9,14),(14,26),-0.0245918 # DEPENDENCYPART_GRANDPAR
(9,14),(14,28),-0.185347 # DEPENDENCYPART_GRANDPAR
(9,14),(14,29),-0.0933848 # DEPENDENCYPART_GRANDPAR
(9,14),(14,31),-0.430208 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.0342527 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-1.54513 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-1.43951 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-1.55131 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.505443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.382143 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.0149829 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.0436066 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.371821 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.306595 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.671425 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.599823 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.0808681 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.183283 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.500587 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-1.52717 # DEPENDENCYPART_GRANDPAR
(9,17),(17,26),-0.118431 # DEPENDENCYPART_GRANDPAR
(9,17),(17,27),-0.25083 # DEPENDENCYPART_GRANDPAR
(9,17),(17,29),-0.0396791 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-1.86396 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-1.69487 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-1.87014 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-1.50459 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.780308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),0.0979038 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.221448 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.00395287 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.344026 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.55511 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.959732 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.012103 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.148507 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.106954 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.631497 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.355011 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-1.20414 # DEPENDENCYPART_GRANDPAR
(9,19),(19,26),-0.042889 # DEPENDENCYPART_GRANDPAR
(9,19),(19,27),-0.133631 # DEPENDENCYPART_GRANDPAR
(9,19),(19,28),-0.219493 # DEPENDENCYPART_GRANDPAR
(9,19),(19,29),-0.120427 # DEPENDENCYPART_GRANDPAR
(9,19),(19,30),-0.41173 # DEPENDENCYPART_GRANDPAR
(9,19),(19,31),-0.446934 # DEPENDENCYPART_GRANDPAR
(9,19),(19,32),-0.369449 # DEPENDENCYPART_GRANDPAR
(9,19),(19,35),-0.470054 # DEPENDENCYPART_GRANDPAR
(9,19),(19,36),-1.63084 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.670723 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.478065 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),0.183365 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),0.0873631 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.500047 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.463832 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-1.52895 # DEPENDENCYPART_GRANDPAR
(9,21),(21,26),-0.125311 # DEPENDENCYPART_GRANDPAR
(9,21),(21,27),-0.252409 # DEPENDENCYPART_GRANDPAR
(9,21),(21,28),-0.138204 # DEPENDENCYPART_GRANDPAR
(9,21),(21,29),-0.0414575 # DEPENDENCYPART_GRANDPAR
(9,21),(21,30),-0.527315 # DEPENDENCYPART_GRANDPAR
(9,21),(21,31),-0.529365 # DEPENDENCYPART_GRANDPAR
(9,21),(21,33),-0.541998 # DEPENDENCYPART_GRANDPAR
(9,28),(28,2),-1.84662 # DEPENDENCYPART_GRANDPAR
(9,28),(28,5),-1.67726 # DEPENDENCYPART_GRANDPAR
(9,28),(28,7),-1.8528 # DEPENDENCYPART_GRANDPAR
(9,28),(28,8),-1.482 # DEPENDENCYPART_GRANDPAR
(9,28),(28,9),-0.809914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,28),(28,15),0.28861 # DEPENDENCYPART_GRANDPAR
(9,28),(28,17),-0.0282863 # DEPENDENCYPART_GRANDPAR
(9,28),(28,19),-0.0718699 # DEPENDENCYPART_GRANDPAR
(9,28),(28,21),-0.176133 # DEPENDENCYPART_GRANDPAR
(9,28),(28,23),-0.455644 # DEPENDENCYPART_GRANDPAR
(9,28),(28,24),-0.580068 # DEPENDENCYPART_GRANDPAR
(9,28),(28,25),-1.22997 # DEPENDENCYPART_GRANDPAR
(9,28),(28,26),-0.111842 # DEPENDENCYPART_GRANDPAR
(9,28),(28,27),-0.402419 # DEPENDENCYPART_GRANDPAR
(9,28),(28,29),-0.146485 # DEPENDENCYPART_GRANDPAR
(9,28),(28,30),-0.498035 # DEPENDENCYPART_GRANDPAR
(9,28),(28,31),-0.498436 # DEPENDENCYPART_GRANDPAR
(9,28),(28,32),-0.402963 # DEPENDENCYPART_GRANDPAR
(9,28),(28,33),-0.683791 # DEPENDENCYPART_GRANDPAR
(9,28),(28,35),-0.521555 # DEPENDENCYPART_GRANDPAR
(9,28),(28,36),-1.70775 # DEPENDENCYPART_GRANDPAR
(9,29),(29,2),-1.84625 # DEPENDENCYPART_GRANDPAR
(9,29),(29,5),-1.67689 # DEPENDENCYPART_GRANDPAR
(9,29),(29,7),-1.85244 # DEPENDENCYPART_GRANDPAR
(9,29),(29,8),-1.48164 # DEPENDENCYPART_GRANDPAR
(9,29),(29,9),-0.77712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,29),(29,12),0.244331 # DEPENDENCYPART_GRANDPAR
(9,29),(29,13),-0.117676 # DEPENDENCYPART_GRANDPAR
(9,29),(29,14),0.230303 # DEPENDENCYPART_GRANDPAR
(9,29),(29,15),0.349842 # DEPENDENCYPART_GRANDPAR
(9,29),(29,17),0.0349868 # DEPENDENCYPART_GRANDPAR
(9,29),(29,19),-0.0390746 # DEPENDENCYPART_GRANDPAR
(9,29),(29,21),-0.11286 # DEPENDENCYPART_GRANDPAR
(9,29),(29,22),-0.736654 # DEPENDENCYPART_GRANDPAR
(9,29),(29,23),-0.39291 # DEPENDENCYPART_GRANDPAR
(9,29),(29,24),-0.518836 # DEPENDENCYPART_GRANDPAR
(9,29),(29,25),-1.20058 # DEPENDENCYPART_GRANDPAR
(9,29),(29,26),-0.0485687 # DEPENDENCYPART_GRANDPAR
(9,29),(29,27),-0.366331 # DEPENDENCYPART_GRANDPAR
(9,29),(29,28),-0.0691736 # DEPENDENCYPART_GRANDPAR
(9,29),(29,30),-0.467094 # DEPENDENCYPART_GRANDPAR
(9,29),(29,31),-0.44284 # DEPENDENCYPART_GRANDPAR
(9,29),(29,32),-0.367282 # DEPENDENCYPART_GRANDPAR
(9,29),(29,33),-0.623896 # DEPENDENCYPART_GRANDPAR
(9,29),(29,35),-0.465959 # DEPENDENCYPART_GRANDPAR
(9,29),(29,36),-1.67626 # DEPENDENCYPART_GRANDPAR
(9,32),(32,30),-0.548213 # DEPENDENCYPART_GRANDPAR
(9,32),(32,31),-0.474545 # DEPENDENCYPART_GRANDPAR
(9,32),(32,33),-0.336828 # DEPENDENCYPART_GRANDPAR
(9,32),(32,35),-0.364862 # DEPENDENCYPART_GRANDPAR
(9,32),(32,36),-1.73504 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.647579 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.520821 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.129002 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.570334 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.247682 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.44862 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.886285 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.42099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.367016 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.539893 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.660524 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.900935 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.968214 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-1.27827 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.989349 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-1.18979 # DEPENDENCYPART_GRANDPAR
(10,9),(9,28),-1.37794 # DEPENDENCYPART_GRANDPAR
(10,9),(9,29),-1.31197 # DEPENDENCYPART_GRANDPAR
(10,9),(9,32),-0.904406 # DEPENDENCYPART_GRANDPAR
(10,9),(9,36),-2.62485 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.40306 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.56014 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.182689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),1.16286 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.258772 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.059563 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.510934 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.324081 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.354068 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),0.0554581 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.545678 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.27983 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.379141 # DEPENDENCYPART_GRANDPAR
(10,12),(12,27),-0.197174 # DEPENDENCYPART_GRANDPAR
(10,12),(12,36),-1.81148 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),1.35284 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.164358 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.151104 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.326067 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.1479 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.423666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),1.35088 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.399452 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.152703 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.0131493 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.307973 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.0376524 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.208448 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.169667 # DEPENDENCYPART_GRANDPAR
(10,14),(14,26),-0.384488 # DEPENDENCYPART_GRANDPAR
(10,14),(14,28),-0.367564 # DEPENDENCYPART_GRANDPAR
(10,14),(14,29),-0.302244 # DEPENDENCYPART_GRANDPAR
(10,14),(14,31),-0.451279 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-1.40306 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-1.26246 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-1.33185 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-1.4083 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.182604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),1.16287 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.415249 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.299913 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.147195 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.671451 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.357322 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),0.0522095 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.548859 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.282218 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.382395 # DEPENDENCYPART_GRANDPAR
(10,17),(17,26),-0.727052 # DEPENDENCYPART_GRANDPAR
(10,17),(17,27),-0.202987 # DEPENDENCYPART_GRANDPAR
(10,17),(17,29),-0.355275 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.713012 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-1.42919 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.13467 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.40565 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-2.02087 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-1.4012 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.49736 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.74933 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.02212 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.2987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.386114 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.676081 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.777928 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-1.29961 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.65403 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.495232 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-1.4371 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.731105 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.895191 # DEPENDENCYPART_GRANDPAR
(11,12),(12,27),-0.753457 # DEPENDENCYPART_GRANDPAR
(11,12),(12,36),-0.870353 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.894752 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.0928324 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.749176 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.151026 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.325527 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.276461 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.284068 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),0.176566 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.61375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),-0.681871 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),-0.827007 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-0.821763 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),-0.804996 # DEPENDENCYPART_GRANDPAR
(12,2),(2,18),-0.876836 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),-0.88903 # DEPENDENCYPART_GRANDPAR
(12,2),(2,21),-1.05654 # DEPENDENCYPART_GRANDPAR
(12,2),(2,22),-0.961975 # DEPENDENCYPART_GRANDPAR
(12,2),(2,36),-2.27976 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.416195 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),1.03173 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.299035 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.70585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.720859 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.865994 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.897096 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.905729 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0911193 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.64626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,11),-0.621109 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),-0.0929 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.210363 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.0724266 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.18835 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.643529 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.622024 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.230881 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.195912 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.103059 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0352404 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.238246 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.148578 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.345439 # DEPENDENCYPART_GRANDPAR
(12,14),(14,26),-0.387802 # DEPENDENCYPART_GRANDPAR
(12,14),(14,28),-0.409733 # DEPENDENCYPART_GRANDPAR
(12,14),(14,29),-0.036389 # DEPENDENCYPART_GRANDPAR
(12,14),(14,31),-0.465875 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0993739 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-1.17975 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-1.16673 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-1.04103 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-1.06081 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.435496 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.64801 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.0198 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.120185 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.0919377 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.201886 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.00817191 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.245241 # DEPENDENCYPART_GRANDPAR
