# _root_ Si l' objectiu és que el_nostre programa de quatre anys es pugui aconseguir , que el finançament de l' Estat arribi millor del que està arribant , ho hem de saber explicar .
#goldHeads=4,3,4,31,13,7,13,7,10,8,13,13,4,13,21,17,21,17,20,18,13,21,22,26,26,23,26,31,31,31,0,31,31,
#predictedHeads=4,3,4,0,13,7,13,7,10,8,13,13,4,21,21,17,21,17,20,18,13,21,22,26,26,23,26,31,31,31,26,31,4,
(12,3),(3,1),0.365916 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.190239 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),0.0296397 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),0.374949 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),1.00618 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.112962 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.465603 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),0.318326 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.233814 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.106805 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.119166 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-2.48433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-1.18464 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-1.81063 # DEPENDENCYPART_GRANDPAR
(12,4),(4,21),-1.68431 # DEPENDENCYPART_GRANDPAR
(12,4),(4,25),-2.06447 # DEPENDENCYPART_GRANDPAR
(12,4),(4,26),-1.78222 # DEPENDENCYPART_GRANDPAR
(12,4),(4,27),-2.3725 # DEPENDENCYPART_GRANDPAR
(12,4),(4,29),-1.88136 # DEPENDENCYPART_GRANDPAR
(12,4),(4,31),-1.91237 # DEPENDENCYPART_GRANDPAR
(12,4),(4,32),-2.16517 # DEPENDENCYPART_GRANDPAR
(12,4),(4,33),-2.78879 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.529835 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.120894 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),0.297542 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),0.0765887 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.602164 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.541944 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.981217 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.556631 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.372263 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.420987 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-2.07975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.780213 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-1.55421 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-1.74822 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-1.10277 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.788454 # DEPENDENCYPART_GRANDPAR
(12,7),(7,33),-2.54317 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.930269 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.269528 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-2.20138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.901734 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.466219 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.601295 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.30786 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.748257 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.08119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.781653 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.593948 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.4993 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.59541 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.62296 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.27554 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.501137 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.898346 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.14428 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.27201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.637977 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-1.10331 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.416699 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.68442 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.803778 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.623253 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.639899 # DEPENDENCYPART_GRANDPAR
(12,13),(13,26),-0.716461 # DEPENDENCYPART_GRANDPAR
(12,13),(13,29),-0.869244 # DEPENDENCYPART_GRANDPAR
(12,13),(13,31),-0.797408 # DEPENDENCYPART_GRANDPAR
(12,13),(13,32),-1.08141 # DEPENDENCYPART_GRANDPAR
(12,13),(13,33),-1.74322 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.977005 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.423626 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.434912 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.0304179 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.214664 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.71914 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.961531 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-1.08577 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.515651 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.809044 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.579629 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.67748 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.774479 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-0.984923 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),-0.674283 # DEPENDENCYPART_GRANDPAR
(12,17),(17,29),-0.79527 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-1.32248 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-1.25652 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.792031 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.866349 # DEPENDENCYPART_GRANDPAR
(12,18),(18,30),-0.595835 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.593813 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-1.49916 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-1.59512 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-1.62283 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-1.2754 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.898205 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-1.26711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),-0.0607732 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.390814 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.309671 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-1.33624 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.355804 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.569784 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-1.36732 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.76449 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.597054 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.925214 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.97301 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),-0.745893 # DEPENDENCYPART_GRANDPAR
(12,21),(21,27),-1.13167 # DEPENDENCYPART_GRANDPAR
(12,21),(21,28),-0.8462 # DEPENDENCYPART_GRANDPAR
(12,21),(21,29),-0.898667 # DEPENDENCYPART_GRANDPAR
(12,21),(21,30),-0.635758 # DEPENDENCYPART_GRANDPAR
(12,21),(21,31),-0.82684 # DEPENDENCYPART_GRANDPAR
(12,21),(21,32),-1.11084 # DEPENDENCYPART_GRANDPAR
(12,21),(21,33),-1.69436 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.435525 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.622672 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.922013 # DEPENDENCYPART_GRANDPAR
(12,22),(22,27),-1.16131 # DEPENDENCYPART_GRANDPAR
(12,22),(22,30),-0.347061 # DEPENDENCYPART_GRANDPAR
(12,26),(26,1),-0.593813 # DEPENDENCYPART_GRANDPAR
(12,26),(26,3),-1.49916 # DEPENDENCYPART_GRANDPAR
(12,26),(26,4),-1.59512 # DEPENDENCYPART_GRANDPAR
(12,26),(26,5),-1.62283 # DEPENDENCYPART_GRANDPAR
(12,26),(26,7),-1.2754 # DEPENDENCYPART_GRANDPAR
(12,26),(26,12),-1.26321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,26),(26,13),-0.0568736 # DEPENDENCYPART_GRANDPAR
(12,26),(26,14),-0.358557 # DEPENDENCYPART_GRANDPAR
(12,26),(26,15),-0.297797 # DEPENDENCYPART_GRANDPAR
(12,26),(26,16),-1.33177 # DEPENDENCYPART_GRANDPAR
(12,26),(26,17),-0.345559 # DEPENDENCYPART_GRANDPAR
(12,26),(26,18),-0.572852 # DEPENDENCYPART_GRANDPAR
(12,26),(26,19),-1.36285 # DEPENDENCYPART_GRANDPAR
(12,26),(26,20),-0.754245 # DEPENDENCYPART_GRANDPAR
(12,26),(26,21),-0.499066 # DEPENDENCYPART_GRANDPAR
(12,26),(26,22),-0.606506 # DEPENDENCYPART_GRANDPAR
(12,26),(26,23),-0.978641 # DEPENDENCYPART_GRANDPAR
(12,26),(26,24),-1.29771 # DEPENDENCYPART_GRANDPAR
(12,26),(26,25),-0.839353 # DEPENDENCYPART_GRANDPAR
(12,26),(26,27),-1.16638 # DEPENDENCYPART_GRANDPAR
(12,26),(26,28),-0.855224 # DEPENDENCYPART_GRANDPAR
(12,26),(26,29),-0.904343 # DEPENDENCYPART_GRANDPAR
(12,26),(26,30),-0.644622 # DEPENDENCYPART_GRANDPAR
(12,26),(26,31),-0.832516 # DEPENDENCYPART_GRANDPAR
(12,26),(26,32),-1.11652 # DEPENDENCYPART_GRANDPAR
(12,26),(26,33),-1.71651 # DEPENDENCYPART_GRANDPAR
(12,29),(29,5),-1.62283 # DEPENDENCYPART_GRANDPAR
(12,29),(29,15),-0.326304 # DEPENDENCYPART_GRANDPAR
(12,29),(29,17),-0.361769 # DEPENDENCYPART_GRANDPAR
(12,29),(29,22),-0.629806 # DEPENDENCYPART_GRANDPAR
(12,29),(29,23),-0.996996 # DEPENDENCYPART_GRANDPAR
(12,29),(29,24),-1.32861 # DEPENDENCYPART_GRANDPAR
(12,29),(29,25),-0.858607 # DEPENDENCYPART_GRANDPAR
(12,29),(29,26),-0.608771 # DEPENDENCYPART_GRANDPAR
(12,29),(29,27),-0.964715 # DEPENDENCYPART_GRANDPAR
(12,29),(29,28),-0.697171 # DEPENDENCYPART_GRANDPAR
(12,29),(29,30),-0.664175 # DEPENDENCYPART_GRANDPAR
(12,29),(29,31),-0.856532 # DEPENDENCYPART_GRANDPAR
(12,29),(29,32),-1.14053 # DEPENDENCYPART_GRANDPAR
(12,29),(29,33),-1.74511 # DEPENDENCYPART_GRANDPAR
(12,31),(31,1),-0.595658 # DEPENDENCYPART_GRANDPAR
(12,31),(31,4),-1.59633 # DEPENDENCYPART_GRANDPAR
(12,31),(31,5),-1.62465 # DEPENDENCYPART_GRANDPAR
(12,31),(31,7),-1.27595 # DEPENDENCYPART_GRANDPAR
(12,31),(31,12),-1.26405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,31),(31,15),-0.276618 # DEPENDENCYPART_GRANDPAR
(12,31),(31,17),-0.353936 # DEPENDENCYPART_GRANDPAR
(12,31),(31,21),-0.499907 # DEPENDENCYPART_GRANDPAR
(12,31),(31,22),-0.60736 # DEPENDENCYPART_GRANDPAR
(12,31),(31,23),-0.978702 # DEPENDENCYPART_GRANDPAR
(12,31),(31,24),-1.3011 # DEPENDENCYPART_GRANDPAR
(12,31),(31,25),-0.840194 # DEPENDENCYPART_GRANDPAR
(12,31),(31,26),-0.590357 # DEPENDENCYPART_GRANDPAR
(12,31),(31,27),-0.943177 # DEPENDENCYPART_GRANDPAR
(12,31),(31,28),-0.677128 # DEPENDENCYPART_GRANDPAR
(12,31),(31,29),-0.578023 # DEPENDENCYPART_GRANDPAR
(12,31),(31,30),-0.553991 # DEPENDENCYPART_GRANDPAR
(12,31),(31,32),-1.04006 # DEPENDENCYPART_GRANDPAR
(12,31),(31,33),-1.71594 # DEPENDENCYPART_GRANDPAR
(12,32),(32,1),-0.593856 # DEPENDENCYPART_GRANDPAR
(12,32),(32,4),-1.59611 # DEPENDENCYPART_GRANDPAR
(12,32),(32,5),-1.62287 # DEPENDENCYPART_GRANDPAR
(12,32),(32,7),-1.27545 # DEPENDENCYPART_GRANDPAR
(12,32),(32,12),-1.26497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,32),(32,13),-0.0586278 # DEPENDENCYPART_GRANDPAR
(12,32),(32,14),-0.349872 # DEPENDENCYPART_GRANDPAR
(12,32),(32,15),-0.293137 # DEPENDENCYPART_GRANDPAR
(12,32),(32,17),-0.346917 # DEPENDENCYPART_GRANDPAR
(12,32),(32,20),-0.755922 # DEPENDENCYPART_GRANDPAR
(12,32),(32,21),-0.50082 # DEPENDENCYPART_GRANDPAR
(12,32),(32,22),-0.608827 # DEPENDENCYPART_GRANDPAR
(12,32),(32,23),-0.971701 # DEPENDENCYPART_GRANDPAR
(12,32),(32,24),-1.31045 # DEPENDENCYPART_GRANDPAR
(12,32),(32,25),-0.841481 # DEPENDENCYPART_GRANDPAR
(12,32),(32,26),-0.59127 # DEPENDENCYPART_GRANDPAR
(12,32),(32,27),-0.911738 # DEPENDENCYPART_GRANDPAR
(12,32),(32,28),-0.685658 # DEPENDENCYPART_GRANDPAR
(12,32),(32,29),-0.588149 # DEPENDENCYPART_GRANDPAR
(12,32),(32,30),-0.553846 # DEPENDENCYPART_GRANDPAR
(12,32),(32,31),-0.807946 # DEPENDENCYPART_GRANDPAR
(12,32),(32,33),-1.64404 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.382632 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.291073 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.057797 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.337019 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.26543 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.1831 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.289551 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.997755 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.030774 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.130563 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.289405 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.0864851 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.0326141 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.116184 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.0622667 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.67958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.814868 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-0.729491 # DEPENDENCYPART_GRANDPAR
(13,4),(4,25),-1.14759 # DEPENDENCYPART_GRANDPAR
(13,4),(4,26),-0.972898 # DEPENDENCYPART_GRANDPAR
(13,4),(4,27),-1.84964 # DEPENDENCYPART_GRANDPAR
(13,4),(4,29),-1.13422 # DEPENDENCYPART_GRANDPAR
(13,4),(4,31),-1.362 # DEPENDENCYPART_GRANDPAR
(13,4),(4,32),-1.5474 # DEPENDENCYPART_GRANDPAR
(13,4),(4,33),-1.99982 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.395795 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.252274 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),0.268593 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),0.153756 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.307561 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.274643 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-1.00531 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.425762 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.287929 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.425222 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.155329 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.27581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.559144 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.525821 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.423495 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.160855 # DEPENDENCYPART_GRANDPAR
(13,7),(7,33),-1.7549 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.577069 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.25902 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.125089 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.39665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,4),-0.199322 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.470067 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.255817 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.342944 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.165082 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.27725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,1),0.917587 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.198103 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.335861 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.696544 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.0815553 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.0613203 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.177586 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.430397 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.6619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.796887 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.80169 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.724897 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.630815 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.711806 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-1.04501 # DEPENDENCYPART_GRANDPAR
(13,12),(12,26),-0.955213 # DEPENDENCYPART_GRANDPAR
(13,12),(12,29),-1.11653 # DEPENDENCYPART_GRANDPAR
(13,12),(12,31),-1.34432 # DEPENDENCYPART_GRANDPAR
(13,12),(12,32),-1.52972 # DEPENDENCYPART_GRANDPAR
(13,12),(12,33),-1.98225 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.00286881 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.260814 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.231151 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.164469 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.2552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.267547 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.289587 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.272426 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.194633 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.141076 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),0.39701 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.170679 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.0472372 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.0460034 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),0.156861 # DEPENDENCYPART_GRANDPAR
(13,17),(17,29),-0.0263793 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.530063 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.569542 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.179988 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.171839 # DEPENDENCYPART_GRANDPAR
(13,18),(18,30),0.114106 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.24374 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.35778 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),0.380952 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-0.650976 # DEPENDENCYPART_GRANDPAR
(13,21),(21,3),-1.24365 # DEPENDENCYPART_GRANDPAR
(13,21),(21,4),-1.34937 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-1.67601 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),-1.13913 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.91208 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-1.28718 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.542334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,14),0.59236 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),0.928597 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.545882 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),0.325401 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.0463439 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.683906 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.135673 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.0741194 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.172597 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.015406 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),0.103714 # DEPENDENCYPART_GRANDPAR
(13,21),(21,27),-0.589171 # DEPENDENCYPART_GRANDPAR
(13,21),(21,28),-0.140307 # DEPENDENCYPART_GRANDPAR
(13,21),(21,29),-0.111275 # DEPENDENCYPART_GRANDPAR
(13,21),(21,30),0.139308 # DEPENDENCYPART_GRANDPAR
(13,21),(21,31),-0.236187 # DEPENDENCYPART_GRANDPAR
(13,21),(21,32),-0.452794 # DEPENDENCYPART_GRANDPAR
(13,21),(21,33),-0.882204 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),0.189342 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),0.0601038 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.0183617 # DEPENDENCYPART_GRANDPAR
(13,22),(22,27),-0.653318 # DEPENDENCYPART_GRANDPAR
(13,22),(22,30),0.348521 # DEPENDENCYPART_GRANDPAR
(13,26),(26,1),-0.650976 # DEPENDENCYPART_GRANDPAR
(13,26),(26,3),-1.24365 # DEPENDENCYPART_GRANDPAR
(13,26),(26,4),-1.34937 # DEPENDENCYPART_GRANDPAR
(13,26),(26,5),-1.67601 # DEPENDENCYPART_GRANDPAR
(13,26),(26,7),-1.13913 # DEPENDENCYPART_GRANDPAR
(13,26),(26,12),-1.28719 # DEPENDENCYPART_GRANDPAR
(13,26),(26,13),-0.5301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,26),(26,14),0.632952 # DEPENDENCYPART_GRANDPAR
(13,26),(26,15),0.952986 # DEPENDENCYPART_GRANDPAR
(13,26),(26,16),-0.533077 # DEPENDENCYPART_GRANDPAR
(13,26),(26,17),0.348135 # DEPENDENCYPART_GRANDPAR
(13,26),(26,18),0.0516109 # DEPENDENCYPART_GRANDPAR
(13,26),(26,19),-0.671102 # DEPENDENCYPART_GRANDPAR
(13,26),(26,20),-0.11294 # DEPENDENCYPART_GRANDPAR
(13,26),(26,21),0.487094 # DEPENDENCYPART_GRANDPAR
(13,26),(26,22),-0.12417 # DEPENDENCYPART_GRANDPAR
(13,26),(26,23),-0.319745 # DEPENDENCYPART_GRANDPAR
(13,26),(26,24),-0.543552 # DEPENDENCYPART_GRANDPAR
(13,26),(26,25),0.100511 # DEPENDENCYPART_GRANDPAR
(13,26),(26,27),-0.61969 # DEPENDENCYPART_GRANDPAR
(13,26),(26,28),-0.145137 # DEPENDENCYPART_GRANDPAR
(13,26),(26,29),-0.112756 # DEPENDENCYPART_GRANDPAR
(13,26),(26,30),0.138829 # DEPENDENCYPART_GRANDPAR
(13,26),(26,31),-0.237668 # DEPENDENCYPART_GRANDPAR
(13,26),(26,32),-0.454275 # DEPENDENCYPART_GRANDPAR
(13,26),(26,33),-0.900162 # DEPENDENCYPART_GRANDPAR
(13,29),(29,5),-1.67601 # DEPENDENCYPART_GRANDPAR
(13,29),(29,15),0.924475 # DEPENDENCYPART_GRANDPAR
(13,29),(29,17),0.331922 # DEPENDENCYPART_GRANDPAR
(13,29),(29,22),-0.147473 # DEPENDENCYPART_GRANDPAR
(13,29),(29,23),-0.338103 # DEPENDENCYPART_GRANDPAR
(13,29),(29,24),-0.574461 # DEPENDENCYPART_GRANDPAR
(13,29),(29,25),0.0812531 # DEPENDENCYPART_GRANDPAR
(13,29),(29,26),0.223531 # DEPENDENCYPART_GRANDPAR
(13,29),(29,27),-0.446116 # DEPENDENCYPART_GRANDPAR
(13,29),(29,28),-0.00749263 # DEPENDENCYPART_GRANDPAR
(13,29),(29,30),0.119273 # DEPENDENCYPART_GRANDPAR
(13,29),(29,31),-0.261685 # DEPENDENCYPART_GRANDPAR
(13,29),(29,32),-0.478291 # DEPENDENCYPART_GRANDPAR
(13,29),(29,33),-0.928755 # DEPENDENCYPART_GRANDPAR
(13,31),(31,1),-0.65282 # DEPENDENCYPART_GRANDPAR
(13,31),(31,4),-1.35058 # DEPENDENCYPART_GRANDPAR
(13,31),(31,5),-1.67783 # DEPENDENCYPART_GRANDPAR
(13,31),(31,7),-1.13968 # DEPENDENCYPART_GRANDPAR
(13,31),(31,12),-1.2884 # DEPENDENCYPART_GRANDPAR
(13,31),(31,15),0.974164 # DEPENDENCYPART_GRANDPAR
(13,31),(31,17),0.339757 # DEPENDENCYPART_GRANDPAR
(13,31),(31,21),0.486252 # DEPENDENCYPART_GRANDPAR
