# _root_ Per_tant , els que se sentin posseïts per aquesta tendència es mereixen tota la comprensió i el respecte , però l' han de dominar i no exercir -la en actes concrets .
#goldHeads=12,1,6,6,6,12,6,7,10,8,12,0,14,15,12,15,18,15,12,12,24,24,24,12,24,27,24,27,27,29,30,12,
#predictedHeads=12,1,6,6,6,12,6,7,10,8,12,0,14,15,12,15,18,15,12,12,24,24,24,12,24,27,24,27,27,29,30,12,
(10,6),(6,5),0.0799631 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.378383 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.202275 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.25396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,12),-1.541 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-1.50086 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-1.61773 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-1.42698 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-1.6982 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-1.35105 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-1.78683 # DEPENDENCYPART_GRANDPAR
(10,6),(6,23),-1.53122 # DEPENDENCYPART_GRANDPAR
(10,6),(6,24),-1.6089 # DEPENDENCYPART_GRANDPAR
(10,6),(6,25),-1.69748 # DEPENDENCYPART_GRANDPAR
(10,6),(6,27),-1.60886 # DEPENDENCYPART_GRANDPAR
(10,6),(6,29),-1.97783 # DEPENDENCYPART_GRANDPAR
(10,6),(6,32),-2.47685 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.614046 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.134807 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.878737 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.216844 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.13083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-1.40945 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-1.37773 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-1.53803 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-1.30385 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-1.61234 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-1.27163 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-1.44842 # DEPENDENCYPART_GRANDPAR
(10,7),(7,24),-1.47735 # DEPENDENCYPART_GRANDPAR
(10,7),(7,25),-1.61778 # DEPENDENCYPART_GRANDPAR
(10,7),(7,27),-1.47731 # DEPENDENCYPART_GRANDPAR
(10,7),(7,29),-1.88791 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-1.0161 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.11877 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.414419 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.1847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-1.4057 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-1.4316 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-1.55198 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-1.27679 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-1.4378 # DEPENDENCYPART_GRANDPAR
(10,8),(8,25),-1.63173 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.42299 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.03865 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.65216 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.462021 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.93349 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.18444 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.741651 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.368836 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.2834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.732207 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.423006 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.741114 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.357595 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.709633 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.437228 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-1.68449 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.871825 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.638822 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.644428 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.820858 # DEPENDENCYPART_GRANDPAR
(10,12),(12,27),-0.63583 # DEPENDENCYPART_GRANDPAR
(10,12),(12,29),-1.04679 # DEPENDENCYPART_GRANDPAR
(10,12),(12,31),-0.69335 # DEPENDENCYPART_GRANDPAR
(10,12),(12,32),-1.61254 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.769494 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.519675 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.596921 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-1.36493 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.978063 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.743932 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.464039 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.666325 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.541595 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-1.82529 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-1.05051 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.62981 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.827528 # DEPENDENCYPART_GRANDPAR
(10,15),(15,27),-0.818315 # DEPENDENCYPART_GRANDPAR
(10,15),(15,31),-0.750021 # DEPENDENCYPART_GRANDPAR
(10,15),(15,32),-1.54249 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.7695 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.519729 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.598995 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-1.37591 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.989032 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.76065 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.103906 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.67138 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.539949 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-1.81432 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-1.04524 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.6062 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.822262 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.83181 # DEPENDENCYPART_GRANDPAR
(10,18),(18,31),-0.738676 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.254706 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),0.359043 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),0.0980921 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-1.37793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,19),-0.918677 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.0635291 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.331341 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.55577 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),0.356802 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),0.136479 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.0876686 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.0216364 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),0.0342957 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.929686 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.109712 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.0505694 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.116921 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.0233154 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.124934 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.7434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,15),-0.65668 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.832157 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.852937 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-1.20099 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-1.26398 # DEPENDENCYPART_GRANDPAR
(12,6),(6,22),-0.878514 # DEPENDENCYPART_GRANDPAR
(12,6),(6,23),-0.267078 # DEPENDENCYPART_GRANDPAR
(12,6),(6,24),-1.03929 # DEPENDENCYPART_GRANDPAR
(12,6),(6,25),-1.28008 # DEPENDENCYPART_GRANDPAR
(12,6),(6,27),-1.00278 # DEPENDENCYPART_GRANDPAR
(12,6),(6,29),-0.601277 # DEPENDENCYPART_GRANDPAR
(12,6),(6,32),-1.90958 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.0722621 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.103826 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),1.05985 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.154018 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.214352 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.37805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,15),-0.363441 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.564217 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.559698 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.96024 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.996356 # DEPENDENCYPART_GRANDPAR
(12,7),(7,23),0.0450922 # DEPENDENCYPART_GRANDPAR
(12,7),(7,24),-0.67394 # DEPENDENCYPART_GRANDPAR
(12,7),(7,25),-1.01214 # DEPENDENCYPART_GRANDPAR
(12,7),(7,27),-0.637429 # DEPENDENCYPART_GRANDPAR
(12,7),(7,29),-0.277482 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.83518 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.424612 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.26049 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.269817 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.47258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,15),-0.530823 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.695115 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-1.10994 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-0.0900969 # DEPENDENCYPART_GRANDPAR
(12,8),(8,25),-1.14304 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.0835155 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.306597 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.274949 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.0169796 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.422117 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.3563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,15),-0.354403 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.58712 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.550661 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.462032 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.363549 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.333277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),1.17205 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.198988 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.3376 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.165227 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.207928 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.302921 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),1.11834 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.209571 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),0.523817 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),0.107591 # DEPENDENCYPART_GRANDPAR
(12,15),(15,27),0.143716 # DEPENDENCYPART_GRANDPAR
(12,15),(15,31),-0.21402 # DEPENDENCYPART_GRANDPAR
(12,15),(15,32),-0.930373 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.462066 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.363661 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.306303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),1.1928 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.219744 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.498008 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.433418 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.253434 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.331401 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),1.1053 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),0.183957 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),0.526669 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),0.0819778 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.154439 # DEPENDENCYPART_GRANDPAR
(12,18),(18,31),-0.227019 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.113226 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.215289 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.209622 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),0.461865 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),0.00865043 # DEPENDENCYPART_GRANDPAR
(12,21),(21,27),0.0407095 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-1.17612 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-0.48886 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),0.371105 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),0.174958 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),0.175238 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.378387 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),1.20689 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),0.313474 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.0496948 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.245237 # DEPENDENCYPART_GRANDPAR
(12,22),(22,27),-0.011284 # DEPENDENCYPART_GRANDPAR
(12,22),(22,29),0.125685 # DEPENDENCYPART_GRANDPAR
(12,22),(22,32),-0.887931 # DEPENDENCYPART_GRANDPAR
(12,23),(23,14),-0.00614858 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),0.109338 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-0.216111 # DEPENDENCYPART_GRANDPAR
(12,23),(23,26),0.111199 # DEPENDENCYPART_GRANDPAR
(12,23),(23,27),0.129205 # DEPENDENCYPART_GRANDPAR
(12,23),(23,29),-0.0206298 # DEPENDENCYPART_GRANDPAR
(12,24),(24,1),-0.928439 # DEPENDENCYPART_GRANDPAR
(12,24),(24,2),-1.17366 # DEPENDENCYPART_GRANDPAR
(12,24),(24,4),-0.486413 # DEPENDENCYPART_GRANDPAR
(12,24),(24,6),-0.849161 # DEPENDENCYPART_GRANDPAR
(12,24),(24,7),-0.740603 # DEPENDENCYPART_GRANDPAR
(12,24),(24,8),-0.769278 # DEPENDENCYPART_GRANDPAR
(12,24),(24,10),-0.928561 # DEPENDENCYPART_GRANDPAR
(12,24),(24,12),-0.594788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,24),(24,14),-0.065915 # DEPENDENCYPART_GRANDPAR
(12,24),(24,15),0.404999 # DEPENDENCYPART_GRANDPAR
(12,24),(24,16),0.0986311 # DEPENDENCYPART_GRANDPAR
(12,24),(24,17),-0.714913 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),0.208851 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),0.214699 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),-0.338373 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),1.29123 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),0.428183 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),0.419737 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.198909 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),0.141429 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),0.0451519 # DEPENDENCYPART_GRANDPAR
(12,24),(24,28),0.418466 # DEPENDENCYPART_GRANDPAR
(12,24),(24,29),0.193739 # DEPENDENCYPART_GRANDPAR
(12,24),(24,31),-0.194821 # DEPENDENCYPART_GRANDPAR
(12,24),(24,32),-0.83066 # DEPENDENCYPART_GRANDPAR
(12,27),(27,1),-0.92844 # DEPENDENCYPART_GRANDPAR
(12,27),(27,2),-1.17367 # DEPENDENCYPART_GRANDPAR
(12,27),(27,6),-0.849162 # DEPENDENCYPART_GRANDPAR
(12,27),(27,7),-0.740603 # DEPENDENCYPART_GRANDPAR
(12,27),(27,8),-0.769278 # DEPENDENCYPART_GRANDPAR
(12,27),(27,12),-0.581995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,27),(27,14),-0.0580359 # DEPENDENCYPART_GRANDPAR
(12,27),(27,15),0.407071 # DEPENDENCYPART_GRANDPAR
(12,27),(27,18),0.210924 # DEPENDENCYPART_GRANDPAR
(12,27),(27,19),0.22334 # DEPENDENCYPART_GRANDPAR
(12,27),(27,20),-0.32412 # DEPENDENCYPART_GRANDPAR
(12,27),(27,21),1.29901 # DEPENDENCYPART_GRANDPAR
(12,27),(27,22),0.440976 # DEPENDENCYPART_GRANDPAR
(12,27),(27,23),0.44689 # DEPENDENCYPART_GRANDPAR
(12,27),(27,24),0.132732 # DEPENDENCYPART_GRANDPAR
(12,27),(27,25),-0.335417 # DEPENDENCYPART_GRANDPAR
(12,27),(27,26),0.371502 # DEPENDENCYPART_GRANDPAR
(12,27),(27,28),0.433098 # DEPENDENCYPART_GRANDPAR
(12,27),(27,29),0.217329 # DEPENDENCYPART_GRANDPAR
(12,27),(27,30),-0.330714 # DEPENDENCYPART_GRANDPAR
(12,27),(27,31),-0.180165 # DEPENDENCYPART_GRANDPAR
(12,27),(27,32),-0.816012 # DEPENDENCYPART_GRANDPAR
(12,29),(29,25),-0.1849 # DEPENDENCYPART_GRANDPAR
(12,29),(29,28),0.930696 # DEPENDENCYPART_GRANDPAR
(12,29),(29,30),-0.176988 # DEPENDENCYPART_GRANDPAR
(12,29),(29,31),-0.232953 # DEPENDENCYPART_GRANDPAR
(12,31),(31,29),0.339323 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.29846 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-1.07823 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-1.23421 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.27704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.128709 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.564245 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-1.1829 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.507929 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.565779 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.578322 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.558937 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.37111 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.319996 # DEPENDENCYPART_GRANDPAR
(13,15),(15,27),-0.298994 # DEPENDENCYPART_GRANDPAR
(13,15),(15,31),-1.00118 # DEPENDENCYPART_GRANDPAR
(13,15),(15,32),-0.526381 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-1.30028 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-1.5508 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.3834 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.54605 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.59654 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.24455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.41941 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-1.18915 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.527016 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.5089 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.555731 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.522493 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.230111 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.280233 # DEPENDENCYPART_GRANDPAR
(14,15),(15,27),-0.248369 # DEPENDENCYPART_GRANDPAR
(14,15),(15,31),-0.906677 # DEPENDENCYPART_GRANDPAR
(14,15),(15,32),-0.506159 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.384316 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-1.20815 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.868378 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.0993672 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.999846 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),0.234447 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),0.333443 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.781679 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.10717 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.232498 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.218864 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.71967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.708638 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.77262 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-1.08829 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.80864 # DEPENDENCYPART_GRANDPAR
(15,6),(6,22),-1.0993 # DEPENDENCYPART_GRANDPAR
(15,6),(6,23),-0.870173 # DEPENDENCYPART_GRANDPAR
(15,6),(6,24),-0.993136 # DEPENDENCYPART_GRANDPAR
(15,6),(6,25),-1.19084 # DEPENDENCYPART_GRANDPAR
(15,6),(6,27),-0.975056 # DEPENDENCYPART_GRANDPAR
(15,6),(6,29),-1.4817 # DEPENDENCYPART_GRANDPAR
(15,6),(6,32),-1.75498 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-1.17655 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.294163 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.839934 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.147813 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.293849 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.65041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.642887 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.734379 # DEPENDENCYPART_GRANDPAR
(15,8),(8,23),-0.776755 # DEPENDENCYPART_GRANDPAR
(15,8),(8,25),-1.12509 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.884207 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.115255 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-1.01597 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),0.218042 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.12327 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.674506 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.119098 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.212176 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.167569 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0418477 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.71967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.708638 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.772621 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-1.08829 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.80864 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-1.64575 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-1.0993 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-0.870173 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-0.993136 # DEPENDENCYPART_GRANDPAR
(15,12),(12,25),-1.19084 # DEPENDENCYPART_GRANDPAR
(15,12),(12,27),-0.975056 # DEPENDENCYPART_GRANDPAR
(15,12),(12,29),-1.4817 # DEPENDENCYPART_GRANDPAR
(15,12),(12,31),-1.34819 # DEPENDENCYPART_GRANDPAR
(15,12),(12,32),-1.75498 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.59816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,13),0.461786 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.60819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.641849 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.641382 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.933461 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.83963 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-1.06295 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.475123 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.370469 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.146839 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.486061 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.105829 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.0422223 # DEPENDENCYPART_GRANDPAR
