# _root_ S' esperen precipitacions al litoral i al Prelitoral nord , així_com al Pirineu i Prepirineu_Oriental a_partir_de la tarda , i seran en forma de neu o calabruix a qualsevol cota i localment d' intensitat moderada .
#goldHeads=2,0,2,2,4,4,4,7,8,4,4,4,12,13,13,12,18,16,12,2,2,21,22,23,24,25,25,22,30,28,22,33,22,33,34,2,
#predictedHeads=2,0,2,2,4,4,4,7,8,2,12,4,12,13,13,2,18,16,2,2,2,21,22,23,24,25,25,21,30,28,28,33,28,33,34,2,
(8,15),(15,7),-0.966805 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.019932 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.0125584 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.101349 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.194128 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),0.0679388 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.0401282 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.0938598 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.178582 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),0.0575056 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.173063 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.113435 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),-0.190382 # DEPENDENCYPART_GRANDPAR
(8,16),(16,28),-0.539846 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.96708 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.221028 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.283111 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),0.0946317 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.200889 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),0.068514 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.0879929 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.0799547 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),-0.222757 # DEPENDENCYPART_GRANDPAR
(8,18),(18,27),-0.433793 # DEPENDENCYPART_GRANDPAR
(8,27),(27,24),-0.0250384 # DEPENDENCYPART_GRANDPAR
(8,27),(27,26),-0.213773 # DEPENDENCYPART_GRANDPAR
(8,27),(27,28),-0.377692 # DEPENDENCYPART_GRANDPAR
(8,27),(27,29),-0.107667 # DEPENDENCYPART_GRANDPAR
(8,27),(27,30),-0.370975 # DEPENDENCYPART_GRANDPAR
(8,27),(27,31),-0.512087 # DEPENDENCYPART_GRANDPAR
(8,27),(27,32),-0.229115 # DEPENDENCYPART_GRANDPAR
(8,27),(27,33),-0.272991 # DEPENDENCYPART_GRANDPAR
(8,27),(27,34),-0.814776 # DEPENDENCYPART_GRANDPAR
(8,27),(27,35),-0.249778 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.373706 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.213633 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.403036 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.229995 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.133186 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.68026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-1.08777 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.979105 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-1.04429 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-1.10119 # DEPENDENCYPART_GRANDPAR
(9,4),(4,28),-1.51233 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.362652 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.133186 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.68026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-1.08777 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.979105 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-1.04429 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-1.09074 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-1.16621 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-1.102 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-1.24234 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-1.10119 # DEPENDENCYPART_GRANDPAR
(9,7),(7,28),-1.51233 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.02166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,4),-0.943062 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.977475 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.901191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.279059 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.310628 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.247373 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.407948 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.452156 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.437365 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.456276 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.559548 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.587033 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.434494 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.966916 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.13692 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.00133 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),-0.166111 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.237844 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.251889 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.316473 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.46098 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.50757 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.398113 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.468073 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.619574 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.483408 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.680593 # DEPENDENCYPART_GRANDPAR
(9,12),(12,28),-0.837619 # DEPENDENCYPART_GRANDPAR
(9,12),(12,33),-1.04054 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.55984 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.413222 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.476076 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.517613 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.636668 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.525128 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.735447 # DEPENDENCYPART_GRANDPAR
(9,16),(16,26),-0.647702 # DEPENDENCYPART_GRANDPAR
(9,16),(16,28),-0.914076 # DEPENDENCYPART_GRANDPAR
(9,21),(21,2),-1.35207 # DEPENDENCYPART_GRANDPAR
(9,21),(21,6),-1.15365 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-1.0352 # DEPENDENCYPART_GRANDPAR
(9,21),(21,10),-0.163847 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),-0.322328 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),-0.297391 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),-0.412772 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.450048 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.339288 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.178069 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.587549 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.350123 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.55378 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.719372 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.615853 # DEPENDENCYPART_GRANDPAR
(9,21),(21,26),-0.567983 # DEPENDENCYPART_GRANDPAR
(9,21),(21,27),-0.750679 # DEPENDENCYPART_GRANDPAR
(9,21),(21,28),-0.793611 # DEPENDENCYPART_GRANDPAR
(9,21),(21,30),-0.739241 # DEPENDENCYPART_GRANDPAR
(9,21),(21,31),-0.579321 # DEPENDENCYPART_GRANDPAR
(9,21),(21,32),-0.511762 # DEPENDENCYPART_GRANDPAR
(9,21),(21,35),-0.415974 # DEPENDENCYPART_GRANDPAR
(9,21),(21,36),-1.53005 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.57461 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.772669 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.645319 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),-0.640938 # DEPENDENCYPART_GRANDPAR
(9,22),(22,27),-0.779682 # DEPENDENCYPART_GRANDPAR
(9,22),(22,28),-0.927204 # DEPENDENCYPART_GRANDPAR
(9,22),(22,31),-0.523189 # DEPENDENCYPART_GRANDPAR
(9,22),(22,33),-1.11464 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.397901 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.569466 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.395447 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.86961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.556087 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.793249 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.95908 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.624292 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.646917 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.596485 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.131072 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.239536 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.285677 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.0715672 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.113966 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.26787 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.0471637 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.71527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.885629 # DEPENDENCYPART_GRANDPAR
(11,4),(4,22),-1.29346 # DEPENDENCYPART_GRANDPAR
(11,4),(4,28),-1.17732 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.373049 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.113966 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.26787 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.0471637 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.71527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.885629 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.965692 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-1.11368 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-1.12761 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-1.0588 # DEPENDENCYPART_GRANDPAR
(11,7),(7,22),-1.29346 # DEPENDENCYPART_GRANDPAR
(11,7),(7,28),-1.17732 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.12629 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.514224 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.176189 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0977778 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.71316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.877159 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.946583 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.10397 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-1.02536 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-1.27227 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.339254 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.802313 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.13802 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.852212 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.912942 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.904148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.161423 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.200717 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0912314 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.409993 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.403079 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.293824 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.235818 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.614065 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.400747 # DEPENDENCYPART_GRANDPAR
(11,12),(12,28),-0.413691 # DEPENDENCYPART_GRANDPAR
(11,12),(12,33),-0.295006 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.94575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,14),-0.301719 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.189879 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.433795 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.354253 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.371509 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.394826 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.293577 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.60694 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.3444 # DEPENDENCYPART_GRANDPAR
(11,13),(13,26),-0.401325 # DEPENDENCYPART_GRANDPAR
(11,13),(13,27),-0.711834 # DEPENDENCYPART_GRANDPAR
(11,13),(13,35),-0.652673 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.31621 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.783317 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.022714 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.433792 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.354072 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.39235 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.293338 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.239222 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.424904 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.334169 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.243308 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.606001 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.381512 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),-0.364292 # DEPENDENCYPART_GRANDPAR
(11,16),(16,28),-0.44212 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.507093 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),-1.00123 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),-1.15682 # DEPENDENCYPART_GRANDPAR
(11,21),(21,7),-0.883559 # DEPENDENCYPART_GRANDPAR
(11,21),(21,10),-0.942404 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-1.08161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),-0.176891 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.0873882 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.435657 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.274611 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.30782 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.320278 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.50965 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.6736 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.421912 # DEPENDENCYPART_GRANDPAR
(11,21),(21,25),-0.79368 # DEPENDENCYPART_GRANDPAR
(11,21),(21,26),-0.337478 # DEPENDENCYPART_GRANDPAR
(11,21),(21,27),-0.638197 # DEPENDENCYPART_GRANDPAR
(11,21),(21,28),-0.406213 # DEPENDENCYPART_GRANDPAR
(11,21),(21,30),-0.821216 # DEPENDENCYPART_GRANDPAR
(11,21),(21,31),-0.326563 # DEPENDENCYPART_GRANDPAR
(11,21),(21,32),-0.210547 # DEPENDENCYPART_GRANDPAR
(11,21),(21,35),-0.639083 # DEPENDENCYPART_GRANDPAR
(11,21),(21,36),-0.783584 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.753093 # DEPENDENCYPART_GRANDPAR
(11,22),(22,24),-0.506916 # DEPENDENCYPART_GRANDPAR
(11,22),(22,25),-0.885319 # DEPENDENCYPART_GRANDPAR
(11,22),(22,26),-0.458391 # DEPENDENCYPART_GRANDPAR
(11,22),(22,27),-0.730815 # DEPENDENCYPART_GRANDPAR
(11,22),(22,28),-0.546857 # DEPENDENCYPART_GRANDPAR
(11,22),(22,31),-0.368211 # DEPENDENCYPART_GRANDPAR
(11,22),(22,33),-0.396931 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.571387 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.565387 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.481791 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.405943 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.412521 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.56536 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.315586 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),-0.126923 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.56591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,22),-0.923519 # DEPENDENCYPART_GRANDPAR
(12,4),(4,28),-1.19888 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.545285 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.412521 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.56536 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.315586 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.126923 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.56591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,14),-0.768072 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.705916 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-1.57735 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-1.24994 # DEPENDENCYPART_GRANDPAR
(12,7),(7,22),-0.923519 # DEPENDENCYPART_GRANDPAR
(12,7),(7,28),-1.19888 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.676439 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.268437 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.373742 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.666871 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.3058 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.53508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.0824197 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.74468 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.475478 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.67477 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-1.54476 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-1.22654 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.950763 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-0.888308 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.15723 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),-0.0474875 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.350408 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.130232 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.182595 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.70523 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.529351 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.00797978 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.0529554 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.0746411 # DEPENDENCYPART_GRANDPAR
(12,13),(13,26),-0.292516 # DEPENDENCYPART_GRANDPAR
(12,13),(13,27),-0.330166 # DEPENDENCYPART_GRANDPAR
(12,13),(13,35),-0.980279 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.113322 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-1.14166 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0120912 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.133293 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.186188 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.520664 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.00445109 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.147869 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.863377 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.563201 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.208304 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.233477 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.505111 # DEPENDENCYPART_GRANDPAR
(12,16),(16,26),-0.379834 # DEPENDENCYPART_GRANDPAR
(12,16),(16,28),-0.528449 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.920075 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-1.72074 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-1.3401 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-1.25151 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-1.19527 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-1.16592 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.862942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,15),0.26087 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.00266856 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.0794451 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.614059 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.50421 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.0205118 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.363093 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.4026 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.162196 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),-0.196192 # DEPENDENCYPART_GRANDPAR
(12,21),(21,27),-0.236594 # DEPENDENCYPART_GRANDPAR
(12,21),(21,28),-0.333709 # DEPENDENCYPART_GRANDPAR
(12,21),(21,30),-0.0964745 # DEPENDENCYPART_GRANDPAR
(12,21),(21,31),-0.716051 # DEPENDENCYPART_GRANDPAR
(12,21),(21,32),0.213192 # DEPENDENCYPART_GRANDPAR
(12,21),(21,35),-1.01054 # DEPENDENCYPART_GRANDPAR
(12,21),(21,36),-1.92823 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.475243 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.555311 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.303079 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-0.399227 # DEPENDENCYPART_GRANDPAR
(12,22),(22,27),-0.37616 # DEPENDENCYPART_GRANDPAR
(12,22),(22,28),-0.564595 # DEPENDENCYPART_GRANDPAR
(12,22),(22,31),-0.783635 # DEPENDENCYPART_GRANDPAR
(12,22),(22,33),-1.65513 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.249911 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.386595 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.32151 # DEPENDENCYPART_GRANDPAR
(12,24),(24,28),-0.652583 # DEPENDENCYPART_GRANDPAR
(12,24),(24,33),-1.65734 # DEPENDENCYPART_GRANDPAR
(12,28),(28,27),-0.178329 # DEPENDENCYPART_GRANDPAR
(12,28),(28,29),-0.712272 # DEPENDENCYPART_GRANDPAR
(12,28),(28,30),-0.0719061 # DEPENDENCYPART_GRANDPAR
(12,28),(28,31),-0.74396 # DEPENDENCYPART_GRANDPAR
(12,28),(28,32),0.115109 # DEPENDENCYPART_GRANDPAR
(12,28),(28,33),-1.58375 # DEPENDENCYPART_GRANDPAR
(12,28),(28,34),-0.327403 # DEPENDENCYPART_GRANDPAR
(12,28),(28,35),-1.10778 # DEPENDENCYPART_GRANDPAR
(12,33),(33,29),-0.302029 # DEPENDENCYPART_GRANDPAR
(12,33),(33,31),-0.636375 # DEPENDENCYPART_GRANDPAR
(12,33),(33,32),0.402056 # DEPENDENCYPART_GRANDPAR
(12,33),(33,34),-0.420544 # DEPENDENCYPART_GRANDPAR
(12,33),(33,35),-1.10487 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.3891 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.564407 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.909662 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.634347 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.129324 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.47392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.666437 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.814309 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.957965 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.76535 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.973422 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.648738 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.717752 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),-0.175277 # DEPENDENCYPART_GRANDPAR
