# _root_ En el cas del disc de Belén_Alonso , la fotografia de llibret és de Julia_Llona i el disseny de Juanjo_Melgar ; en el disc de Díaz , la fotografia i el disseny del llibret són de Carlos_Roche .
#goldHeads=13,3,1,3,4,3,6,1,10,13,10,11,0,13,14,13,18,13,18,19,13,35,24,22,24,25,22,29,35,29,32,29,29,33,13,35,36,13,
#predictedHeads=13,3,1,3,4,5,6,1,10,13,10,11,0,13,14,13,18,13,18,19,13,35,24,22,24,25,22,29,35,29,32,29,32,33,13,35,36,13,
(7,10),(10,38),-2.23565 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.952515 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.239477 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.146561 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.00843271 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.202593 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.00875521 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.785938 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.185654 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.150187 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0237305 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0118317 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0467696 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.0809309 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.786112 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.156434 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.0271243 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.487521 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.536271 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.298507 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.52716 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.0268671 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.473841 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.595413 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.416864 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),-0.640917 # DEPENDENCYPART_GRANDPAR
(7,18),(18,27),-0.303604 # DEPENDENCYPART_GRANDPAR
(7,18),(18,29),-0.90832 # DEPENDENCYPART_GRANDPAR
(7,18),(18,30),-0.773394 # DEPENDENCYPART_GRANDPAR
(7,18),(18,32),-0.877038 # DEPENDENCYPART_GRANDPAR
(7,18),(18,33),-0.396979 # DEPENDENCYPART_GRANDPAR
(7,18),(18,34),-1.06033 # DEPENDENCYPART_GRANDPAR
(7,18),(18,35),-0.270219 # DEPENDENCYPART_GRANDPAR
(7,29),(29,13),0.159595 # DEPENDENCYPART_GRANDPAR
(7,29),(29,22),-0.230325 # DEPENDENCYPART_GRANDPAR
(7,29),(29,23),0.339623 # DEPENDENCYPART_GRANDPAR
(7,29),(29,25),-0.35881 # DEPENDENCYPART_GRANDPAR
(7,29),(29,27),-0.151682 # DEPENDENCYPART_GRANDPAR
(7,29),(29,28),0.557118 # DEPENDENCYPART_GRANDPAR
(7,29),(29,30),-0.789543 # DEPENDENCYPART_GRANDPAR
(7,29),(29,32),-0.892492 # DEPENDENCYPART_GRANDPAR
(7,29),(29,33),-0.41502 # DEPENDENCYPART_GRANDPAR
(7,29),(29,34),-1.07578 # DEPENDENCYPART_GRANDPAR
(7,29),(29,35),-0.281996 # DEPENDENCYPART_GRANDPAR
(7,29),(29,36),-0.365085 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.578828 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.362345 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.401267 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-1.44562 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-1.04664 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-1.23401 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.12788 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.10011 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.992762 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.18708 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.31463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.250769 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-1.3666 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.467424 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.438139 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.748212 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-1.5498 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.374793 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-1.27737 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.644864 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.550598 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-1.73604 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-0.456941 # DEPENDENCYPART_GRANDPAR
(9,10),(10,27),-0.796478 # DEPENDENCYPART_GRANDPAR
(9,10),(10,29),-1.74368 # DEPENDENCYPART_GRANDPAR
(9,10),(10,30),-0.782226 # DEPENDENCYPART_GRANDPAR
(9,10),(10,32),-1.83768 # DEPENDENCYPART_GRANDPAR
(9,10),(10,38),-0.789887 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.2283 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.16876 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.2461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),-1.41721 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.513996 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.60002 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.565615 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),0.369064 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),0.276774 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.180697 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.158264 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.303146 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-1.05998 # DEPENDENCYPART_GRANDPAR
(10,1),(1,21),-0.877408 # DEPENDENCYPART_GRANDPAR
(10,1),(1,22),-0.66537 # DEPENDENCYPART_GRANDPAR
(10,1),(1,27),-0.917379 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.679582 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.0921542 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.236307 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.222979 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.281 # DEPENDENCYPART_GRANDPAR
(10,4),(4,11),-0.524939 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.719857 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.869774 # DEPENDENCYPART_GRANDPAR
(10,4),(4,33),-0.491875 # DEPENDENCYPART_GRANDPAR
(10,4),(4,36),-0.480701 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.387968 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.196001 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.320374 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.63123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.540448 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.735366 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.0583006 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.57164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.5862 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.07285 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.605624 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.741215 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.382589 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.00348966 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.11341 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.906274 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.476078 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.764836 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.770356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.296514 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.120439 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0865862 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.15943 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.925162 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.603634 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.958728 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.769851 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.27659 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.691607 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.787485 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.695506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.242498 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.18131 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.107734 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.141791 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.267815 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.209691 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),0.0154955 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.371504 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.00676563 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),0.163729 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.336574 # DEPENDENCYPART_GRANDPAR
(10,13),(13,27),0.0426923 # DEPENDENCYPART_GRANDPAR
(10,13),(13,29),-0.473256 # DEPENDENCYPART_GRANDPAR
(10,13),(13,30),-0.607236 # DEPENDENCYPART_GRANDPAR
(10,13),(13,32),-0.539629 # DEPENDENCYPART_GRANDPAR
(10,13),(13,35),-0.171459 # DEPENDENCYPART_GRANDPAR
(10,13),(13,38),-1.79493 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.00746996 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.285567 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.0750167 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.0211717 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.0570225 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.13651 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),0.0402127 # DEPENDENCYPART_GRANDPAR
(10,14),(14,33),0.407957 # DEPENDENCYPART_GRANDPAR
(10,14),(14,36),0.352566 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.906448 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.017232 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.117226 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.285917 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.371353 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.0260144 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.528294 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.0114626 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),0.0126922 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.491171 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.00697342 # DEPENDENCYPART_GRANDPAR
(10,18),(18,26),-0.636262 # DEPENDENCYPART_GRANDPAR
(10,18),(18,27),-0.000370026 # DEPENDENCYPART_GRANDPAR
(10,18),(18,29),-0.627696 # DEPENDENCYPART_GRANDPAR
(10,18),(18,30),-0.657543 # DEPENDENCYPART_GRANDPAR
(10,18),(18,32),-0.697122 # DEPENDENCYPART_GRANDPAR
(10,18),(18,33),0.359043 # DEPENDENCYPART_GRANDPAR
(10,18),(18,34),-0.577065 # DEPENDENCYPART_GRANDPAR
(10,18),(18,35),-0.326943 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.276972 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.189 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.237183 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.0570225 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.13651 # DEPENDENCYPART_GRANDPAR
(10,19),(19,36),0.352566 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),0.382883 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.350736 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),0.0153739 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),0.0133707 # DEPENDENCYPART_GRANDPAR
(10,20),(20,29),-0.622483 # DEPENDENCYPART_GRANDPAR
(10,20),(20,30),-0.653744 # DEPENDENCYPART_GRANDPAR
(10,20),(20,32),-0.691908 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),0.138963 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.16136 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.535506 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.407597 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.10276 # DEPENDENCYPART_GRANDPAR
(10,22),(22,26),-0.553664 # DEPENDENCYPART_GRANDPAR
(10,22),(22,27),-0.159102 # DEPENDENCYPART_GRANDPAR
(10,24),(24,13),-0.0118154 # DEPENDENCYPART_GRANDPAR
(10,24),(24,19),0.0134604 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.0352066 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.0521231 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-0.00351019 # DEPENDENCYPART_GRANDPAR
(10,24),(24,26),-0.627189 # DEPENDENCYPART_GRANDPAR
(10,24),(24,27),-0.0197824 # DEPENDENCYPART_GRANDPAR
(10,24),(24,29),-0.618623 # DEPENDENCYPART_GRANDPAR
(10,24),(24,30),-0.666964 # DEPENDENCYPART_GRANDPAR
(10,24),(24,32),-0.688049 # DEPENDENCYPART_GRANDPAR
(10,24),(24,33),0.353403 # DEPENDENCYPART_GRANDPAR
(10,24),(24,34),-0.567991 # DEPENDENCYPART_GRANDPAR
(10,24),(24,35),-0.322695 # DEPENDENCYPART_GRANDPAR
(10,25),(25,23),-0.162353 # DEPENDENCYPART_GRANDPAR
(10,25),(25,26),-0.34515 # DEPENDENCYPART_GRANDPAR
(10,25),(25,27),-0.10568 # DEPENDENCYPART_GRANDPAR
(10,25),(25,29),-0.332193 # DEPENDENCYPART_GRANDPAR
(10,25),(25,33),0.407957 # DEPENDENCYPART_GRANDPAR
(10,25),(25,36),0.352566 # DEPENDENCYPART_GRANDPAR
(10,29),(29,13),-0.0140712 # DEPENDENCYPART_GRANDPAR
(10,29),(29,22),0.23949 # DEPENDENCYPART_GRANDPAR
(10,29),(29,23),-0.0576332 # DEPENDENCYPART_GRANDPAR
(10,29),(29,25),0.0279141 # DEPENDENCYPART_GRANDPAR
(10,29),(29,27),0.155 # DEPENDENCYPART_GRANDPAR
(10,29),(29,28),0.5942 # DEPENDENCYPART_GRANDPAR
(10,29),(29,30),-0.673692 # DEPENDENCYPART_GRANDPAR
(10,29),(29,32),-0.712576 # DEPENDENCYPART_GRANDPAR
(10,29),(29,33),0.341001 # DEPENDENCYPART_GRANDPAR
(10,29),(29,34),-0.592519 # DEPENDENCYPART_GRANDPAR
(10,29),(29,35),-0.33872 # DEPENDENCYPART_GRANDPAR
(10,29),(29,36),0.28684 # DEPENDENCYPART_GRANDPAR
(10,32),(32,28),0.58795 # DEPENDENCYPART_GRANDPAR
(10,32),(32,30),-0.625338 # DEPENDENCYPART_GRANDPAR
(10,32),(32,31),1.16115 # DEPENDENCYPART_GRANDPAR
(10,32),(32,33),0.359043 # DEPENDENCYPART_GRANDPAR
(10,32),(32,34),-0.577065 # DEPENDENCYPART_GRANDPAR
(10,32),(32,35),-0.326943 # DEPENDENCYPART_GRANDPAR
(10,32),(32,36),0.30538 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.346164 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.0360509 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.0885263 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.137712 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.0269241 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.0416539 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-1.1774 # DEPENDENCYPART_GRANDPAR
(11,1),(1,21),-1.25486 # DEPENDENCYPART_GRANDPAR
(11,1),(1,22),-1.03882 # DEPENDENCYPART_GRANDPAR
(11,1),(1,27),-1.40111 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.440588 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.1696 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.82014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,1),-1.09243 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.817986 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.45366 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.21526 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.589679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.0101484 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.460603 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.2413 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.35054 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.02271 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.41048 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.99354 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.4714 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.01389 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.36647 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.26095 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.843542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.388339 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.393054 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.118545 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.394196 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.228266 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.314753 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.0137584 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.428886 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.132485 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.128666 # DEPENDENCYPART_GRANDPAR
(11,13),(13,27),-0.491665 # DEPENDENCYPART_GRANDPAR
(11,13),(13,29),0.234477 # DEPENDENCYPART_GRANDPAR
(11,13),(13,30),-0.377666 # DEPENDENCYPART_GRANDPAR
(11,13),(13,32),-0.475872 # DEPENDENCYPART_GRANDPAR
(11,13),(13,35),-0.662381 # DEPENDENCYPART_GRANDPAR
(11,13),(13,38),-2.03529 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.121791 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.363391 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.223916 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.513599 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.535005 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.527408 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.520723 # DEPENDENCYPART_GRANDPAR
(11,14),(14,33),-0.559133 # DEPENDENCYPART_GRANDPAR
(11,14),(14,36),-0.68684 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.7341 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),0.314187 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.00723066 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),0.042999 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.360486 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.185596 # DEPENDENCYPART_GRANDPAR
(12,1),(1,16),-1.47883 # DEPENDENCYPART_GRANDPAR
(12,1),(1,21),-1.10892 # DEPENDENCYPART_GRANDPAR
(12,1),(1,22),-1.33618 # DEPENDENCYPART_GRANDPAR
(12,1),(1,27),-1.32624 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.127736 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.23331 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.171746 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.472068 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.075006 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-1.17524 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.46188 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.868716 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.699122 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.875751 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.0167876 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.452884 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.190504 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.489867 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0358988 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.03284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.846414 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.957318 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.45141 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-1.44765 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-1.06162 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-1.51071 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-1.09177 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-1.16837 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-1.58202 # DEPENDENCYPART_GRANDPAR
(12,10),(10,25),-1.2022 # DEPENDENCYPART_GRANDPAR
(12,10),(10,27),-1.30021 # DEPENDENCYPART_GRANDPAR
(12,10),(10,29),-1.63518 # DEPENDENCYPART_GRANDPAR
(12,10),(10,30),-1.64927 # DEPENDENCYPART_GRANDPAR
(12,10),(10,32),-1.78339 # DEPENDENCYPART_GRANDPAR
(12,10),(10,38),-2.86564 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.957657 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.232994 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.510443 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.12494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.899053 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.17524 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.59011 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.975589 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.880503 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.09198 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.28149 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.30757 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.15183 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.25113 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.609593 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.872651 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.19676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.341984 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.393205 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.681946 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.530307 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.446291 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.591228 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.239286 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.513723 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.663058 # DEPENDENCYPART_GRANDPAR
(12,13),(13,27),-0.368643 # DEPENDENCYPART_GRANDPAR
(12,13),(13,29),-0.710524 # DEPENDENCYPART_GRANDPAR
(12,13),(13,30),-0.879805 # DEPENDENCYPART_GRANDPAR
(12,13),(13,32),-0.86605 # DEPENDENCYPART_GRANDPAR
(12,13),(13,35),-0.744321 # DEPENDENCYPART_GRANDPAR
(12,13),(13,38),-2.02213 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.21405 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.676335 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.350798 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.415725 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.267483 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.789071 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.556301 # DEPENDENCYPART_GRANDPAR
(12,14),(14,33),-0.599243 # DEPENDENCYPART_GRANDPAR
(12,14),(14,36),-0.449712 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.0414551 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.129408 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),0.0411098 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.0753633 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.00532978 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),0.808505 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-0.833649 # DEPENDENCYPART_GRANDPAR
(13,1),(1,21),-0.75889 # DEPENDENCYPART_GRANDPAR
