# _root_ El diari també informa que l' executiu i la top , que fa poc va despatxar el_seu festeig amb el playboy Tim_Jeffries , van passar la nit de Cap_d'_Any al Palast-Hotel de Saint_Moritz .
#goldHeads=2,4,4,0,25,7,25,7,10,7,16,16,14,16,16,10,18,16,16,21,19,21,16,25,4,27,25,27,28,25,30,31,32,4,
#predictedHeads=2,4,4,0,25,7,16,4,10,16,13,16,10,16,16,4,18,16,18,21,19,21,16,25,4,27,25,27,28,25,30,31,32,4,
(7,10),(10,34),-2.0729 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.023856 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-1.41206 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.47567 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-1.5042 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.30155 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.773012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.0160271 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.0414589 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.0291513 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.741942 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.352589 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.524069 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.34951 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.408005 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.481448 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.436122 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.394747 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-0.97472 # DEPENDENCYPART_GRANDPAR
(7,13),(13,25),-0.41442 # DEPENDENCYPART_GRANDPAR
(7,13),(13,30),-0.978897 # DEPENDENCYPART_GRANDPAR
(7,13),(13,34),-2.21583 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.0187465 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.235041 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.580074 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.495457 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-1.29358 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.718947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,10),0.0955294 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.153384 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.780055 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.313168 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.358298 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.361136 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.253986 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.352975 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-1.41008 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-1.47381 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-1.50202 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-1.29357 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-1.04686 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.664587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.0806481 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.216777 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.149884 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.115477 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),1.05588 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.24447 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.305011 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.0454841 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.245499 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.465041 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.246988 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.273615 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.279972 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.928709 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.369066 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),-0.51396 # DEPENDENCYPART_GRANDPAR
(7,16),(16,28),-0.77228 # DEPENDENCYPART_GRANDPAR
(7,16),(16,30),-0.930493 # DEPENDENCYPART_GRANDPAR
(7,16),(16,34),-2.08278 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-1.33802 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.224309 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.22909 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.360839 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.328051 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.659582 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.667914 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.423664 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.450292 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.30694 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-1.14319 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.655902 # DEPENDENCYPART_GRANDPAR
(7,18),(18,27),-0.696278 # DEPENDENCYPART_GRANDPAR
(7,18),(18,28),-0.807921 # DEPENDENCYPART_GRANDPAR
(7,18),(18,30),-1.15104 # DEPENDENCYPART_GRANDPAR
(7,18),(18,32),-0.918637 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.266205 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.497578 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.219743 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.24637 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.381858 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-1.16197 # DEPENDENCYPART_GRANDPAR
(7,19),(19,25),-0.662879 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.0702629 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.306071 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-1.1434 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.656107 # DEPENDENCYPART_GRANDPAR
(7,22),(22,27),-0.695801 # DEPENDENCYPART_GRANDPAR
(7,27),(27,4),-1.33804 # DEPENDENCYPART_GRANDPAR
(7,27),(27,24),-0.876372 # DEPENDENCYPART_GRANDPAR
(7,27),(27,26),0.119963 # DEPENDENCYPART_GRANDPAR
(7,27),(27,28),-0.836097 # DEPENDENCYPART_GRANDPAR
(7,27),(27,29),-0.873191 # DEPENDENCYPART_GRANDPAR
(7,27),(27,30),-1.18739 # DEPENDENCYPART_GRANDPAR
(7,27),(27,31),-0.871897 # DEPENDENCYPART_GRANDPAR
(7,27),(27,32),-0.946813 # DEPENDENCYPART_GRANDPAR
(7,27),(27,33),-0.809373 # DEPENDENCYPART_GRANDPAR
(7,27),(27,34),-2.0764 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.868705 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.773196 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.691582 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.646957 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.77872 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.662449 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.424923 # DEPENDENCYPART_GRANDPAR
(9,7),(7,10),-1.43459 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-1.3842 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-1.21443 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-1.35076 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.33353 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-1.19333 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-2.20478 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-1.20276 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-1.9382 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-1.58963 # DEPENDENCYPART_GRANDPAR
(9,7),(7,27),-2.29228 # DEPENDENCYPART_GRANDPAR
(9,7),(7,34),-1.68293 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.45549 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.31661 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.37217 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.33326 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.49455 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.26725 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.25975 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.30389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.618711 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.461192 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.667007 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.650798 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.45908 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-1.52839 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.571291 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-1.26207 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.824138 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-0.4867 # DEPENDENCYPART_GRANDPAR
(9,10),(10,27),-1.61812 # DEPENDENCYPART_GRANDPAR
(9,10),(10,34),-0.889093 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.415168 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.50515 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.222013 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.296449 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.0811024 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.0290595 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.62101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.307582 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.726822 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.750979 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-1.05499 # DEPENDENCYPART_GRANDPAR
(10,2),(2,22),-0.964368 # DEPENDENCYPART_GRANDPAR
(10,2),(2,34),-2.3122 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.51247 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.302439 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.237392 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.250443 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.120537 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.00188243 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.331072 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.204692 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.671522 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.526338 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.0214962 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.0563341 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.414127 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.89314 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.827297 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-1.00771 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.914993 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-1.04441 # DEPENDENCYPART_GRANDPAR
(10,4),(4,23),-0.596094 # DEPENDENCYPART_GRANDPAR
(10,4),(4,24),-1.49188 # DEPENDENCYPART_GRANDPAR
(10,4),(4,25),-0.960611 # DEPENDENCYPART_GRANDPAR
(10,4),(4,30),-1.21421 # DEPENDENCYPART_GRANDPAR
(10,4),(4,34),-2.40483 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0792171 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.0147391 # DEPENDENCYPART_GRANDPAR
(10,5),(5,11),-0.258546 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.806867 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.322305 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.750731 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.397348 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.3342 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.853289 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.40839 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.813317 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.30561 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0275494 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.62115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.307581 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.730904 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.726821 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.843949 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.750977 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-1.05514 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.813555 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-0.96451 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-0.489549 # DEPENDENCYPART_GRANDPAR
(10,7),(7,27),-1.30926 # DEPENDENCYPART_GRANDPAR
(10,7),(7,34),-2.3122 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0626482 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0331872 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.65352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,10),-0.88933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,2),-1.24732 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.4694 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.16353 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.33168 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.993873 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.871562 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.875876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.550586 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),1.36379 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0751173 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.19438 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.0207432 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.291413 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.0674341 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.198954 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),0.297388 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.625414 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),0.0209299 # DEPENDENCYPART_GRANDPAR
(10,13),(13,30),-0.255247 # DEPENDENCYPART_GRANDPAR
(10,13),(13,34),-1.65935 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.600906 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0662131 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.25189 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.126708 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.32371 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.992395 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.821805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.733122 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),1.4019 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.0136388 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0875913 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.00911797 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.137393 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),0.0610393 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-1.24534 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-1.46755 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-1.16135 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-1.32371 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-1.10816 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.991898 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.866644 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.6008 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.767451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.695214 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),1.67773 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0550592 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0343044 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.265956 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.128906 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.0510274 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.179991 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.0364473 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),0.412163 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.579404 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),0.0662841 # DEPENDENCYPART_GRANDPAR
(10,16),(16,27),-0.384091 # DEPENDENCYPART_GRANDPAR
(10,16),(16,28),-0.157319 # DEPENDENCYPART_GRANDPAR
(10,16),(16,30),-0.206843 # DEPENDENCYPART_GRANDPAR
(10,16),(16,34),-1.52631 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.997351 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.0759092 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.0425027 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.0487236 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.0246142 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.914037 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.248936 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.355432 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.211888 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),0.378819 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.792372 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.21904 # DEPENDENCYPART_GRANDPAR
(10,18),(18,27),-0.565174 # DEPENDENCYPART_GRANDPAR
(10,18),(18,28),-0.186241 # DEPENDENCYPART_GRANDPAR
(10,18),(18,30),-0.422709 # DEPENDENCYPART_GRANDPAR
(10,18),(18,32),-0.297866 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.149196 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.795299 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.143956 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.00041213 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),0.320054 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.786373 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),-0.201238 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.370731 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),0.379689 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.792578 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.219246 # DEPENDENCYPART_GRANDPAR
(10,22),(22,27),-0.564697 # DEPENDENCYPART_GRANDPAR
(10,25),(25,2),-1.24546 # DEPENDENCYPART_GRANDPAR
(10,25),(25,3),-1.46776 # DEPENDENCYPART_GRANDPAR
(10,25),(25,4),-1.16152 # DEPENDENCYPART_GRANDPAR
(10,25),(25,5),-1.32383 # DEPENDENCYPART_GRANDPAR
(10,25),(25,7),-0.992019 # DEPENDENCYPART_GRANDPAR
(10,25),(25,10),-0.830613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,25),(25,11),0.653697 # DEPENDENCYPART_GRANDPAR
(10,25),(25,12),1.5489 # DEPENDENCYPART_GRANDPAR
(10,25),(25,13),-0.0269116 # DEPENDENCYPART_GRANDPAR
(10,25),(25,14),-0.089312 # DEPENDENCYPART_GRANDPAR
(10,25),(25,15),0.164221 # DEPENDENCYPART_GRANDPAR
(10,25),(25,16),0.0261266 # DEPENDENCYPART_GRANDPAR
(10,25),(25,18),-0.266225 # DEPENDENCYPART_GRANDPAR
(10,25),(25,19),-0.0128151 # DEPENDENCYPART_GRANDPAR
(10,25),(25,21),-0.317514 # DEPENDENCYPART_GRANDPAR
(10,25),(25,22),-0.173971 # DEPENDENCYPART_GRANDPAR
(10,25),(25,23),0.471729 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),-0.408566 # DEPENDENCYPART_GRANDPAR
(10,25),(25,27),-0.422039 # DEPENDENCYPART_GRANDPAR
(10,25),(25,28),-0.219422 # DEPENDENCYPART_GRANDPAR
(10,25),(25,29),-0.420117 # DEPENDENCYPART_GRANDPAR
(10,25),(25,30),-0.253926 # DEPENDENCYPART_GRANDPAR
(10,25),(25,31),-0.48259 # DEPENDENCYPART_GRANDPAR
(10,25),(25,32),-0.331047 # DEPENDENCYPART_GRANDPAR
(10,25),(25,33),-0.484286 # DEPENDENCYPART_GRANDPAR
(10,25),(25,34),-1.55697 # DEPENDENCYPART_GRANDPAR
(10,27),(27,4),-0.997368 # DEPENDENCYPART_GRANDPAR
(10,27),(27,24),-0.544654 # DEPENDENCYPART_GRANDPAR
(10,27),(27,26),-0.0691391 # DEPENDENCYPART_GRANDPAR
(10,27),(27,28),-0.214417 # DEPENDENCYPART_GRANDPAR
(10,27),(27,29),-0.564913 # DEPENDENCYPART_GRANDPAR
(10,27),(27,30),-0.459063 # DEPENDENCYPART_GRANDPAR
(10,27),(27,31),-0.627384 # DEPENDENCYPART_GRANDPAR
(10,27),(27,32),-0.326042 # DEPENDENCYPART_GRANDPAR
(10,27),(27,33),-0.629081 # DEPENDENCYPART_GRANDPAR
(10,27),(27,34),-1.52282 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.69705 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.735686 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.551637 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.726418 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.950887 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.637307 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.651637 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.853076 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.66259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.502881 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.693338 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.659082 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.686037 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.869901 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.55027 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.856578 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.733334 # DEPENDENCYPART_GRANDPAR
(11,10),(10,25),-0.677584 # DEPENDENCYPART_GRANDPAR
(11,10),(10,27),-0.835511 # DEPENDENCYPART_GRANDPAR
(11,10),(10,34),-0.776493 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.879976 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.875641 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.925986 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.774032 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.901125 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.924772 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.695936 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.443825 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),0.196167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.120699 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.29833 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.163218 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.508915 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.0812445 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),0.337102 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),0.0283668 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.516245 # DEPENDENCYPART_GRANDPAR
(12,13),(13,25),-0.202864 # DEPENDENCYPART_GRANDPAR
(12,13),(13,30),-0.362697 # DEPENDENCYPART_GRANDPAR
(12,13),(13,34),-0.774951 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.84002 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-1.29047 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-1.01973 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-1.60942 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.766327 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.98012 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.71242 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.749436 # DEPENDENCYPART_GRANDPAR
(13,2),(2,14),-0.597173 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),-0.826894 # DEPENDENCYPART_GRANDPAR
