# _root_ Heather_Mills , l' exmodel de 34 anys que dijous que ve es casarà amb Paul_McCartney , ha muntat un comiat de soltera amb tota mena de luxes .
#goldHeads=18,4,4,1,4,7,5,13,13,11,9,13,4,13,14,4,18,0,20,18,20,21,20,27,24,24,23,18,
#predictedHeads=18,4,4,1,4,7,5,13,13,11,4,13,4,13,14,4,18,0,20,18,20,21,18,25,23,25,26,18,
(13,11),(11,6),0.047218 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.260257 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.363378 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.117261 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.135052 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.261726 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.63246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.461368 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-1.2721 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-1.0962 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.901644 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-0.797638 # DEPENDENCYPART_GRANDPAR
(13,11),(11,28),-1.98649 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.70313 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.412372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.36668 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0982965 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0475964 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.513587 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.317996 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.128839 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.0277 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),0.0996224 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.00361492 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.104578 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-1.24465 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-1.13028 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.976309 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.945274 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.716948 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.450835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.279143 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.250596 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0922239 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.167709 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),0.0100589 # DEPENDENCYPART_GRANDPAR
(13,17),(17,28),-0.970327 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-1.22756 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-1.11899 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),0.120593 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.959216 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.535236 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.784861 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.934089 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.823915 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.705763 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.754192 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.479375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.219152 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.267137 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.142801 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.283846 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.146106 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.137925 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.145688 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),0.0702242 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.065366 # DEPENDENCYPART_GRANDPAR
(13,18),(18,26),-0.260446 # DEPENDENCYPART_GRANDPAR
(13,18),(18,27),-0.0996525 # DEPENDENCYPART_GRANDPAR
(13,18),(18,28),-0.908423 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-0.880542 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-0.0640868 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),0.513571 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.623546 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.00252296 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.185948 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.103486 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.59692 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.118103 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-0.125044 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),-0.144843 # DEPENDENCYPART_GRANDPAR
(13,20),(20,28),-1.03295 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),0.324877 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.157583 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.164148 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.234261 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.172624 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.814302 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),0.0402254 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),-0.24225 # DEPENDENCYPART_GRANDPAR
(13,23),(23,27),0.0147139 # DEPENDENCYPART_GRANDPAR
(13,25),(25,19),0.630281 # DEPENDENCYPART_GRANDPAR
(13,25),(25,21),0.121896 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),-0.658552 # DEPENDENCYPART_GRANDPAR
(13,25),(25,26),-0.123684 # DEPENDENCYPART_GRANDPAR
(13,25),(25,27),-0.147396 # DEPENDENCYPART_GRANDPAR
(13,25),(25,28),-1.03757 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.048802 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.458915 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.330266 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.446935 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.39632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),-0.934506 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.69355 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.752525 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-1.13171 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.477088 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.415875 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.418816 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.362939 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.152745 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.392574 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.481929 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.561206 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.185409 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.726313 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.329306 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.458566 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.52102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.155938 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.06978 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.21398 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.869997 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.886264 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-1.27809 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-1.02825 # DEPENDENCYPART_GRANDPAR
(14,13),(13,25),-0.93725 # DEPENDENCYPART_GRANDPAR
(14,13),(13,28),-1.73282 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.668654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0838884 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.141364 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.270117 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.0542616 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.123349 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.0946588 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-1.3537 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-1.31151 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-1.24087 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-1.23955 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.919642 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-1.33259 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-1.21622 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.991333 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-1.38133 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-1.26158 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-1.37152 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.676159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.764881 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.0332694 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.240433 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.00963972 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.513864 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.0768354 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.144893 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.0556508 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-1.00129 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),-0.00392395 # DEPENDENCYPART_GRANDPAR
(14,18),(18,28),-0.93394 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.463435 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.472251 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.70602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.703424 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.866829 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-1.8785 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-1.69961 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-1.65495 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-1.22801 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-1.30312 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.21242 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-1.03073 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.371054 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0603395 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.158769 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.19626 # DEPENDENCYPART_GRANDPAR
(15,17),(17,28),-1.06238 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-1.87413 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-1.69808 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-1.90442 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-1.65059 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-1.13238 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-1.68389 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.22611 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-1.24273 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-1.30121 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-1.40594 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.20637 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-1.0266 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.800712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.303233 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0694584 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.174881 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.168855 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.347726 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.191537 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.235269 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.303326 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.357151 # DEPENDENCYPART_GRANDPAR
(15,18),(18,28),-1.02221 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-1.59154 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.842471 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.795737 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.33306 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.192652 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.498819 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.380823 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.685031 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.387852 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.327123 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.513175 # DEPENDENCYPART_GRANDPAR
(15,20),(20,28),-0.998492 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.459944 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.152983 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.457729 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.254737 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.165191 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.756468 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.167639 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),-0.413684 # DEPENDENCYPART_GRANDPAR
(15,23),(23,27),-0.302176 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.391051 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),0.28048 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.0863114 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.231838 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),0.47155 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.205554 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),0.459192 # DEPENDENCYPART_GRANDPAR
(17,1),(1,13),0.296701 # DEPENDENCYPART_GRANDPAR
(17,1),(1,14),-0.0200881 # DEPENDENCYPART_GRANDPAR
(17,1),(1,16),0.031572 # DEPENDENCYPART_GRANDPAR
(17,1),(1,18),-0.467215 # DEPENDENCYPART_GRANDPAR
(17,1),(1,20),-0.864966 # DEPENDENCYPART_GRANDPAR
(17,1),(1,28),-1.71053 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.230067 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),0.645969 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.0863114 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.231838 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),0.47155 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.205554 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),0.459192 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),0.296701 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),-0.0200881 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),0.031572 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-1.68003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,18),-0.467215 # DEPENDENCYPART_GRANDPAR
(17,4),(4,20),-0.864966 # DEPENDENCYPART_GRANDPAR
(17,4),(4,23),-0.572247 # DEPENDENCYPART_GRANDPAR
(17,4),(4,28),-1.71053 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),0.310159 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.310159 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.121485 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.122801 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),0.286407 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.034699 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.307898 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.348672 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),0.219025 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.765327 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.237012 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.728022 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.145264 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.492732 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.237897 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.199868 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.447481 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-2.08054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.858597 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-1.17139 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-1.01929 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.995156 # DEPENDENCYPART_GRANDPAR
(17,13),(13,25),-1.20468 # DEPENDENCYPART_GRANDPAR
(17,13),(13,28),-1.94217 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.172916 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.0172175 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.147938 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.374159 # DEPENDENCYPART_GRANDPAR
(17,14),(14,18),-0.589365 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.09855 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-1.40886 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.588903 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-1.01177 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.867699 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.789225 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-1.31487 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-1.13111 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-1.27757 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.869015 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.03182 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.906696 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.2979 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.986236 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.732617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,20),-0.194328 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.462179 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.262812 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.206446 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.220496 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.549901 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-0.344414 # DEPENDENCYPART_GRANDPAR
(17,18),(18,28),-0.851776 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-1.16681 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-0.389843 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.483787 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.310088 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.161107 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.131689 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.205238 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.801633 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.10181 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.24883 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.218221 # DEPENDENCYPART_GRANDPAR
(17,20),(20,28),-0.842483 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.438237 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-1.09989 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.01606 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.499253 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.131292 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.171828 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),0.314828 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),0.150683 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.00581865 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),0.505326 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),0.0238628 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),0.331786 # DEPENDENCYPART_GRANDPAR
(18,1),(1,13),0.435211 # DEPENDENCYPART_GRANDPAR
(18,1),(1,14),0.271037 # DEPENDENCYPART_GRANDPAR
(18,1),(1,16),0.226115 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-1.20365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,20),-0.28762 # DEPENDENCYPART_GRANDPAR
(18,1),(1,28),-1.56609 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.150887 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),0.144362 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),0.103214 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.0614754 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.280758 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),1.191 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),0.150683 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.00581865 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),0.505326 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),0.0238628 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),0.331786 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),0.435211 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),0.271037 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),0.226115 # DEPENDENCYPART_GRANDPAR
(18,4),(4,17),0.106073 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-1.20365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,20),-0.28762 # DEPENDENCYPART_GRANDPAR
(18,4),(4,23),-0.274909 # DEPENDENCYPART_GRANDPAR
(18,4),(4,28),-1.56609 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.127472 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),0.932955 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),0.0213332 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.309373 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),0.387412 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.0371513 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),0.0541988 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),0.171856 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.220602 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),1.17793 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.054812 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),0.0902666 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.115361 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.271661 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),0.0398102 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),0.353265 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),0.45669 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),0.212644 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),0.364061 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),0.127357 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.2051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,28),-1.56746 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),0.128461 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),0.0313753 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.471226 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),0.317331 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),0.407844 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.342858 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),0.785536 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.23928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,20),-0.310489 # DEPENDENCYPART_GRANDPAR
(18,9),(9,21),-0.416866 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),0.128461 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.13183 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.0244615 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),0.00709684 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.0987826 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.0751892 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),0.26067 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.641547 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.000696485 # DEPENDENCYPART_GRANDPAR
