# _root_ A_través_d' aquest programa , que pretén promoure els intercanvis i la cooperació entre França i l' estat espanyol , les dues cambres de comerç volen fomentar l' intercanvi entre empreses catalanes i franceses .
#goldHeads=26,3,1,6,6,3,6,9,7,9,12,9,9,13,14,17,14,17,6,22,20,26,22,23,26,0,28,26,28,29,30,31,31,26,
#predictedHeads=25,3,1,6,6,3,6,9,7,9,12,9,12,13,14,17,14,17,1,22,20,25,22,23,0,25,28,26,28,29,30,31,31,25,
(7,12),(12,8),1.3956 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.679577 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.331877 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.533322 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.10971 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.213308 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.227598 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.15056 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.100658 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),0.0207579 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),0.0414144 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),0.497689 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.527153 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),0.112385 # DEPENDENCYPART_GRANDPAR
(7,12),(12,28),-0.233527 # DEPENDENCYPART_GRANDPAR
(7,12),(12,29),0.199295 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.72379 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.466657 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.19176 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.178934 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.191109 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.516771 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.658561 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.215625 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.146544 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.108251 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.00258952 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),0.0373998 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),0.478339 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.531168 # DEPENDENCYPART_GRANDPAR
(7,14),(14,25),0.445881 # DEPENDENCYPART_GRANDPAR
(7,14),(14,26),0.109533 # DEPENDENCYPART_GRANDPAR
(7,14),(14,28),-0.237541 # DEPENDENCYPART_GRANDPAR
(7,14),(14,29),0.179832 # DEPENDENCYPART_GRANDPAR
(7,14),(14,30),-0.685768 # DEPENDENCYPART_GRANDPAR
(7,14),(14,33),-0.48334 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.806645 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.217911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,11),-0.485015 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.586705 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.415762 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.921405 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.0447827 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),0.0186112 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),0.042694 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),0.467745 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.525874 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),0.4221 # DEPENDENCYPART_GRANDPAR
(7,17),(17,26),0.0857517 # DEPENDENCYPART_GRANDPAR
(7,17),(17,28),-0.232247 # DEPENDENCYPART_GRANDPAR
(7,17),(17,29),0.176197 # DEPENDENCYPART_GRANDPAR
(7,17),(17,31),-0.603201 # DEPENDENCYPART_GRANDPAR
(7,17),(17,33),-0.438614 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.445608 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-1.12552 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.255136 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),0.119056 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),0.0154388 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),0.425454 # DEPENDENCYPART_GRANDPAR
(7,18),(18,32),-0.204392 # DEPENDENCYPART_GRANDPAR
(7,18),(18,33),-0.509673 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),0.0885205 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.310597 # DEPENDENCYPART_GRANDPAR
(7,22),(22,1),-0.802897 # DEPENDENCYPART_GRANDPAR
(7,22),(22,6),-1.42275 # DEPENDENCYPART_GRANDPAR
(7,22),(22,7),-0.185073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,22),(22,16),-0.934025 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.105628 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.476876 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.66645 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),0.482901 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-0.522774 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),0.44673 # DEPENDENCYPART_GRANDPAR
(7,22),(22,26),0.110382 # DEPENDENCYPART_GRANDPAR
(7,22),(22,28),-0.229069 # DEPENDENCYPART_GRANDPAR
(7,22),(22,29),0.181835 # DEPENDENCYPART_GRANDPAR
(7,22),(22,31),-0.637962 # DEPENDENCYPART_GRANDPAR
(7,22),(22,33),-0.473375 # DEPENDENCYPART_GRANDPAR
(7,25),(25,1),-1.21414 # DEPENDENCYPART_GRANDPAR
(7,25),(25,4),-1.50907 # DEPENDENCYPART_GRANDPAR
(7,25),(25,5),-1.50885 # DEPENDENCYPART_GRANDPAR
(7,25),(25,6),-1.81561 # DEPENDENCYPART_GRANDPAR
(7,25),(25,7),-0.421661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,25),(25,9),0.460341 # DEPENDENCYPART_GRANDPAR
(7,25),(25,10),0.000817242 # DEPENDENCYPART_GRANDPAR
(7,25),(25,12),0.415506 # DEPENDENCYPART_GRANDPAR
(7,25),(25,13),0.237988 # DEPENDENCYPART_GRANDPAR
(7,25),(25,14),-0.120226 # DEPENDENCYPART_GRANDPAR
(7,25),(25,17),0.209051 # DEPENDENCYPART_GRANDPAR
(7,25),(25,18),-0.22638 # DEPENDENCYPART_GRANDPAR
(7,25),(25,19),0.508276 # DEPENDENCYPART_GRANDPAR
(7,25),(25,20),-0.666076 # DEPENDENCYPART_GRANDPAR
(7,25),(25,22),0.121843 # DEPENDENCYPART_GRANDPAR
(7,25),(25,23),0.392243 # DEPENDENCYPART_GRANDPAR
(7,25),(25,24),-0.442909 # DEPENDENCYPART_GRANDPAR
(7,25),(25,26),0.118979 # DEPENDENCYPART_GRANDPAR
(7,25),(25,28),-0.139055 # DEPENDENCYPART_GRANDPAR
(7,25),(25,29),0.310033 # DEPENDENCYPART_GRANDPAR
(7,25),(25,30),-0.58357 # DEPENDENCYPART_GRANDPAR
(7,25),(25,31),-0.564278 # DEPENDENCYPART_GRANDPAR
(7,25),(25,32),-0.00804694 # DEPENDENCYPART_GRANDPAR
(7,25),(25,33),-0.410773 # DEPENDENCYPART_GRANDPAR
(7,25),(25,34),-1.08265 # DEPENDENCYPART_GRANDPAR
(7,26),(26,1),-1.21176 # DEPENDENCYPART_GRANDPAR
(7,26),(26,4),-1.5063 # DEPENDENCYPART_GRANDPAR
(7,26),(26,5),-1.50606 # DEPENDENCYPART_GRANDPAR
(7,26),(26,6),-1.80976 # DEPENDENCYPART_GRANDPAR
(7,26),(26,7),-0.446338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,26),(26,9),0.435584 # DEPENDENCYPART_GRANDPAR
(7,26),(26,10),-0.00216288 # DEPENDENCYPART_GRANDPAR
(7,26),(26,12),0.390749 # DEPENDENCYPART_GRANDPAR
(7,26),(26,13),0.213921 # DEPENDENCYPART_GRANDPAR
(7,26),(26,14),-0.144983 # DEPENDENCYPART_GRANDPAR
(7,26),(26,15),0.0221424 # DEPENDENCYPART_GRANDPAR
(7,26),(26,17),0.184294 # DEPENDENCYPART_GRANDPAR
(7,26),(26,18),-0.245482 # DEPENDENCYPART_GRANDPAR
(7,26),(26,19),0.441174 # DEPENDENCYPART_GRANDPAR
(7,26),(26,20),-0.693187 # DEPENDENCYPART_GRANDPAR
(7,26),(26,22),0.0970868 # DEPENDENCYPART_GRANDPAR
(7,26),(26,23),0.372284 # DEPENDENCYPART_GRANDPAR
(7,26),(26,24),-0.467665 # DEPENDENCYPART_GRANDPAR
(7,26),(26,25),0.427449 # DEPENDENCYPART_GRANDPAR
(7,26),(26,28),-0.178108 # DEPENDENCYPART_GRANDPAR
(7,26),(26,29),0.287438 # DEPENDENCYPART_GRANDPAR
(7,26),(26,30),-0.621362 # DEPENDENCYPART_GRANDPAR
(7,26),(26,31),-0.595832 # DEPENDENCYPART_GRANDPAR
(7,26),(26,32),-0.0786973 # DEPENDENCYPART_GRANDPAR
(7,26),(26,33),-0.442326 # DEPENDENCYPART_GRANDPAR
(7,26),(26,34),-1.1166 # DEPENDENCYPART_GRANDPAR
(7,29),(29,20),-0.653509 # DEPENDENCYPART_GRANDPAR
(7,29),(29,27),-0.615711 # DEPENDENCYPART_GRANDPAR
(7,29),(29,28),-0.107662 # DEPENDENCYPART_GRANDPAR
(7,29),(29,30),-0.652854 # DEPENDENCYPART_GRANDPAR
(7,29),(29,31),-0.596636 # DEPENDENCYPART_GRANDPAR
(7,29),(29,32),-0.0809905 # DEPENDENCYPART_GRANDPAR
(7,29),(29,33),-0.447606 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.27005 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.3099 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.5065 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.17555 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.42166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.368785 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.886975 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.333652 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.833859 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.448343 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-1.07299 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.813504 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.437979 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-1.12358 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.36718 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-1.19406 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.344445 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),-0.313739 # DEPENDENCYPART_GRANDPAR
(8,9),(9,28),-1.34851 # DEPENDENCYPART_GRANDPAR
(8,9),(9,29),-0.60997 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.31994 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.883093 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.28343 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.1543 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.349027 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.689009 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.421684 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.51927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.559134 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.967509 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-1.13052 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.434011 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.128294 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.278949 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.465628 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.332839 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.59852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.627248 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.698196 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-1.00497 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-1.03562 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.873589 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-1.2235 # DEPENDENCYPART_GRANDPAR
(9,6),(6,25),-1.04172 # DEPENDENCYPART_GRANDPAR
(9,6),(6,26),-0.994636 # DEPENDENCYPART_GRANDPAR
(9,6),(6,32),-1.31926 # DEPENDENCYPART_GRANDPAR
(9,6),(6,34),-2.43911 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.40157 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.127742 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.260792 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.462533 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.619323 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.59817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.627248 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.697841 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-1.00497 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-1.06038 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.03562 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.873234 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-1.08485 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-1.2235 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.944957 # DEPENDENCYPART_GRANDPAR
(9,7),(7,25),-1.04152 # DEPENDENCYPART_GRANDPAR
(9,7),(7,26),-0.994435 # DEPENDENCYPART_GRANDPAR
(9,7),(7,29),-1.31819 # DEPENDENCYPART_GRANDPAR
(9,7),(7,32),-1.31926 # DEPENDENCYPART_GRANDPAR
(9,7),(7,34),-2.43911 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.48688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.560208 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.362084 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.21306 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.18208 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.19817 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.969863 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.686051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.213596 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.763455 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.178896 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.203215 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.256353 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.00296897 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.259564 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.24196 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.0595319 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.123944 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.0182816 # DEPENDENCYPART_GRANDPAR
(9,12),(12,26),-0.248379 # DEPENDENCYPART_GRANDPAR
(9,12),(12,28),-0.345542 # DEPENDENCYPART_GRANDPAR
(9,12),(12,29),-0.492115 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.67022 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.390348 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0364605 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.00508896 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.328669 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.762658 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.219569 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.284387 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.023684 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.27639 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.286909 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.0802463 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.145536 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.038996 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-0.299093 # DEPENDENCYPART_GRANDPAR
(9,14),(14,26),-0.261811 # DEPENDENCYPART_GRANDPAR
(9,14),(14,28),-0.366256 # DEPENDENCYPART_GRANDPAR
(9,14),(14,29),-0.513839 # DEPENDENCYPART_GRANDPAR
(9,14),(14,30),-0.842476 # DEPENDENCYPART_GRANDPAR
(9,14),(14,33),-0.334545 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-1.21986 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-1.2032 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.764984 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.0144296 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.203544 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.78786 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.197459 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.248935 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.0418536 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.157146 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.000604201 # DEPENDENCYPART_GRANDPAR
(9,17),(17,25),-0.313908 # DEPENDENCYPART_GRANDPAR
(9,17),(17,26),-0.276626 # DEPENDENCYPART_GRANDPAR
(9,17),(17,28),-0.327864 # DEPENDENCYPART_GRANDPAR
(9,17),(17,29),-0.528852 # DEPENDENCYPART_GRANDPAR
(9,17),(17,31),-0.361368 # DEPENDENCYPART_GRANDPAR
(9,17),(17,33),-0.274103 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.00835603 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.809882 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.170129 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.321169 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),0.0338017 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.147155 # DEPENDENCYPART_GRANDPAR
(9,18),(18,32),-0.434071 # DEPENDENCYPART_GRANDPAR
(9,18),(18,33),-0.306715 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.0421761 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.3337 # DEPENDENCYPART_GRANDPAR
(9,22),(22,1),-1.21308 # DEPENDENCYPART_GRANDPAR
(9,22),(22,6),-1.45675 # DEPENDENCYPART_GRANDPAR
(9,22),(22,7),-1.19818 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),0.815943 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.302942 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),0.425232 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),0.0803042 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.139121 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.0142271 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.28896 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),-0.251678 # DEPENDENCYPART_GRANDPAR
(9,22),(22,28),-0.341377 # DEPENDENCYPART_GRANDPAR
(9,22),(22,29),-0.511476 # DEPENDENCYPART_GRANDPAR
(9,22),(22,31),-0.403073 # DEPENDENCYPART_GRANDPAR
(9,22),(22,33),-0.315807 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),0.384704 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),0.0968087 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),0.379183 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-0.0862401 # DEPENDENCYPART_GRANDPAR
(9,23),(23,26),-0.0544327 # DEPENDENCYPART_GRANDPAR
(9,24),(24,20),0.430715 # DEPENDENCYPART_GRANDPAR
(9,24),(24,21),0.087515 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.29493 # DEPENDENCYPART_GRANDPAR
(9,25),(25,1),-1.43494 # DEPENDENCYPART_GRANDPAR
(9,25),(25,4),-1.28884 # DEPENDENCYPART_GRANDPAR
(9,25),(25,5),-1.25712 # DEPENDENCYPART_GRANDPAR
(9,25),(25,6),-1.6225 # DEPENDENCYPART_GRANDPAR
(9,25),(25,7),-1.36391 # DEPENDENCYPART_GRANDPAR
(9,25),(25,9),-0.625981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,25),(25,10),0.169637 # DEPENDENCYPART_GRANDPAR
(9,25),(25,12),0.276754 # DEPENDENCYPART_GRANDPAR
(9,25),(25,13),0.0149068 # DEPENDENCYPART_GRANDPAR
(9,25),(25,14),-0.0829792 # DEPENDENCYPART_GRANDPAR
(9,25),(25,17),0.198237 # DEPENDENCYPART_GRANDPAR
(9,25),(25,18),-0.287083 # DEPENDENCYPART_GRANDPAR
(9,25),(25,19),-0.167001 # DEPENDENCYPART_GRANDPAR
(9,25),(25,20),0.184378 # DEPENDENCYPART_GRANDPAR
(9,25),(25,22),0.0288612 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.0591163 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),0.0573636 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),0.0100516 # DEPENDENCYPART_GRANDPAR
(9,25),(25,28),-0.172245 # DEPENDENCYPART_GRANDPAR
(9,25),(25,29),-0.396158 # DEPENDENCYPART_GRANDPAR
(9,25),(25,30),-0.647412 # DEPENDENCYPART_GRANDPAR
(9,25),(25,31),-0.302486 # DEPENDENCYPART_GRANDPAR
(9,25),(25,32),-0.441621 # DEPENDENCYPART_GRANDPAR
(9,25),(25,33),-0.224329 # DEPENDENCYPART_GRANDPAR
(9,25),(25,34),-1.5763 # DEPENDENCYPART_GRANDPAR
(9,26),(26,1),-1.43494 # DEPENDENCYPART_GRANDPAR
(9,26),(26,4),-1.28864 # DEPENDENCYPART_GRANDPAR
(9,26),(26,5),-1.25691 # DEPENDENCYPART_GRANDPAR
(9,26),(26,6),-1.62076 # DEPENDENCYPART_GRANDPAR
(9,26),(26,7),-1.36217 # DEPENDENCYPART_GRANDPAR
(9,26),(26,9),-0.628364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,26),(26,10),0.18066 # DEPENDENCYPART_GRANDPAR
(9,26),(26,12),0.274371 # DEPENDENCYPART_GRANDPAR
(9,26),(26,13),0.0032011 # DEPENDENCYPART_GRANDPAR
(9,26),(26,14),-0.0853618 # DEPENDENCYPART_GRANDPAR
(9,26),(26,15),-0.227715 # DEPENDENCYPART_GRANDPAR
(9,26),(26,17),0.195854 # DEPENDENCYPART_GRANDPAR
(9,26),(26,18),-0.284202 # DEPENDENCYPART_GRANDPAR
(9,26),(26,19),-0.163024 # DEPENDENCYPART_GRANDPAR
(9,26),(26,20),0.183252 # DEPENDENCYPART_GRANDPAR
(9,26),(26,22),0.0264786 # DEPENDENCYPART_GRANDPAR
(9,26),(26,23),-0.0770423 # DEPENDENCYPART_GRANDPAR
(9,26),(26,24),0.054981 # DEPENDENCYPART_GRANDPAR
(9,26),(26,25),-0.0564205 # DEPENDENCYPART_GRANDPAR
(9,26),(26,28),-0.176204 # DEPENDENCYPART_GRANDPAR
(9,26),(26,29),-0.381958 # DEPENDENCYPART_GRANDPAR
(9,26),(26,30),-0.650815 # DEPENDENCYPART_GRANDPAR
(9,26),(26,31),-0.297924 # DEPENDENCYPART_GRANDPAR
(9,26),(26,32),-0.453118 # DEPENDENCYPART_GRANDPAR
(9,26),(26,33),-0.219767 # DEPENDENCYPART_GRANDPAR
(9,26),(26,34),-1.57764 # DEPENDENCYPART_GRANDPAR
(9,28),(28,6),-1.45675 # DEPENDENCYPART_GRANDPAR
(9,28),(28,23),-0.103578 # DEPENDENCYPART_GRANDPAR
(9,28),(28,27),0.298655 # DEPENDENCYPART_GRANDPAR
(9,28),(28,29),-0.484865 # DEPENDENCYPART_GRANDPAR
(9,28),(28,30),-0.812896 # DEPENDENCYPART_GRANDPAR
(9,28),(28,31),-0.40782 # DEPENDENCYPART_GRANDPAR
(9,28),(28,32),-0.528319 # DEPENDENCYPART_GRANDPAR
(9,28),(28,33),-0.320554 # DEPENDENCYPART_GRANDPAR
(9,29),(29,20),0.330605 # DEPENDENCYPART_GRANDPAR
(9,29),(29,27),0.158107 # DEPENDENCYPART_GRANDPAR
(9,29),(29,28),-0.131325 # DEPENDENCYPART_GRANDPAR
(9,29),(29,30),-0.558896 # DEPENDENCYPART_GRANDPAR
(9,29),(29,31),-0.35336 # DEPENDENCYPART_GRANDPAR
(9,29),(29,32),-0.288725 # DEPENDENCYPART_GRANDPAR
(9,29),(29,33),-0.284116 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.12498 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-1.39449 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.19026 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.67392 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.15377 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.26071 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.29966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.319262 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.973817 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.627659 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-1.38624 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.752606 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.57285 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-1.38936 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.305672 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-1.55855 # DEPENDENCYPART_GRANDPAR
(11,12),(12,26),-0.394559 # DEPENDENCYPART_GRANDPAR
(11,12),(12,28),-1.66627 # DEPENDENCYPART_GRANDPAR
