# _root_ Empúries ha editat en català els tres números anteriors , que portaven per títol ' Harry_Potter_i_la_pedra_filosofal ' , ' Harry_Potter_i_la_cambra_secreta ' i ' Harry_Potter_i_el_presoner_d'_Azkaban ' .
#goldHeads=3,3,0,3,4,8,6,3,8,12,12,8,12,13,16,12,16,16,20,16,20,16,24,16,24,3,
#predictedHeads=3,3,0,3,4,8,6,3,8,12,12,8,12,13,16,12,16,16,20,16,20,20,24,20,24,3,
(24,3),(3,13),-0.0538568 # DEPENDENCYPART_GRANDPAR
(24,3),(3,15),-0.239177 # DEPENDENCYPART_GRANDPAR
(24,3),(3,16),-0.476739 # DEPENDENCYPART_GRANDPAR
(24,3),(3,17),-0.332909 # DEPENDENCYPART_GRANDPAR
(24,3),(3,18),0.0217967 # DEPENDENCYPART_GRANDPAR
(24,3),(3,19),-0.166667 # DEPENDENCYPART_GRANDPAR
(24,3),(3,20),-0.269679 # DEPENDENCYPART_GRANDPAR
(24,3),(3,21),-0.290612 # DEPENDENCYPART_GRANDPAR
(24,3),(3,22),-0.069258 # DEPENDENCYPART_GRANDPAR
(24,3),(3,24),-1.71814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,3),(3,25),-0.627139 # DEPENDENCYPART_GRANDPAR
(24,3),(3,26),-1.0258 # DEPENDENCYPART_GRANDPAR
