# _root_ Els antecedents dels Pastorets de l' Ametlla_de_Merola es remunten a l' any_1878 , quan a iniciativa de les Germanes_Dominiques , van començar les representacions durant la Missa_del_Gall .
#goldHeads=2,9,2,3,4,7,5,9,0,9,12,10,22,22,22,15,16,19,17,15,22,12,24,22,22,27,25,9,
#predictedHeads=2,9,2,3,4,7,5,9,0,9,12,10,22,22,22,15,16,19,17,15,22,12,24,22,22,27,25,9,
(21,24),(24,21),-0.629067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,23),0.171548 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.474835 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.378589 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.900447 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.00728496 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.0208693 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.76891 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.130945 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.799279 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),0.932021 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.143771 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.319283 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),0.357627 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),0.0338683 # DEPENDENCYPART_GRANDPAR
(22,2),(2,9),0.184778 # DEPENDENCYPART_GRANDPAR
(22,2),(2,10),-0.092386 # DEPENDENCYPART_GRANDPAR
(22,2),(2,12),-0.0773379 # DEPENDENCYPART_GRANDPAR
(22,2),(2,13),-0.240676 # DEPENDENCYPART_GRANDPAR
(22,2),(2,15),-0.0680317 # DEPENDENCYPART_GRANDPAR
(22,2),(2,17),0.254093 # DEPENDENCYPART_GRANDPAR
(22,2),(2,20),0.155966 # DEPENDENCYPART_GRANDPAR
(22,2),(2,21),0.127917 # DEPENDENCYPART_GRANDPAR
(22,2),(2,22),-1.4576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,2),(2,24),-0.380751 # DEPENDENCYPART_GRANDPAR
(22,2),(2,25),-0.501146 # DEPENDENCYPART_GRANDPAR
(22,2),(2,28),-1.48479 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.332979 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.652616 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.366354 # DEPENDENCYPART_GRANDPAR
(22,5),(5,9),-0.0905004 # DEPENDENCYPART_GRANDPAR
(22,5),(5,10),-0.353865 # DEPENDENCYPART_GRANDPAR
(22,5),(5,12),-0.148751 # DEPENDENCYPART_GRANDPAR
(22,5),(5,13),-0.0803199 # DEPENDENCYPART_GRANDPAR
(22,7),(7,3),-0.160277 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),0.189387 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.326544 # DEPENDENCYPART_GRANDPAR
(22,7),(7,9),0.184418 # DEPENDENCYPART_GRANDPAR
(22,7),(7,12),-0.0788285 # DEPENDENCYPART_GRANDPAR
(22,7),(7,22),-1.45745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,9),(9,1),0.797567 # DEPENDENCYPART_GRANDPAR
(22,9),(9,2),-0.383236 # DEPENDENCYPART_GRANDPAR
(22,9),(9,3),-0.241368 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-0.574167 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),0.126456 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),-0.538763 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.219282 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.140735 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.258791 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-0.170657 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),0.130828 # DEPENDENCYPART_GRANDPAR
(22,9),(9,15),-0.234437 # DEPENDENCYPART_GRANDPAR
(22,9),(9,16),-0.241684 # DEPENDENCYPART_GRANDPAR
(22,9),(9,17),0.0543436 # DEPENDENCYPART_GRANDPAR
(22,9),(9,19),-0.0717301 # DEPENDENCYPART_GRANDPAR
(22,9),(9,20),0.52747 # DEPENDENCYPART_GRANDPAR
(22,9),(9,21),0.0194674 # DEPENDENCYPART_GRANDPAR
(22,9),(9,22),-1.8426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,9),(9,24),-0.681289 # DEPENDENCYPART_GRANDPAR
(22,9),(9,25),-0.90897 # DEPENDENCYPART_GRANDPAR
(22,9),(9,27),-0.96844 # DEPENDENCYPART_GRANDPAR
(22,9),(9,28),-1.7112 # DEPENDENCYPART_GRANDPAR
(22,10),(10,1),0.711766 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.754711 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.0384248 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),0.0919057 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),-0.295431 # DEPENDENCYPART_GRANDPAR
(22,10),(10,16),-0.28201 # DEPENDENCYPART_GRANDPAR
(22,10),(10,17),-0.0110661 # DEPENDENCYPART_GRANDPAR
(22,10),(10,20),0.488548 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.151491 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.479071 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),0.323955 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),0.0843533 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),-0.0715583 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),0.44636 # DEPENDENCYPART_GRANDPAR
(22,12),(12,20),0.720597 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-1.49011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,12),(12,24),-0.401912 # DEPENDENCYPART_GRANDPAR
(22,12),(12,25),-0.645782 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.135611 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.21058 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),0.211336 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),-0.222244 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),0.0109306 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.283261 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.326263 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.28201 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.0110661 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.104661 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),0.488548 # DEPENDENCYPART_GRANDPAR
(22,16),(16,2),-0.489781 # DEPENDENCYPART_GRANDPAR
(22,16),(16,5),0.188579 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),-0.188291 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.429716 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.389874 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.409023 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.397096 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.405361 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),0.259784 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),0.156221 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),0.172687 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),0.137473 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-1.46113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,24),-0.381957 # DEPENDENCYPART_GRANDPAR
(22,16),(16,25),-0.501751 # DEPENDENCYPART_GRANDPAR
(22,16),(16,28),-1.48599 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.404234 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.243063 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),0.316322 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),-0.10134 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.57613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,2),-0.477708 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),-0.194508 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.266798 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.155573 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.127877 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.45729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,24),-0.380445 # DEPENDENCYPART_GRANDPAR
(22,19),(19,25),-0.500231 # DEPENDENCYPART_GRANDPAR
(22,19),(19,28),-1.48449 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.251649 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.182117 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.115681 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.143095 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.157763 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),0.0141766 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.153414 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.280961 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.84356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,24),-0.683076 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.910952 # DEPENDENCYPART_GRANDPAR
(22,21),(21,28),-1.71227 # DEPENDENCYPART_GRANDPAR
(22,24),(24,5),-0.0500665 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.1536 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-1.20538 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.836465 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),1.08392 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.383975 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.0300202 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.805184 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),0.947525 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.448613 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.8857 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),0.219187 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.725725 # DEPENDENCYPART_GRANDPAR
(22,27),(27,23),1.08497 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.0299001 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.648574 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.798438 # DEPENDENCYPART_GRANDPAR
(23,24),(24,5),-1.2221 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-1.09603 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-1.61708 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-1.48692 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.85097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.79968 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-1.26025 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.940264 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-1.85891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),-0.661756 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-1.2122 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-1.26862 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-1.04882 # DEPENDENCYPART_GRANDPAR
(23,26),(26,24),-0.648777 # DEPENDENCYPART_GRANDPAR
(24,5),(5,3),0.146695 # DEPENDENCYPART_GRANDPAR
(24,5),(5,6),-0.588528 # DEPENDENCYPART_GRANDPAR
(24,5),(5,7),-0.822406 # DEPENDENCYPART_GRANDPAR
(24,5),(5,9),-0.589669 # DEPENDENCYPART_GRANDPAR
(24,5),(5,10),-0.374484 # DEPENDENCYPART_GRANDPAR
(24,5),(5,12),-0.444659 # DEPENDENCYPART_GRANDPAR
(24,5),(5,13),-0.452804 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),-0.160968 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),-0.547068 # DEPENDENCYPART_GRANDPAR
(24,17),(17,20),-0.255976 # DEPENDENCYPART_GRANDPAR
(24,17),(17,21),-0.618453 # DEPENDENCYPART_GRANDPAR
(24,17),(17,22),-0.285459 # DEPENDENCYPART_GRANDPAR
(24,21),(21,9),-0.520377 # DEPENDENCYPART_GRANDPAR
(24,21),(21,10),-0.0616042 # DEPENDENCYPART_GRANDPAR
(24,21),(21,13),-0.403237 # DEPENDENCYPART_GRANDPAR
(24,21),(21,14),-0.0852524 # DEPENDENCYPART_GRANDPAR
(24,21),(21,15),-0.0208931 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),0.068559 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.529129 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.206409 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.227769 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.56145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),-0.22905 # DEPENDENCYPART_GRANDPAR
(24,21),(21,28),-1.19477 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.44323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.184879 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-1.33805 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.788476 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.513646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.664783 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),0.201686 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.451215 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.822339 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),0.684524 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),-0.259337 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.309042 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.298425 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.88819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),0.0204378 # DEPENDENCYPART_GRANDPAR
(25,24),(24,5),-0.157558 # DEPENDENCYPART_GRANDPAR
(25,24),(24,17),0.00534017 # DEPENDENCYPART_GRANDPAR
(25,24),(24,18),-0.495462 # DEPENDENCYPART_GRANDPAR
(25,24),(24,21),-0.395453 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.472891 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.81495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,27),-0.34232 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-1.38941 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-1.23079 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-1.48282 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-1.04193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),1.0631 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.562763 # DEPENDENCYPART_GRANDPAR
(26,24),(24,5),-0.706167 # DEPENDENCYPART_GRANDPAR
(26,24),(24,17),-0.644052 # DEPENDENCYPART_GRANDPAR
(26,24),(24,18),-1.11678 # DEPENDENCYPART_GRANDPAR
(26,24),(24,21),-0.915888 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-1.08109 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.523589 # DEPENDENCYPART_GRANDPAR
(26,24),(24,27),-1.03668 # DEPENDENCYPART_GRANDPAR
(26,24),(24,28),-1.26858 # DEPENDENCYPART_GRANDPAR
(27,23),(23,24),0.177761 # DEPENDENCYPART_GRANDPAR
(27,23),(23,25),0.547504 # DEPENDENCYPART_GRANDPAR
(27,23),(23,26),0.652751 # DEPENDENCYPART_GRANDPAR
(27,25),(25,23),-0.795613 # DEPENDENCYPART_GRANDPAR
(27,25),(25,24),-0.284237 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),0.0511543 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-1.60056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,28),-0.820503 # DEPENDENCYPART_GRANDPAR
(27,26),(26,24),-0.313285 # DEPENDENCYPART_GRANDPAR
