# _root_ L' Ajuntament_de_Girona està preparant la redacció d' un nou Pla_General que , segons ha explicat l' alcalde , podria estar llest a finals del 2001 .
#goldHeads=2,4,4,0,6,4,6,10,10,7,20,15,15,15,20,17,15,15,20,10,20,20,22,23,24,4,
#predictedHeads=2,4,4,0,6,4,6,10,10,7,15,15,15,15,10,17,15,15,20,15,20,20,22,23,24,4,
(9,20),(20,11),1.0255 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),-0.0317644 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.119185 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.19394 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.135405 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.464623 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.385083 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.433745 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.466623 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.467142 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.399492 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.565698 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.883932 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.357458 # DEPENDENCYPART_GRANDPAR
(9,20),(20,26),-0.821863 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.603455 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.335901 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.571736 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.880001 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.383858 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.975062 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.82326 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.480024 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.487912 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.0359686 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.230352 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.51587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,12),-0.743352 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.772201 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.569201 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.881591 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.83049 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-1.0909 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.904893 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-0.829608 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-0.834382 # DEPENDENCYPART_GRANDPAR
(10,4),(4,22),-0.986692 # DEPENDENCYPART_GRANDPAR
(10,4),(4,25),-0.60213 # DEPENDENCYPART_GRANDPAR
(10,4),(4,26),-1.61743 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-1.0724 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.310786 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.336677 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.44021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-0.653052 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.696471 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.74717 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.754829 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.0272054 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.159333 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-1.0226 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0952008 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.495113 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.39276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.657573 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.692002 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.431557 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.750062 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.707388 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.773368 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.698072 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.79027 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0875268 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.213112 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-1.47569 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-1.41594 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),1.93357 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.418148 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0849262 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.219605 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.152947 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.0140868 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),0.140766 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),0.0592114 # DEPENDENCYPART_GRANDPAR
(10,14),(14,26),-0.799149 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.87373 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.47062 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-1.41095 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-1.47828 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.971828 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-1.03952 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.543699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),1.97938 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.350201 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0243916 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.548274 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.151247 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.147358 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),0.0399868 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),0.167124 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),0.052418 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),0.0118608 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.139842 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),0.29883 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-0.785868 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-1.30533 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-1.246 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.722382 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.372711 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.0606944 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.438325 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.124328 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.163471 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.0704728 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),0.00295922 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.0750627 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.139098 # DEPENDENCYPART_GRANDPAR
(10,17),(17,25),0.170887 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.0423732 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-1.87389 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-1.4696 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-1.40993 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-1.47844 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.559519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),1.96037 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.0711048 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.624257 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.136435 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.141934 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.027696 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),0.140237 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),0.0725781 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),0.0446599 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.104049 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),0.315774 # DEPENDENCYPART_GRANDPAR
(10,19),(19,26),-0.785824 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-1.87375 # DEPENDENCYPART_GRANDPAR
(10,20),(20,3),-1.46961 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-1.40994 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-1.4783 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),-1.03967 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.565195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),1.94207 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.309859 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.0718609 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),0.639912 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),0.147065 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.719213 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),0.136249 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.0376911 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),0.168136 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),0.101606 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),0.0167574 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.375691 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.12688 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),0.302777 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),-0.784419 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),0.0109942 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.0116411 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.406434 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.23133 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),0.245732 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),0.282263 # DEPENDENCYPART_GRANDPAR
(10,25),(25,22),-0.160415 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),-0.134273 # DEPENDENCYPART_GRANDPAR
(10,25),(25,26),-0.859089 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.614407 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.249649 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.932285 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.910283 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.756067 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.635806 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.675301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,17),-0.495495 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.50898 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.472009 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.489854 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.483553 # DEPENDENCYPART_GRANDPAR
(13,14),(14,26),-0.6243 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-1.01746 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.850717 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.474149 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.56575 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.722219 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.661395 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),-0.0301074 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),-0.298303 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-2.35507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,15),-1.03118 # DEPENDENCYPART_GRANDPAR
(14,3),(3,18),-1.79919 # DEPENDENCYPART_GRANDPAR
(14,3),(3,19),-1.59863 # DEPENDENCYPART_GRANDPAR
(14,3),(3,20),-1.52294 # DEPENDENCYPART_GRANDPAR
(14,3),(3,26),-2.21034 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.966114 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.799854 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.971819 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.60354 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.713999 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.756052 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.699186 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),-0.0138098 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),-0.303012 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-2.35449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-1.03061 # DEPENDENCYPART_GRANDPAR
(14,4),(4,17),-1.52078 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-1.79877 # DEPENDENCYPART_GRANDPAR
(14,4),(4,19),-1.59805 # DEPENDENCYPART_GRANDPAR
(14,4),(4,20),-1.52237 # DEPENDENCYPART_GRANDPAR
(14,4),(4,21),-1.61091 # DEPENDENCYPART_GRANDPAR
(14,4),(4,22),-1.26844 # DEPENDENCYPART_GRANDPAR
(14,4),(4,25),-1.73347 # DEPENDENCYPART_GRANDPAR
(14,4),(4,26),-2.20988 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.587261 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.136963 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.99234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,3),-1.62607 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-1.18494 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.819382 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.0527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.316815 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0652362 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.647053 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.421743 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.3161 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.560569 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.597665 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.640773 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.77852 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.508805 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-1.76974 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-2.01781 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-1.576 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-1.709 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-1.8043 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-1.70102 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-1.56052 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-1.04155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.0811076 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.397926 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.397823 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.555478 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.655908 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.622119 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.940089 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.851552 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-1.16435 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-1.76905 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-2.01741 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-1.57559 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-1.70831 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-1.63989 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-1.80361 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-1.70066 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-1.46035 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-1.55971 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.863003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.247345 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.251668 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.294537 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.297561 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.275766 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.599393 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.586162 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.782383 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.907627 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.825152 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-1.11901 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.763587 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.40376 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.819756 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.705523 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.54413 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.617956 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.0135198 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.318134 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.59927 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.840017 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.780522 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.247542 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.533198 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.840367 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.513714 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.0911224 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.0725362 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.335274 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.67889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,18),-1.37659 # DEPENDENCYPART_GRANDPAR
(15,3),(3,19),-0.748917 # DEPENDENCYPART_GRANDPAR
(15,3),(3,20),-1.00693 # DEPENDENCYPART_GRANDPAR
(15,3),(3,26),-1.89249 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.767828 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.709307 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.941909 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.541677 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.810588 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.776685 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.522193 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.0436384 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),-0.0502146 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),-0.267223 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.67832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,17),-0.790353 # DEPENDENCYPART_GRANDPAR
(15,4),(4,18),-1.37618 # DEPENDENCYPART_GRANDPAR
(15,4),(4,19),-0.748348 # DEPENDENCYPART_GRANDPAR
(15,4),(4,20),-1.00637 # DEPENDENCYPART_GRANDPAR
(15,4),(4,21),-1.11642 # DEPENDENCYPART_GRANDPAR
(15,4),(4,22),-0.708051 # DEPENDENCYPART_GRANDPAR
(15,4),(4,25),-1.25185 # DEPENDENCYPART_GRANDPAR
(15,4),(4,26),-1.89204 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.539986 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.956755 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.329701 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-1.09682 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.610495 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-1.16777 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.689924 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.315199 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.428429 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.391219 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.29086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,17),-0.487755 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-1.13756 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.360894 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.618903 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-0.863932 # DEPENDENCYPART_GRANDPAR
(15,6),(6,22),-0.292951 # DEPENDENCYPART_GRANDPAR
(15,6),(6,24),-0.53019 # DEPENDENCYPART_GRANDPAR
(15,6),(6,26),-1.66381 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-1.46241 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-1.44059 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.945014 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.624432 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.116742 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.363508 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-1.41033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,17),-0.652437 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-1.19425 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.75321 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-1.39568 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.48787 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.180222 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.233401 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.407443 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.31276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,17),-0.496824 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.382795 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.640803 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-0.897765 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.338157 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.646786 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-1.45646 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.70864 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.41816 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.226839 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.38572 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.29082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,17),-0.487711 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-1.13752 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.36085 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.618859 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.863887 # DEPENDENCYPART_GRANDPAR
(15,10),(10,24),-0.530057 # DEPENDENCYPART_GRANDPAR
(15,10),(10,25),-1.00549 # DEPENDENCYPART_GRANDPAR
(15,10),(10,26),-1.66377 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.341047 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.259688 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.610491 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.985162 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.449015 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-1.37266 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.283532 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0674358 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.808566 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.38823 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.769653 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-1.02767 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.72293 # DEPENDENCYPART_GRANDPAR
(15,14),(14,26),-1.90414 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-1.63159 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-1.04512 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.929059 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-1.37201 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.247592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),1.34227 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.499006 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.303248 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.0753495 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.152704 # DEPENDENCYPART_GRANDPAR
