# _root_ Les coses han canviat molt des_d' aleshores : en_vigílies dels comicis del 1977 , el PSUC podia mirar de_tu_a_tu un partit socialista constituït recentment ; avui , Iniciativa lluita per la_seva supervivència i el PSC ocupa una posició hegemònica .
#goldHeads=2,4,4,0,4,4,6,18,18,9,10,11,12,9,16,18,18,4,18,21,18,21,21,23,18,29,26,29,18,29,32,30,29,35,36,29,38,36,38,4,
#predictedHeads=2,4,4,29,6,4,6,18,18,9,10,11,12,9,16,18,18,4,18,21,18,21,21,23,18,29,26,29,0,29,32,30,32,35,36,29,38,36,38,29,
(3,2),(2,5),-1.05152 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.25016 # DEPENDENCYPART_GRANDPAR
(3,2),(2,40),-3.05417 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.06693 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.47585 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.863128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.477966 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.520831 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.691953 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.712312 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.286775 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.58944 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.691171 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.941738 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.563804 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.723987 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.692123 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.84375 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.804453 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.40063 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.615132 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-0.651933 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-0.776552 # DEPENDENCYPART_GRANDPAR
(3,4),(4,25),-0.68635 # DEPENDENCYPART_GRANDPAR
(3,4),(4,26),-0.386278 # DEPENDENCYPART_GRANDPAR
(3,4),(4,27),-0.928932 # DEPENDENCYPART_GRANDPAR
(3,4),(4,28),-0.712138 # DEPENDENCYPART_GRANDPAR
(3,4),(4,29),-0.883663 # DEPENDENCYPART_GRANDPAR
(3,4),(4,30),-1.06371 # DEPENDENCYPART_GRANDPAR
(3,4),(4,32),-0.906466 # DEPENDENCYPART_GRANDPAR
(3,4),(4,33),-0.911113 # DEPENDENCYPART_GRANDPAR
(3,4),(4,35),-1.00257 # DEPENDENCYPART_GRANDPAR
(3,4),(4,36),-1.03277 # DEPENDENCYPART_GRANDPAR
(3,4),(4,38),-0.77594 # DEPENDENCYPART_GRANDPAR
(3,4),(4,40),-2.24314 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.17771 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),-0.0414994 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.529321 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.709996 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.308211 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.424205 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.926082 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.0659159 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.325986 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.625542 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.220017 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.523776 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.638176 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.876677 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.504911 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.753064 # DEPENDENCYPART_GRANDPAR
(3,6),(6,25),-0.678023 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.179337 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.80778 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.189096 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.33641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.645487 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.709477 # DEPENDENCYPART_GRANDPAR
(4,2),(2,40),-2.64503 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.00524056 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.72586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.91953 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.718539 # DEPENDENCYPART_GRANDPAR
(4,3),(3,40),-2.87505 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.656468 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.522656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0147746 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.301583 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.0306824 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.217312 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.185847 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.417054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0762588 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.202143 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.133863 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.131203 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.162682 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.161777 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.0515952 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.24409 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-0.155205 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.134196 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.103651 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.115984 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.261639 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.0200264 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.166403 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.108925 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.352723 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.207641 # DEPENDENCYPART_GRANDPAR
(4,8),(8,28),-0.29425 # DEPENDENCYPART_GRANDPAR
(4,8),(8,35),-0.621639 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.138961 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.108448 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.18627 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.0378206 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.263788 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.173305 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.0221756 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.265023 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.0887442 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),0.24124 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.185019 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.0985615 # DEPENDENCYPART_GRANDPAR
(4,9),(9,27),-0.609114 # DEPENDENCYPART_GRANDPAR
(4,9),(9,29),-0.184974 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.52363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,6),-0.0235188 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.32624 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.0836402 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.04656 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.0115567 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.208168 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.0429354 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.36587 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),-0.263972 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.27103 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.0567683 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.041699 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.0828531 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.0944401 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.462584 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.214151 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),0.217882 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.195852 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.0596895 # DEPENDENCYPART_GRANDPAR
(4,11),(11,25),-0.219642 # DEPENDENCYPART_GRANDPAR
(4,11),(11,28),-0.283357 # DEPENDENCYPART_GRANDPAR
(4,11),(11,40),-1.93843 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.0744437 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.299074 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.171244 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),0.219575 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.380099 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.225395 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.325426 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),0.254041 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.172217 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.0693117 # DEPENDENCYPART_GRANDPAR
(4,13),(13,25),-0.181442 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.377372 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),0.22556 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.0452694 # DEPENDENCYPART_GRANDPAR
(4,16),(16,25),-0.211973 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.954563 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-1.55218 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.625314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),-0.125237 # DEPENDENCYPART_GRANDPAR
(4,17),(17,6),-0.0299981 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.34964 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),0.315509 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.0437711 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.127089 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),0.076799 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.362357 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.144144 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.0310439 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),0.0537543 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.192653 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.319806 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.173848 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.0963336 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.0275875 # DEPENDENCYPART_GRANDPAR
(4,17),(17,24),-0.312497 # DEPENDENCYPART_GRANDPAR
(4,17),(17,25),-0.171145 # DEPENDENCYPART_GRANDPAR
(4,17),(17,26),0.0459532 # DEPENDENCYPART_GRANDPAR
(4,17),(17,27),-0.562869 # DEPENDENCYPART_GRANDPAR
(4,17),(17,28),-0.268514 # DEPENDENCYPART_GRANDPAR
(4,17),(17,29),-0.315207 # DEPENDENCYPART_GRANDPAR
(4,17),(17,30),-0.486122 # DEPENDENCYPART_GRANDPAR
(4,17),(17,33),-0.52776 # DEPENDENCYPART_GRANDPAR
(4,17),(17,36),-0.558359 # DEPENDENCYPART_GRANDPAR
(4,17),(17,40),-1.82956 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-0.95456 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-1.55219 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.600113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),-0.0739032 # DEPENDENCYPART_GRANDPAR
(4,18),(18,6),-0.00387191 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),-0.298306 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),0.338274 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),0.00756292 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.100963 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),0.104748 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.33623 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.116963 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.0168757 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),0.086554 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.164704 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),0.310172 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.179881 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.0976762 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.20973 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.0246208 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.31853 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-0.167956 # DEPENDENCYPART_GRANDPAR
(4,18),(18,26),0.03992 # DEPENDENCYPART_GRANDPAR
(4,18),(18,27),-0.558742 # DEPENDENCYPART_GRANDPAR
(4,18),(18,28),-0.269857 # DEPENDENCYPART_GRANDPAR
(4,18),(18,29),-0.289633 # DEPENDENCYPART_GRANDPAR
(4,18),(18,30),-0.499887 # DEPENDENCYPART_GRANDPAR
(4,18),(18,32),-0.507957 # DEPENDENCYPART_GRANDPAR
(4,18),(18,33),-0.528294 # DEPENDENCYPART_GRANDPAR
(4,18),(18,35),-0.575943 # DEPENDENCYPART_GRANDPAR
(4,18),(18,36),-0.532785 # DEPENDENCYPART_GRANDPAR
(4,18),(18,38),-0.411105 # DEPENDENCYPART_GRANDPAR
(4,18),(18,40),-1.82128 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.066182 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),0.286401 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.018672 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),-0.234177 # DEPENDENCYPART_GRANDPAR
(4,21),(21,8),-0.0644121 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),0.389588 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),0.145882 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.172849 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),0.707036 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.236085 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.0403515 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.376483 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-0.191261 # DEPENDENCYPART_GRANDPAR
(4,21),(21,26),-0.0495162 # DEPENDENCYPART_GRANDPAR
(4,21),(21,27),-0.774636 # DEPENDENCYPART_GRANDPAR
(4,21),(21,28),-0.265684 # DEPENDENCYPART_GRANDPAR
(4,21),(21,29),-0.185252 # DEPENDENCYPART_GRANDPAR
(4,21),(21,30),-0.519466 # DEPENDENCYPART_GRANDPAR
(4,21),(21,32),-0.524954 # DEPENDENCYPART_GRANDPAR
(4,21),(21,33),-0.485228 # DEPENDENCYPART_GRANDPAR
(4,21),(21,35),-0.580557 # DEPENDENCYPART_GRANDPAR
(4,21),(21,36),-0.428828 # DEPENDENCYPART_GRANDPAR
(4,21),(21,38),-0.430969 # DEPENDENCYPART_GRANDPAR
(4,21),(21,39),-0.411495 # DEPENDENCYPART_GRANDPAR
(4,21),(21,40),-1.91032 # DEPENDENCYPART_GRANDPAR
(4,23),(23,19),-0.106488 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),0.00645101 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.225235 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-0.335182 # DEPENDENCYPART_GRANDPAR
(4,23),(23,26),-0.00427165 # DEPENDENCYPART_GRANDPAR
(4,23),(23,27),-0.667139 # DEPENDENCYPART_GRANDPAR
(4,23),(23,28),-0.308543 # DEPENDENCYPART_GRANDPAR
(4,23),(23,29),-0.283907 # DEPENDENCYPART_GRANDPAR
(4,23),(23,30),-0.493897 # DEPENDENCYPART_GRANDPAR
(4,23),(23,33),-0.621789 # DEPENDENCYPART_GRANDPAR
(4,23),(23,36),-0.524069 # DEPENDENCYPART_GRANDPAR
(4,23),(23,38),-0.453089 # DEPENDENCYPART_GRANDPAR
(4,24),(24,19),-0.0801295 # DEPENDENCYPART_GRANDPAR
(4,24),(24,21),-0.0763186 # DEPENDENCYPART_GRANDPAR
(4,24),(24,22),-0.274075 # DEPENDENCYPART_GRANDPAR
(4,24),(24,23),-0.102632 # DEPENDENCYPART_GRANDPAR
(4,24),(24,26),0.100521 # DEPENDENCYPART_GRANDPAR
(4,24),(24,27),-0.604798 # DEPENDENCYPART_GRANDPAR
(4,26),(26,24),-0.232566 # DEPENDENCYPART_GRANDPAR
(4,26),(26,27),-0.706508 # DEPENDENCYPART_GRANDPAR
(4,26),(26,28),-0.205802 # DEPENDENCYPART_GRANDPAR
(4,26),(26,29),-0.241138 # DEPENDENCYPART_GRANDPAR
(4,26),(26,30),-0.568011 # DEPENDENCYPART_GRANDPAR
(4,26),(26,33),-0.583967 # DEPENDENCYPART_GRANDPAR
(4,26),(26,35),-0.537607 # DEPENDENCYPART_GRANDPAR
(4,26),(26,36),-0.484835 # DEPENDENCYPART_GRANDPAR
(4,28),(28,26),-0.0334928 # DEPENDENCYPART_GRANDPAR
(4,28),(28,27),-0.66131 # DEPENDENCYPART_GRANDPAR
(4,28),(28,29),-0.1842 # DEPENDENCYPART_GRANDPAR
(4,29),(29,2),-0.954562 # DEPENDENCYPART_GRANDPAR
(4,29),(29,3),-1.55218 # DEPENDENCYPART_GRANDPAR
(4,29),(29,4),-0.593277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,29),(29,5),-0.0685549 # DEPENDENCYPART_GRANDPAR
(4,29),(29,6),0.000490872 # DEPENDENCYPART_GRANDPAR
(4,29),(29,7),-0.292958 # DEPENDENCYPART_GRANDPAR
(4,29),(29,8),0.344157 # DEPENDENCYPART_GRANDPAR
(4,29),(29,9),0.0129113 # DEPENDENCYPART_GRANDPAR
(4,29),(29,10),-0.0966003 # DEPENDENCYPART_GRANDPAR
(4,29),(29,11),0.111708 # DEPENDENCYPART_GRANDPAR
(4,29),(29,13),-0.112357 # DEPENDENCYPART_GRANDPAR
(4,29),(29,16),-0.157744 # DEPENDENCYPART_GRANDPAR
(4,29),(29,17),0.317008 # DEPENDENCYPART_GRANDPAR
(4,29),(29,18),-0.144195 # DEPENDENCYPART_GRANDPAR
(4,29),(29,19),-0.20647 # DEPENDENCYPART_GRANDPAR
(4,29),(29,21),-0.100009 # DEPENDENCYPART_GRANDPAR
(4,29),(29,22),-0.34216 # DEPENDENCYPART_GRANDPAR
(4,29),(29,23),-0.173671 # DEPENDENCYPART_GRANDPAR
(4,29),(29,24),-0.344165 # DEPENDENCYPART_GRANDPAR
(4,29),(29,25),-0.147165 # DEPENDENCYPART_GRANDPAR
(4,29),(29,26),-0.0383351 # DEPENDENCYPART_GRANDPAR
(4,29),(29,27),-0.35491 # DEPENDENCYPART_GRANDPAR
(4,29),(29,28),-0.242958 # DEPENDENCYPART_GRANDPAR
(4,29),(29,30),-0.421681 # DEPENDENCYPART_GRANDPAR
(4,29),(29,32),-0.49538 # DEPENDENCYPART_GRANDPAR
(4,29),(29,33),-0.498376 # DEPENDENCYPART_GRANDPAR
(4,29),(29,35),-0.563365 # DEPENDENCYPART_GRANDPAR
(4,29),(29,36),-0.499043 # DEPENDENCYPART_GRANDPAR
(4,29),(29,38),-0.398528 # DEPENDENCYPART_GRANDPAR
(4,29),(29,39),-0.378274 # DEPENDENCYPART_GRANDPAR
(4,29),(29,40),-1.78033 # DEPENDENCYPART_GRANDPAR
(4,30),(30,32),-0.563874 # DEPENDENCYPART_GRANDPAR
(4,30),(30,33),-0.498678 # DEPENDENCYPART_GRANDPAR
(4,30),(30,35),-0.662712 # DEPENDENCYPART_GRANDPAR
(4,32),(32,30),-0.257449 # DEPENDENCYPART_GRANDPAR
(4,32),(32,31),-0.782254 # DEPENDENCYPART_GRANDPAR
(4,32),(32,33),-0.459938 # DEPENDENCYPART_GRANDPAR
(4,32),(32,35),-0.587435 # DEPENDENCYPART_GRANDPAR
(4,32),(32,36),-0.435522 # DEPENDENCYPART_GRANDPAR
(4,32),(32,38),-0.437847 # DEPENDENCYPART_GRANDPAR
(4,32),(32,39),-0.418606 # DEPENDENCYPART_GRANDPAR
(4,35),(35,34),-0.485717 # DEPENDENCYPART_GRANDPAR
(4,35),(35,36),-0.470005 # DEPENDENCYPART_GRANDPAR
(4,35),(35,38),-0.461822 # DEPENDENCYPART_GRANDPAR
(4,35),(35,39),-0.440333 # DEPENDENCYPART_GRANDPAR
(4,36),(36,2),-0.95457 # DEPENDENCYPART_GRANDPAR
(4,36),(36,3),-1.55221 # DEPENDENCYPART_GRANDPAR
(4,36),(36,4),-0.592828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,36),(36,5),-0.0770763 # DEPENDENCYPART_GRANDPAR
(4,36),(36,6),-0.00626594 # DEPENDENCYPART_GRANDPAR
(4,36),(36,7),-0.301479 # DEPENDENCYPART_GRANDPAR
(4,36),(36,8),0.334595 # DEPENDENCYPART_GRANDPAR
(4,36),(36,9),0.00438986 # DEPENDENCYPART_GRANDPAR
(4,36),(36,16),-0.171809 # DEPENDENCYPART_GRANDPAR
(4,36),(36,17),0.317458 # DEPENDENCYPART_GRANDPAR
(4,36),(36,18),-0.143745 # DEPENDENCYPART_GRANDPAR
(4,36),(36,19),-0.214992 # DEPENDENCYPART_GRANDPAR
(4,36),(36,21),-0.114074 # DEPENDENCYPART_GRANDPAR
(4,36),(36,23),-0.178858 # DEPENDENCYPART_GRANDPAR
(4,36),(36,24),-0.352686 # DEPENDENCYPART_GRANDPAR
(4,36),(36,26),-0.0468565 # DEPENDENCYPART_GRANDPAR
(4,36),(36,28),-0.257022 # DEPENDENCYPART_GRANDPAR
(4,36),(36,29),-0.175729 # DEPENDENCYPART_GRANDPAR
(4,36),(36,30),-0.465024 # DEPENDENCYPART_GRANDPAR
(4,36),(36,32),-0.495801 # DEPENDENCYPART_GRANDPAR
(4,36),(36,33),-0.684343 # DEPENDENCYPART_GRANDPAR
(4,36),(36,34),-0.769833 # DEPENDENCYPART_GRANDPAR
(4,36),(36,35),-0.639162 # DEPENDENCYPART_GRANDPAR
(4,36),(36,38),-0.390603 # DEPENDENCYPART_GRANDPAR
(4,36),(36,39),-0.392379 # DEPENDENCYPART_GRANDPAR
(4,36),(36,40),-1.82549 # DEPENDENCYPART_GRANDPAR
(4,38),(38,34),-0.498449 # DEPENDENCYPART_GRANDPAR
(4,38),(38,37),0.594725 # DEPENDENCYPART_GRANDPAR
(4,38),(38,39),-0.403967 # DEPENDENCYPART_GRANDPAR
(4,38),(38,40),-1.93061 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.23328 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.274019 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.157597 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.65389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,13),-0.804252 # DEPENDENCYPART_GRANDPAR
(5,2),(2,40),-1.72204 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.327088 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.11422 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.387408 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.66716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.869074 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.818381 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.04819 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.860028 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.24237 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.11879 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.29435 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.802645 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.14686 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-1.15546 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-1.30059 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.27523 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-1.08284 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-1.53154 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-1.40021 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-1.03131 # DEPENDENCYPART_GRANDPAR
(5,4),(4,25),-1.32915 # DEPENDENCYPART_GRANDPAR
(5,4),(4,26),-1.01441 # DEPENDENCYPART_GRANDPAR
(5,4),(4,27),-1.35759 # DEPENDENCYPART_GRANDPAR
(5,4),(4,28),-1.5339 # DEPENDENCYPART_GRANDPAR
(5,4),(4,29),-1.48977 # DEPENDENCYPART_GRANDPAR
(5,4),(4,30),-1.51594 # DEPENDENCYPART_GRANDPAR
(5,4),(4,32),-1.82651 # DEPENDENCYPART_GRANDPAR
(5,4),(4,33),-1.30781 # DEPENDENCYPART_GRANDPAR
(5,4),(4,35),-1.58572 # DEPENDENCYPART_GRANDPAR
(5,4),(4,36),-1.63167 # DEPENDENCYPART_GRANDPAR
(5,4),(4,38),-1.907 # DEPENDENCYPART_GRANDPAR
(5,4),(4,40),-1.71589 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.992693 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.988804 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.846864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
