# _root_ En_funció_d' aquesta Diagnosi s' elaborarà el Pla_d'_Acció_Local_per_a_la_Sostenibilitat , configurat per un conjunt d' accions a emprendre , consensuades amb la ciutadania i els agents socials i econòmics locals .
#goldHeads=5,3,1,5,0,7,5,9,7,9,12,10,12,13,18,15,18,14,18,21,19,21,24,21,24,25,25,24,5,
#predictedHeads=5,3,1,5,0,7,5,9,7,9,12,10,12,13,9,15,18,16,18,21,19,21,24,21,24,25,25,25,5,
(14,16),(16,13),-0.156857 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.654965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.0885376 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0463834 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.208467 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.156025 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),0.0339074 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.315025 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.357314 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.131004 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-0.164581 # DEPENDENCYPART_GRANDPAR
(14,16),(16,27),-0.294005 # DEPENDENCYPART_GRANDPAR
(14,16),(16,28),-0.455029 # DEPENDENCYPART_GRANDPAR
(14,16),(16,29),-0.768245 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-1.24835 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.483937 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.0815628 # DEPENDENCYPART_GRANDPAR
(14,18),(18,15),0.0534355 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.134516 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.228012 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.0133699 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.284199 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.403511 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.199033 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-0.133756 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),-0.360932 # DEPENDENCYPART_GRANDPAR
(14,18),(18,28),-0.529541 # DEPENDENCYPART_GRANDPAR
(14,18),(18,29),-0.815936 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.0547375 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.415691 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-1.02492 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.113966 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.317598 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.272491 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-0.167155 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-0.448268 # DEPENDENCYPART_GRANDPAR
(14,19),(19,28),-0.610235 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.704144 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.393143 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.223835 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.253089 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.263858 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-0.419591 # DEPENDENCYPART_GRANDPAR
(14,24),(24,28),-0.570899 # DEPENDENCYPART_GRANDPAR
(14,24),(24,29),-0.78637 # DEPENDENCYPART_GRANDPAR
(14,28),(28,19),-0.15246 # DEPENDENCYPART_GRANDPAR
(14,28),(28,25),-0.0514287 # DEPENDENCYPART_GRANDPAR
(14,28),(28,26),-0.0364713 # DEPENDENCYPART_GRANDPAR
(14,28),(28,27),-0.209347 # DEPENDENCYPART_GRANDPAR
(14,28),(28,29),-0.809486 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.535158 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.0346174 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.74506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),0.301338 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-1.17792 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.20882 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-1.2924 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.28664 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-1.22717 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-1.1756 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-1.12725 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.00063 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.16565 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.957511 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.33463 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.783644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.30345 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.286997 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.0513559 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.274183 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.230039 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),0.362869 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.419267 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.540993 # DEPENDENCYPART_GRANDPAR
(15,16),(16,27),-0.521215 # DEPENDENCYPART_GRANDPAR
(15,16),(16,28),-0.160488 # DEPENDENCYPART_GRANDPAR
(15,16),(16,29),-0.85121 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.0677 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.889163 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.848928 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.898704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,17),-0.305879 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.269534 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.106702 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.258478 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),0.204463 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.525683 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.569432 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.625549 # DEPENDENCYPART_GRANDPAR
(15,18),(18,28),-0.267509 # DEPENDENCYPART_GRANDPAR
(15,18),(18,29),-0.990899 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.355669 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.239459 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.474474 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.0288455 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.349128 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),0.0733882 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.660081 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.706814 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),-0.345719 # DEPENDENCYPART_GRANDPAR
(15,27),(27,25),-0.306849 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.462508 # DEPENDENCYPART_GRANDPAR
(15,27),(27,28),-0.266194 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.69785 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.677396 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.671894 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.37413 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.57528 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),-0.563681 # DEPENDENCYPART_GRANDPAR
(16,1),(1,17),-1.07361 # DEPENDENCYPART_GRANDPAR
(16,1),(1,29),-1.52702 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.824946 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.748475 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.543233 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.387358 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.51104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,1),-0.749088 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.909252 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.817638 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-1.00786 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.761535 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.450051 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.559124 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.663576 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.473994 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.591638 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.678206 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),-0.640503 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.89798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-1.22148 # DEPENDENCYPART_GRANDPAR
(16,5),(5,18),-0.575676 # DEPENDENCYPART_GRANDPAR
(16,5),(5,19),-0.686154 # DEPENDENCYPART_GRANDPAR
(16,5),(5,21),-1.13756 # DEPENDENCYPART_GRANDPAR
(16,5),(5,22),-1.12587 # DEPENDENCYPART_GRANDPAR
(16,5),(5,24),-1.10109 # DEPENDENCYPART_GRANDPAR
(16,5),(5,26),-1.14675 # DEPENDENCYPART_GRANDPAR
(16,5),(5,27),-1.08925 # DEPENDENCYPART_GRANDPAR
(16,5),(5,28),-0.970243 # DEPENDENCYPART_GRANDPAR
(16,5),(5,29),-1.67323 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.812171 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.521009 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.787339 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.388443 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.486701 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.208553 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.296264 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.409377 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.462006 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.51104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,18),-0.323019 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.270132 # DEPENDENCYPART_GRANDPAR
(16,7),(7,22),-0.88079 # DEPENDENCYPART_GRANDPAR
(16,7),(7,24),-0.799042 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.815548 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.626988 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.779374 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.491753 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.376936 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.360917 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.582138 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.47605 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.53283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.980767 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.355924 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.387245 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),-0.857962 # DEPENDENCYPART_GRANDPAR
(16,9),(9,24),-0.807749 # DEPENDENCYPART_GRANDPAR
(16,9),(9,26),-0.878845 # DEPENDENCYPART_GRANDPAR
(16,9),(9,29),-1.4355 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.812165 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.894675 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.722831 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.409752 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-1.08101 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.302962 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.46176 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.541823 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.520016 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.62736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-1.07829 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.439407 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.503392 # DEPENDENCYPART_GRANDPAR
(16,10),(10,29),-1.53142 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.842405 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.550967 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.901279 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.440023 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-1.07784 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.328359 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.427346 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.486378 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.5112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),-0.323214 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.270571 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.880954 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-0.799209 # DEPENDENCYPART_GRANDPAR
(16,12),(12,25),-0.850998 # DEPENDENCYPART_GRANDPAR
(16,12),(12,27),-0.836793 # DEPENDENCYPART_GRANDPAR
(16,12),(12,28),-0.717781 # DEPENDENCYPART_GRANDPAR
(16,12),(12,29),-1.44521 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-1.18665 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.738045 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.715027 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.63057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-1.08157 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.832539 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.89888 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.419083 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-1.06422 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.401985 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.467453 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.51115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-0.323131 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.270464 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.799157 # DEPENDENCYPART_GRANDPAR
(16,14),(14,28),-0.717698 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.468684 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.63989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-1.10495 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.451364 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.53207 # DEPENDENCYPART_GRANDPAR
(16,15),(15,27),-0.964943 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-1.60455 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-1.10753 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.847756 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-1.03185 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.0662095 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.0910347 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.163906 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.154988 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.130224 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.151711 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.175871 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.133185 # DEPENDENCYPART_GRANDPAR
(16,18),(18,28),-0.0232213 # DEPENDENCYPART_GRANDPAR
(16,18),(18,29),-0.768329 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.158515 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.204602 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.41677 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.00503954 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.0186867 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),0.0335577 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.03957 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.0952855 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),0.0202256 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-1.08894 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),-0.184561 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.445954 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.17522 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.0431628 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.0941361 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.112869 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),0.0222795 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.0917392 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),0.0301981 # DEPENDENCYPART_GRANDPAR
(16,21),(21,29),-0.713454 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),-0.160909 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.183622 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.253126 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.127621 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),0.00467429 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.107386 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),0.0159491 # DEPENDENCYPART_GRANDPAR
(16,24),(24,29),-0.723142 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.471856 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.174984 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.136081 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.0275094 # DEPENDENCYPART_GRANDPAR
(16,27),(27,25),-0.13758 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),-0.0401504 # DEPENDENCYPART_GRANDPAR
(16,27),(27,28),-0.0219099 # DEPENDENCYPART_GRANDPAR
(16,28),(28,19),0.212885 # DEPENDENCYPART_GRANDPAR
(16,28),(28,25),-0.139343 # DEPENDENCYPART_GRANDPAR
(16,28),(28,26),-0.0447962 # DEPENDENCYPART_GRANDPAR
(16,28),(28,27),-0.126869 # DEPENDENCYPART_GRANDPAR
(16,28),(28,29),-0.765761 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.0143894 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.222592 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.057496 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.0465231 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),0.111009 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),0.46452 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),0.0839958 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.0301797 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),0.229305 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),0.368142 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.351443 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.33217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.524323 # DEPENDENCYPART_GRANDPAR
(18,10),(10,29),-1.16192 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.0195235 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.00248216 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.148766 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.334711 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.325634 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0195113 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.35205 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.392037 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.33227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.533045 # DEPENDENCYPART_GRANDPAR
(18,15),(15,27),-0.854445 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.538631 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.687535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.0680112 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.432833 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.0166562 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),0.245939 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.202255 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.0930736 # DEPENDENCYPART_GRANDPAR
(18,19),(19,28),-0.027478 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-0.604117 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.562631 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.606613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),0.358725 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.169905 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.0186252 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.224114 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.355504 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.134964 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),-0.0659494 # DEPENDENCYPART_GRANDPAR
(18,21),(21,29),-0.46741 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.349608 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),0.0575352 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.290279 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.233713 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.367001 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.145458 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.075067 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.472588 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),0.147219 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.2911 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.0748687 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.0140361 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.249967 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.422601 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.00849651 # DEPENDENCYPART_GRANDPAR
(18,28),(28,19),0.235675 # DEPENDENCYPART_GRANDPAR
(18,28),(28,25),-0.255277 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),-0.431805 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),-0.16089 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.466574 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.252143 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.368816 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.215433 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.173421 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.0981216 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.2363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),0.136169 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.306403 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.0121184 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.410936 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-0.535526 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-0.666019 # DEPENDENCYPART_GRANDPAR
(19,18),(18,28),-0.28979 # DEPENDENCYPART_GRANDPAR
(19,18),(18,29),-1.0499 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.307993 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.329521 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-1.22432 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.949685 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.991721 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),1.38032 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.660084 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.70474 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),0.446022 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),0.430962 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),0.210209 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),0.602402 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),-0.253422 # DEPENDENCYPART_GRANDPAR
(19,24),(24,20),1.37551 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.450901 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.044563 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),0.434955 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),0.416305 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),0.197319 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),0.592297 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.25083 # DEPENDENCYPART_GRANDPAR
