# _root_ La d' aquest any serà la tercera edició del Festival_de_Cinema_Negre_de_Manresa , la cinquena si no es té_en_compte l' especialització , que el converteix en l' únic certamen de l' Estat dedicat a aquest gènere .
#goldHeads=2,5,4,2,0,8,8,5,8,9,5,13,5,17,17,17,13,19,17,23,23,23,19,23,27,27,24,27,30,28,27,31,34,32,5,
#predictedHeads=2,5,4,2,0,8,8,5,8,9,13,13,8,17,17,17,13,19,17,23,23,23,19,23,27,27,24,27,30,28,27,31,34,32,5,
(19,2),(2,8),-0.458466 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.298715 # DEPENDENCYPART_GRANDPAR
(19,2),(2,11),-0.457801 # DEPENDENCYPART_GRANDPAR
(19,2),(2,14),-0.532305 # DEPENDENCYPART_GRANDPAR
(19,2),(2,20),-0.384831 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-1.14429 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.563592 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.751636 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.80211 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.547022 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.25582 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.813794 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.236916 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.426311 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),-0.515722 # DEPENDENCYPART_GRANDPAR
(19,5),(5,17),-0.379597 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-1.6407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,20),-0.475134 # DEPENDENCYPART_GRANDPAR
(19,5),(5,23),-0.699889 # DEPENDENCYPART_GRANDPAR
(19,5),(5,24),-0.875435 # DEPENDENCYPART_GRANDPAR
(19,5),(5,27),-0.908845 # DEPENDENCYPART_GRANDPAR
(19,5),(5,32),-1.06777 # DEPENDENCYPART_GRANDPAR
(19,5),(5,35),-1.71762 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.536155 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.924382 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-1.0319 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.791517 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.279449 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.913094 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.256492 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.465104 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.582451 # DEPENDENCYPART_GRANDPAR
(19,8),(8,17),-0.458719 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-1.49681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,20),-0.368586 # DEPENDENCYPART_GRANDPAR
(19,8),(8,23),-0.536262 # DEPENDENCYPART_GRANDPAR
(19,8),(8,27),-0.76496 # DEPENDENCYPART_GRANDPAR
(19,8),(8,35),-1.62498 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-1.17242 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.32559 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.76471 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.429889 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.439281 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),-0.433871 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.446532 # DEPENDENCYPART_GRANDPAR
(19,14),(14,20),-0.31925 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.526689 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.525228 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.729337 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.715103 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.695627 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.467995 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.17535 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.368204 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.781785 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.326196 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.23218 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.702792 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.391411 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.64064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.475131 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.55604 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.699889 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.874796 # DEPENDENCYPART_GRANDPAR
(19,17),(17,27),-0.908789 # DEPENDENCYPART_GRANDPAR
(19,17),(17,28),-1.07301 # DEPENDENCYPART_GRANDPAR
(19,17),(17,30),-1.13904 # DEPENDENCYPART_GRANDPAR
(19,17),(17,31),-0.944063 # DEPENDENCYPART_GRANDPAR
(19,17),(17,32),-1.06713 # DEPENDENCYPART_GRANDPAR
(19,17),(17,34),-0.991786 # DEPENDENCYPART_GRANDPAR
(19,17),(17,35),-1.71762 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.765008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.564761 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.0864568 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.0833912 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),0.00760666 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.212476 # DEPENDENCYPART_GRANDPAR
(19,23),(23,2),-1.3571 # DEPENDENCYPART_GRANDPAR
(19,23),(23,5),-1.64365 # DEPENDENCYPART_GRANDPAR
(19,23),(23,8),-1.53719 # DEPENDENCYPART_GRANDPAR
(19,23),(23,9),-1.12201 # DEPENDENCYPART_GRANDPAR
(19,23),(23,11),-1.3656 # DEPENDENCYPART_GRANDPAR
(19,23),(23,12),-1.52743 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-1.24696 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-1.33411 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-1.3987 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-1.06582 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.632102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.601649 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),1.2473 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.30849 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.0967416 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.0639992 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),0.178907 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.161512 # DEPENDENCYPART_GRANDPAR
(19,23),(23,30),-0.0807663 # DEPENDENCYPART_GRANDPAR
(19,23),(23,31),-0.0186608 # DEPENDENCYPART_GRANDPAR
(19,23),(23,32),-0.0100233 # DEPENDENCYPART_GRANDPAR
(19,23),(23,34),0.0922879 # DEPENDENCYPART_GRANDPAR
(19,23),(23,35),-0.8604 # DEPENDENCYPART_GRANDPAR
(19,24),(24,12),-1.47446 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.258877 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-1.07239 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.24094 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),0.143408 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.276516 # DEPENDENCYPART_GRANDPAR
(19,24),(24,30),-0.0495117 # DEPENDENCYPART_GRANDPAR
(19,24),(24,31),-0.196958 # DEPENDENCYPART_GRANDPAR
(19,24),(24,32),-0.295117 # DEPENDENCYPART_GRANDPAR
(19,27),(27,2),-1.10894 # DEPENDENCYPART_GRANDPAR
(19,27),(27,9),-0.888589 # DEPENDENCYPART_GRANDPAR
(19,27),(27,20),0.641666 # DEPENDENCYPART_GRANDPAR
(19,27),(27,22),0.140318 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),0.102265 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.770887 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.187454 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.211476 # DEPENDENCYPART_GRANDPAR
(19,27),(27,30),-0.246573 # DEPENDENCYPART_GRANDPAR
(19,27),(27,31),-0.121271 # DEPENDENCYPART_GRANDPAR
(19,27),(27,32),-0.151345 # DEPENDENCYPART_GRANDPAR
(19,27),(27,34),-0.0833057 # DEPENDENCYPART_GRANDPAR
(19,27),(27,35),-0.832834 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),-0.632228 # DEPENDENCYPART_GRANDPAR
(19,28),(28,30),0.172359 # DEPENDENCYPART_GRANDPAR
(19,28),(28,31),-0.0394313 # DEPENDENCYPART_GRANDPAR
(19,28),(28,32),-0.318037 # DEPENDENCYPART_GRANDPAR
(19,28),(28,34),0.288017 # DEPENDENCYPART_GRANDPAR
(19,31),(31,28),-0.103552 # DEPENDENCYPART_GRANDPAR
(19,31),(31,29),-0.520895 # DEPENDENCYPART_GRANDPAR
(19,31),(31,32),-0.0553218 # DEPENDENCYPART_GRANDPAR
(19,31),(31,34),0.0111458 # DEPENDENCYPART_GRANDPAR
(19,32),(32,14),-1.25767 # DEPENDENCYPART_GRANDPAR
(19,32),(32,29),-0.662754 # DEPENDENCYPART_GRANDPAR
(19,32),(32,31),-0.163524 # DEPENDENCYPART_GRANDPAR
(19,32),(32,34),0.0932745 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),-0.662266 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.72956 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.798286 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.651821 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.819764 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.749707 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.761409 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.567603 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.864133 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.66377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-0.489098 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.54777 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.562592 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-0.844879 # DEPENDENCYPART_GRANDPAR
(20,19),(19,28),-0.506772 # DEPENDENCYPART_GRANDPAR
(20,19),(19,31),-0.848264 # DEPENDENCYPART_GRANDPAR
(20,19),(19,32),-0.394236 # DEPENDENCYPART_GRANDPAR
(20,19),(19,35),-0.734379 # DEPENDENCYPART_GRANDPAR
(21,24),(24,12),-1.05506 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.440482 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-1.03778 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.378523 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.208752 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.611927 # DEPENDENCYPART_GRANDPAR
(21,24),(24,30),-0.335419 # DEPENDENCYPART_GRANDPAR
(21,24),(24,31),-0.248833 # DEPENDENCYPART_GRANDPAR
(21,24),(24,32),-0.647431 # DEPENDENCYPART_GRANDPAR
(21,27),(27,2),-0.866125 # DEPENDENCYPART_GRANDPAR
(21,27),(27,9),-0.947837 # DEPENDENCYPART_GRANDPAR
(21,27),(27,20),-0.643003 # DEPENDENCYPART_GRANDPAR
(21,27),(27,22),-0.0737323 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),-0.392249 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.936594 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.389894 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.438321 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),-0.283814 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-0.252314 # DEPENDENCYPART_GRANDPAR
(21,27),(27,32),-0.523512 # DEPENDENCYPART_GRANDPAR
(21,27),(27,34),-0.26354 # DEPENDENCYPART_GRANDPAR
(21,27),(27,35),-0.8524 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.44321 # DEPENDENCYPART_GRANDPAR
(22,23),(23,2),-1.70019 # DEPENDENCYPART_GRANDPAR
(22,23),(23,5),-1.92648 # DEPENDENCYPART_GRANDPAR
(22,23),(23,8),-1.20377 # DEPENDENCYPART_GRANDPAR
(22,23),(23,9),-1.79122 # DEPENDENCYPART_GRANDPAR
(22,23),(23,11),-1.40709 # DEPENDENCYPART_GRANDPAR
(22,23),(23,12),-1.58051 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-1.2689 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-1.51147 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-1.90467 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-1.5423 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-1.15221 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-1.28611 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-1.10024 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.32044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.572757 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.419725 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.763819 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.585743 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),-0.387318 # DEPENDENCYPART_GRANDPAR
(22,23),(23,31),-0.191717 # DEPENDENCYPART_GRANDPAR
(22,23),(23,32),-0.374448 # DEPENDENCYPART_GRANDPAR
(22,23),(23,34),-1.00558 # DEPENDENCYPART_GRANDPAR
(22,23),(23,35),-0.778567 # DEPENDENCYPART_GRANDPAR
(22,24),(24,12),-1.57213 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),-0.401972 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.470045 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.426787 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.856418 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.678686 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.456539 # DEPENDENCYPART_GRANDPAR
(22,24),(24,31),-0.200687 # DEPENDENCYPART_GRANDPAR
(22,24),(24,32),-0.567905 # DEPENDENCYPART_GRANDPAR
(22,27),(27,2),-1.55907 # DEPENDENCYPART_GRANDPAR
(22,27),(27,9),-1.6646 # DEPENDENCYPART_GRANDPAR
(22,27),(27,20),-1.25765 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-1.40219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,24),-0.565976 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.237712 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.398342 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.454488 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.370674 # DEPENDENCYPART_GRANDPAR
(22,27),(27,31),-0.161757 # DEPENDENCYPART_GRANDPAR
(22,27),(27,32),-0.39809 # DEPENDENCYPART_GRANDPAR
(22,27),(27,34),-0.988674 # DEPENDENCYPART_GRANDPAR
(22,27),(27,35),-0.662738 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.38235 # DEPENDENCYPART_GRANDPAR
(22,28),(28,30),-0.281724 # DEPENDENCYPART_GRANDPAR
(22,28),(28,31),-0.0402808 # DEPENDENCYPART_GRANDPAR
(22,28),(28,32),-0.567176 # DEPENDENCYPART_GRANDPAR
(22,28),(28,34),-0.919088 # DEPENDENCYPART_GRANDPAR
(23,2),(2,1),-0.255416 # DEPENDENCYPART_GRANDPAR
(23,2),(2,4),-0.584737 # DEPENDENCYPART_GRANDPAR
(23,2),(2,5),-0.760988 # DEPENDENCYPART_GRANDPAR
(23,2),(2,8),-0.437147 # DEPENDENCYPART_GRANDPAR
(23,2),(2,9),-0.494996 # DEPENDENCYPART_GRANDPAR
(23,2),(2,11),0.00784852 # DEPENDENCYPART_GRANDPAR
(23,2),(2,14),0.324131 # DEPENDENCYPART_GRANDPAR
(23,2),(2,20),0.26558 # DEPENDENCYPART_GRANDPAR
(23,5),(5,1),-0.196547 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),-0.076969 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.493529 # DEPENDENCYPART_GRANDPAR
(23,5),(5,7),-0.129282 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),-0.374609 # DEPENDENCYPART_GRANDPAR
(23,5),(5,9),-0.535304 # DEPENDENCYPART_GRANDPAR
(23,5),(5,10),-0.704138 # DEPENDENCYPART_GRANDPAR
(23,5),(5,11),0.0632238 # DEPENDENCYPART_GRANDPAR
(23,5),(5,13),-0.116435 # DEPENDENCYPART_GRANDPAR
(23,5),(5,14),0.644142 # DEPENDENCYPART_GRANDPAR
(23,5),(5,17),0.0740509 # DEPENDENCYPART_GRANDPAR
(23,5),(5,19),-0.261122 # DEPENDENCYPART_GRANDPAR
(23,5),(5,20),0.320956 # DEPENDENCYPART_GRANDPAR
(23,5),(5,23),-1.79611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,5),(5,24),-0.34731 # DEPENDENCYPART_GRANDPAR
(23,5),(5,27),-0.770804 # DEPENDENCYPART_GRANDPAR
(23,5),(5,32),-0.803369 # DEPENDENCYPART_GRANDPAR
(23,5),(5,35),-1.83696 # DEPENDENCYPART_GRANDPAR
(23,8),(8,2),0.0817422 # DEPENDENCYPART_GRANDPAR
(23,8),(8,5),-0.74994 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),-0.431694 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),0.0189158 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),-0.140966 # DEPENDENCYPART_GRANDPAR
(23,8),(8,10),-0.416317 # DEPENDENCYPART_GRANDPAR
(23,8),(8,11),-0.193286 # DEPENDENCYPART_GRANDPAR
(23,8),(8,13),0.112001 # DEPENDENCYPART_GRANDPAR
(23,8),(8,14),0.599453 # DEPENDENCYPART_GRANDPAR
(23,8),(8,17),0.422153 # DEPENDENCYPART_GRANDPAR
(23,8),(8,19),0.0265294 # DEPENDENCYPART_GRANDPAR
(23,8),(8,20),0.064446 # DEPENDENCYPART_GRANDPAR
(23,8),(8,23),-1.40995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,8),(8,27),-0.468779 # DEPENDENCYPART_GRANDPAR
(23,8),(8,35),-1.60883 # DEPENDENCYPART_GRANDPAR
(23,9),(9,1),-0.252848 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),-0.386521 # DEPENDENCYPART_GRANDPAR
(23,9),(9,10),-0.738967 # DEPENDENCYPART_GRANDPAR
(23,9),(9,11),-0.034824 # DEPENDENCYPART_GRANDPAR
(23,9),(9,14),0.388272 # DEPENDENCYPART_GRANDPAR
(23,9),(9,17),0.164929 # DEPENDENCYPART_GRANDPAR
(23,12),(12,9),-0.373775 # DEPENDENCYPART_GRANDPAR
(23,12),(12,13),-0.104385 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),-0.251601 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),0.422637 # DEPENDENCYPART_GRANDPAR
(23,13),(13,17),0.259135 # DEPENDENCYPART_GRANDPAR
(23,13),(13,19),-0.174088 # DEPENDENCYPART_GRANDPAR
(23,13),(13,20),0.240818 # DEPENDENCYPART_GRANDPAR
(23,13),(13,23),-1.43028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,14),(14,17),0.00030878 # DEPENDENCYPART_GRANDPAR
(23,14),(14,20),-0.0917021 # DEPENDENCYPART_GRANDPAR
(23,17),(17,2),-0.0776142 # DEPENDENCYPART_GRANDPAR
(23,17),(17,4),-0.525956 # DEPENDENCYPART_GRANDPAR
(23,17),(17,5),-0.857777 # DEPENDENCYPART_GRANDPAR
(23,17),(17,7),0.0253155 # DEPENDENCYPART_GRANDPAR
(23,17),(17,8),-0.356384 # DEPENDENCYPART_GRANDPAR
(23,17),(17,9),-0.443123 # DEPENDENCYPART_GRANDPAR
(23,17),(17,11),-0.0972534 # DEPENDENCYPART_GRANDPAR
(23,17),(17,12),0.207682 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),0.0453633 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),1.01055 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.128513 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.159092 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-0.255957 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),0.365034 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),0.117265 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-1.79529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,24),-0.345217 # DEPENDENCYPART_GRANDPAR
(23,17),(17,27),-0.769904 # DEPENDENCYPART_GRANDPAR
(23,17),(17,28),-0.659125 # DEPENDENCYPART_GRANDPAR
(23,17),(17,30),-0.969624 # DEPENDENCYPART_GRANDPAR
(23,17),(17,31),-0.817081 # DEPENDENCYPART_GRANDPAR
(23,17),(17,32),-0.801276 # DEPENDENCYPART_GRANDPAR
(23,17),(17,34),-0.943532 # DEPENDENCYPART_GRANDPAR
(23,17),(17,35),-1.83613 # DEPENDENCYPART_GRANDPAR
(23,19),(19,2),0.0661638 # DEPENDENCYPART_GRANDPAR
(23,19),(19,5),-0.758152 # DEPENDENCYPART_GRANDPAR
(23,19),(19,8),-0.419147 # DEPENDENCYPART_GRANDPAR
(23,19),(19,9),-0.292794 # DEPENDENCYPART_GRANDPAR
(23,19),(19,11),-0.373127 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),0.422145 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-0.171534 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),0.0806699 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.100058 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),0.0644298 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),0.17819 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.40846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,24),0.111968 # DEPENDENCYPART_GRANDPAR
(23,19),(19,27),-0.467722 # DEPENDENCYPART_GRANDPAR
(23,19),(19,28),-0.187981 # DEPENDENCYPART_GRANDPAR
(23,19),(19,31),-0.564562 # DEPENDENCYPART_GRANDPAR
(23,19),(19,32),-0.386137 # DEPENDENCYPART_GRANDPAR
(23,19),(19,35),-1.60808 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.347252 # DEPENDENCYPART_GRANDPAR
(23,21),(21,24),0.151756 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.3718 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.0850198 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.33472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),0.0498549 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.407861 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-0.27718 # DEPENDENCYPART_GRANDPAR
(23,24),(24,12),-0.626924 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.505992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.0969921 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),0.322139 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.458169 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.10489 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),0.268991 # DEPENDENCYPART_GRANDPAR
(23,24),(24,31),0.173449 # DEPENDENCYPART_GRANDPAR
(23,24),(24,32),-0.11865 # DEPENDENCYPART_GRANDPAR
(23,26),(26,24),0.606714 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.060989 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),0.0909931 # DEPENDENCYPART_GRANDPAR
(23,26),(26,31),0.145154 # DEPENDENCYPART_GRANDPAR
(23,26),(26,32),-0.00105199 # DEPENDENCYPART_GRANDPAR
(23,27),(27,2),-0.212407 # DEPENDENCYPART_GRANDPAR
(23,27),(27,9),-0.64128 # DEPENDENCYPART_GRANDPAR
(23,27),(27,20),-0.832892 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-0.563992 # DEPENDENCYPART_GRANDPAR
(23,27),(27,24),0.633532 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),0.163645 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),0.393347 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),0.106529 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),0.0445042 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),0.162307 # DEPENDENCYPART_GRANDPAR
(23,27),(27,32),-0.214864 # DEPENDENCYPART_GRANDPAR
(23,27),(27,34),0.061266 # DEPENDENCYPART_GRANDPAR
(23,27),(27,35),-0.886993 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.572661 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),0.078253 # DEPENDENCYPART_GRANDPAR
(23,28),(28,31),0.235284 # DEPENDENCYPART_GRANDPAR
(23,28),(28,32),-0.135252 # DEPENDENCYPART_GRANDPAR
(23,28),(28,34),0.1026 # DEPENDENCYPART_GRANDPAR
(23,30),(30,29),-0.342597 # DEPENDENCYPART_GRANDPAR
(23,30),(30,31),0.199882 # DEPENDENCYPART_GRANDPAR
(23,30),(30,32),-0.236379 # DEPENDENCYPART_GRANDPAR
(23,30),(30,34),0.0570219 # DEPENDENCYPART_GRANDPAR
(23,31),(31,28),0.139552 # DEPENDENCYPART_GRANDPAR
(23,31),(31,29),-0.59715 # DEPENDENCYPART_GRANDPAR
(23,31),(31,32),0.00385086 # DEPENDENCYPART_GRANDPAR
(23,31),(31,34),0.054882 # DEPENDENCYPART_GRANDPAR
(23,32),(32,14),-0.386888 # DEPENDENCYPART_GRANDPAR
(23,32),(32,29),-0.716931 # DEPENDENCYPART_GRANDPAR
(23,32),(32,31),0.00115254 # DEPENDENCYPART_GRANDPAR
(23,32),(32,34),0.401716 # DEPENDENCYPART_GRANDPAR
