# _root_ En la fase final del premi , que es desenvoluparà entre el 7_de_juny i el 2_de_juliol , els equips disposaran de tres milions de pessetes reals cadascun que podran invertir .
#goldHeads=20,3,1,3,3,5,10,10,10,3,13,13,10,13,16,13,10,19,20,0,20,23,21,23,24,23,20,30,30,23,20,
#predictedHeads=20,3,1,3,3,5,10,10,10,6,13,13,10,13,16,13,1,19,20,0,20,23,21,23,24,23,23,30,30,27,20,
(11,13),(13,16),0.00749184 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.624326 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.109214 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.235111 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.405318 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.620964 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.850671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,14),0.132646 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.377879 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.624325 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.109315 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.235142 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.408759 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-1.05708 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.801577 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.497891 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.0270717 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.540132 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.892945 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.0321889 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.118039 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.333685 # DEPENDENCYPART_GRANDPAR
(11,19),(19,25),0.0707549 # DEPENDENCYPART_GRANDPAR
(11,19),(19,26),-0.192654 # DEPENDENCYPART_GRANDPAR
(11,19),(19,27),-0.0684531 # DEPENDENCYPART_GRANDPAR
(11,19),(19,29),-0.463828 # DEPENDENCYPART_GRANDPAR
(11,19),(19,30),-0.0900952 # DEPENDENCYPART_GRANDPAR
(11,19),(19,31),-1.07226 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-1.19548 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-1.4039 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-1.2366 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-0.924199 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-1.29196 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-1.46447 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-1.47442 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.822154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),1.00582 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),0.380478 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.23426 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.488454 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.00456702 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.244735 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.92617 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.191778 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.428849 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.0116501 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.644494 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),0.063846 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),-0.303552 # DEPENDENCYPART_GRANDPAR
(11,20),(20,27),-0.0937172 # DEPENDENCYPART_GRANDPAR
(11,20),(20,29),-0.666267 # DEPENDENCYPART_GRANDPAR
(11,20),(20,30),-0.296293 # DEPENDENCYPART_GRANDPAR
(11,20),(20,31),-1.16598 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.461915 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.0697355 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.666449 # DEPENDENCYPART_GRANDPAR
(11,21),(21,25),0.067382 # DEPENDENCYPART_GRANDPAR
(11,21),(21,26),-0.340119 # DEPENDENCYPART_GRANDPAR
(11,25),(25,21),-0.516869 # DEPENDENCYPART_GRANDPAR
(11,25),(25,22),-0.287405 # DEPENDENCYPART_GRANDPAR
(11,25),(25,24),-0.732515 # DEPENDENCYPART_GRANDPAR
(11,25),(25,26),-0.338312 # DEPENDENCYPART_GRANDPAR
(11,25),(25,29),-0.571464 # DEPENDENCYPART_GRANDPAR
(11,25),(25,30),-0.212613 # DEPENDENCYPART_GRANDPAR
(11,26),(26,24),-0.564094 # DEPENDENCYPART_GRANDPAR
(11,26),(26,27),-0.122477 # DEPENDENCYPART_GRANDPAR
(11,26),(26,29),-0.629088 # DEPENDENCYPART_GRANDPAR
(11,26),(26,30),-0.270168 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-1.08765 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.865819 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.924471 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.02714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.703155 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.1217 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-1.0574 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-1.22417 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-1.91839 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-1.30601 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-1.12985 # DEPENDENCYPART_GRANDPAR
(12,11),(11,25),-1.09343 # DEPENDENCYPART_GRANDPAR
(12,11),(11,26),-1.78121 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.344988 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.346435 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.645444 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.601693 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.665137 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.364789 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.159537 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.44335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.843561 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.735221 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.921205 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-1.12363 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.942596 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-1.05643 # DEPENDENCYPART_GRANDPAR
(13,11),(11,25),-1.04543 # DEPENDENCYPART_GRANDPAR
(13,11),(11,26),-0.924349 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.354606 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.81989 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.601899 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-1.01975 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),-0.138815 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.430604 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.26498 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.446581 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.282523 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.38105 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-1.10805 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-1.07592 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.316009 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0275568 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.00726499 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.188953 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.173518 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.26021 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.153944 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.31624 # DEPENDENCYPART_GRANDPAR
(13,19),(19,26),-0.159739 # DEPENDENCYPART_GRANDPAR
(13,19),(19,27),-0.291526 # DEPENDENCYPART_GRANDPAR
(13,19),(19,29),-0.13912 # DEPENDENCYPART_GRANDPAR
(13,19),(19,30),-0.106631 # DEPENDENCYPART_GRANDPAR
(13,19),(19,31),-0.285546 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-1.23909 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-1.38012 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-1.1694 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-1.19334 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-1.38164 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-1.23461 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-1.1108 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-1.06717 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.90533 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.702921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),-0.110886 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.190733 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.00520827 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.0246523 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.297524 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.243835 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.432093 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.510269 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.325826 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.334754 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-0.221572 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),-0.273093 # DEPENDENCYPART_GRANDPAR
(13,20),(20,29),-0.251623 # DEPENDENCYPART_GRANDPAR
(13,20),(20,30),-0.217721 # DEPENDENCYPART_GRANDPAR
(13,20),(20,31),-0.38288 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.36797 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.458525 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.178122 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.200731 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.122228 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),-0.247576 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.200731 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),-0.122228 # DEPENDENCYPART_GRANDPAR
(13,24),(24,29),-0.121155 # DEPENDENCYPART_GRANDPAR
(13,24),(24,30),-0.100988 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.25723 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.11921 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.17315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.632662 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-1.23975 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.68453 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.516673 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-1.22803 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.546261 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.628111 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.348826 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.288982 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.199177 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.41245 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.35726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.496718 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-1.10843 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.871054 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-1.11278 # DEPENDENCYPART_GRANDPAR
(16,11),(11,25),-1.02087 # DEPENDENCYPART_GRANDPAR
(16,11),(11,26),-0.911918 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.423174 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.35747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.858521 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-1.04965 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-1.04324 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.976006 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.594408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.431842 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.0483202 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.101272 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.314861 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.0816179 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.291072 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.146704 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.203896 # DEPENDENCYPART_GRANDPAR
(16,19),(19,29),-0.0517585 # DEPENDENCYPART_GRANDPAR
(16,19),(19,30),-0.033617 # DEPENDENCYPART_GRANDPAR
(16,19),(19,31),-0.189968 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-1.18069 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-1.34158 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-1.12125 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-1.16066 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-1.34138 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-1.06814 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-1.09153 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-1.05129 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-1.03479 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.961358 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-1.12106 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.92466 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.616865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.449113 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.0604248 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.228715 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.487893 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.514059 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.25465 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.310188 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.20914 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-0.186064 # DEPENDENCYPART_GRANDPAR
(16,20),(20,29),-0.164915 # DEPENDENCYPART_GRANDPAR
(16,20),(20,30),-0.14536 # DEPENDENCYPART_GRANDPAR
(16,20),(20,31),-0.287997 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.393907 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.469041 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.110306 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.179527 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.113158 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-1.15835 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-1.17831 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-1.45944 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.971848 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.06946 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.46892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.463849 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.482089 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.517998 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.498704 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-1.01189 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.821833 # DEPENDENCYPART_GRANDPAR
(18,19),(19,29),-0.704169 # DEPENDENCYPART_GRANDPAR
(18,19),(19,30),-0.492969 # DEPENDENCYPART_GRANDPAR
(18,19),(19,31),-0.648602 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.215217 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.13318 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.489633 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),0.235772 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),0.103997 # DEPENDENCYPART_GRANDPAR
(19,1),(1,7),-0.127327 # DEPENDENCYPART_GRANDPAR
(19,1),(1,10),-0.163823 # DEPENDENCYPART_GRANDPAR
(19,1),(1,11),0.366704 # DEPENDENCYPART_GRANDPAR
(19,1),(1,14),-0.167052 # DEPENDENCYPART_GRANDPAR
(19,1),(1,17),0.306378 # DEPENDENCYPART_GRANDPAR
(19,1),(1,31),-1.69026 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.403478 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.450681 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),0.0156017 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.149473 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.160614 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.0219065 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.259639 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.201052 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.632453 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),0.276387 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.280145 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.152129 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.359814 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.74049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-1.17682 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-1.04957 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.79244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,1),-1.28142 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-1.26881 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-1.21592 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.635257 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-1.08349 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-1.26921 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-1.12748 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.592244 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.788725 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.859131 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-1.08993 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.940566 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.854292 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.649787 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.714186 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.931415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.30213 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.432319 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.349947 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.25717 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.399812 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.428506 # DEPENDENCYPART_GRANDPAR
(19,20),(20,29),-0.309268 # DEPENDENCYPART_GRANDPAR
(19,20),(20,30),-0.183797 # DEPENDENCYPART_GRANDPAR
(19,20),(20,31),-0.906507 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-1.09916 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.285858 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.336725 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.0535875 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.446659 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.893473 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.0535875 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.446659 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.360714 # DEPENDENCYPART_GRANDPAR
(19,24),(24,30),-0.245349 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),-0.49325 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),-0.715728 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.541067 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.52453 # DEPENDENCYPART_GRANDPAR
(19,25),(25,29),-0.446398 # DEPENDENCYPART_GRANDPAR
(19,25),(25,30),-0.331952 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),-0.275043 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.510006 # DEPENDENCYPART_GRANDPAR
(19,26),(26,29),-0.451933 # DEPENDENCYPART_GRANDPAR
(19,26),(26,30),-0.33743 # DEPENDENCYPART_GRANDPAR
(19,27),(27,21),-0.306003 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),-0.35382 # DEPENDENCYPART_GRANDPAR
(19,27),(27,29),-0.470481 # DEPENDENCYPART_GRANDPAR
(19,27),(27,30),-0.356037 # DEPENDENCYPART_GRANDPAR
(19,27),(27,31),-0.912709 # DEPENDENCYPART_GRANDPAR
(19,29),(29,1),-1.28142 # DEPENDENCYPART_GRANDPAR
(19,29),(29,7),-1.08349 # DEPENDENCYPART_GRANDPAR
(19,29),(29,13),-0.859131 # DEPENDENCYPART_GRANDPAR
(19,29),(29,16),-0.854292 # DEPENDENCYPART_GRANDPAR
(19,29),(29,19),-0.948068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,29),(29,25),-0.464742 # DEPENDENCYPART_GRANDPAR
(19,29),(29,26),-0.522821 # DEPENDENCYPART_GRANDPAR
(19,29),(29,27),-0.471158 # DEPENDENCYPART_GRANDPAR
(19,29),(29,28),0.344769 # DEPENDENCYPART_GRANDPAR
(19,29),(29,30),-0.205554 # DEPENDENCYPART_GRANDPAR
(19,29),(29,31),-0.926288 # DEPENDENCYPART_GRANDPAR
(19,30),(30,1),-1.28142 # DEPENDENCYPART_GRANDPAR
(19,30),(30,5),-0.635257 # DEPENDENCYPART_GRANDPAR
(19,30),(30,7),-1.08349 # DEPENDENCYPART_GRANDPAR
(19,30),(30,10),-1.12748 # DEPENDENCYPART_GRANDPAR
(19,30),(30,11),-0.592244 # DEPENDENCYPART_GRANDPAR
(19,30),(30,13),-0.859131 # DEPENDENCYPART_GRANDPAR
(19,30),(30,16),-0.854292 # DEPENDENCYPART_GRANDPAR
(19,30),(30,17),-0.649787 # DEPENDENCYPART_GRANDPAR
(19,30),(30,19),-0.912163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,30),(30,20),-0.309125 # DEPENDENCYPART_GRANDPAR
(19,30),(30,21),-0.240607 # DEPENDENCYPART_GRANDPAR
(19,30),(30,23),-0.493903 # DEPENDENCYPART_GRANDPAR
(19,30),(30,24),-0.288424 # DEPENDENCYPART_GRANDPAR
(19,30),(30,25),-0.435159 # DEPENDENCYPART_GRANDPAR
(19,30),(30,26),-0.493212 # DEPENDENCYPART_GRANDPAR
(19,30),(30,27),-0.413502 # DEPENDENCYPART_GRANDPAR
(19,30),(30,28),0.413608 # DEPENDENCYPART_GRANDPAR
(19,30),(30,29),-0.191675 # DEPENDENCYPART_GRANDPAR
(19,30),(30,31),-0.905711 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.76236 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),0.167966 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.345395 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.17563 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.143881 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.0646607 # DEPENDENCYPART_GRANDPAR
(20,1),(1,10),0.117265 # DEPENDENCYPART_GRANDPAR
(20,1),(1,11),0.093422 # DEPENDENCYPART_GRANDPAR
(20,1),(1,14),0.205323 # DEPENDENCYPART_GRANDPAR
(20,1),(1,17),0.853522 # DEPENDENCYPART_GRANDPAR
(20,1),(1,31),-1.37152 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.371143 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.447363 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.214693 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.0467278 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.00467879 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.498362 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),0.20752 # DEPENDENCYPART_GRANDPAR
(20,3),(3,11),0.31858 # DEPENDENCYPART_GRANDPAR
(20,3),(3,13),0.155331 # DEPENDENCYPART_GRANDPAR
(20,3),(3,14),0.381005 # DEPENDENCYPART_GRANDPAR
(20,3),(3,16),0.0889615 # DEPENDENCYPART_GRANDPAR
(20,3),(3,17),0.419821 # DEPENDENCYPART_GRANDPAR
(20,3),(3,19),0.335087 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-1.20242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,31),-1.27339 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.553925 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.0608123 # DEPENDENCYPART_GRANDPAR
