# _root_ El ministre va assenyalar la informació , la lluita contra la guerra bacteriològica , la nuclear i la química com_a camps per a la cooperació intereuropea .
#goldHeads=2,4,4,0,6,4,6,9,6,9,12,10,12,12,16,12,12,19,12,4,20,21,22,25,23,25,4,
#predictedHeads=2,4,4,0,6,4,9,9,6,9,12,10,12,9,16,12,16,19,16,19,20,21,22,25,23,25,4,
(19,22),(22,20),0.300019 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.0200135 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),0.219675 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),0.0928132 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.822588 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.0529778 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),0.0498954 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),0.065869 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-0.82486 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.341387 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),0.0313764 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),0.202853 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.217643 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.328524 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.316173 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.176847 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.5657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,10),-0.146606 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.306784 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.34251 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.248327 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.324644 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.468217 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.49422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.0720155 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.613341 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.602261 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.630774 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-0.653503 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-1.29392 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-1.35085 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.06209 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-1.47656 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-1.0213 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.34377 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.378171 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.0305525 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),0.241852 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.67249 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-1.22175 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-1.34746 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.664289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,23),0.161207 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.0387119 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),0.0494036 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-1.34783 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.325456 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.125449 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),0.0518126 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),-1.06209 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.264772 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),0.247007 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.462767 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),0.295118 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),0.0303228 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),0.282209 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.502777 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.397423 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),0.037609 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.382974 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.443773 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.210129 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.821549 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.0300112 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.50715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.724668 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.956226 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.699246 # DEPENDENCYPART_GRANDPAR
(21,16),(16,26),-1.02022 # DEPENDENCYPART_GRANDPAR
(21,16),(16,27),-1.16015 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.987333 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.385417 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.394801 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.380162 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.440968 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.03258 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.352574 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.377977 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.0305301 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.50715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.724668 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.956226 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.699246 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-1.02022 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-1.16529 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-1.1023 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.902099 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),-0.101558 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),0.0748583 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.310254 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-1.10167 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.927552 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.229638 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.344141 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-0.775589 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.571627 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.24669 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.534855 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.309287 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.449825 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.459072 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.370841 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.173126 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.669747 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.864837 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.450314 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.247941 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.80916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.563297 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.530578 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-1.53131 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.191174 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.396308 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.117898 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-1.16857 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.292381 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),0.0257485 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),0.42539 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-0.57242 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),-0.242864 # DEPENDENCYPART_GRANDPAR
(23,25),(25,16),-1.31759 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),0.874677 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.198996 # DEPENDENCYPART_GRANDPAR
(23,26),(26,24),1.13786 # DEPENDENCYPART_GRANDPAR
(25,16),(16,7),-0.481463 # DEPENDENCYPART_GRANDPAR
(25,16),(16,10),-0.241199 # DEPENDENCYPART_GRANDPAR
(25,16),(16,13),-0.521794 # DEPENDENCYPART_GRANDPAR
(25,16),(16,14),-0.391272 # DEPENDENCYPART_GRANDPAR
(25,16),(16,15),-0.701117 # DEPENDENCYPART_GRANDPAR
(25,16),(16,17),-0.300441 # DEPENDENCYPART_GRANDPAR
(25,16),(16,19),-0.205134 # DEPENDENCYPART_GRANDPAR
(25,16),(16,20),-0.126182 # DEPENDENCYPART_GRANDPAR
(25,16),(16,21),0.12098 # DEPENDENCYPART_GRANDPAR
(25,16),(16,22),-0.0273714 # DEPENDENCYPART_GRANDPAR
(25,16),(16,23),-0.00819848 # DEPENDENCYPART_GRANDPAR
(25,16),(16,25),-1.63008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,16),(16,26),-0.397255 # DEPENDENCYPART_GRANDPAR
(25,16),(16,27),-0.952051 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.641002 # DEPENDENCYPART_GRANDPAR
