# _root_ " Si parla així , és només per intentar fer_front a les enormes pressions internacionals de què és objecte " , va assegurar el ministre palestí Hassan_Asfur .
#goldHeads=6,3,6,3,3,23,6,6,8,9,10,14,14,11,14,19,16,14,18,6,6,23,0,25,23,25,25,23,
#predictedHeads=6,3,6,3,3,23,6,6,8,9,10,14,14,11,14,18,16,6,18,6,6,23,0,25,23,25,25,23,
(4,9),(9,7),0.0271626 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.108535 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.020217 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.176392 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.301226 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.0100725 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.380971 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.189427 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.205595 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.165304 # DEPENDENCYPART_GRANDPAR
(4,9),(9,25),-0.716368 # DEPENDENCYPART_GRANDPAR
(4,9),(9,27),-0.586158 # DEPENDENCYPART_GRANDPAR
(4,9),(9,28),-0.489684 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-1.17054 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-1.19319 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-1.1679 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.705362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.237296 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.0558926 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.0167519 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.109792 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.167933 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.187405 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.270771 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.286197 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.253167 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.252488 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.0712553 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.365941 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.176 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.198114 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.48041 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.233257 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),-0.702542 # DEPENDENCYPART_GRANDPAR
(4,10),(10,27),-0.571128 # DEPENDENCYPART_GRANDPAR
(4,10),(10,28),-0.485669 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.56853 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.17843 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.240624 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.68515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,8),-0.150189 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.0213697 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),1.06074 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.00270427 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.770203 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.07613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.668157 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.44002 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.757852 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.884914 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.538722 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.926869 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-1.02222 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.4211 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-1.12867 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-1.26972 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-1.53196 # DEPENDENCYPART_GRANDPAR
(6,3),(3,23),-0.92303 # DEPENDENCYPART_GRANDPAR
(6,3),(3,25),-1.2549 # DEPENDENCYPART_GRANDPAR
(6,3),(3,27),-1.36697 # DEPENDENCYPART_GRANDPAR
(6,3),(3,28),-2.23347 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.198253 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.299549 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.565955 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.915612 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.65131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.392505 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.0575096 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.342461 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.469519 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.660576 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.387731 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.0983345 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.325011 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.144542 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.0462684 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.524818 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.187663 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.771102 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.538905 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.761031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.26473 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.561252 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.286964 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.271027 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.0967816 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.0565706 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.353352 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),0.31771 # DEPENDENCYPART_GRANDPAR
(6,8),(8,28),-1.16266 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.17071 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.715766 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.495512 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.933451 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.763943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.24596 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.431697 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.360506 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.250032 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.162803 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.203163 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.0279482 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.050442 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.123745 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),0.351575 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),-0.150338 # DEPENDENCYPART_GRANDPAR
(6,9),(9,27),-0.276929 # DEPENDENCYPART_GRANDPAR
(6,9),(9,28),-1.0384 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.1707 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.715581 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.495465 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.933435 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.71188 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.7909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.246657 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.445535 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.400983 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.302302 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.174087 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.213727 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.188531 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.0302465 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.241713 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),0.0229762 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),0.00558948 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.0714064 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.211227 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),0.305435 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-0.101272 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-0.226005 # DEPENDENCYPART_GRANDPAR
(6,10),(10,28),-0.991861 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.359868 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.67041 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0464149 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.29018 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.0704175 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.111196 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.143098 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.366531 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.450528 # DEPENDENCYPART_GRANDPAR
(6,13),(13,7),0.319518 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.677934 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.0519512 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.0708711 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.134267 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.630684 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.445004 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),0.156983 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.512544 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.644299 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.347094 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.560918 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.0824666 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.0849551 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.116455 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.289514 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.240066 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.0397758 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.537092 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.25191 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),0.262637 # DEPENDENCYPART_GRANDPAR
(6,14),(14,25),-0.365914 # DEPENDENCYPART_GRANDPAR
(6,14),(14,26),-0.272587 # DEPENDENCYPART_GRANDPAR
(6,14),(14,27),-0.483738 # DEPENDENCYPART_GRANDPAR
(6,14),(14,28),-1.22815 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.67797 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.0816626 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.132766 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.384878 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.144495 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.245756 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.397584 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.197764 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-1.19427 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.740376 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.517886 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.953606 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.733494 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.852928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),0.125041 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),0.337823 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.325247 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),0.297129 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),0.184271 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.758442 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.124024 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),0.184481 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.107178 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.152543 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.65832 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.00318959 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.0601179 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.167863 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.294214 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),0.230007 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),-0.120428 # DEPENDENCYPART_GRANDPAR
(6,18),(18,27),-0.245748 # DEPENDENCYPART_GRANDPAR
(6,18),(18,28),-1.03242 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),0.101986 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.55762 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.0439574 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.542305 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.249185 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),0.265102 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.367583 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),-0.269536 # DEPENDENCYPART_GRANDPAR
(6,19),(19,27),-0.485408 # DEPENDENCYPART_GRANDPAR
(6,23),(23,1),-1.17123 # DEPENDENCYPART_GRANDPAR
(6,23),(23,2),-0.716529 # DEPENDENCYPART_GRANDPAR
(6,23),(23,3),-0.496348 # DEPENDENCYPART_GRANDPAR
(6,23),(23,4),-0.933828 # DEPENDENCYPART_GRANDPAR
(6,23),(23,6),-0.838299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,23),(23,7),0.199949 # DEPENDENCYPART_GRANDPAR
(6,23),(23,8),0.398619 # DEPENDENCYPART_GRANDPAR
(6,23),(23,9),0.352381 # DEPENDENCYPART_GRANDPAR
(6,23),(23,10),0.330235 # DEPENDENCYPART_GRANDPAR
(6,23),(23,11),0.294088 # DEPENDENCYPART_GRANDPAR
(6,23),(23,13),-0.196438 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),0.216768 # DEPENDENCYPART_GRANDPAR
(6,23),(23,15),-0.179591 # DEPENDENCYPART_GRANDPAR
(6,23),(23,16),-0.0323188 # DEPENDENCYPART_GRANDPAR
(6,23),(23,17),-0.539553 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),-0.183264 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),0.00912611 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.114484 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-0.0959322 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.0649787 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),-0.133451 # DEPENDENCYPART_GRANDPAR
(6,23),(23,26),-0.203038 # DEPENDENCYPART_GRANDPAR
(6,23),(23,27),-0.260042 # DEPENDENCYPART_GRANDPAR
(6,23),(23,28),-1.01496 # DEPENDENCYPART_GRANDPAR
(6,25),(25,16),0.125755 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),-0.19205 # DEPENDENCYPART_GRANDPAR
(6,25),(25,26),-0.280301 # DEPENDENCYPART_GRANDPAR
(6,25),(25,27),-0.450559 # DEPENDENCYPART_GRANDPAR
(6,25),(25,28),-1.21774 # DEPENDENCYPART_GRANDPAR
(6,27),(27,24),-0.16892 # DEPENDENCYPART_GRANDPAR
(6,27),(27,25),-0.0369977 # DEPENDENCYPART_GRANDPAR
(6,27),(27,26),-0.435969 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.731121 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.729138 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.54762 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.401672 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.44584 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.6989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.835673 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.948625 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.887148 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.32287 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.26762 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.21064 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.21667 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.17763 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.858256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.243414 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.24016 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.500597 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.846181 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.484679 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.672191 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.541817 # DEPENDENCYPART_GRANDPAR
(7,8),(8,28),-0.881792 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.34748 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.35233 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.35389 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.21962 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.26843 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.02658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.191324 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0740871 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.435966 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.720784 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.255394 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.793032 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.495736 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.538389 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.386013 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-1.12791 # DEPENDENCYPART_GRANDPAR
(7,9),(9,27),-0.966132 # DEPENDENCYPART_GRANDPAR
(7,9),(9,28),-0.804877 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.34748 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.35216 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.35387 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.21962 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.24634 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.26842 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.03699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.192581 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.352165 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.446979 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.615666 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.705754 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.602613 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.55315 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.316577 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.778003 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.482309 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.530908 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.803965 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.453966 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-1.11408 # DEPENDENCYPART_GRANDPAR
(7,10),(10,27),-0.951102 # DEPENDENCYPART_GRANDPAR
(7,10),(10,28),-0.800862 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0938702 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.827442 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.722963 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.792593 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.705145 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.651089 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.534823 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.666441 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.255536 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.078605 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.232416 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.327108 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.60936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,1),-0.396131 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.500203 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.120072 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0270373 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.380164 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.142504 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.71758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),0.156761 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.447257 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.744347 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.87645 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-1.25184 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-1.0853 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-1.32789 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-1.46773 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-1.6213 # DEPENDENCYPART_GRANDPAR
(8,3),(3,23),-1.36408 # DEPENDENCYPART_GRANDPAR
(8,3),(3,25),-1.32839 # DEPENDENCYPART_GRANDPAR
(8,3),(3,27),-1.48743 # DEPENDENCYPART_GRANDPAR
(8,3),(3,28),-2.52331 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.565381 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.0234193 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.195852 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.00436222 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.284382 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0452836 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.59748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),0.320395 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.283608 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.347271 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.504082 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.137928 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.0540134 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0221555 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.150355 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.7185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.154174 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.449844 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.745265 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.11716 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.879784 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.25227 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.24573 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-1.089 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-1.33122 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-1.47338 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-1.625 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-1.36667 # DEPENDENCYPART_GRANDPAR
(8,6),(6,25),-1.33172 # DEPENDENCYPART_GRANDPAR
(8,6),(6,27),-1.49076 # DEPENDENCYPART_GRANDPAR
(8,6),(6,28),-2.5268 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.192739 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.195775 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.59744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.320425 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.283577 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.625536 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.32534 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.694711 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.23138 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.991152 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.32168 # DEPENDENCYPART_GRANDPAR
