# _root_ La crisi de la companyia es va produir després que Dynegy anunciés , dimecres passat , que renunciava a adquirir l' empresa .
#goldHeads=2,8,2,5,3,8,8,0,8,12,12,9,14,12,14,14,18,12,18,19,22,20,8,
#predictedHeads=2,8,2,5,3,8,8,0,8,12,12,9,14,12,14,18,18,12,18,19,22,20,8,
(18,9),(9,19),-0.102977 # DEPENDENCYPART_GRANDPAR
(18,9),(9,20),-0.280569 # DEPENDENCYPART_GRANDPAR
(18,9),(9,23),-1.20343 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.79215 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.468802 # DEPENDENCYPART_GRANDPAR
(18,10),(10,19),-0.0527215 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.281326 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.611088 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-1.1794 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.0891038 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.166633 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.0906032 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),-0.447016 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.369265 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.631746 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.54202 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.367965 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.343843 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.465991 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.916495 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.492213 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),0.0447628 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.242198 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.257324 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.0779701 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.112235 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.70961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.412446 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.637197 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-1.10059 # DEPENDENCYPART_GRANDPAR
(18,12),(12,23),-1.45933 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.292696 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.0851738 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.204234 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.35839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.141804 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.285978 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.82126 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.559968 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.310632 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.0655223 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.544187 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.34483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.0888955 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.272423 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.80772 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.310821 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.201854 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.287111 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.31252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,14),-1.00701 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.21736 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.4461 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.500047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.568911 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.199643 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.435117 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-1.409 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-1.57563 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-1.31365 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-1.38829 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-1.40344 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-1.88602 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-1.53861 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-1.32019 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-1.36696 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-1.1201 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-1.1233 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-1.33376 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-1.61225 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.545728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.347197 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.062811 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.379721 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-1.1277 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.871592 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-1.33548 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.447706 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.763638 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.202918 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.548459 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.383064 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.106317 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.0207972 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.354168 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.47073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),0.122911 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.710465 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.281471 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.390344 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.270733 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.384823 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.173796 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.303007 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.0141646 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.278561 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.247831 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.205404 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.161032 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.123195 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.268126 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0810108 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.351098 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.61088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.0675207 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.855677 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-1.44502 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-1.2149 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-1.22814 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-1.30824 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-1.3081 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.992971 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-1.08627 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-1.27751 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-1.19646 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-1.12777 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.986805 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.10488 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.04774 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.15881 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.33085 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.575032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,22),0.173374 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.571609 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-0.966413 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-1.10117 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-1.11084 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.735619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.926428 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.115801 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.636319 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.391543 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.510387 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.273394 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.450972 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.0747 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.50969 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.994962 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),-0.295375 # DEPENDENCYPART_GRANDPAR
(20,2),(2,12),-0.305199 # DEPENDENCYPART_GRANDPAR
(20,2),(2,13),-0.495998 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),-0.305993 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),-0.339687 # DEPENDENCYPART_GRANDPAR
(20,2),(2,16),-0.450333 # DEPENDENCYPART_GRANDPAR
(20,2),(2,23),-1.05548 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.343901 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.714252 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-1.23531 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.435704 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.0594269 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),-0.255307 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),-0.289926 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),-0.28904 # DEPENDENCYPART_GRANDPAR
(20,5),(5,23),-1.0555 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.613596 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.596379 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.770012 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.355837 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.525525 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),-0.587101 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),-0.0327003 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),-0.369338 # DEPENDENCYPART_GRANDPAR
(20,7),(7,18),-0.330002 # DEPENDENCYPART_GRANDPAR
(20,7),(7,19),-0.491989 # DEPENDENCYPART_GRANDPAR
(20,7),(7,20),-1.73818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,7),(7,23),-1.2848 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),-0.727539 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.585567 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.777252 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-1.61895 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.568212 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.673671 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.794937 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.528787 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.353627 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.537996 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.558893 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.102025 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),-0.376225 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),-0.477917 # DEPENDENCYPART_GRANDPAR
(20,8),(8,16),-0.0563605 # DEPENDENCYPART_GRANDPAR
(20,8),(8,17),0.0257911 # DEPENDENCYPART_GRANDPAR
(20,8),(8,18),-0.301794 # DEPENDENCYPART_GRANDPAR
(20,8),(8,19),-0.492209 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-1.73574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,22),-0.694549 # DEPENDENCYPART_GRANDPAR
(20,8),(8,23),-1.2835 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.26982 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.95946 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.529378 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.502159 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),0.115796 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),0.16146 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),-0.244371 # DEPENDENCYPART_GRANDPAR
(20,9),(9,19),-0.354558 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-1.3791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,23),-1.02758 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.862443 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),-0.696751 # DEPENDENCYPART_GRANDPAR
(20,10),(10,19),-0.82252 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.368261 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.702633 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-1.34626 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.310692 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.312272 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.330691 # DEPENDENCYPART_GRANDPAR
(20,12),(12,1),-0.739028 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),-0.576929 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),-0.803809 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.559574 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.796458 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.448832 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.566601 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-1.09679 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.572178 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.139386 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.382319 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.488162 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.0937215 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.0389174 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.307526 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),-0.512235 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.73575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,22),-0.694568 # DEPENDENCYPART_GRANDPAR
(20,12),(12,23),-1.2835 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.438111 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.132048 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),0.0565706 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.0587158 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),-0.186435 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.38451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,22),-0.415196 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.653066 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.475924 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.233123 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.613523 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.151099 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.367685 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.37095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,22),-0.401657 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.475751 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.428782 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.441777 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.518122 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.576311 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.44779 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.566114 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-1.09633 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.57156 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.673011 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.328385 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.326465 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.340919 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.282721 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.716911 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.511362 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.73574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,22),-0.694549 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-1.2835 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.186675 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.383875 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.962272 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.251636 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.47777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-0.575296 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-1.16111 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-1.21818 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-1.09484 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-1.40067 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.815713 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.342559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),1.32433 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.358571 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.659087 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.676954 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),-1.14014 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-0.381319 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-0.219562 # DEPENDENCYPART_GRANDPAR
(22,9),(9,16),-0.300241 # DEPENDENCYPART_GRANDPAR
(22,9),(9,18),-0.605335 # DEPENDENCYPART_GRANDPAR
(22,9),(9,19),-0.485218 # DEPENDENCYPART_GRANDPAR
(22,9),(9,20),-0.369159 # DEPENDENCYPART_GRANDPAR
(22,9),(9,23),-0.810766 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),-1.07779 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.475936 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.351877 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.581192 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.501311 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.46249 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),-0.265134 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-1.65238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,16),-0.56692 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.553779 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.543989 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.638092 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-1.24639 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.733464 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.27473 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.70806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.856662 # DEPENDENCYPART_GRANDPAR
(22,20),(20,2),-0.764825 # DEPENDENCYPART_GRANDPAR
(22,20),(20,5),-0.774218 # DEPENDENCYPART_GRANDPAR
(22,20),(20,7),-0.911801 # DEPENDENCYPART_GRANDPAR
(22,20),(20,8),-0.448364 # DEPENDENCYPART_GRANDPAR
(22,20),(20,9),-1.02998 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-0.910725 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.923368 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.308209 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.360228 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.311584 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.876086 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.440907 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.843735 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.532187 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.253553 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.77551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.933668 # DEPENDENCYPART_GRANDPAR
