# _root_ El tribunal es torna a remetre als fonaments jurídics de la sentència que , en cap cas , es refereix als empleats públics autonòmics o locals .
#goldHeads=2,6,6,6,6,0,6,7,8,8,12,10,20,15,20,17,15,15,20,12,20,21,22,22,24,24,6,
#predictedHeads=2,6,6,6,6,0,6,7,8,8,12,10,20,15,20,17,15,15,20,12,20,21,22,22,24,24,6,
(20,4),(4,5),-0.176584 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.132957 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.123268 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.0444917 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),-0.0502356 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),0.138138 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),0.0798461 # DEPENDENCYPART_GRANDPAR
(20,4),(4,14),0.52262 # DEPENDENCYPART_GRANDPAR
(20,4),(4,15),0.193826 # DEPENDENCYPART_GRANDPAR
(20,4),(4,17),0.0772158 # DEPENDENCYPART_GRANDPAR
(20,4),(4,18),0.680103 # DEPENDENCYPART_GRANDPAR
(20,4),(4,20),-1.88565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,4),(4,21),-0.500698 # DEPENDENCYPART_GRANDPAR
(20,4),(4,27),-1.53174 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),0.070903 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.064834 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.106274 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.000563605 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.0802296 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),0.105219 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),0.556624 # DEPENDENCYPART_GRANDPAR
(20,5),(5,18),0.714107 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),1.04778 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),-0.228365 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),0.114848 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.103243 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.1244 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.114833 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),-0.0230135 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),-0.0420876 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),0.146578 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),0.101324 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),0.534836 # DEPENDENCYPART_GRANDPAR
(20,6),(6,15),0.203902 # DEPENDENCYPART_GRANDPAR
(20,6),(6,17),0.0986332 # DEPENDENCYPART_GRANDPAR
(20,6),(6,18),0.692319 # DEPENDENCYPART_GRANDPAR
(20,6),(6,20),-1.88565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,6),(6,21),-0.500684 # DEPENDENCYPART_GRANDPAR
(20,6),(6,24),-0.708855 # DEPENDENCYPART_GRANDPAR
(20,6),(6,25),-1.10832 # DEPENDENCYPART_GRANDPAR
(20,6),(6,26),-1.00691 # DEPENDENCYPART_GRANDPAR
(20,6),(6,27),-1.53174 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.0100545 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.0457622 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),0.0443796 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.0766876 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),0.1515 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),0.185474 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),0.54458 # DEPENDENCYPART_GRANDPAR
(20,7),(7,15),0.306824 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.104132 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),0.269119 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),0.186962 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),0.41992 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),0.448933 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),0.577403 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-1.52059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,21),-0.20264 # DEPENDENCYPART_GRANDPAR
(20,9),(9,24),-0.489196 # DEPENDENCYPART_GRANDPAR
(20,9),(9,25),-0.841362 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),0.156195 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.00576209 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),0.377162 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),0.202372 # DEPENDENCYPART_GRANDPAR
(20,10),(10,18),0.534645 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-1.62041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,2),-0.299267 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),0.0548105 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),0.153622 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.0145537 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.224967 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),0.172869 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),0.439127 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.0530869 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.338873 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),0.330352 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.49971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,21),-0.0928846 # DEPENDENCYPART_GRANDPAR
(20,12),(12,23),-0.62852 # DEPENDENCYPART_GRANDPAR
(20,12),(12,24),-0.456443 # DEPENDENCYPART_GRANDPAR
(20,12),(12,25),-0.854128 # DEPENDENCYPART_GRANDPAR
(20,12),(12,26),-0.754497 # DEPENDENCYPART_GRANDPAR
(20,12),(12,27),-1.30379 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.142906 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),0.044402 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.0904587 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.759963 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.289962 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.211017 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.330329 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.765793 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.62018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.346033 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.962744 # DEPENDENCYPART_GRANDPAR
(20,15),(15,26),-0.87656 # DEPENDENCYPART_GRANDPAR
(20,15),(15,27),-1.40192 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-0.178554 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),0.286111 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),0.0057821 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.0184644 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.375262 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.49968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.0937866 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.630394 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.458317 # DEPENDENCYPART_GRANDPAR
(20,17),(17,26),-0.756371 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-1.00062 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.473203 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.183978 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.36079 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.0225091 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),0.0553345 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.394199 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.104815 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.289137 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.0538727 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.0179382 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.578661 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.244444 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.124666 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.0633673 # DEPENDENCYPART_GRANDPAR
(20,24),(24,15),-0.16264 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.0853361 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.116206 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.0531198 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.625243 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),0.0835367 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),0.253033 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.0521924 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.622612 # DEPENDENCYPART_GRANDPAR
(21,6),(6,1),-0.243801 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.519524 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.526697 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.684239 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.504396 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.609665 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),-0.873147 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.572605 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.457089 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),-0.686822 # DEPENDENCYPART_GRANDPAR
(21,6),(6,14),-0.0989822 # DEPENDENCYPART_GRANDPAR
(21,6),(6,15),-0.332793 # DEPENDENCYPART_GRANDPAR
(21,6),(6,17),-0.563046 # DEPENDENCYPART_GRANDPAR
(21,6),(6,18),-0.0766134 # DEPENDENCYPART_GRANDPAR
(21,6),(6,20),-0.780139 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-1.32972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,24),-0.60259 # DEPENDENCYPART_GRANDPAR
(21,6),(6,25),-0.95043 # DEPENDENCYPART_GRANDPAR
(21,6),(6,26),-0.654788 # DEPENDENCYPART_GRANDPAR
(21,6),(6,27),-1.22206 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.492925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.603112 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.268464 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.0931306 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),0.231798 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.363077 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.177038 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.120146 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.128585 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),-1.1263 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.649655 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.11242 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),0.138759 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.465015 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),0.648982 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.31223 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.120476 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.459112 # DEPENDENCYPART_GRANDPAR
(22,21),(21,6),-0.659447 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.72023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.534638 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.719697 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.702641 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.695227 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.0460124 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.122191 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),0.0591324 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-1.48455 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),0.397436 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.149129 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),0.0849052 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.250102 # DEPENDENCYPART_GRANDPAR
(22,26),(26,23),0.400099 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),0.213624 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),0.157329 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.256641 # DEPENDENCYPART_GRANDPAR
(23,24),(24,15),-1.08832 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.10421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.22288 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.188537 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.488292 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-1.11212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),-0.0370467 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.260214 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.491911 # DEPENDENCYPART_GRANDPAR
(24,15),(15,4),-0.708282 # DEPENDENCYPART_GRANDPAR
(24,15),(15,6),-0.467305 # DEPENDENCYPART_GRANDPAR
(24,15),(15,13),-0.211343 # DEPENDENCYPART_GRANDPAR
(24,15),(15,14),-0.447208 # DEPENDENCYPART_GRANDPAR
(24,15),(15,16),-0.228664 # DEPENDENCYPART_GRANDPAR
(24,15),(15,17),0.132579 # DEPENDENCYPART_GRANDPAR
(24,15),(15,18),-0.251845 # DEPENDENCYPART_GRANDPAR
(24,15),(15,20),-0.438228 # DEPENDENCYPART_GRANDPAR
(24,15),(15,21),-0.524116 # DEPENDENCYPART_GRANDPAR
(24,15),(15,25),-0.77729 # DEPENDENCYPART_GRANDPAR
(24,15),(15,26),-0.981475 # DEPENDENCYPART_GRANDPAR
(24,15),(15,27),-1.28665 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.90834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.766127 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.987646 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-1.07357 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-1.21301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),-0.100115 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.587307 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),-0.262229 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),-0.122433 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-1.74818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,15),-0.157227 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-0.255436 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.119913 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-1.74818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,27),-1.03102 # DEPENDENCYPART_GRANDPAR
