# _root_ La dona va aparcar i va mirar d' agafar un taxi , moment en el qual l' acusat ' la va agafar pels cabells , va iniciar un forcejament i una persecució fins a introduir -la de_nou en el cotxe ' .
#goldHeads=2,4,4,0,4,9,9,9,4,11,9,13,9,22,16,14,18,22,22,22,22,13,22,23,22,27,22,29,27,29,32,29,27,33,34,35,35,35,40,38,22,4,
#predictedHeads=2,4,4,0,4,9,9,9,4,11,9,13,11,9,16,14,18,14,22,22,22,18,22,23,22,27,22,29,27,29,32,29,27,33,34,35,35,35,40,38,35,4,
(7,11),(11,27),-0.486323 # DEPENDENCYPART_GRANDPAR
(7,11),(11,29),-0.454642 # DEPENDENCYPART_GRANDPAR
(7,11),(11,30),-0.176326 # DEPENDENCYPART_GRANDPAR
(7,11),(11,32),-0.23786 # DEPENDENCYPART_GRANDPAR
(7,11),(11,42),-2.01475 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.34956 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.573376 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.257415 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.323883 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.261601 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.0615552 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.506932 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),0.152418 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.391622 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.107278 # DEPENDENCYPART_GRANDPAR
(7,13),(13,25),-0.694385 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.058059 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.201463 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.767267 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-1.0604 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),0.105142 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.0816434 # DEPENDENCYPART_GRANDPAR
(7,14),(14,38),-0.379046 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.563772 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.353681 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.290652 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.128693 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.481759 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.258034 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.506877 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),0.152028 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.428104 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.143637 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.386937 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.685763 # DEPENDENCYPART_GRANDPAR
(7,18),(18,27),-0.501074 # DEPENDENCYPART_GRANDPAR
(7,18),(18,29),-0.4634 # DEPENDENCYPART_GRANDPAR
(7,18),(18,30),-0.183134 # DEPENDENCYPART_GRANDPAR
(7,18),(18,32),-0.246618 # DEPENDENCYPART_GRANDPAR
(7,18),(18,42),-2.01367 # DEPENDENCYPART_GRANDPAR
(7,22),(22,2),-1.60372 # DEPENDENCYPART_GRANDPAR
(7,22),(22,3),-1.73007 # DEPENDENCYPART_GRANDPAR
(7,22),(22,4),-1.41874 # DEPENDENCYPART_GRANDPAR
(7,22),(22,5),-1.535 # DEPENDENCYPART_GRANDPAR
(7,22),(22,6),-1.70087 # DEPENDENCYPART_GRANDPAR
(7,22),(22,7),-0.543233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,22),(22,8),0.0495384 # DEPENDENCYPART_GRANDPAR
(7,22),(22,9),0.294963 # DEPENDENCYPART_GRANDPAR
(7,22),(22,11),-0.0204078 # DEPENDENCYPART_GRANDPAR
(7,22),(22,12),-0.0324863 # DEPENDENCYPART_GRANDPAR
(7,22),(22,13),0.0194162 # DEPENDENCYPART_GRANDPAR
(7,22),(22,14),-0.126164 # DEPENDENCYPART_GRANDPAR
(7,22),(22,15),-0.732287 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.536306 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.0136066 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.48071 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),0.326604 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.198346 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.232539 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-0.246009 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.415067 # DEPENDENCYPART_GRANDPAR
(7,22),(22,26),-0.445988 # DEPENDENCYPART_GRANDPAR
(7,22),(22,27),-0.551733 # DEPENDENCYPART_GRANDPAR
(7,22),(22,29),-0.393346 # DEPENDENCYPART_GRANDPAR
(7,22),(22,30),-0.19368 # DEPENDENCYPART_GRANDPAR
(7,22),(22,32),-0.176853 # DEPENDENCYPART_GRANDPAR
(7,22),(22,33),0.00905121 # DEPENDENCYPART_GRANDPAR
(7,22),(22,34),-0.0820226 # DEPENDENCYPART_GRANDPAR
(7,22),(22,35),-0.330134 # DEPENDENCYPART_GRANDPAR
(7,22),(22,38),-0.250729 # DEPENDENCYPART_GRANDPAR
(7,22),(22,41),-0.406085 # DEPENDENCYPART_GRANDPAR
(7,22),(22,42),-1.87544 # DEPENDENCYPART_GRANDPAR
(7,23),(23,15),-0.686549 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.189658 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),-0.480826 # DEPENDENCYPART_GRANDPAR
(7,23),(23,26),-0.265302 # DEPENDENCYPART_GRANDPAR
(7,23),(23,27),-0.440106 # DEPENDENCYPART_GRANDPAR
(7,23),(23,34),-0.0431648 # DEPENDENCYPART_GRANDPAR
(7,27),(27,2),-1.60365 # DEPENDENCYPART_GRANDPAR
(7,27),(27,3),-1.72966 # DEPENDENCYPART_GRANDPAR
(7,27),(27,4),-1.41833 # DEPENDENCYPART_GRANDPAR
(7,27),(27,6),-1.70046 # DEPENDENCYPART_GRANDPAR
(7,27),(27,7),-0.499103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,27),(27,8),0.0849947 # DEPENDENCYPART_GRANDPAR
(7,27),(27,9),0.339093 # DEPENDENCYPART_GRANDPAR
(7,27),(27,11),0.0243114 # DEPENDENCYPART_GRANDPAR
(7,27),(27,12),0.0358664 # DEPENDENCYPART_GRANDPAR
(7,27),(27,13),0.0641354 # DEPENDENCYPART_GRANDPAR
(7,27),(27,14),-0.0951038 # DEPENDENCYPART_GRANDPAR
(7,27),(27,15),-0.702077 # DEPENDENCYPART_GRANDPAR
(7,27),(27,17),-0.504786 # DEPENDENCYPART_GRANDPAR
(7,27),(27,18),0.0310881 # DEPENDENCYPART_GRANDPAR
(7,27),(27,19),-0.42996 # DEPENDENCYPART_GRANDPAR
(7,27),(27,20),0.35988 # DEPENDENCYPART_GRANDPAR
(7,27),(27,21),-0.162212 # DEPENDENCYPART_GRANDPAR
(7,27),(27,22),-0.044491 # DEPENDENCYPART_GRANDPAR
(7,27),(27,23),-0.303625 # DEPENDENCYPART_GRANDPAR
(7,27),(27,24),-0.213094 # DEPENDENCYPART_GRANDPAR
(7,27),(27,25),-0.175236 # DEPENDENCYPART_GRANDPAR
(7,27),(27,26),-0.117873 # DEPENDENCYPART_GRANDPAR
(7,27),(27,29),-0.326891 # DEPENDENCYPART_GRANDPAR
(7,27),(27,30),-0.150475 # DEPENDENCYPART_GRANDPAR
(7,27),(27,32),-0.110398 # DEPENDENCYPART_GRANDPAR
(7,27),(27,33),0.0625177 # DEPENDENCYPART_GRANDPAR
(7,27),(27,34),-0.0153052 # DEPENDENCYPART_GRANDPAR
(7,27),(27,35),-0.27466 # DEPENDENCYPART_GRANDPAR
(7,27),(27,36),-0.260189 # DEPENDENCYPART_GRANDPAR
(7,27),(27,37),0.110538 # DEPENDENCYPART_GRANDPAR
(7,27),(27,38),-0.214552 # DEPENDENCYPART_GRANDPAR
(7,27),(27,40),-0.137047 # DEPENDENCYPART_GRANDPAR
(7,27),(27,41),-0.363543 # DEPENDENCYPART_GRANDPAR
(7,27),(27,42),-1.8386 # DEPENDENCYPART_GRANDPAR
(7,29),(29,4),-1.03149 # DEPENDENCYPART_GRANDPAR
(7,29),(29,8),0.344756 # DEPENDENCYPART_GRANDPAR
(7,29),(29,20),0.394306 # DEPENDENCYPART_GRANDPAR
(7,29),(29,26),-0.0919222 # DEPENDENCYPART_GRANDPAR
(7,29),(29,28),-0.179215 # DEPENDENCYPART_GRANDPAR
(7,29),(29,30),-0.1773 # DEPENDENCYPART_GRANDPAR
(7,29),(29,31),-1.125 # DEPENDENCYPART_GRANDPAR
(7,29),(29,32),-0.238869 # DEPENDENCYPART_GRANDPAR
(7,29),(29,33),-0.280485 # DEPENDENCYPART_GRANDPAR
(7,29),(29,34),-0.252779 # DEPENDENCYPART_GRANDPAR
(7,29),(29,35),-0.269474 # DEPENDENCYPART_GRANDPAR
(7,29),(29,36),-0.519573 # DEPENDENCYPART_GRANDPAR
(7,29),(29,37),-0.04724 # DEPENDENCYPART_GRANDPAR
(7,29),(29,40),-0.283845 # DEPENDENCYPART_GRANDPAR
(7,29),(29,41),-0.436603 # DEPENDENCYPART_GRANDPAR
(7,33),(33,31),-1.11144 # DEPENDENCYPART_GRANDPAR
(7,33),(33,32),-0.0966479 # DEPENDENCYPART_GRANDPAR
(7,33),(33,34),0.0629422 # DEPENDENCYPART_GRANDPAR
(7,33),(33,35),-0.186145 # DEPENDENCYPART_GRANDPAR
(7,33),(33,37),0.0936615 # DEPENDENCYPART_GRANDPAR
(7,33),(33,38),-0.325005 # DEPENDENCYPART_GRANDPAR
(7,35),(35,3),-1.72966 # DEPENDENCYPART_GRANDPAR
(7,35),(35,4),-1.41833 # DEPENDENCYPART_GRANDPAR
(7,35),(35,6),-1.70046 # DEPENDENCYPART_GRANDPAR
(7,35),(35,7),-0.534602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,35),(35,9),0.303594 # DEPENDENCYPART_GRANDPAR
(7,35),(35,20),0.343082 # DEPENDENCYPART_GRANDPAR
(7,35),(35,21),-0.186061 # DEPENDENCYPART_GRANDPAR
(7,35),(35,26),-0.141721 # DEPENDENCYPART_GRANDPAR
(7,35),(35,29),-0.38542 # DEPENDENCYPART_GRANDPAR
(7,35),(35,32),-0.166698 # DEPENDENCYPART_GRANDPAR
(7,35),(35,33),-0.180153 # DEPENDENCYPART_GRANDPAR
(7,35),(35,34),-0.106733 # DEPENDENCYPART_GRANDPAR
(7,35),(35,36),-0.28359 # DEPENDENCYPART_GRANDPAR
(7,35),(35,37),0.0703089 # DEPENDENCYPART_GRANDPAR
(7,35),(35,38),-0.229359 # DEPENDENCYPART_GRANDPAR
(7,35),(35,40),-0.175543 # DEPENDENCYPART_GRANDPAR
(7,35),(35,41),-0.384728 # DEPENDENCYPART_GRANDPAR
(7,35),(35,42),-1.85589 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.176939 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.356249 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.260352 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.194403 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.525668 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.61013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.133671 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.8776 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.34797 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.973786 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.07649 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.767076 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-1.15435 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-1.1988 # DEPENDENCYPART_GRANDPAR
(8,7),(7,23),-0.916396 # DEPENDENCYPART_GRANDPAR
(8,7),(7,25),-1.7491 # DEPENDENCYPART_GRANDPAR
(8,7),(7,27),-1.2105 # DEPENDENCYPART_GRANDPAR
(8,7),(7,29),-1.07578 # DEPENDENCYPART_GRANDPAR
(8,7),(7,30),-1.29722 # DEPENDENCYPART_GRANDPAR
(8,7),(7,33),-1.57114 # DEPENDENCYPART_GRANDPAR
(8,7),(7,35),-1.36313 # DEPENDENCYPART_GRANDPAR
(8,7),(7,41),-1.83346 # DEPENDENCYPART_GRANDPAR
(8,7),(7,42),-3.07309 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.11717 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.1926 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.20024 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.06124 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.36202 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.45102 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.827151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),0.116725 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.362139 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.0309506 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.0501669 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),0.218265 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.19978 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.738352 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.216793 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),0.0750025 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.763264 # DEPENDENCYPART_GRANDPAR
(8,9),(9,27),-0.202291 # DEPENDENCYPART_GRANDPAR
(8,9),(9,29),-0.0811736 # DEPENDENCYPART_GRANDPAR
(8,9),(9,30),-0.370648 # DEPENDENCYPART_GRANDPAR
(8,9),(9,32),-0.0126652 # DEPENDENCYPART_GRANDPAR
(8,9),(9,33),-0.565505 # DEPENDENCYPART_GRANDPAR
(8,9),(9,34),-1.3172 # DEPENDENCYPART_GRANDPAR
(8,9),(9,35),-0.365465 # DEPENDENCYPART_GRANDPAR
(8,9),(9,38),-0.145913 # DEPENDENCYPART_GRANDPAR
(8,9),(9,42),-2.17417 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.34917 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.751753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.874123 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.123216 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.40577 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.252561 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.302259 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.0317073 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.178085 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.655205 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.157566 # DEPENDENCYPART_GRANDPAR
(8,11),(11,27),-0.154164 # DEPENDENCYPART_GRANDPAR
(8,11),(11,29),-0.341103 # DEPENDENCYPART_GRANDPAR
(8,11),(11,30),-0.403427 # DEPENDENCYPART_GRANDPAR
(8,11),(11,32),-0.272296 # DEPENDENCYPART_GRANDPAR
(8,11),(11,42),-2.21095 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.751121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,10),-0.114175 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.213826 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.413741 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.326668 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.057661 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.188045 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.357387 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.638062 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.140416 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.820939 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.563558 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.193336 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.18009 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.153623 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.105472 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.242678 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.190882 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.0898685 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.315008 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.78479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,42),-2.97352 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.209254 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.114759 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.548921 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.273824 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.169129 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.0676537 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.336398 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.78234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.702623 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-1.16614 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.846016 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.694419 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.756784 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-1.36195 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-1.16517 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-1.08099 # DEPENDENCYPART_GRANDPAR
(9,4),(4,23),-0.785735 # DEPENDENCYPART_GRANDPAR
(9,4),(4,25),-1.52185 # DEPENDENCYPART_GRANDPAR
(9,4),(4,27),-1.41287 # DEPENDENCYPART_GRANDPAR
(9,4),(4,30),-1.35132 # DEPENDENCYPART_GRANDPAR
(9,4),(4,33),-0.929921 # DEPENDENCYPART_GRANDPAR
(9,4),(4,35),-1.53482 # DEPENDENCYPART_GRANDPAR
(9,4),(4,41),-1.6743 # DEPENDENCYPART_GRANDPAR
(9,4),(4,42),-2.97222 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0898685 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.315008 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.122534 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.562059 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.210088 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.111943 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.484144 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.342383 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.78235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.702623 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-1.16614 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.846016 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.694419 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.756784 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-1.36195 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-1.081 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-0.785735 # DEPENDENCYPART_GRANDPAR
(9,7),(7,25),-1.52185 # DEPENDENCYPART_GRANDPAR
(9,7),(7,27),-1.41288 # DEPENDENCYPART_GRANDPAR
(9,7),(7,29),-1.0993 # DEPENDENCYPART_GRANDPAR
(9,7),(7,30),-1.35132 # DEPENDENCYPART_GRANDPAR
(9,7),(7,33),-0.929921 # DEPENDENCYPART_GRANDPAR
(9,7),(7,35),-1.53482 # DEPENDENCYPART_GRANDPAR
(9,7),(7,41),-1.6743 # DEPENDENCYPART_GRANDPAR
(9,7),(7,42),-2.97222 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.20483 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.51508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.565901 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.02636 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.709285 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.882163 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.455272 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.366197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),1.3921 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.244999 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.144873 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.145697 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.255865 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.265216 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.154064 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),0.0211779 # DEPENDENCYPART_GRANDPAR
(9,11),(11,27),-0.315925 # DEPENDENCYPART_GRANDPAR
(9,11),(11,29),-0.103615 # DEPENDENCYPART_GRANDPAR
(9,11),(11,30),-0.237437 # DEPENDENCYPART_GRANDPAR
(9,11),(11,32),-0.0485839 # DEPENDENCYPART_GRANDPAR
(9,11),(11,42),-2.04582 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.456019 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),1.40742 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.615579 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.062376 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.159113 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.250121 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.268615 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),0.173279 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.130848 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),0.0444067 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),-0.610429 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.3184 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.37186 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.381417 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.824099 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.466602 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),0.116966 # DEPENDENCYPART_GRANDPAR
(9,14),(14,38),-0.198573 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.362367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,12),-0.0921747 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.465138 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.250772 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.117944 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.28258 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.26855 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),0.172898 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.167321 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),0.00805723 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.169212 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.601798 # DEPENDENCYPART_GRANDPAR
(9,18),(18,27),-0.329046 # DEPENDENCYPART_GRANDPAR
(9,18),(18,29),-0.110744 # DEPENDENCYPART_GRANDPAR
(9,18),(18,30),-0.242616 # DEPENDENCYPART_GRANDPAR
(9,18),(18,32),-0.0557128 # DEPENDENCYPART_GRANDPAR
(9,18),(18,42),-2.04311 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),0.34174 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.125932 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),0.291107 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.112691 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),0.0464736 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.331705 # DEPENDENCYPART_GRANDPAR
(9,22),(22,2),-1.18419 # DEPENDENCYPART_GRANDPAR
(9,22),(22,3),-1.5155 # DEPENDENCYPART_GRANDPAR
(9,22),(22,4),-1.25831 # DEPENDENCYPART_GRANDPAR
(9,22),(22,5),-1.20184 # DEPENDENCYPART_GRANDPAR
(9,22),(22,6),-1.43759 # DEPENDENCYPART_GRANDPAR
(9,22),(22,7),-1.26936 # DEPENDENCYPART_GRANDPAR
(9,22),(22,8),-0.918172 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-0.619995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,11),0.344486 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),0.23837 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),0.200633 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),0.00564157 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.36268 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.556308 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),0.299764 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.210696 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),0.353995 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),0.089976 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),0.0141078 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.129015 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.325965 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),-0.422194 # DEPENDENCYPART_GRANDPAR
(9,22),(22,27),-0.361849 # DEPENDENCYPART_GRANDPAR
(9,22),(22,29),-0.027168 # DEPENDENCYPART_GRANDPAR
(9,22),(22,30),-0.242202 # DEPENDENCYPART_GRANDPAR
(9,22),(22,32),0.0275739 # DEPENDENCYPART_GRANDPAR
(9,22),(22,33),-0.0764564 # DEPENDENCYPART_GRANDPAR
(9,22),(22,34),-0.0160689 # DEPENDENCYPART_GRANDPAR
