# _root_ Dins l' àmbit del Barri_Antic , el consistori també ha anunciat l' inici de la renovació del paviment del carrer Sobrerroca , que començarà el dia_10_de_juny .
#goldHeads=11,3,1,3,4,1,8,11,11,11,0,13,11,13,16,14,16,17,18,19,20,24,24,16,26,24,11,
#predictedHeads=11,3,1,3,4,1,8,11,11,11,0,13,11,13,16,14,16,17,18,19,20,24,24,18,26,24,11,
(16,18),(18,24),-0.0707091 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.22823 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.134119 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.353099 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.301586 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),0.0143343 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.133443 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.653504 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.087644 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.00530788 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.0640636 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.077537 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.232251 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.206749 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.00812069 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.0725445 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.0706096 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.228224 # DEPENDENCYPART_GRANDPAR
(16,24),(24,1),-1.31313 # DEPENDENCYPART_GRANDPAR
(16,24),(24,3),-1.41307 # DEPENDENCYPART_GRANDPAR
(16,24),(24,6),-1.17649 # DEPENDENCYPART_GRANDPAR
(16,24),(24,8),-1.27079 # DEPENDENCYPART_GRANDPAR
(16,24),(24,9),-1.6513 # DEPENDENCYPART_GRANDPAR
(16,24),(24,10),-1.48668 # DEPENDENCYPART_GRANDPAR
(16,24),(24,11),-1.24283 # DEPENDENCYPART_GRANDPAR
(16,24),(24,13),-0.883183 # DEPENDENCYPART_GRANDPAR
(16,24),(24,16),-0.760243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,24),(24,17),0.0728533 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),0.0335301 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),-0.217941 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),0.0383404 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.0153388 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.177017 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),1.26807 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.0794315 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.934529 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),-0.490201 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-1.01267 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.271017 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.231122 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.49998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,15),-0.842203 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.420441 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.140666 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.291884 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.497615 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),0.559142 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.269571 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.651752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),0.189767 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.349451 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),0.342059 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.296868 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.842204 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.734385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,21),0.401935 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.450905 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),0.569277 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.232812 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.691014 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.882692 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.365578 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.937821 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.93448 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.388148 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.429721 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.401289 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.0624204 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.0144783 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-1.13884 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.242629 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.110981 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.278413 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.160881 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.125152 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),0.203775 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.0880099 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.286894 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.153953 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.121125 # DEPENDENCYPART_GRANDPAR
(18,24),(24,1),-1.6611 # DEPENDENCYPART_GRANDPAR
(18,24),(24,3),-1.26926 # DEPENDENCYPART_GRANDPAR
(18,24),(24,6),-1.28795 # DEPENDENCYPART_GRANDPAR
(18,24),(24,8),-1.21539 # DEPENDENCYPART_GRANDPAR
(18,24),(24,9),-1.4768 # DEPENDENCYPART_GRANDPAR
(18,24),(24,10),-1.53491 # DEPENDENCYPART_GRANDPAR
(18,24),(24,11),-1.25533 # DEPENDENCYPART_GRANDPAR
(18,24),(24,13),-0.833858 # DEPENDENCYPART_GRANDPAR
(18,24),(24,16),-0.534125 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),-0.476048 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.589373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),0.220892 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.142966 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.143045 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),0.417594 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),1.60086 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),0.0308244 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.583452 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.458305 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.665418 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.0740794 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.323478 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.59629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.431629 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-1.33158 # DEPENDENCYPART_GRANDPAR
(19,17),(17,26),-1.1785 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.939154 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.824584 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),0.530202 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.564048 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.226625 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.388628 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.887724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.591001 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.610426 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.217015 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.425055 # DEPENDENCYPART_GRANDPAR
(19,24),(24,1),-1.4563 # DEPENDENCYPART_GRANDPAR
(19,24),(24,3),-1.30332 # DEPENDENCYPART_GRANDPAR
(19,24),(24,6),-1.24369 # DEPENDENCYPART_GRANDPAR
(19,24),(24,8),-1.40538 # DEPENDENCYPART_GRANDPAR
(19,24),(24,9),-0.818555 # DEPENDENCYPART_GRANDPAR
(19,24),(24,10),-1.39461 # DEPENDENCYPART_GRANDPAR
(19,24),(24,11),-1.18431 # DEPENDENCYPART_GRANDPAR
(19,24),(24,13),-1.39414 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-1.32517 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.943517 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-1.45748 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.868352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.446086 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.383367 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.180477 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),1.42963 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.429945 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.842494 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.948878 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.941767 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.519328 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.510377 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.584632 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.604062 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.455232 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.258036 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.64901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,22),-0.684733 # DEPENDENCYPART_GRANDPAR
(20,17),(17,26),-0.867166 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.402906 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.820723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.208214 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.242358 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.17632 # DEPENDENCYPART_GRANDPAR
(20,24),(24,1),-1.71377 # DEPENDENCYPART_GRANDPAR
(20,24),(24,3),-1.37498 # DEPENDENCYPART_GRANDPAR
(20,24),(24,6),-1.42683 # DEPENDENCYPART_GRANDPAR
(20,24),(24,8),-1.31623 # DEPENDENCYPART_GRANDPAR
(20,24),(24,9),-1.50417 # DEPENDENCYPART_GRANDPAR
(20,24),(24,10),-1.5546 # DEPENDENCYPART_GRANDPAR
(20,24),(24,11),-1.24949 # DEPENDENCYPART_GRANDPAR
(20,24),(24,13),-1.04219 # DEPENDENCYPART_GRANDPAR
(20,24),(24,16),-0.955636 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-0.817645 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.586674 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.636334 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.786783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),0.478078 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.29139 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),1.59877 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.02208 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.526098 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.533392 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.606433 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.217138 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.0170066 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.68318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,24),-0.671587 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-0.74179 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-1.03335 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.223562 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.61716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.640293 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.643338 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-0.70926 # DEPENDENCYPART_GRANDPAR
(21,24),(24,1),-1.42119 # DEPENDENCYPART_GRANDPAR
(21,24),(24,3),-1.87909 # DEPENDENCYPART_GRANDPAR
(21,24),(24,6),-1.56632 # DEPENDENCYPART_GRANDPAR
(21,24),(24,8),-1.79177 # DEPENDENCYPART_GRANDPAR
(21,24),(24,9),-1.7759 # DEPENDENCYPART_GRANDPAR
(21,24),(24,10),-1.49222 # DEPENDENCYPART_GRANDPAR
(21,24),(24,11),-1.26017 # DEPENDENCYPART_GRANDPAR
(21,24),(24,13),-1.49327 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-1.36948 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-1.14477 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-1.27434 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-1.00039 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-1.02206 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.795657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.350579 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),1.02057 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),0.10396 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.426117 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.448335 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.508169 # DEPENDENCYPART_GRANDPAR
(24,1),(1,2),-1.14314 # DEPENDENCYPART_GRANDPAR
(24,1),(1,3),-0.680541 # DEPENDENCYPART_GRANDPAR
(24,1),(1,4),-0.84819 # DEPENDENCYPART_GRANDPAR
(24,1),(1,5),-0.958825 # DEPENDENCYPART_GRANDPAR
(24,1),(1,6),-0.549802 # DEPENDENCYPART_GRANDPAR
(24,1),(1,8),-0.599002 # DEPENDENCYPART_GRANDPAR
(24,1),(1,9),-1.15119 # DEPENDENCYPART_GRANDPAR
(24,1),(1,22),-0.0357592 # DEPENDENCYPART_GRANDPAR
(24,1),(1,27),-1.30055 # DEPENDENCYPART_GRANDPAR
(24,3),(3,1),-1.04253 # DEPENDENCYPART_GRANDPAR
(24,3),(3,2),-0.871164 # DEPENDENCYPART_GRANDPAR
(24,3),(3,4),-0.766989 # DEPENDENCYPART_GRANDPAR
(24,3),(3,5),-0.789419 # DEPENDENCYPART_GRANDPAR
(24,3),(3,6),-1.02008 # DEPENDENCYPART_GRANDPAR
(24,3),(3,8),-0.436714 # DEPENDENCYPART_GRANDPAR
(24,3),(3,9),-1.2145 # DEPENDENCYPART_GRANDPAR
(24,3),(3,10),-0.500267 # DEPENDENCYPART_GRANDPAR
(24,3),(3,11),-0.511976 # DEPENDENCYPART_GRANDPAR
(24,3),(3,13),-0.414669 # DEPENDENCYPART_GRANDPAR
(24,3),(3,14),-0.719784 # DEPENDENCYPART_GRANDPAR
(24,3),(3,17),-0.601789 # DEPENDENCYPART_GRANDPAR
(24,3),(3,19),-0.504414 # DEPENDENCYPART_GRANDPAR
(24,3),(3,21),-0.58598 # DEPENDENCYPART_GRANDPAR
(24,3),(3,27),-1.21859 # DEPENDENCYPART_GRANDPAR
(24,8),(8,1),-1.04693 # DEPENDENCYPART_GRANDPAR
(24,8),(8,2),-0.854914 # DEPENDENCYPART_GRANDPAR
(24,8),(8,4),-0.854735 # DEPENDENCYPART_GRANDPAR
(24,8),(8,6),-1.13959 # DEPENDENCYPART_GRANDPAR
(24,8),(8,7),0.580839 # DEPENDENCYPART_GRANDPAR
(24,8),(8,9),-1.21155 # DEPENDENCYPART_GRANDPAR
(24,8),(8,10),-0.49728 # DEPENDENCYPART_GRANDPAR
(24,8),(8,11),-0.508973 # DEPENDENCYPART_GRANDPAR
(24,8),(8,13),-0.411469 # DEPENDENCYPART_GRANDPAR
(24,8),(8,14),-0.71247 # DEPENDENCYPART_GRANDPAR
(24,8),(8,17),-0.596364 # DEPENDENCYPART_GRANDPAR
(24,8),(8,19),-0.498989 # DEPENDENCYPART_GRANDPAR
(24,8),(8,21),-0.582781 # DEPENDENCYPART_GRANDPAR
(24,8),(8,24),-1.50288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,8),(8,27),-1.21858 # DEPENDENCYPART_GRANDPAR
(24,9),(9,1),-1.01812 # DEPENDENCYPART_GRANDPAR
(24,9),(9,4),-0.864397 # DEPENDENCYPART_GRANDPAR
(24,9),(9,6),-1.04761 # DEPENDENCYPART_GRANDPAR
(24,9),(9,7),0.157496 # DEPENDENCYPART_GRANDPAR
(24,9),(9,8),-0.712944 # DEPENDENCYPART_GRANDPAR
(24,9),(9,10),-0.649732 # DEPENDENCYPART_GRANDPAR
(24,10),(10,1),-0.9373 # DEPENDENCYPART_GRANDPAR
(24,10),(10,3),-0.784918 # DEPENDENCYPART_GRANDPAR
(24,10),(10,4),-1.0478 # DEPENDENCYPART_GRANDPAR
(24,10),(10,6),-0.940916 # DEPENDENCYPART_GRANDPAR
(24,10),(10,8),-0.700817 # DEPENDENCYPART_GRANDPAR
(24,10),(10,9),-1.12727 # DEPENDENCYPART_GRANDPAR
(24,10),(10,11),-0.750357 # DEPENDENCYPART_GRANDPAR
(24,10),(10,13),-0.666994 # DEPENDENCYPART_GRANDPAR
(24,10),(10,14),-0.886176 # DEPENDENCYPART_GRANDPAR
(24,10),(10,22),-0.043316 # DEPENDENCYPART_GRANDPAR
(24,10),(10,24),-1.90988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,10),(10,27),-1.45796 # DEPENDENCYPART_GRANDPAR
(24,11),(11,1),-0.893094 # DEPENDENCYPART_GRANDPAR
(24,11),(11,3),-0.802352 # DEPENDENCYPART_GRANDPAR
(24,11),(11,4),-1.00314 # DEPENDENCYPART_GRANDPAR
(24,11),(11,5),-1.06942 # DEPENDENCYPART_GRANDPAR
(24,11),(11,6),-0.892883 # DEPENDENCYPART_GRANDPAR
(24,11),(11,7),0.361716 # DEPENDENCYPART_GRANDPAR
(24,11),(11,8),-0.718265 # DEPENDENCYPART_GRANDPAR
(24,11),(11,9),-1.12446 # DEPENDENCYPART_GRANDPAR
(24,11),(11,10),-0.99638 # DEPENDENCYPART_GRANDPAR
(24,11),(11,13),-0.6725 # DEPENDENCYPART_GRANDPAR
(24,11),(11,14),-0.923336 # DEPENDENCYPART_GRANDPAR
(24,11),(11,16),-0.659668 # DEPENDENCYPART_GRANDPAR
(24,11),(11,17),-0.912563 # DEPENDENCYPART_GRANDPAR
(24,11),(11,18),-0.852408 # DEPENDENCYPART_GRANDPAR
(24,11),(11,19),-0.815188 # DEPENDENCYPART_GRANDPAR
(24,11),(11,20),-0.903986 # DEPENDENCYPART_GRANDPAR
(24,11),(11,21),-0.833657 # DEPENDENCYPART_GRANDPAR
(24,11),(11,22),-0.150098 # DEPENDENCYPART_GRANDPAR
(24,11),(11,24),-1.88989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,11),(11,26),-0.649688 # DEPENDENCYPART_GRANDPAR
(24,11),(11,27),-1.44668 # DEPENDENCYPART_GRANDPAR
(24,13),(13,1),-1.02447 # DEPENDENCYPART_GRANDPAR
(24,13),(13,4),-0.83446 # DEPENDENCYPART_GRANDPAR
(24,13),(13,6),-1.15053 # DEPENDENCYPART_GRANDPAR
(24,13),(13,7),0.536083 # DEPENDENCYPART_GRANDPAR
(24,13),(13,8),-0.763351 # DEPENDENCYPART_GRANDPAR
(24,13),(13,9),-1.26498 # DEPENDENCYPART_GRANDPAR
(24,13),(13,10),-0.893625 # DEPENDENCYPART_GRANDPAR
(24,13),(13,11),-0.796559 # DEPENDENCYPART_GRANDPAR
(24,13),(13,12),-0.664729 # DEPENDENCYPART_GRANDPAR
(24,13),(13,14),-0.728582 # DEPENDENCYPART_GRANDPAR
(24,13),(13,16),-0.411244 # DEPENDENCYPART_GRANDPAR
(24,13),(13,17),-0.611473 # DEPENDENCYPART_GRANDPAR
(24,13),(13,18),-0.605442 # DEPENDENCYPART_GRANDPAR
(24,13),(13,19),-0.514098 # DEPENDENCYPART_GRANDPAR
(24,13),(13,20),-0.656459 # DEPENDENCYPART_GRANDPAR
(24,13),(13,21),-0.5867 # DEPENDENCYPART_GRANDPAR
(24,13),(13,22),-0.513377 # DEPENDENCYPART_GRANDPAR
(24,13),(13,24),-1.50287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,13),(13,26),-0.404616 # DEPENDENCYPART_GRANDPAR
(24,13),(13,27),-1.21857 # DEPENDENCYPART_GRANDPAR
(24,16),(16,1),-1.06737 # DEPENDENCYPART_GRANDPAR
(24,16),(16,9),-1.29279 # DEPENDENCYPART_GRANDPAR
(24,16),(16,12),-0.652098 # DEPENDENCYPART_GRANDPAR
(24,16),(16,14),-0.86044 # DEPENDENCYPART_GRANDPAR
(24,16),(16,15),-0.720649 # DEPENDENCYPART_GRANDPAR
(24,16),(16,17),-0.605364 # DEPENDENCYPART_GRANDPAR
(24,16),(16,18),-0.614727 # DEPENDENCYPART_GRANDPAR
(24,16),(16,19),-0.507989 # DEPENDENCYPART_GRANDPAR
(24,16),(16,20),-0.665743 # DEPENDENCYPART_GRANDPAR
(24,16),(16,21),-0.595984 # DEPENDENCYPART_GRANDPAR
(24,16),(16,22),-0.513454 # DEPENDENCYPART_GRANDPAR
(24,16),(16,24),-1.50293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,16),(16,26),-0.404671 # DEPENDENCYPART_GRANDPAR
(24,16),(16,27),-1.21863 # DEPENDENCYPART_GRANDPAR
(24,17),(17,15),-1.06688 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),-0.878434 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),-0.705759 # DEPENDENCYPART_GRANDPAR
(24,17),(17,20),-0.926072 # DEPENDENCYPART_GRANDPAR
(24,17),(17,22),-0.255787 # DEPENDENCYPART_GRANDPAR
(24,17),(17,26),-0.521132 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.689851 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),-0.499693 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),-0.653095 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),-0.583335 # DEPENDENCYPART_GRANDPAR
(24,18),(18,22),-0.50257 # DEPENDENCYPART_GRANDPAR
(24,18),(18,24),-1.50287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,18),(18,26),-0.404616 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),-0.817319 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.926072 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),-0.859692 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-1.61549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,26),-0.521132 # DEPENDENCYPART_GRANDPAR
(24,20),(20,15),-0.684384 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),-0.65153 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.566756 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.481037 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.50288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,26),-0.404624 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.577245 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.961741 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.502554 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.50287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,26),-0.404616 # DEPENDENCYPART_GRANDPAR
(24,26),(26,25),1.74854 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.477714 # DEPENDENCYPART_GRANDPAR
