# _root_ Volent potser calmar les ansietats dels diputats , Putin va subratllar que Moscou pretén augmentar " l' eficàcia del seu poder de dissuasió " , encara_que no incrementant " quantitativament " el nombre de caps nuclears .
#goldHeads=11,1,1,5,3,5,6,1,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,18,28,28,28,15,30,28,30,33,28,33,34,35,11,
#predictedHeads=11,3,1,5,3,5,6,1,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,18,28,28,28,15,30,28,30,33,28,33,34,35,11,
(0,15),(15,6),-0.747232 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.901528 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.0998755 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.893551 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.0281828 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.879211 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.293965 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.100499 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.326791 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.378787 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.948798 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.264372 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.556323 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.142049 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.194209 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),-0.225009 # DEPENDENCYPART_GRANDPAR
(0,15),(15,26),-1.24298 # DEPENDENCYPART_GRANDPAR
(0,15),(15,27),-0.439296 # DEPENDENCYPART_GRANDPAR
(0,15),(15,28),-0.355489 # DEPENDENCYPART_GRANDPAR
(0,15),(15,29),-0.358368 # DEPENDENCYPART_GRANDPAR
(0,15),(15,30),-0.18468 # DEPENDENCYPART_GRANDPAR
(0,15),(15,33),-0.2426 # DEPENDENCYPART_GRANDPAR
(0,15),(15,36),-0.456968 # DEPENDENCYPART_GRANDPAR
(0,15),(15,37),2.71884 # DEPENDENCYPART_GRANDPAR
(0,28),(28,1),1.09778 # DEPENDENCYPART_GRANDPAR
(0,28),(28,2),0.100478 # DEPENDENCYPART_GRANDPAR
(0,28),(28,3),-0.168651 # DEPENDENCYPART_GRANDPAR
(0,28),(28,5),0.0466995 # DEPENDENCYPART_GRANDPAR
(0,28),(28,9),0.106917 # DEPENDENCYPART_GRANDPAR
(0,28),(28,10),0.92627 # DEPENDENCYPART_GRANDPAR
(0,28),(28,11),0.0108644 # DEPENDENCYPART_GRANDPAR
(0,28),(28,12),-0.880458 # DEPENDENCYPART_GRANDPAR
(0,28),(28,13),-0.286924 # DEPENDENCYPART_GRANDPAR
(0,28),(28,14),0.139546 # DEPENDENCYPART_GRANDPAR
(0,28),(28,15),-0.14511 # DEPENDENCYPART_GRANDPAR
(0,28),(28,16),-0.734095 # DEPENDENCYPART_GRANDPAR
(0,28),(28,17),-0.41719 # DEPENDENCYPART_GRANDPAR
(0,28),(28,18),-0.475784 # DEPENDENCYPART_GRANDPAR
(0,28),(28,19),-1.38245 # DEPENDENCYPART_GRANDPAR
(0,28),(28,21),-0.276191 # DEPENDENCYPART_GRANDPAR
(0,28),(28,22),-0.735998 # DEPENDENCYPART_GRANDPAR
(0,28),(28,23),-0.251464 # DEPENDENCYPART_GRANDPAR
(0,28),(28,24),-0.601513 # DEPENDENCYPART_GRANDPAR
(0,28),(28,25),-0.68181 # DEPENDENCYPART_GRANDPAR
(0,28),(28,26),-2.11372 # DEPENDENCYPART_GRANDPAR
(0,28),(28,27),-0.627925 # DEPENDENCYPART_GRANDPAR
(0,28),(28,29),-0.412994 # DEPENDENCYPART_GRANDPAR
(0,28),(28,30),-0.196364 # DEPENDENCYPART_GRANDPAR
(0,28),(28,31),-0.552347 # DEPENDENCYPART_GRANDPAR
(0,28),(28,33),-0.243966 # DEPENDENCYPART_GRANDPAR
(0,28),(28,34),-0.831217 # DEPENDENCYPART_GRANDPAR
(0,28),(28,35),-0.465393 # DEPENDENCYPART_GRANDPAR
(0,28),(28,36),-0.474198 # DEPENDENCYPART_GRANDPAR
(0,28),(28,37),2.67512 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.460569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.433168 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.232796 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.0386907 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.468978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.503163 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.467785 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.0404193 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.264813 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.108873 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.0373046 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.240081 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.112378 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-1.11048 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.126052 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.193016 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.137845 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.0647374 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),0.214863 # DEPENDENCYPART_GRANDPAR
(1,3),(3,24),-0.0510135 # DEPENDENCYPART_GRANDPAR
(1,3),(3,25),0.00633189 # DEPENDENCYPART_GRANDPAR
(1,3),(3,28),0.0817967 # DEPENDENCYPART_GRANDPAR
(1,3),(3,29),-0.340407 # DEPENDENCYPART_GRANDPAR
(1,3),(3,33),-0.0180426 # DEPENDENCYPART_GRANDPAR
(1,3),(3,37),-1.76762 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.258774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.468397 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.714187 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.45991 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.181755 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.205115 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.15661 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.0929789 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.173645 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),0.179331 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-1.38143 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.183934 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.107651 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.0664738 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.0868024 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),0.158805 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.308743 # DEPENDENCYPART_GRANDPAR
(1,5),(5,33),-0.0944494 # DEPENDENCYPART_GRANDPAR
(1,6),(6,2),0.393599 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.247906 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.150742 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.0795837 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.151297 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.134128 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.434624 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.106894 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.0569334 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.16148 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),0.191497 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-1.36732 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.147888 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.0954851 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.0543084 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),0.19485 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.178953 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.0462988 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.174647 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.539374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.491005 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.428028 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.496316 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),0.408296 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.00992391 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.172741 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.304707 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.251179 # DEPENDENCYPART_GRANDPAR
(1,10),(10,37),-1.82522 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.512556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.47842 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.454865 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),0.22341 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.449772 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.0975825 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.25452 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),0.337492 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.056468 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.0263967 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-1.11024 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.116967 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.184747 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.129345 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.0611354 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),0.223947 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.432576 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-0.13167 # DEPENDENCYPART_GRANDPAR
(1,11),(11,24),-0.0474115 # DEPENDENCYPART_GRANDPAR
(1,11),(11,25),0.00851554 # DEPENDENCYPART_GRANDPAR
(1,11),(11,26),0.49757 # DEPENDENCYPART_GRANDPAR
(1,11),(11,28),0.0902961 # DEPENDENCYPART_GRANDPAR
(1,11),(11,29),-0.336805 # DEPENDENCYPART_GRANDPAR
(1,11),(11,30),-0.310147 # DEPENDENCYPART_GRANDPAR
(1,11),(11,31),-0.272201 # DEPENDENCYPART_GRANDPAR
(1,11),(11,36),-0.504421 # DEPENDENCYPART_GRANDPAR
(1,11),(11,37),-1.76475 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.184569 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),0.465772 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-1.01686 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.107658 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.0664816 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),0.158802 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.510018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),0.496599 # DEPENDENCYPART_GRANDPAR
(1,14),(14,3),0.457403 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),0.491641 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.0145995 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),0.0392114 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),0.222056 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.348162 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.100152 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.125589 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.0796277 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),0.205468 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.437702 # DEPENDENCYPART_GRANDPAR
(1,14),(14,21),-0.633237 # DEPENDENCYPART_GRANDPAR
(1,14),(14,22),-0.132346 # DEPENDENCYPART_GRANDPAR
(1,14),(14,24),-0.0659038 # DEPENDENCYPART_GRANDPAR
(1,14),(14,25),-0.00376249 # DEPENDENCYPART_GRANDPAR
(1,14),(14,26),0.485775 # DEPENDENCYPART_GRANDPAR
(1,14),(14,28),0.0940524 # DEPENDENCYPART_GRANDPAR
(1,14),(14,29),-0.355297 # DEPENDENCYPART_GRANDPAR
(1,14),(14,30),-0.321554 # DEPENDENCYPART_GRANDPAR
(1,14),(14,31),-0.290693 # DEPENDENCYPART_GRANDPAR
(1,14),(14,33),-0.0274375 # DEPENDENCYPART_GRANDPAR
(1,14),(14,36),-0.514306 # DEPENDENCYPART_GRANDPAR
(1,14),(14,37),-1.76322 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.514076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),0.460672 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),0.453345 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),0.463043 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.0995715 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),0.26313 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.0431973 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),0.0377734 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),0.217998 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.345171 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.12875 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.155721 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.0586772 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),0.204408 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.454835 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-0.634392 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-0.151557 # DEPENDENCYPART_GRANDPAR
(1,15),(15,23),-0.34142 # DEPENDENCYPART_GRANDPAR
(1,15),(15,24),-0.0449533 # DEPENDENCYPART_GRANDPAR
(1,15),(15,25),0.00687431 # DEPENDENCYPART_GRANDPAR
(1,15),(15,26),0.484471 # DEPENDENCYPART_GRANDPAR
(1,15),(15,27),-0.360215 # DEPENDENCYPART_GRANDPAR
(1,15),(15,28),0.0541673 # DEPENDENCYPART_GRANDPAR
(1,15),(15,29),-0.334347 # DEPENDENCYPART_GRANDPAR
(1,15),(15,30),-0.321178 # DEPENDENCYPART_GRANDPAR
(1,15),(15,33),-0.0291454 # DEPENDENCYPART_GRANDPAR
(1,15),(15,36),-0.521124 # DEPENDENCYPART_GRANDPAR
(1,15),(15,37),-1.76691 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-0.262812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,3),0.710148 # DEPENDENCYPART_GRANDPAR
(1,18),(18,6),0.174936 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-1.02085 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.186055 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.533502 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.291189 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-1.22507 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),-0.658405 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),0.00597736 # DEPENDENCYPART_GRANDPAR
(1,18),(18,23),-0.374777 # DEPENDENCYPART_GRANDPAR
(1,18),(18,24),-0.0642026 # DEPENDENCYPART_GRANDPAR
(1,18),(18,25),-0.250652 # DEPENDENCYPART_GRANDPAR
(1,18),(18,26),0.194854 # DEPENDENCYPART_GRANDPAR
(1,18),(18,28),0.174031 # DEPENDENCYPART_GRANDPAR
(1,18),(18,29),-0.353596 # DEPENDENCYPART_GRANDPAR
(1,18),(18,30),-0.380537 # DEPENDENCYPART_GRANDPAR
(1,18),(18,31),-0.288992 # DEPENDENCYPART_GRANDPAR
(1,18),(18,33),-0.0824624 # DEPENDENCYPART_GRANDPAR
(1,18),(18,36),-0.537349 # DEPENDENCYPART_GRANDPAR
(1,18),(18,37),-1.88952 # DEPENDENCYPART_GRANDPAR
(1,28),(28,1),-0.514357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,28),(28,2),0.473293 # DEPENDENCYPART_GRANDPAR
(1,28),(28,3),0.453064 # DEPENDENCYPART_GRANDPAR
(1,28),(28,5),0.468281 # DEPENDENCYPART_GRANDPAR
(1,28),(28,9),-0.0379597 # DEPENDENCYPART_GRANDPAR
(1,28),(28,10),0.0348867 # DEPENDENCYPART_GRANDPAR
(1,28),(28,11),0.217717 # DEPENDENCYPART_GRANDPAR
(1,28),(28,12),-0.367814 # DEPENDENCYPART_GRANDPAR
(1,28),(28,13),-0.123512 # DEPENDENCYPART_GRANDPAR
(1,28),(28,14),-0.156002 # DEPENDENCYPART_GRANDPAR
(1,28),(28,15),-0.0682367 # DEPENDENCYPART_GRANDPAR
(1,28),(28,16),-0.0461399 # DEPENDENCYPART_GRANDPAR
(1,28),(28,17),-0.827896 # DEPENDENCYPART_GRANDPAR
(1,28),(28,18),0.19706 # DEPENDENCYPART_GRANDPAR
(1,28),(28,19),-0.532861 # DEPENDENCYPART_GRANDPAR
(1,28),(28,21),-0.508959 # DEPENDENCYPART_GRANDPAR
(1,28),(28,22),-0.101749 # DEPENDENCYPART_GRANDPAR
(1,28),(28,23),-0.330368 # DEPENDENCYPART_GRANDPAR
(1,28),(28,24),-0.032416 # DEPENDENCYPART_GRANDPAR
(1,28),(28,25),0.198066 # DEPENDENCYPART_GRANDPAR
(1,28),(28,26),0.49858 # DEPENDENCYPART_GRANDPAR
(1,28),(28,27),-0.141248 # DEPENDENCYPART_GRANDPAR
(1,28),(28,29),-0.350903 # DEPENDENCYPART_GRANDPAR
(1,28),(28,30),-0.325042 # DEPENDENCYPART_GRANDPAR
(1,28),(28,31),-0.286299 # DEPENDENCYPART_GRANDPAR
(1,28),(28,33),-0.0235031 # DEPENDENCYPART_GRANDPAR
(1,28),(28,34),-0.512361 # DEPENDENCYPART_GRANDPAR
(1,28),(28,35),-0.175818 # DEPENDENCYPART_GRANDPAR
(1,28),(28,36),-0.519035 # DEPENDENCYPART_GRANDPAR
(1,28),(28,37),-1.77603 # DEPENDENCYPART_GRANDPAR
(1,33),(33,29),-0.446456 # DEPENDENCYPART_GRANDPAR
(1,33),(33,30),-0.31335 # DEPENDENCYPART_GRANDPAR
(1,33),(33,31),-0.381852 # DEPENDENCYPART_GRANDPAR
(1,33),(33,32),-0.739961 # DEPENDENCYPART_GRANDPAR
(1,33),(33,34),-0.317181 # DEPENDENCYPART_GRANDPAR
(1,33),(33,35),-0.17464 # DEPENDENCYPART_GRANDPAR
(1,33),(33,36),-0.511375 # DEPENDENCYPART_GRANDPAR
(1,33),(33,37),-1.87676 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.83025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.891784 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-1.27752 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.39848 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-1.29626 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.31388 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-1.59406 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-1.56581 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.53258 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-1.29173 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-1.76321 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-1.61975 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-1.6027 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-1.41003 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-1.92733 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-1.38551 # DEPENDENCYPART_GRANDPAR
(2,1),(1,25),-1.41701 # DEPENDENCYPART_GRANDPAR
(2,1),(1,28),-1.98488 # DEPENDENCYPART_GRANDPAR
(2,1),(1,29),-1.55806 # DEPENDENCYPART_GRANDPAR
(2,1),(1,31),-1.51189 # DEPENDENCYPART_GRANDPAR
(2,1),(1,33),-2.22634 # DEPENDENCYPART_GRANDPAR
(2,1),(1,37),-1.92588 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.02414 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.14091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,5),-0.457202 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.698212 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.474427 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.547565 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.773209 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.828689 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.722678 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.574647 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.94291 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.804648 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.785426 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.722013 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-1.10701 # DEPENDENCYPART_GRANDPAR
(2,3),(3,24),-0.697492 # DEPENDENCYPART_GRANDPAR
(2,3),(3,25),-0.650691 # DEPENDENCYPART_GRANDPAR
(2,3),(3,28),-1.17737 # DEPENDENCYPART_GRANDPAR
(2,3),(3,29),-0.870044 # DEPENDENCYPART_GRANDPAR
(2,3),(3,33),-1.39946 # DEPENDENCYPART_GRANDPAR
(2,3),(3,37),-1.19682 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.02971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,4),-0.458265 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.377353 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.591807 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.665714 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.635858 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.388382 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.83453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.765928 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.73589 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-1.05272 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-1.41387 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.31483 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-1.4209 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-1.1062 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-2.18195 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-1.54776 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-1.42699 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-1.22024 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-1.35313 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-1.1358 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-1.53258 # DEPENDENCYPART_GRANDPAR
(3,1),(1,25),-1.57898 # DEPENDENCYPART_GRANDPAR
(3,1),(1,28),-1.2576 # DEPENDENCYPART_GRANDPAR
(3,1),(1,29),-1.82761 # DEPENDENCYPART_GRANDPAR
(3,1),(1,31),-1.71847 # DEPENDENCYPART_GRANDPAR
(3,1),(1,33),-1.47955 # DEPENDENCYPART_GRANDPAR
(3,1),(1,37),-3.05993 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.474031 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.46972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,6),-0.428679 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.13205 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.21227 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.03659 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.421337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.0027 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.113639 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0483327 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.455832 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.318645 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.388157 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.027439 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-1.47088 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.554773 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.264678 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.0723776 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.228909 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.123092 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.192189 # DEPENDENCYPART_GRANDPAR
(3,5),(5,33),-0.488616 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.17347 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.782408 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.12468 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.392785 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.398938 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.0324485 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.977416 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.406117 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.2826 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.375992 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.0396044 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-1.45677 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.518728 # DEPENDENCYPART_GRANDPAR
