# _root_ Mentre viu a sota de les branques o de les pedres dels jardins públics , com passa al Palau_de_Pedralbes de Barcelona , no hi ha tantes queixes : " Els problemes comencen a aparèixer quan s' acosten a les cases " .
#goldHeads=2,25,2,3,4,7,5,5,5,11,9,5,12,13,17,17,2,17,18,19,20,2,25,25,0,27,25,34,34,31,34,34,34,25,37,37,34,37,40,38,34,25,
#predictedHeads=2,0,2,3,4,7,5,5,5,11,9,11,12,13,17,17,2,17,18,19,20,17,25,25,17,27,25,34,34,31,34,34,34,27,37,37,34,37,40,38,34,2,
(2,18),(18,21),-0.645021 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-0.421739 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.422446 # DEPENDENCYPART_GRANDPAR
(2,18),(18,33),-0.233583 # DEPENDENCYPART_GRANDPAR
(2,25),(25,1),-1.27812 # DEPENDENCYPART_GRANDPAR
(2,25),(25,3),0.186021 # DEPENDENCYPART_GRANDPAR
(2,25),(25,8),-0.0420354 # DEPENDENCYPART_GRANDPAR
(2,25),(25,9),-0.0821892 # DEPENDENCYPART_GRANDPAR
(2,25),(25,11),-0.0411618 # DEPENDENCYPART_GRANDPAR
(2,25),(25,15),0.238936 # DEPENDENCYPART_GRANDPAR
(2,25),(25,16),-0.20925 # DEPENDENCYPART_GRANDPAR
(2,25),(25,17),0.172188 # DEPENDENCYPART_GRANDPAR
(2,25),(25,18),-0.101194 # DEPENDENCYPART_GRANDPAR
(2,25),(25,20),-0.428943 # DEPENDENCYPART_GRANDPAR
(2,25),(25,22),-0.0268717 # DEPENDENCYPART_GRANDPAR
(2,25),(25,23),-0.18924 # DEPENDENCYPART_GRANDPAR
(2,25),(25,24),0.85389 # DEPENDENCYPART_GRANDPAR
(2,25),(25,26),-0.629278 # DEPENDENCYPART_GRANDPAR
(2,25),(25,27),-0.62056 # DEPENDENCYPART_GRANDPAR
(2,25),(25,29),-0.435616 # DEPENDENCYPART_GRANDPAR
(2,25),(25,31),-0.577416 # DEPENDENCYPART_GRANDPAR
(2,25),(25,32),-0.390482 # DEPENDENCYPART_GRANDPAR
(2,25),(25,33),-0.294173 # DEPENDENCYPART_GRANDPAR
(2,25),(25,34),-0.152482 # DEPENDENCYPART_GRANDPAR
(2,25),(25,35),-1.20053 # DEPENDENCYPART_GRANDPAR
(2,25),(25,37),-0.66658 # DEPENDENCYPART_GRANDPAR
(2,25),(25,38),-0.533144 # DEPENDENCYPART_GRANDPAR
(2,25),(25,41),-0.393443 # DEPENDENCYPART_GRANDPAR
(2,25),(25,42),-2.16207 # DEPENDENCYPART_GRANDPAR
(2,32),(32,1),-1.26696 # DEPENDENCYPART_GRANDPAR
(2,32),(32,2),-0.734605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,32),(32,4),-0.233466 # DEPENDENCYPART_GRANDPAR
(2,32),(32,11),-0.0758193 # DEPENDENCYPART_GRANDPAR
(2,32),(32,17),0.130344 # DEPENDENCYPART_GRANDPAR
(2,32),(32,18),-0.165797 # DEPENDENCYPART_GRANDPAR
(2,32),(32,24),0.703551 # DEPENDENCYPART_GRANDPAR
(2,32),(32,25),0.402889 # DEPENDENCYPART_GRANDPAR
(2,32),(32,27),-0.641704 # DEPENDENCYPART_GRANDPAR
(2,32),(32,28),-0.029161 # DEPENDENCYPART_GRANDPAR
(2,32),(32,29),-0.382012 # DEPENDENCYPART_GRANDPAR
(2,32),(32,30),-0.975319 # DEPENDENCYPART_GRANDPAR
(2,32),(32,31),-0.61587 # DEPENDENCYPART_GRANDPAR
(2,32),(32,33),-0.301429 # DEPENDENCYPART_GRANDPAR
(2,32),(32,34),-0.118978 # DEPENDENCYPART_GRANDPAR
(2,32),(32,35),-1.22188 # DEPENDENCYPART_GRANDPAR
(2,32),(32,37),-0.633076 # DEPENDENCYPART_GRANDPAR
(2,32),(32,38),-0.5404 # DEPENDENCYPART_GRANDPAR
(2,32),(32,41),-0.355347 # DEPENDENCYPART_GRANDPAR
(2,32),(32,42),-2.12029 # DEPENDENCYPART_GRANDPAR
(2,33),(33,31),-0.564897 # DEPENDENCYPART_GRANDPAR
(2,33),(33,34),0.0552878 # DEPENDENCYPART_GRANDPAR
(2,33),(33,35),-1.52162 # DEPENDENCYPART_GRANDPAR
(2,33),(33,37),-0.451113 # DEPENDENCYPART_GRANDPAR
(2,33),(33,38),-0.304139 # DEPENDENCYPART_GRANDPAR
(2,33),(33,41),-0.399837 # DEPENDENCYPART_GRANDPAR
(2,34),(34,1),-1.26688 # DEPENDENCYPART_GRANDPAR
(2,34),(34,2),-0.691891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,34),(34,3),0.151442 # DEPENDENCYPART_GRANDPAR
(2,34),(34,4),-0.189549 # DEPENDENCYPART_GRANDPAR
(2,34),(34,7),0.0242639 # DEPENDENCYPART_GRANDPAR
(2,34),(34,8),-0.0606241 # DEPENDENCYPART_GRANDPAR
(2,34),(34,11),-0.0278721 # DEPENDENCYPART_GRANDPAR
(2,34),(34,14),-0.206477 # DEPENDENCYPART_GRANDPAR
(2,34),(34,17),0.173059 # DEPENDENCYPART_GRANDPAR
(2,34),(34,18),-0.120008 # DEPENDENCYPART_GRANDPAR
(2,34),(34,19),-0.501804 # DEPENDENCYPART_GRANDPAR
(2,34),(34,24),0.737401 # DEPENDENCYPART_GRANDPAR
(2,34),(34,25),0.445686 # DEPENDENCYPART_GRANDPAR
(2,34),(34,27),-0.593756 # DEPENDENCYPART_GRANDPAR
(2,34),(34,28),0.0176841 # DEPENDENCYPART_GRANDPAR
(2,34),(34,29),-0.340449 # DEPENDENCYPART_GRANDPAR
(2,34),(34,30),-0.943175 # DEPENDENCYPART_GRANDPAR
(2,34),(34,31),-0.567923 # DEPENDENCYPART_GRANDPAR
(2,34),(34,32),-0.194042 # DEPENDENCYPART_GRANDPAR
(2,34),(34,33),-0.288636 # DEPENDENCYPART_GRANDPAR
(2,34),(34,35),-1.19079 # DEPENDENCYPART_GRANDPAR
(2,34),(34,37),-0.606894 # DEPENDENCYPART_GRANDPAR
(2,34),(34,38),-0.48281 # DEPENDENCYPART_GRANDPAR
(2,34),(34,41),-0.32821 # DEPENDENCYPART_GRANDPAR
(2,34),(34,42),-2.08652 # DEPENDENCYPART_GRANDPAR
(2,37),(37,1),-1.26688 # DEPENDENCYPART_GRANDPAR
(2,37),(37,2),-0.721114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,37),(37,4),-0.216224 # DEPENDENCYPART_GRANDPAR
(2,37),(37,24),0.716771 # DEPENDENCYPART_GRANDPAR
(2,37),(37,25),0.416464 # DEPENDENCYPART_GRANDPAR
(2,37),(37,27),-0.614906 # DEPENDENCYPART_GRANDPAR
(2,37),(37,28),0.000319436 # DEPENDENCYPART_GRANDPAR
(2,37),(37,29),-0.357814 # DEPENDENCYPART_GRANDPAR
(2,37),(37,31),-0.589073 # DEPENDENCYPART_GRANDPAR
(2,37),(37,32),-0.223264 # DEPENDENCYPART_GRANDPAR
(2,37),(37,33),-0.311214 # DEPENDENCYPART_GRANDPAR
(2,37),(37,34),-0.0126045 # DEPENDENCYPART_GRANDPAR
(2,37),(37,35),-1.17218 # DEPENDENCYPART_GRANDPAR
(2,37),(37,36),0.964964 # DEPENDENCYPART_GRANDPAR
(2,37),(37,38),-0.50139 # DEPENDENCYPART_GRANDPAR
(2,37),(37,40),-0.869277 # DEPENDENCYPART_GRANDPAR
(2,37),(37,41),-0.339966 # DEPENDENCYPART_GRANDPAR
(2,37),(37,42),-2.09995 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.44032 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.51064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.452779 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.587 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.221065 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.62368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.53369 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.569372 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.890142 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.16111 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.703594 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.953998 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.921551 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.02994 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.906263 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-1.34978 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.898958 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.31035 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-1.02183 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-1.6105 # DEPENDENCYPART_GRANDPAR
(3,2),(2,25),-1.85542 # DEPENDENCYPART_GRANDPAR
(3,2),(2,29),-1.35698 # DEPENDENCYPART_GRANDPAR
(3,2),(2,32),-1.35606 # DEPENDENCYPART_GRANDPAR
(3,2),(2,33),-1.47449 # DEPENDENCYPART_GRANDPAR
(3,2),(2,34),-1.41421 # DEPENDENCYPART_GRANDPAR
(3,2),(2,37),-1.71225 # DEPENDENCYPART_GRANDPAR
(3,2),(2,41),-1.69654 # DEPENDENCYPART_GRANDPAR
(3,2),(2,42),-3.4649 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.657597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.371939 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.0291531 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.354626 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.237717 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.0141343 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.378394 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.306436 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.12071 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.23235 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.651635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.509021 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.30843 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.164432 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.443747 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.0981024 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.332052 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.686826 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.289432 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.504437 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.54554 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.17901 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.740807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.347977 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.397913 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0524631 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.302604 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.334503 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.262971 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),0.0766439 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.346516 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.0558155 # DEPENDENCYPART_GRANDPAR
(3,7),(7,27),-0.56275 # DEPENDENCYPART_GRANDPAR
(3,7),(7,31),-0.59208 # DEPENDENCYPART_GRANDPAR
(3,7),(7,42),-2.66908 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.184486 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.53025 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.228682 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.332052 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.307558 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.182982 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.686826 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.289432 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.54554 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.0212944 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.218347 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.162764 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.577925 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.181628 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.344627 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.143235 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.250649 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.47711 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.342628 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.679913 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.44081 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.816322 # DEPENDENCYPART_GRANDPAR
(3,16),(16,35),-1.43083 # DEPENDENCYPART_GRANDPAR
(3,16),(16,42),-2.76629 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.651374 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.497096 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.87933 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.792065 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-1.10883 # DEPENDENCYPART_GRANDPAR
(3,18),(18,33),-0.842203 # DEPENDENCYPART_GRANDPAR
(3,33),(33,31),-0.058839 # DEPENDENCYPART_GRANDPAR
(3,33),(33,34),-0.255051 # DEPENDENCYPART_GRANDPAR
(3,33),(33,35),-1.40043 # DEPENDENCYPART_GRANDPAR
(3,33),(33,37),-0.55067 # DEPENDENCYPART_GRANDPAR
(3,33),(33,38),-1.01815 # DEPENDENCYPART_GRANDPAR
(3,33),(33,41),-0.814305 # DEPENDENCYPART_GRANDPAR
(3,38),(38,35),-1.08529 # DEPENDENCYPART_GRANDPAR
(3,38),(38,39),-2.32056 # DEPENDENCYPART_GRANDPAR
(3,38),(38,40),-1.24381 # DEPENDENCYPART_GRANDPAR
(3,38),(38,41),-0.814305 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.457059 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.155667 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.61483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.830497 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.747354 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.866543 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.991109 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.20885 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.1191 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.8994 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-1.30819 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-1.31055 # DEPENDENCYPART_GRANDPAR
(4,3),(3,33),-1.58767 # DEPENDENCYPART_GRANDPAR
(4,3),(3,38),-1.74225 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.08904 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.998504 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.793197 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.874575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.252857 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.365418 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0485407 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.155871 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.440628 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.345516 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.194036 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.550645 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.354671 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.10907 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.719766 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.832885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.00769337 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.176657 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.176771 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.224042 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.00950444 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.431634 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.218607 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.438232 # DEPENDENCYPART_GRANDPAR
(4,7),(7,27),-0.183578 # DEPENDENCYPART_GRANDPAR
(4,7),(7,31),-0.421324 # DEPENDENCYPART_GRANDPAR
(4,7),(7,42),-1.08252 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0352365 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.378232 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.302201 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.440628 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.0959449 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.299761 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.345516 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.194036 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.354671 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.369014 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.0264741 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.381634 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.397645 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.204935 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.537519 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.491178 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-1.1131 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-1.08208 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-0.826136 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.953688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),-0.167206 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),0.065962 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.118203 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.327818 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),0.0033415 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.602823 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.202982 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.503284 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.307824 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),0.0743834 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.52535 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.234597 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.512645 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.124529 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.57148 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.0708143 # DEPENDENCYPART_GRANDPAR
(4,17),(17,24),-0.420189 # DEPENDENCYPART_GRANDPAR
(4,17),(17,25),-0.667983 # DEPENDENCYPART_GRANDPAR
(4,17),(17,27),-0.154695 # DEPENDENCYPART_GRANDPAR
(4,17),(17,28),-0.633777 # DEPENDENCYPART_GRANDPAR
(4,17),(17,29),-0.702181 # DEPENDENCYPART_GRANDPAR
(4,17),(17,31),-0.393324 # DEPENDENCYPART_GRANDPAR
(4,17),(17,32),-0.79646 # DEPENDENCYPART_GRANDPAR
(4,17),(17,33),-0.827137 # DEPENDENCYPART_GRANDPAR
(4,17),(17,34),-0.846027 # DEPENDENCYPART_GRANDPAR
(4,17),(17,35),-0.432686 # DEPENDENCYPART_GRANDPAR
(4,17),(17,37),-0.802774 # DEPENDENCYPART_GRANDPAR
(4,17),(17,38),-0.981713 # DEPENDENCYPART_GRANDPAR
(4,17),(17,41),-0.827906 # DEPENDENCYPART_GRANDPAR
(4,17),(17,42),-1.14731 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.46965 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.225508 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.65406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,9),-0.969206 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.428134 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0579923 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.282398 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.76575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.647451 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-1.34688 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-1.0809 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.04792 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.956025 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.954156 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.81187 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.568 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-1.07912 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.21152 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-1.204 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-1.81536 # DEPENDENCYPART_GRANDPAR
(5,2),(2,25),-1.58304 # DEPENDENCYPART_GRANDPAR
(5,2),(2,29),-1.51134 # DEPENDENCYPART_GRANDPAR
(5,2),(2,32),-1.34026 # DEPENDENCYPART_GRANDPAR
(5,2),(2,33),-1.59764 # DEPENDENCYPART_GRANDPAR
(5,2),(2,34),-1.19536 # DEPENDENCYPART_GRANDPAR
(5,2),(2,37),-1.58547 # DEPENDENCYPART_GRANDPAR
(5,2),(2,41),-1.79227 # DEPENDENCYPART_GRANDPAR
(5,2),(2,42),-3.41069 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.750134 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.407371 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0108152 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.68895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.593505 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.26814 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-1.00409 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.870327 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.48597 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.00026 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.12406 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-1.73333 # DEPENDENCYPART_GRANDPAR
(5,3),(3,33),-1.51973 # DEPENDENCYPART_GRANDPAR
(5,3),(3,38),-1.61283 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.337618 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.64432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.522377 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.24958 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.959467 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.840368 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.44287 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-1.05037 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.09882 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.17393 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.69856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),-0.639796 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.37341 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.00728 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.18512 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.527373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.438247 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.600746 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.359695 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.407938 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.188441 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.321601 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.00458062 # DEPENDENCYPART_GRANDPAR
(5,7),(7,27),-0.450414 # DEPENDENCYPART_GRANDPAR
(5,7),(7,31),-0.527664 # DEPENDENCYPART_GRANDPAR
(5,7),(7,42),-2.59658 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.435274 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.715141 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.109731 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.33593 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0185225 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.0941974 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.760158 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.365661 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.634027 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.301718 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.0792347 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.0230855 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.710094 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.321967 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.537957 # DEPENDENCYPART_GRANDPAR
