# _root_ La majoria dels treballs presentats són de centres de la comarca d' Osona -Fpa- 39 -Fpt- , seguits dels 18 de La_Selva i La_Garrotxa , dels 15 del Bages i de 7 del Vallès_Oriental .
#goldHeads=2,6,2,3,4,0,6,7,8,11,9,11,12,15,2,15,18,2,18,19,20,21,22,22,19,19,26,27,28,19,19,31,32,33,6,
#predictedHeads=2,6,2,3,4,0,6,7,8,11,9,11,12,15,13,15,18,6,18,19,20,21,22,22,18,20,26,27,28,28,28,31,32,33,6,
(6,13),(13,23),0.091746 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),0.3297 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.158606 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),0.0892564 # DEPENDENCYPART_GRANDPAR
(6,15),(15,7),0.346776 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.122133 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.156326 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.0660308 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.062833 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.0409091 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),0.113373 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.171716 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),0.180281 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),0.180677 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.0323162 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),0.351784 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.0706124 # DEPENDENCYPART_GRANDPAR
(6,15),(15,27),-0.380885 # DEPENDENCYPART_GRANDPAR
(6,15),(15,29),0.142145 # DEPENDENCYPART_GRANDPAR
(6,15),(15,30),0.0939837 # DEPENDENCYPART_GRANDPAR
(6,15),(15,32),-0.597305 # DEPENDENCYPART_GRANDPAR
(6,15),(15,34),0.194034 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.154286 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.184845 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.107955 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.199686 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),0.0987038 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.0545041 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.152137 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),0.0624091 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),0.10446 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.0804586 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),0.275566 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),-0.0463105 # DEPENDENCYPART_GRANDPAR
(6,18),(18,26),-0.171973 # DEPENDENCYPART_GRANDPAR
(6,18),(18,28),-0.112341 # DEPENDENCYPART_GRANDPAR
(6,18),(18,33),-0.324855 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.348683 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),0.17903 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),0.136942 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.271527 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.182093 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.0574176 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.20372 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),0.11443 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.26704 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),-0.263632 # DEPENDENCYPART_GRANDPAR
(6,19),(19,28),-0.290862 # DEPENDENCYPART_GRANDPAR
(6,19),(19,30),-0.0774197 # DEPENDENCYPART_GRANDPAR
(6,19),(19,31),-0.390399 # DEPENDENCYPART_GRANDPAR
(6,19),(19,33),-0.503376 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),0.0892568 # DEPENDENCYPART_GRANDPAR
(6,20),(20,7),0.379953 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),0.15531 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),0.0809902 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),0.150258 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),0.182805 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.0229564 # DEPENDENCYPART_GRANDPAR
(6,20),(20,24),0.353911 # DEPENDENCYPART_GRANDPAR
(6,20),(20,25),-0.0719104 # DEPENDENCYPART_GRANDPAR
(6,20),(20,26),-0.0225878 # DEPENDENCYPART_GRANDPAR
(6,20),(20,27),-0.392054 # DEPENDENCYPART_GRANDPAR
(6,20),(20,28),-0.00642587 # DEPENDENCYPART_GRANDPAR
(6,20),(20,29),0.144272 # DEPENDENCYPART_GRANDPAR
(6,20),(20,30),0.103344 # DEPENDENCYPART_GRANDPAR
(6,20),(20,32),-0.608474 # DEPENDENCYPART_GRANDPAR
(6,20),(20,34),0.196161 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),0.0911455 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),0.336579 # DEPENDENCYPART_GRANDPAR
(6,22),(22,26),0.00410116 # DEPENDENCYPART_GRANDPAR
(6,22),(22,27),-0.308286 # DEPENDENCYPART_GRANDPAR
(6,22),(22,28),-0.000593085 # DEPENDENCYPART_GRANDPAR
(6,22),(22,29),0.1262 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),0.225702 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.134684 # DEPENDENCYPART_GRANDPAR
(6,24),(24,26),0.00410116 # DEPENDENCYPART_GRANDPAR
(6,24),(24,27),-0.308286 # DEPENDENCYPART_GRANDPAR
(6,24),(24,28),-0.000593085 # DEPENDENCYPART_GRANDPAR
(6,24),(24,29),0.123584 # DEPENDENCYPART_GRANDPAR
(6,24),(24,32),-0.523696 # DEPENDENCYPART_GRANDPAR
(6,27),(27,3),0.0892495 # DEPENDENCYPART_GRANDPAR
(6,27),(27,19),0.0452471 # DEPENDENCYPART_GRANDPAR
(6,27),(27,21),0.0210193 # DEPENDENCYPART_GRANDPAR
(6,27),(27,25),-0.051868 # DEPENDENCYPART_GRANDPAR
(6,27),(27,26),-0.0722222 # DEPENDENCYPART_GRANDPAR
(6,27),(27,28),0.0052661 # DEPENDENCYPART_GRANDPAR
(6,27),(27,29),0.132881 # DEPENDENCYPART_GRANDPAR
(6,27),(27,30),0.0854672 # DEPENDENCYPART_GRANDPAR
(6,27),(27,31),-0.042285 # DEPENDENCYPART_GRANDPAR
(6,27),(27,32),-0.605278 # DEPENDENCYPART_GRANDPAR
(6,27),(27,33),-0.207248 # DEPENDENCYPART_GRANDPAR
(6,27),(27,34),0.18477 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.316529 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.105588 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.57303 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.180332 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.656395 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.50243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,2),-1.39707 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.771623 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.29857 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.374918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.120287 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.135977 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.0835253 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.422502 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.0928063 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.0869325 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.163999 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.309954 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.366553 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.051357 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.304328 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.0842562 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),0.164508 # DEPENDENCYPART_GRANDPAR
(7,8),(8,24),0.0997807 # DEPENDENCYPART_GRANDPAR
(7,8),(8,27),-0.563015 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.402537 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.152694 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0784175 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.522693 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.136412 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.0928316 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.461605 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.285049 # DEPENDENCYPART_GRANDPAR
(7,9),(9,26),0.0205151 # DEPENDENCYPART_GRANDPAR
(7,9),(9,28),-0.0169642 # DEPENDENCYPART_GRANDPAR
(7,9),(9,30),-0.383592 # DEPENDENCYPART_GRANDPAR
(7,9),(9,31),-0.732979 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.178159 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0166434 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.334968 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.168692 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.152089 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.238997 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.391684 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.456646 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.130958 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.369485 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.204739 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),0.0676043 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),0.0114582 # DEPENDENCYPART_GRANDPAR
(7,11),(11,27),-0.628172 # DEPENDENCYPART_GRANDPAR
(7,11),(11,32),-0.575896 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.297747 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.455225 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.0706807 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.0323964 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.20302 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.327068 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.270137 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.301847 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),0.132034 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.155694 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.179205 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.2609 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.138485 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.244812 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.065423 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),0.256856 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),0.25927 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),0.373368 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.473269 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),0.128747 # DEPENDENCYPART_GRANDPAR
(7,18),(18,28),0.126582 # DEPENDENCYPART_GRANDPAR
(7,18),(18,33),0.214062 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),-0.36395 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),0.0555531 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.265842 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),0.240003 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),0.207962 # DEPENDENCYPART_GRANDPAR
(7,21),(21,25),-0.627942 # DEPENDENCYPART_GRANDPAR
(7,21),(21,26),0.0205151 # DEPENDENCYPART_GRANDPAR
(7,21),(21,27),-0.566724 # DEPENDENCYPART_GRANDPAR
(7,21),(21,28),-0.0169642 # DEPENDENCYPART_GRANDPAR
(7,21),(21,30),-0.383592 # DEPENDENCYPART_GRANDPAR
(7,21),(21,31),-0.732979 # DEPENDENCYPART_GRANDPAR
(7,21),(21,33),0.0705159 # DEPENDENCYPART_GRANDPAR
(7,31),(31,32),-0.498869 # DEPENDENCYPART_GRANDPAR
(7,31),(31,33),0.0705159 # DEPENDENCYPART_GRANDPAR
(7,31),(31,34),0.203019 # DEPENDENCYPART_GRANDPAR
(7,33),(33,32),-0.523011 # DEPENDENCYPART_GRANDPAR
(7,33),(33,34),0.183039 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.444362 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.0862714 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.163948 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.175474 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.478733 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.0789501 # DEPENDENCYPART_GRANDPAR
(8,2),(2,9),-0.463377 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.54928 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.466311 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-1.01683 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.728889 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.915264 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.870583 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.788553 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.604219 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.196891 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.0213485 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.237755 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.0982956 # DEPENDENCYPART_GRANDPAR
(8,3),(3,30),-1.29233 # DEPENDENCYPART_GRANDPAR
(8,3),(3,31),-0.874347 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.556292 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.12356 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.368577 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.150095 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.540003 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.0066014 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.55824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.669868 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.639547 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.627001 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.03555 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-1.20352 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.914966 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.924149 # DEPENDENCYPART_GRANDPAR
(8,7),(7,31),-0.887918 # DEPENDENCYPART_GRANDPAR
(8,7),(7,33),-1.048 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.611333 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.658722 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.255018 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.0767535 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.107581 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.173395 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.331085 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.0147698 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),-0.0788993 # DEPENDENCYPART_GRANDPAR
(8,9),(9,28),-0.00436753 # DEPENDENCYPART_GRANDPAR
(8,9),(9,30),-0.424706 # DEPENDENCYPART_GRANDPAR
(8,9),(9,31),0.0395152 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.435207 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0983509 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.310595 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.138184 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.00372431 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.121024 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.335307 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.173978 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.0919839 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.0623248 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.156502 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.46727 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.485061 # DEPENDENCYPART_GRANDPAR
(8,11),(11,27),-0.235333 # DEPENDENCYPART_GRANDPAR
(8,11),(11,32),-0.350625 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.479637 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.0186088 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.153704 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.216741 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.0954086 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.0631985 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.400487 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.138388 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0183771 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.134048 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.33504 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.188916 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.117507 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.0769776 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.174878 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.327027 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.46609 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.496038 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.0639962 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.737979 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.620694 # DEPENDENCYPART_GRANDPAR
(8,15),(15,9),0.0305032 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.16707 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.031005 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.0228456 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.404073 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.117749 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.0787409 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.105577 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.253086 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.431418 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.41939 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.660716 # DEPENDENCYPART_GRANDPAR
(8,15),(15,27),-0.262251 # DEPENDENCYPART_GRANDPAR
(8,15),(15,29),-0.393098 # DEPENDENCYPART_GRANDPAR
(8,15),(15,30),-0.545721 # DEPENDENCYPART_GRANDPAR
(8,15),(15,32),-0.377691 # DEPENDENCYPART_GRANDPAR
(8,15),(15,34),-0.844714 # DEPENDENCYPART_GRANDPAR
(8,18),(18,9),0.217863 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.24744 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.0803275 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.0985463 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.164606 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.192184 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.0966739 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.181391 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.213917 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.359833 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.380221 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.641767 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),-0.283508 # DEPENDENCYPART_GRANDPAR
(8,18),(18,28),-0.282196 # DEPENDENCYPART_GRANDPAR
(8,18),(18,33),-0.330609 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.268493 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.335107 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.260187 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),0.0726792 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),0.0383414 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),0.03023 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.272383 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.134054 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.691254 # DEPENDENCYPART_GRANDPAR
(8,19),(19,26),-0.0385517 # DEPENDENCYPART_GRANDPAR
(8,19),(19,28),-0.0544261 # DEPENDENCYPART_GRANDPAR
(8,19),(19,30),-0.386686 # DEPENDENCYPART_GRANDPAR
(8,19),(19,31),0.0745722 # DEPENDENCYPART_GRANDPAR
(8,19),(19,33),-0.102838 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-0.737979 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),-0.620694 # DEPENDENCYPART_GRANDPAR
(8,20),(20,9),0.0246609 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.16042 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.158115 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.257674 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.43891 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),-0.423978 # DEPENDENCYPART_GRANDPAR
(8,20),(20,25),-0.665913 # DEPENDENCYPART_GRANDPAR
(8,20),(20,26),-0.244378 # DEPENDENCYPART_GRANDPAR
(8,20),(20,27),-0.285595 # DEPENDENCYPART_GRANDPAR
(8,20),(20,28),-0.211911 # DEPENDENCYPART_GRANDPAR
(8,20),(20,29),-0.397686 # DEPENDENCYPART_GRANDPAR
(8,20),(20,30),-0.553213 # DEPENDENCYPART_GRANDPAR
(8,20),(20,32),-0.401035 # DEPENDENCYPART_GRANDPAR
(8,20),(20,34),-0.849302 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.32518 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.115561 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.0497987 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),0.138262 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.310403 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),-0.587727 # DEPENDENCYPART_GRANDPAR
(8,21),(21,26),-0.0788993 # DEPENDENCYPART_GRANDPAR
(8,21),(21,27),-0.0579325 # DEPENDENCYPART_GRANDPAR
(8,21),(21,28),-0.00436753 # DEPENDENCYPART_GRANDPAR
(8,21),(21,30),-0.424706 # DEPENDENCYPART_GRANDPAR
(8,21),(21,31),0.0395152 # DEPENDENCYPART_GRANDPAR
(8,21),(21,33),-0.0527799 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.574275 # DEPENDENCYPART_GRANDPAR
(8,24),(24,25),-0.591756 # DEPENDENCYPART_GRANDPAR
(8,24),(24,26),-0.185972 # DEPENDENCYPART_GRANDPAR
(8,24),(24,27),-0.238078 # DEPENDENCYPART_GRANDPAR
(8,24),(24,28),-0.166116 # DEPENDENCYPART_GRANDPAR
(8,24),(24,29),-0.453206 # DEPENDENCYPART_GRANDPAR
(8,24),(24,32),-0.353369 # DEPENDENCYPART_GRANDPAR
(8,27),(27,3),-0.737996 # DEPENDENCYPART_GRANDPAR
(8,27),(27,19),-0.148684 # DEPENDENCYPART_GRANDPAR
(8,27),(27,21),-0.22309 # DEPENDENCYPART_GRANDPAR
(8,27),(27,25),-0.406065 # DEPENDENCYPART_GRANDPAR
(8,27),(27,26),-0.240008 # DEPENDENCYPART_GRANDPAR
(8,27),(27,28),-0.184866 # DEPENDENCYPART_GRANDPAR
(8,27),(27,29),-0.40086 # DEPENDENCYPART_GRANDPAR
(8,27),(27,30),-0.561939 # DEPENDENCYPART_GRANDPAR
(8,27),(27,31),-0.0906363 # DEPENDENCYPART_GRANDPAR
(8,27),(27,32),-0.389269 # DEPENDENCYPART_GRANDPAR
(8,27),(27,33),-0.233279 # DEPENDENCYPART_GRANDPAR
(8,27),(27,34),-0.852475 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.991828 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.754717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.00526803 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.365661 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.915973 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.277198 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0489376 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.502023 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.306032 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.51467 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.621503 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.245429 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.317249 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.477294 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.468213 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.316452 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.173916 # DEPENDENCYPART_GRANDPAR
(9,11),(11,27),-0.714323 # DEPENDENCYPART_GRANDPAR
(9,11),(11,32),-0.660361 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),1.39188 # DEPENDENCYPART_GRANDPAR
