# _root_ Un_cop llicenciat , es va dedicar durant molts anys a l' ensenyament de la llengua i la literatura a Barcelona , Vila-real -Fpa- Plana_Baixa -Fpt- i Terrassa .
#goldHeads=2,6,2,6,6,0,6,9,7,6,12,10,12,15,13,15,18,15,6,19,20,20,24,22,24,20,20,6,
#predictedHeads=2,6,2,6,6,0,6,9,7,6,12,10,12,15,13,15,18,15,18,19,20,20,24,22,24,20,20,6,
(22,24),(24,22),-0.817739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.558719 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.498832 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.117955 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.036728 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.523361 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.0775838 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.134891 # DEPENDENCYPART_GRANDPAR
(22,27),(27,23),0.554774 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.249861 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.085801 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.527158 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.263634 # DEPENDENCYPART_GRANDPAR
(24,2),(2,1),-1.15274 # DEPENDENCYPART_GRANDPAR
(24,2),(2,3),-0.374376 # DEPENDENCYPART_GRANDPAR
(24,2),(2,5),-0.452144 # DEPENDENCYPART_GRANDPAR
(24,2),(2,6),-0.223524 # DEPENDENCYPART_GRANDPAR
(24,2),(2,7),-0.151642 # DEPENDENCYPART_GRANDPAR
(24,2),(2,10),-0.462511 # DEPENDENCYPART_GRANDPAR
(24,2),(2,18),-0.637379 # DEPENDENCYPART_GRANDPAR
(24,2),(2,21),-0.148612 # DEPENDENCYPART_GRANDPAR
(24,2),(2,25),-0.557286 # DEPENDENCYPART_GRANDPAR
(24,18),(18,2),-1.50551 # DEPENDENCYPART_GRANDPAR
(24,18),(18,13),-0.401166 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),-1.11799 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-0.609087 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-1.21198 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),-0.454095 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),-0.654814 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),-0.117354 # DEPENDENCYPART_GRANDPAR
(24,18),(18,22),-0.343266 # DEPENDENCYPART_GRANDPAR
(24,18),(18,23),0.0957927 # DEPENDENCYPART_GRANDPAR
(24,18),(18,24),-1.86412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,18),(18,25),-0.539627 # DEPENDENCYPART_GRANDPAR
(24,18),(18,26),-1.11344 # DEPENDENCYPART_GRANDPAR
(24,18),(18,27),-1.06786 # DEPENDENCYPART_GRANDPAR
(24,18),(18,28),-1.38765 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),-1.37436 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.591467 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.460999 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),-0.193035 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),-0.16245 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-1.93796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,19),-0.379667 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.284323 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),0.0709894 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.86412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.539627 # DEPENDENCYPART_GRANDPAR
(24,22),(22,26),-1.11344 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-1.06786 # DEPENDENCYPART_GRANDPAR
(24,22),(22,28),-1.38765 # DEPENDENCYPART_GRANDPAR
(24,23),(23,25),-0.500745 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),-0.357527 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.407175 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.973284 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),0.266279 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),-0.365744 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.598572 # DEPENDENCYPART_GRANDPAR
(25,26),(26,27),-0.115567 # DEPENDENCYPART_GRANDPAR
(26,27),(27,23),-0.862271 # DEPENDENCYPART_GRANDPAR
(26,27),(27,25),-0.715382 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.919744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),-0.344053 # DEPENDENCYPART_GRANDPAR
(27,23),(23,25),-0.315734 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),-0.222843 # DEPENDENCYPART_GRANDPAR
(27,26),(26,27),-1.38838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
