# _root_ La construcció d' un edifici de Presidència a les cases Moxó i Morell , de les quals només es conservaran les façanes , haurà de respectar in_situ les restes .
#goldHeads=2,26,2,5,3,5,6,2,10,8,10,11,11,20,22,17,15,20,20,10,22,20,20,26,26,0,26,29,26,26,
#predictedHeads=2,26,2,5,3,5,6,2,10,8,10,11,11,20,20,17,15,20,20,5,22,20,20,26,26,0,26,29,26,26,
(10,2),(2,22),-0.969541 # DEPENDENCYPART_GRANDPAR
(10,2),(2,23),-0.89355 # DEPENDENCYPART_GRANDPAR
(10,2),(2,24),-1.33458 # DEPENDENCYPART_GRANDPAR
(10,2),(2,26),-1.06996 # DEPENDENCYPART_GRANDPAR
(10,2),(2,29),-1.26792 # DEPENDENCYPART_GRANDPAR
(10,2),(2,30),-1.98621 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.243471 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.889848 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),1.02706 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.643284 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.428347 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.276027 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.121076 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.767093 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.773944 # DEPENDENCYPART_GRANDPAR
(10,6),(6,25),-0.837185 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.00276641 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.0745469 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.7222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,6),-0.436359 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.52037 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.633294 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.0178645 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0165288 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.0160403 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.0338122 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.243697 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.216118 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.223128 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.00682038 # DEPENDENCYPART_GRANDPAR
(10,11),(11,26),-0.485978 # DEPENDENCYPART_GRANDPAR
(10,11),(11,27),-0.288359 # DEPENDENCYPART_GRANDPAR
(10,11),(11,29),-0.523857 # DEPENDENCYPART_GRANDPAR
(10,11),(11,30),-1.18554 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0812401 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.633294 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.239337 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0178516 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0160319 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.0264914 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.216126 # DEPENDENCYPART_GRANDPAR
(10,13),(13,30),-1.18554 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0413889 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.548463 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.333108 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.059754 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.00732789 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),0.144663 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.0165037 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),0.0954793 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-0.269463 # DEPENDENCYPART_GRANDPAR
(10,15),(15,27),-0.0642182 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.461656 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-1.02239 # DEPENDENCYPART_GRANDPAR
(10,20),(20,3),-0.764879 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-0.707039 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-0.746821 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.866271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),0.304682 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),-0.00925239 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.103795 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),0.0984126 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),0.0738713 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.549129 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.139725 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.121251 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.141818 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.0775815 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.00696984 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.555254 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.00663471 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),-0.27461 # DEPENDENCYPART_GRANDPAR
(10,20),(20,27),-0.194012 # DEPENDENCYPART_GRANDPAR
(10,20),(20,29),-0.378448 # DEPENDENCYPART_GRANDPAR
(10,20),(20,30),-1.2189 # DEPENDENCYPART_GRANDPAR
(10,22),(22,16),-0.32109 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.0386767 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.0305392 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.22719 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),0.00225923 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.771386 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.0301508 # DEPENDENCYPART_GRANDPAR
(10,22),(22,26),-0.486101 # DEPENDENCYPART_GRANDPAR
(10,22),(22,27),-0.288482 # DEPENDENCYPART_GRANDPAR
(10,22),(22,29),-0.524628 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.239229 # DEPENDENCYPART_GRANDPAR
(10,24),(24,11),0.301819 # DEPENDENCYPART_GRANDPAR
(10,24),(24,13),0.100932 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),-0.148462 # DEPENDENCYPART_GRANDPAR
(10,24),(24,18),-0.0982794 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.144311 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),0.0892657 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-0.055919 # DEPENDENCYPART_GRANDPAR
(10,24),(24,26),-0.292094 # DEPENDENCYPART_GRANDPAR
(10,24),(24,27),-0.202715 # DEPENDENCYPART_GRANDPAR
(10,24),(24,29),-0.377596 # DEPENDENCYPART_GRANDPAR
(10,24),(24,30),-1.22865 # DEPENDENCYPART_GRANDPAR
(10,26),(26,2),-1.02239 # DEPENDENCYPART_GRANDPAR
(10,26),(26,3),-0.764879 # DEPENDENCYPART_GRANDPAR
(10,26),(26,5),-0.707039 # DEPENDENCYPART_GRANDPAR
(10,26),(26,8),-0.746821 # DEPENDENCYPART_GRANDPAR
(10,26),(26,10),-0.871616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,26),(26,11),0.299337 # DEPENDENCYPART_GRANDPAR
(10,26),(26,13),0.0984493 # DEPENDENCYPART_GRANDPAR
(10,26),(26,14),0.0889337 # DEPENDENCYPART_GRANDPAR
(10,26),(26,15),0.070039 # DEPENDENCYPART_GRANDPAR
(10,26),(26,16),-0.551789 # DEPENDENCYPART_GRANDPAR
(10,26),(26,17),-0.140982 # DEPENDENCYPART_GRANDPAR
(10,26),(26,18),-0.12322 # DEPENDENCYPART_GRANDPAR
(10,26),(26,20),0.0265937 # DEPENDENCYPART_GRANDPAR
(10,26),(26,21),-0.457889 # DEPENDENCYPART_GRANDPAR
(10,26),(26,22),-0.146793 # DEPENDENCYPART_GRANDPAR
(10,26),(26,23),0.066073 # DEPENDENCYPART_GRANDPAR
(10,26),(26,24),-0.449456 # DEPENDENCYPART_GRANDPAR
(10,26),(26,25),0.00679744 # DEPENDENCYPART_GRANDPAR
(10,26),(26,27),-0.186012 # DEPENDENCYPART_GRANDPAR
(10,26),(26,29),-0.365457 # DEPENDENCYPART_GRANDPAR
(10,26),(26,30),-1.20823 # DEPENDENCYPART_GRANDPAR
(10,29),(29,24),-0.556203 # DEPENDENCYPART_GRANDPAR
(10,29),(29,25),-0.00798619 # DEPENDENCYPART_GRANDPAR
(10,29),(29,27),-0.130018 # DEPENDENCYPART_GRANDPAR
(10,29),(29,28),-0.0234672 # DEPENDENCYPART_GRANDPAR
(10,29),(29,30),-1.20084 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-1.07222 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.339811 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.256668 # DEPENDENCYPART_GRANDPAR
(11,6),(6,12),-0.657678 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.877037 # DEPENDENCYPART_GRANDPAR
(11,6),(6,25),-1.00708 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.320356 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.412329 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0751734 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.59262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.643815 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.872379 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.916727 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.865587 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.37142 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.326678 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.232736 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),-0.146338 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.29292 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.753566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.128541 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0239204 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0919211 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.17636 # DEPENDENCYPART_GRANDPAR
(11,13),(13,30),-1.1855 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0279446 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.36551 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.587643 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.00897374 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.00832847 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),0.237044 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.365802 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.142453 # DEPENDENCYPART_GRANDPAR
(11,15),(15,26),-0.345604 # DEPENDENCYPART_GRANDPAR
(11,15),(15,27),-0.0509861 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.25286 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-1.53444 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-1.06859 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-1.5769 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-1.1362 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-1.18039 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.678644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),0.109713 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),0.0414906 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.0997968 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.0170512 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.331134 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.356297 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.0366622 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.36211 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),0.0312101 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.300421 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.0723497 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-0.190572 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),-0.326387 # DEPENDENCYPART_GRANDPAR
(11,20),(20,27),-0.154435 # DEPENDENCYPART_GRANDPAR
(11,20),(20,29),-0.212785 # DEPENDENCYPART_GRANDPAR
(11,20),(20,30),-1.21861 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),-0.110927 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),0.0375942 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),0.00949921 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.13802 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.291456 # DEPENDENCYPART_GRANDPAR
(11,22),(22,24),-0.288738 # DEPENDENCYPART_GRANDPAR
(11,22),(22,25),-0.215368 # DEPENDENCYPART_GRANDPAR
(11,22),(22,26),-0.538133 # DEPENDENCYPART_GRANDPAR
(11,22),(22,27),-0.249127 # DEPENDENCYPART_GRANDPAR
(11,22),(22,29),-0.360118 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.141345 # DEPENDENCYPART_GRANDPAR
(11,26),(26,2),-1.53444 # DEPENDENCYPART_GRANDPAR
(11,26),(26,3),-1.06859 # DEPENDENCYPART_GRANDPAR
(11,26),(26,5),-1.5769 # DEPENDENCYPART_GRANDPAR
(11,26),(26,8),-1.1362 # DEPENDENCYPART_GRANDPAR
(11,26),(26,10),-1.18039 # DEPENDENCYPART_GRANDPAR
(11,26),(26,11),-0.68399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,26),(26,13),0.0361453 # DEPENDENCYPART_GRANDPAR
(11,26),(26,14),0.0903179 # DEPENDENCYPART_GRANDPAR
(11,26),(26,15),-0.0208835 # DEPENDENCYPART_GRANDPAR
(11,26),(26,16),-0.333795 # DEPENDENCYPART_GRANDPAR
(11,26),(26,17),-0.357554 # DEPENDENCYPART_GRANDPAR
(11,26),(26,18),-0.038631 # DEPENDENCYPART_GRANDPAR
(11,26),(26,20),0.077024 # DEPENDENCYPART_GRANDPAR
(11,26),(26,21),-0.360888 # DEPENDENCYPART_GRANDPAR
(11,26),(26,22),-0.0382381 # DEPENDENCYPART_GRANDPAR
(11,26),(26,23),-0.186306 # DEPENDENCYPART_GRANDPAR
(11,26),(26,24),0.0438571 # DEPENDENCYPART_GRANDPAR
(11,26),(26,25),-0.150929 # DEPENDENCYPART_GRANDPAR
(11,26),(26,27),-0.146435 # DEPENDENCYPART_GRANDPAR
(11,26),(26,29),-0.199794 # DEPENDENCYPART_GRANDPAR
(11,26),(26,30),-1.20794 # DEPENDENCYPART_GRANDPAR
(11,27),(27,25),-0.208671 # DEPENDENCYPART_GRANDPAR
(11,27),(27,29),-0.283177 # DEPENDENCYPART_GRANDPAR
(11,29),(29,24),-0.0732814 # DEPENDENCYPART_GRANDPAR
(11,29),(29,25),-0.173263 # DEPENDENCYPART_GRANDPAR
(11,29),(29,27),-0.0912948 # DEPENDENCYPART_GRANDPAR
(11,29),(29,28),0.107037 # DEPENDENCYPART_GRANDPAR
(11,29),(29,30),-1.20079 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.14321 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.960642 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.8094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.331597 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.222923 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.324682 # DEPENDENCYPART_GRANDPAR
(12,13),(13,30),-0.655882 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.429855 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.214354 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.204628 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.273865 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.105216 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.730821 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.250458 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.73822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.419376 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.930447 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.8497 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.784166 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-1.02603 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-0.750226 # DEPENDENCYPART_GRANDPAR
(13,11),(11,26),-1.19926 # DEPENDENCYPART_GRANDPAR
(13,11),(11,27),-0.990885 # DEPENDENCYPART_GRANDPAR
(13,11),(11,29),-1.2664 # DEPENDENCYPART_GRANDPAR
(13,11),(11,30),-1.75864 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.72671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.445829 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.691848 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.801086 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.106213 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.0176134 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),0.0658318 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),0.0464658 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.280592 # DEPENDENCYPART_GRANDPAR
(13,15),(15,26),-0.427085 # DEPENDENCYPART_GRANDPAR
(13,15),(15,27),-0.178174 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-1.29945 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-0.929668 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-1.30993 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-1.02387 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-1.2085 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.948677 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-1.08806 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.898186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),0.57357 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.288382 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.650192 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.562461 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.126623 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.583101 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.125444 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),0.119126 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.251082 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.321432 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-0.400588 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),-0.274343 # DEPENDENCYPART_GRANDPAR
(13,20),(20,29),-0.368307 # DEPENDENCYPART_GRANDPAR
(13,20),(20,30),-0.998878 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.140805 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),1.81228 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.110386 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.479598 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),1.43423 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-1.24303 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-1.24521 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-1.18751 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.899361 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-1.26206 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-1.22893 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-1.27152 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-1.2517 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.847069 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.799746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),1.38806 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.598004 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.0757551 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.218167 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.341387 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.281511 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.444186 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.198899 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.190215 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.605507 # DEPENDENCYPART_GRANDPAR
(15,20),(20,29),-0.409086 # DEPENDENCYPART_GRANDPAR
(15,20),(20,30),-0.77946 # DEPENDENCYPART_GRANDPAR
(15,22),(22,16),1.48638 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.115627 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.00407683 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.653867 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.35887 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.499973 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.254234 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.230337 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.882741 # DEPENDENCYPART_GRANDPAR
(15,22),(22,29),-0.72991 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.355731 # DEPENDENCYPART_GRANDPAR
(15,25),(25,16),1.73263 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.365865 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.163346 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),-0.670623 # DEPENDENCYPART_GRANDPAR
(15,25),(25,29),-0.405848 # DEPENDENCYPART_GRANDPAR
(15,26),(26,2),-1.24303 # DEPENDENCYPART_GRANDPAR
(15,26),(26,3),-1.24521 # DEPENDENCYPART_GRANDPAR
(15,26),(26,5),-1.18751 # DEPENDENCYPART_GRANDPAR
(15,26),(26,8),-0.899361 # DEPENDENCYPART_GRANDPAR
(15,26),(26,10),-1.26206 # DEPENDENCYPART_GRANDPAR
(15,26),(26,11),-1.22893 # DEPENDENCYPART_GRANDPAR
(15,26),(26,13),-1.2517 # DEPENDENCYPART_GRANDPAR
(15,26),(26,14),-0.847069 # DEPENDENCYPART_GRANDPAR
(15,26),(26,15),-0.790611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,26),(26,16),1.39861 # DEPENDENCYPART_GRANDPAR
(15,26),(26,17),0.609206 # DEPENDENCYPART_GRANDPAR
(15,26),(26,18),0.0929329 # DEPENDENCYPART_GRANDPAR
(15,26),(26,20),-0.105228 # DEPENDENCYPART_GRANDPAR
(15,26),(26,21),-0.741642 # DEPENDENCYPART_GRANDPAR
(15,26),(26,22),-0.308881 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),-0.0102971 # DEPENDENCYPART_GRANDPAR
(15,26),(26,24),-0.4575 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),0.0916014 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.602773 # DEPENDENCYPART_GRANDPAR
(15,26),(26,29),-0.397547 # DEPENDENCYPART_GRANDPAR
(15,26),(26,30),-0.770599 # DEPENDENCYPART_GRANDPAR
(15,27),(27,25),0.0733163 # DEPENDENCYPART_GRANDPAR
(15,27),(27,29),-0.502988 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.39602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,20),-0.546615 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-1.1223 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.71306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,2),-0.794851 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-0.931173 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-0.978736 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.869174 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.793653 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-1.00877 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-1.04882 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-1.11079 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.843218 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.967047 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.592191 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.862628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.323988 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.0465639 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.358043 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.38664 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.524898 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.578337 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.47131 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.555762 # DEPENDENCYPART_GRANDPAR
(17,20),(20,29),-0.657871 # DEPENDENCYPART_GRANDPAR
(17,20),(20,30),-0.844433 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.631034 # DEPENDENCYPART_GRANDPAR
(17,22),(22,18),-0.247309 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.245288 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.767438 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.278932 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.47826 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.425948 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.420389 # DEPENDENCYPART_GRANDPAR
