# _root_ ' La política ha de ser un projecte ètic i moral , un conjunt de principis i de normes presidida pel sentit comú ' , ha dit .
#goldHeads=6,3,6,6,6,27,8,6,8,9,9,14,14,8,14,15,15,15,18,14,20,21,22,6,6,27,0,27,
#predictedHeads=6,3,6,6,6,27,8,6,8,9,9,14,14,8,14,15,15,15,18,19,20,21,22,6,6,27,0,27,
(9,14),(14,20),-0.694205 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.606954 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.517162 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.52244 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.600931 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-0.606525 # DEPENDENCYPART_GRANDPAR
(9,14),(14,27),-0.636101 # DEPENDENCYPART_GRANDPAR
(9,14),(14,28),-1.19184 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.494787 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.369474 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.310272 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.496367 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.277299 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.245334 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.598723 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.495693 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.245334 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.620102 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.598723 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.456412 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.627969 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.654026 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.388898 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.296606 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.43695 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.451939 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.468616 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.524252 # DEPENDENCYPART_GRANDPAR
(9,20),(20,27),-0.598336 # DEPENDENCYPART_GRANDPAR
(9,21),(21,1),-1.08098 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-1.15449 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.279683 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.426126 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.543518 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.57976 # DEPENDENCYPART_GRANDPAR
(9,21),(21,27),-0.520266 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),-0.29515 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.575631 # DEPENDENCYPART_GRANDPAR
(9,23),(23,27),-0.594098 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.361469 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.340342 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.370858 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.104799 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.168984 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.364935 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.192353 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.6765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-1.01626 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-1.32084 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-1.20284 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-1.18716 # DEPENDENCYPART_GRANDPAR
(11,5),(5,28),-1.7562 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.326064 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.308578 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.0883003 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.541156 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.380436 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.153163 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.204432 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.268962 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.68712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-1.04731 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-1.1789 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-1.35573 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-1.23583 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-1.21577 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-1.22279 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-1.08326 # DEPENDENCYPART_GRANDPAR
(11,6),(6,24),-1.23216 # DEPENDENCYPART_GRANDPAR
(11,6),(6,25),-1.25414 # DEPENDENCYPART_GRANDPAR
(11,6),(6,26),-1.69839 # DEPENDENCYPART_GRANDPAR
(11,6),(6,27),-1.27631 # DEPENDENCYPART_GRANDPAR
(11,6),(6,28),-1.78034 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.133005 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.338739 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-1.01113 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-1.1179 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.30034 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-1.17975 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.16665 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-1.21767 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-1.03641 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-1.26254 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.980248 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.01754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,5),-0.884639 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.712335 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.932745 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.577339 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.86101 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.948128 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.952772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.14716 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.171918 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.600379 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.519791 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.539225 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.466697 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.543722 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.485121 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.457122 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.761217 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.538275 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.489921 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.542288 # DEPENDENCYPART_GRANDPAR
(11,14),(14,27),-0.549959 # DEPENDENCYPART_GRANDPAR
(11,14),(14,28),-1.05275 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),-0.166686 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.0293423 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.473129 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.461736 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.48524 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.494843 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.451337 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.633441 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.499759 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.284774 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.69365 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.482107 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-0.456184 # DEPENDENCYPART_GRANDPAR
(11,20),(20,27),-0.50827 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),-0.498303 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.461534 # DEPENDENCYPART_GRANDPAR
(11,23),(23,27),-0.504033 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.422483 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.411405 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.428692 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.454655 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.81744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-0.729736 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.719894 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.933316 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.887196 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-0.883407 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.16715 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.09279 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.49992 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.38139 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.18008 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.19399 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.0811 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.11303 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.21131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.384052 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-1.32211 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.780971 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.456156 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-1.33812 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-1.18513 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.790438 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-1.45438 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-1.18823 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.825498 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.819506 # DEPENDENCYPART_GRANDPAR
(13,14),(14,27),-0.666053 # DEPENDENCYPART_GRANDPAR
(13,14),(14,28),-0.899797 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-1.09526 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.33295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-1.25276 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.795053 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.556776 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-1.27124 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.854135 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.755668 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-1.27124 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-1.14546 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.854135 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-1.38376 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.952656 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.989846 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.391571 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.840437 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.4082 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.292739 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.186313 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.302081 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.225356 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.15599 # DEPENDENCYPART_GRANDPAR
(14,5),(5,15),-0.634537 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-0.792882 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-0.775949 # DEPENDENCYPART_GRANDPAR
(14,5),(5,28),-1.78776 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.407482 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.818834 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.589817 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.760308 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.874222 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.28659 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.111749 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.314518 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.107539 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.304982 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.7555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.714437 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.996084 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.847309 # DEPENDENCYPART_GRANDPAR
(14,6),(6,20),-1.0678 # DEPENDENCYPART_GRANDPAR
(14,6),(6,21),-0.892344 # DEPENDENCYPART_GRANDPAR
(14,6),(6,24),-1.01433 # DEPENDENCYPART_GRANDPAR
(14,6),(6,25),-0.769385 # DEPENDENCYPART_GRANDPAR
(14,6),(6,26),-1.24514 # DEPENDENCYPART_GRANDPAR
(14,6),(6,27),-0.981825 # DEPENDENCYPART_GRANDPAR
(14,6),(6,28),-1.86065 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.342524 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.806173 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.741633 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.917317 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.868617 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.564123 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.760783 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.160688 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.341845 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.155619 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.253378 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.0631951 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.6049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.417653 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.845833 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.75574 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.559065 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-1.14837 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.978178 # DEPENDENCYPART_GRANDPAR
(14,8),(8,21),-0.663926 # DEPENDENCYPART_GRANDPAR
(14,8),(8,22),-1.19525 # DEPENDENCYPART_GRANDPAR
(14,8),(8,23),-0.791198 # DEPENDENCYPART_GRANDPAR
(14,8),(8,24),-0.931108 # DEPENDENCYPART_GRANDPAR
(14,8),(8,25),-0.657824 # DEPENDENCYPART_GRANDPAR
(14,8),(8,27),-0.812754 # DEPENDENCYPART_GRANDPAR
(14,8),(8,28),-1.76335 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.623007 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.144937 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.0575238 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.307317 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.62467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.623716 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.764567 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.765128 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-1.02012 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.809741 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-0.833439 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.00234279 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.870655 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.503231 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.117371 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.278033 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.307687 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.62467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.623716 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.764567 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-1.02012 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.833439 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.17982 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.63323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.666586 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.807998 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.734121 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.01948 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.201811 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.00583732 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.046495 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.088577 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.182251 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.40294 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-1.11513 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.847744 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.705228 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.03153 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.834335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.200707 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0566924 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.00732551 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.425876 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.276208 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.132876 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.0913723 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0216303 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.088577 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.192306 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.182251 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.144272 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.072984 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),0.109146 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-1.40295 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-1.11513 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.847744 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-1.03153 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.251881 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.157933 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.461392 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.0670462 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.0441169 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),0.183662 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-0.245692 # DEPENDENCYPART_GRANDPAR
(14,19),(19,28),-0.988214 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),0.266975 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.125563 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.0947043 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.359714 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.0426406 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),0.146442 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.159865 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-1.24341 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-1.60489 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.433064 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.172016 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.214911 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.0425521 # DEPENDENCYPART_GRANDPAR
(14,21),(21,27),-0.296528 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.281126 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.0924754 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.0676104 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),0.154586 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.589791 # DEPENDENCYPART_GRANDPAR
(14,22),(22,27),-0.260818 # DEPENDENCYPART_GRANDPAR
(14,22),(22,28),-1.01258 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),0.122522 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.132409 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.169002 # DEPENDENCYPART_GRANDPAR
(14,27),(27,1),-1.3281 # DEPENDENCYPART_GRANDPAR
(14,27),(27,3),-1.61393 # DEPENDENCYPART_GRANDPAR
(14,27),(27,4),-1.56497 # DEPENDENCYPART_GRANDPAR
(14,27),(27,5),-1.69284 # DEPENDENCYPART_GRANDPAR
(14,27),(27,6),-1.28039 # DEPENDENCYPART_GRANDPAR
(14,27),(27,8),-1.25026 # DEPENDENCYPART_GRANDPAR
(14,27),(27,9),-0.939648 # DEPENDENCYPART_GRANDPAR
(14,27),(27,10),-1.16799 # DEPENDENCYPART_GRANDPAR
(14,27),(27,11),-0.934982 # DEPENDENCYPART_GRANDPAR
(14,27),(27,14),-0.781416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,27),(27,16),-0.0234861 # DEPENDENCYPART_GRANDPAR
(14,27),(27,17),-0.0452104 # DEPENDENCYPART_GRANDPAR
(14,27),(27,18),0.0956734 # DEPENDENCYPART_GRANDPAR
(14,27),(27,19),-0.325168 # DEPENDENCYPART_GRANDPAR
(14,27),(27,20),-0.26737 # DEPENDENCYPART_GRANDPAR
(14,27),(27,21),0.150144 # DEPENDENCYPART_GRANDPAR
(14,27),(27,22),-0.377658 # DEPENDENCYPART_GRANDPAR
(14,27),(27,23),-0.0807233 # DEPENDENCYPART_GRANDPAR
(14,27),(27,24),-0.181173 # DEPENDENCYPART_GRANDPAR
(14,27),(27,25),0.324448 # DEPENDENCYPART_GRANDPAR
(14,27),(27,26),-0.066655 # DEPENDENCYPART_GRANDPAR
(14,27),(27,28),-0.979466 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.461037 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.116978 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.62402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,18),-1.07388 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.76898 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-1.21769 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.21711 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.01911 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.39894 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.21255 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.420192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.304606 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.330706 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.0494947 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.107318 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.532949 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.0958537 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.261455 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.341296 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.188207 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.494784 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.337266 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.0410742 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.630258 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.768989 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-1.21769 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-1.21711 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-1.39894 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.127393 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.589374 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.0384756 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.0757789 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),0.022707 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.503319 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),0.0960677 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),-1.02554 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-1.31027 # DEPENDENCYPART_GRANDPAR
