# _root_ Una persona va morir a Barcelona i una altra a Tarragona , sense que hagi transcendit en quin hospital , perquè encara no s' ha formalitzat la denúncia .
#goldHeads=2,4,4,0,4,5,4,9,4,9,10,13,4,16,16,13,16,19,17,26,26,26,26,26,26,16,28,26,4,
#predictedHeads=2,4,4,0,4,5,4,9,4,9,10,13,4,16,16,13,16,19,17,26,26,26,26,26,26,16,28,26,4,
(16,4),(4,26),-0.890108 # DEPENDENCYPART_GRANDPAR
(16,4),(4,28),-1.09012 # DEPENDENCYPART_GRANDPAR
(16,4),(4,29),-1.77488 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-1.00858 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.771177 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.931556 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.329423 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.460489 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-1.02313 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-1.11159 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.846054 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.374104 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.735219 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.936315 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.540749 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.268039 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.694961 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.385175 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.08738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),0.00282633 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.389972 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.797776 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.418202 # DEPENDENCYPART_GRANDPAR
(16,9),(9,26),-0.427127 # DEPENDENCYPART_GRANDPAR
(16,9),(9,28),-0.722503 # DEPENDENCYPART_GRANDPAR
(16,9),(9,29),-1.46133 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.720189 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.667317 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.243138 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.699979 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.984456 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.329423 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.460489 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.842851 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.518271 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.29061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,10),-1.0194 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.692548 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.214355 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.76846 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.324456 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.15586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,4),-0.619215 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.698456 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.847905 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.670519 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.846103 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.456396 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.2742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.218817 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.986482 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.580229 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.69643 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.68638 # DEPENDENCYPART_GRANDPAR
(16,13),(13,26),-0.613946 # DEPENDENCYPART_GRANDPAR
(16,13),(13,29),-1.62774 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.293291 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.781625 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.514619 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.856034 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.5487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.393934 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.738181 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-1.10294 # DEPENDENCYPART_GRANDPAR
(16,15),(15,26),-0.888439 # DEPENDENCYPART_GRANDPAR
(16,15),(15,29),-1.77307 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.460193 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.0279955 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.0353931 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.0844112 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.00795033 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),0.296224 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-1.54733 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-1.33473 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.533234 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.138301 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.190517 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.0320496 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.009183 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.122569 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),0.232885 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-0.0909781 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.189696 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.0564046 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),0.255452 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),0.37851 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.24159 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.40033 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.101677 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.0639596 # DEPENDENCYPART_GRANDPAR
(16,25),(25,14),-1.84216 # DEPENDENCYPART_GRANDPAR
(16,25),(25,17),0.339549 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),0.380381 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),0.844761 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),0.17529 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),0.277745 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),0.437201 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),0.114506 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.0104974 # DEPENDENCYPART_GRANDPAR
(16,25),(25,29),-0.758677 # DEPENDENCYPART_GRANDPAR
(16,26),(26,2),-1.88607 # DEPENDENCYPART_GRANDPAR
(16,26),(26,3),-2.23038 # DEPENDENCYPART_GRANDPAR
(16,26),(26,4),-1.94016 # DEPENDENCYPART_GRANDPAR
(16,26),(26,7),-1.78293 # DEPENDENCYPART_GRANDPAR
(16,26),(26,9),-1.44166 # DEPENDENCYPART_GRANDPAR
(16,26),(26,10),-1.58866 # DEPENDENCYPART_GRANDPAR
(16,26),(26,12),-1.74698 # DEPENDENCYPART_GRANDPAR
(16,26),(26,13),-1.14349 # DEPENDENCYPART_GRANDPAR
(16,26),(26,14),-1.83073 # DEPENDENCYPART_GRANDPAR
(16,26),(26,15),-1.72755 # DEPENDENCYPART_GRANDPAR
(16,26),(26,16),-0.402853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,26),(26,17),0.286219 # DEPENDENCYPART_GRANDPAR
(16,26),(26,19),0.29808 # DEPENDENCYPART_GRANDPAR
(16,26),(26,20),0.272588 # DEPENDENCYPART_GRANDPAR
(16,26),(26,21),0.781081 # DEPENDENCYPART_GRANDPAR
(16,26),(26,22),0.12194 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),0.25707 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),0.463707 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),0.281914 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),-0.0318438 # DEPENDENCYPART_GRANDPAR
(16,26),(26,29),-0.696747 # DEPENDENCYPART_GRANDPAR
(16,28),(28,4),-1.54225 # DEPENDENCYPART_GRANDPAR
(16,28),(28,17),0.527889 # DEPENDENCYPART_GRANDPAR
(16,28),(28,22),0.114105 # DEPENDENCYPART_GRANDPAR
(16,28),(28,25),0.267831 # DEPENDENCYPART_GRANDPAR
(16,28),(28,26),0.517995 # DEPENDENCYPART_GRANDPAR
(16,28),(28,27),0.394618 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-1.13083 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-1.1679 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.642991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),1.22429 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.448757 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.327149 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.0771322 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.130272 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),0.238598 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),-0.337187 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.431536 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.140774 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),0.0393095 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.617012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,20),-0.159199 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.0493097 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.127631 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.169906 # DEPENDENCYPART_GRANDPAR
(17,26),(26,2),-1.22901 # DEPENDENCYPART_GRANDPAR
(17,26),(26,3),-1.23439 # DEPENDENCYPART_GRANDPAR
(17,26),(26,4),-1.30014 # DEPENDENCYPART_GRANDPAR
(17,26),(26,7),-1.20706 # DEPENDENCYPART_GRANDPAR
(17,26),(26,9),-0.958406 # DEPENDENCYPART_GRANDPAR
(17,26),(26,10),-0.981463 # DEPENDENCYPART_GRANDPAR
(17,26),(26,12),-1.23512 # DEPENDENCYPART_GRANDPAR
(17,26),(26,13),-0.914029 # DEPENDENCYPART_GRANDPAR
(17,26),(26,14),-1.15523 # DEPENDENCYPART_GRANDPAR
(17,26),(26,15),-1.25166 # DEPENDENCYPART_GRANDPAR
(17,26),(26,16),-1.3465 # DEPENDENCYPART_GRANDPAR
(17,26),(26,17),-0.669469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,26),(26,19),0.670813 # DEPENDENCYPART_GRANDPAR
(17,26),(26,20),-0.211894 # DEPENDENCYPART_GRANDPAR
(17,26),(26,21),0.0641056 # DEPENDENCYPART_GRANDPAR
(17,26),(26,22),0.143173 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),0.558448 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),-0.00630148 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.262729 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.0192541 # DEPENDENCYPART_GRANDPAR
(17,26),(26,29),-0.637726 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.963158 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.486506 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.448888 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.713246 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.299525 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.227969 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-1.13471 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-1.01818 # DEPENDENCYPART_GRANDPAR
(19,15),(15,26),-1.07113 # DEPENDENCYPART_GRANDPAR
(19,15),(15,29),-1.65619 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.74838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.925833 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-1.06465 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.920129 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.955117 # DEPENDENCYPART_GRANDPAR
(19,17),(17,26),-0.93781 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),-0.0362364 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.268088 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.194586 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-1.28117 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),-0.00597615 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.298863 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.321049 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.254414 # DEPENDENCYPART_GRANDPAR
(19,25),(25,14),-1.50833 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-1.43414 # DEPENDENCYPART_GRANDPAR
(19,25),(25,20),0.155076 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),-0.167907 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),-0.0918926 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.104826 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.622901 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.131463 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.292898 # DEPENDENCYPART_GRANDPAR
(19,25),(25,29),-0.836602 # DEPENDENCYPART_GRANDPAR
(19,26),(26,2),-1.61547 # DEPENDENCYPART_GRANDPAR
(19,26),(26,3),-1.58514 # DEPENDENCYPART_GRANDPAR
(19,26),(26,4),-1.16834 # DEPENDENCYPART_GRANDPAR
(19,26),(26,7),-1.37264 # DEPENDENCYPART_GRANDPAR
(19,26),(26,9),-0.700767 # DEPENDENCYPART_GRANDPAR
(19,26),(26,10),-1.94711 # DEPENDENCYPART_GRANDPAR
(19,26),(26,12),-1.44728 # DEPENDENCYPART_GRANDPAR
(19,26),(26,13),-1.82839 # DEPENDENCYPART_GRANDPAR
(19,26),(26,14),-1.50655 # DEPENDENCYPART_GRANDPAR
(19,26),(26,15),-1.44194 # DEPENDENCYPART_GRANDPAR
(19,26),(26,16),-1.31413 # DEPENDENCYPART_GRANDPAR
(19,26),(26,17),-1.42811 # DEPENDENCYPART_GRANDPAR
(19,26),(26,19),-0.827791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,26),(26,20),0.0872514 # DEPENDENCYPART_GRANDPAR
(19,26),(26,21),-0.167418 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),-0.122278 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),-0.123895 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),-0.560265 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),0.213906 # DEPENDENCYPART_GRANDPAR
(19,26),(26,28),-0.306571 # DEPENDENCYPART_GRANDPAR
(19,26),(26,29),-0.794229 # DEPENDENCYPART_GRANDPAR
(19,28),(28,4),-1.00174 # DEPENDENCYPART_GRANDPAR
(19,28),(28,17),-1.17896 # DEPENDENCYPART_GRANDPAR
(19,28),(28,22),-0.0883577 # DEPENDENCYPART_GRANDPAR
(19,28),(28,25),-0.097599 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),-0.14988 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.799751 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.658763 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.481681 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.76315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.292089 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.314182 # DEPENDENCYPART_GRANDPAR
(21,26),(26,2),-0.817191 # DEPENDENCYPART_GRANDPAR
(21,26),(26,3),-0.78257 # DEPENDENCYPART_GRANDPAR
(21,26),(26,4),-0.736998 # DEPENDENCYPART_GRANDPAR
(21,26),(26,7),-0.734008 # DEPENDENCYPART_GRANDPAR
(21,26),(26,9),-0.720349 # DEPENDENCYPART_GRANDPAR
(21,26),(26,10),-0.772594 # DEPENDENCYPART_GRANDPAR
(21,26),(26,12),-0.796135 # DEPENDENCYPART_GRANDPAR
(21,26),(26,13),-0.723362 # DEPENDENCYPART_GRANDPAR
(21,26),(26,14),-0.754342 # DEPENDENCYPART_GRANDPAR
(21,26),(26,15),-0.803976 # DEPENDENCYPART_GRANDPAR
(21,26),(26,16),-0.799369 # DEPENDENCYPART_GRANDPAR
(21,26),(26,17),-0.71996 # DEPENDENCYPART_GRANDPAR
(21,26),(26,19),-0.739207 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-0.53693 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.636877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),0.154569 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),-0.111198 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.220032 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.17973 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.409471 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.495554 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.165072 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),0.00063518 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),-0.0926282 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.63744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.55134 # DEPENDENCYPART_GRANDPAR
(22,17),(17,26),-0.893402 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.159714 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.63055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,26),-0.884663 # DEPENDENCYPART_GRANDPAR
(22,25),(25,14),-1.12393 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-0.929076 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.847429 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-1.03329 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.947759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.20878 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.094182 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.204811 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.344791 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.584018 # DEPENDENCYPART_GRANDPAR
(25,14),(14,13),-0.114867 # DEPENDENCYPART_GRANDPAR
(25,14),(14,15),-0.176756 # DEPENDENCYPART_GRANDPAR
(25,17),(17,19),-0.286318 # DEPENDENCYPART_GRANDPAR
(25,17),(17,20),0.0747944 # DEPENDENCYPART_GRANDPAR
(25,17),(17,21),-0.331377 # DEPENDENCYPART_GRANDPAR
(25,17),(17,22),-0.213449 # DEPENDENCYPART_GRANDPAR
(25,17),(17,23),-0.278097 # DEPENDENCYPART_GRANDPAR
(25,17),(17,26),-0.723209 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),-0.191116 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),-0.270185 # DEPENDENCYPART_GRANDPAR
(25,21),(21,26),-0.637303 # DEPENDENCYPART_GRANDPAR
(25,22),(22,17),-0.471832 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.204304 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),-0.603996 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.186657 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.99474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,2),-1.32597 # DEPENDENCYPART_GRANDPAR
(25,26),(26,3),-1.38314 # DEPENDENCYPART_GRANDPAR
(25,26),(26,4),-1.80813 # DEPENDENCYPART_GRANDPAR
(25,26),(26,7),-1.37325 # DEPENDENCYPART_GRANDPAR
(25,26),(26,9),-1.35825 # DEPENDENCYPART_GRANDPAR
(25,26),(26,10),-1.25901 # DEPENDENCYPART_GRANDPAR
(25,26),(26,12),-1.64924 # DEPENDENCYPART_GRANDPAR
(25,26),(26,13),-0.962304 # DEPENDENCYPART_GRANDPAR
(25,26),(26,14),-1.5322 # DEPENDENCYPART_GRANDPAR
(25,26),(26,15),-1.09943 # DEPENDENCYPART_GRANDPAR
(25,26),(26,16),-1.30805 # DEPENDENCYPART_GRANDPAR
(25,26),(26,17),-1.11301 # DEPENDENCYPART_GRANDPAR
(25,26),(26,19),-1.52469 # DEPENDENCYPART_GRANDPAR
(25,26),(26,20),-1.35861 # DEPENDENCYPART_GRANDPAR
(25,26),(26,21),-1.49897 # DEPENDENCYPART_GRANDPAR
(25,26),(26,22),-1.10401 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-1.18224 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-1.15604 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-1.02436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,28),-0.19611 # DEPENDENCYPART_GRANDPAR
(25,26),(26,29),-0.744292 # DEPENDENCYPART_GRANDPAR
(25,28),(28,4),-1.41153 # DEPENDENCYPART_GRANDPAR
(25,28),(28,17),-0.648795 # DEPENDENCYPART_GRANDPAR
(25,28),(28,22),-0.828471 # DEPENDENCYPART_GRANDPAR
(25,28),(28,25),-1.09008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,28),(28,26),0.342811 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),0.401473 # DEPENDENCYPART_GRANDPAR
(26,2),(2,1),-0.424529 # DEPENDENCYPART_GRANDPAR
(26,2),(2,3),-0.428456 # DEPENDENCYPART_GRANDPAR
(26,2),(2,4),-0.272037 # DEPENDENCYPART_GRANDPAR
(26,2),(2,7),-0.294884 # DEPENDENCYPART_GRANDPAR
(26,2),(2,8),0.120756 # DEPENDENCYPART_GRANDPAR
(26,2),(2,9),0.0427196 # DEPENDENCYPART_GRANDPAR
(26,3),(3,2),-0.478481 # DEPENDENCYPART_GRANDPAR
(26,3),(3,4),-0.563784 # DEPENDENCYPART_GRANDPAR
(26,3),(3,5),-0.464015 # DEPENDENCYPART_GRANDPAR
(26,3),(3,7),-0.610509 # DEPENDENCYPART_GRANDPAR
(26,3),(3,10),-0.421653 # DEPENDENCYPART_GRANDPAR
(26,3),(3,16),0.0930787 # DEPENDENCYPART_GRANDPAR
(26,3),(3,29),-1.47066 # DEPENDENCYPART_GRANDPAR
(26,4),(4,2),-0.530032 # DEPENDENCYPART_GRANDPAR
(26,4),(4,3),-0.82311 # DEPENDENCYPART_GRANDPAR
(26,4),(4,5),-0.487066 # DEPENDENCYPART_GRANDPAR
(26,4),(4,6),-0.864028 # DEPENDENCYPART_GRANDPAR
(26,4),(4,7),-0.683987 # DEPENDENCYPART_GRANDPAR
(26,4),(4,9),0.0328926 # DEPENDENCYPART_GRANDPAR
(26,4),(4,10),-0.444703 # DEPENDENCYPART_GRANDPAR
(26,4),(4,11),-0.733179 # DEPENDENCYPART_GRANDPAR
(26,4),(4,12),-0.373541 # DEPENDENCYPART_GRANDPAR
(26,4),(4,13),-0.399833 # DEPENDENCYPART_GRANDPAR
(26,4),(4,14),-0.053824 # DEPENDENCYPART_GRANDPAR
(26,4),(4,15),-0.123304 # DEPENDENCYPART_GRANDPAR
(26,4),(4,16),0.0972612 # DEPENDENCYPART_GRANDPAR
(26,4),(4,17),-0.341137 # DEPENDENCYPART_GRANDPAR
(26,4),(4,20),-0.0961242 # DEPENDENCYPART_GRANDPAR
(26,4),(4,21),0.0146477 # DEPENDENCYPART_GRANDPAR
(26,4),(4,22),-0.0317359 # DEPENDENCYPART_GRANDPAR
(26,4),(4,25),-0.231574 # DEPENDENCYPART_GRANDPAR
(26,4),(4,26),-1.65922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,4),(4,28),-0.730005 # DEPENDENCYPART_GRANDPAR
(26,4),(4,29),-1.4713 # DEPENDENCYPART_GRANDPAR
(26,9),(9,5),-0.549935 # DEPENDENCYPART_GRANDPAR
(26,9),(9,6),-0.918416 # DEPENDENCYPART_GRANDPAR
(26,9),(9,7),-0.630163 # DEPENDENCYPART_GRANDPAR
(26,9),(9,8),-0.318482 # DEPENDENCYPART_GRANDPAR
(26,9),(9,10),-0.296878 # DEPENDENCYPART_GRANDPAR
(26,9),(9,11),-0.64157 # DEPENDENCYPART_GRANDPAR
(26,9),(9,12),-0.546062 # DEPENDENCYPART_GRANDPAR
(26,9),(9,13),-0.13781 # DEPENDENCYPART_GRANDPAR
(26,9),(9,14),-0.585244 # DEPENDENCYPART_GRANDPAR
(26,9),(9,15),0.0500149 # DEPENDENCYPART_GRANDPAR
(26,9),(9,16),0.303945 # DEPENDENCYPART_GRANDPAR
(26,9),(9,17),-0.141914 # DEPENDENCYPART_GRANDPAR
(26,9),(9,19),-0.24793 # DEPENDENCYPART_GRANDPAR
(26,9),(9,20),-0.268646 # DEPENDENCYPART_GRANDPAR
(26,9),(9,21),-0.238015 # DEPENDENCYPART_GRANDPAR
(26,9),(9,26),-1.19623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,9),(9,28),-0.362385 # DEPENDENCYPART_GRANDPAR
(26,9),(9,29),-1.15776 # DEPENDENCYPART_GRANDPAR
(26,10),(10,4),-0.469727 # DEPENDENCYPART_GRANDPAR
(26,10),(10,7),-0.449991 # DEPENDENCYPART_GRANDPAR
(26,10),(10,8),-0.186108 # DEPENDENCYPART_GRANDPAR
(26,10),(10,9),-0.176388 # DEPENDENCYPART_GRANDPAR
(26,10),(10,11),-0.680793 # DEPENDENCYPART_GRANDPAR
(26,10),(10,12),-0.325005 # DEPENDENCYPART_GRANDPAR
(26,10),(10,13),-0.322746 # DEPENDENCYPART_GRANDPAR
(26,10),(10,14),-0.725668 # DEPENDENCYPART_GRANDPAR
(26,10),(10,15),-0.0756011 # DEPENDENCYPART_GRANDPAR
(26,10),(10,16),0.179371 # DEPENDENCYPART_GRANDPAR
