# _root_ El principal índex espanyol va acabar en 8.154,40 punts , després d' haver caigut durant la sessió per_sota dels 8.100 punts .
#goldHeads=3,3,6,3,6,0,6,9,7,11,6,11,14,12,14,17,15,14,18,21,19,6,
#predictedHeads=3,3,6,3,6,0,6,9,7,11,6,11,14,12,14,17,15,14,18,21,19,6,
(14,13),(13,14),-1.5446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.527236 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.810057 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.60743 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.908459 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-1.59291 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.0976276 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.417794 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.141009 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.139634 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.152019 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),0.333619 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.440677 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.0789183 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.0370861 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.240126 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.22083 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.12903 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.636494 # DEPENDENCYPART_GRANDPAR
(14,18),(18,15),0.34731 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.123105 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.268697 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.381499 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.192969 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.235584 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.634406 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-1.05328 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.202 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.151845 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.251313 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0223282 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.281663 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.0514206 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.667596 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),0.324777 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.169709 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.215604 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.156229 # DEPENDENCYPART_GRANDPAR
(14,21),(21,3),-1.39287 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),-0.936482 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-0.815459 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.426216 # DEPENDENCYPART_GRANDPAR
(14,21),(21,15),0.403157 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.0447187 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.490754 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.0556302 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.198517 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.132196 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.668451 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.0972269 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.953167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.952893 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.232065 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.179433 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.288166 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.298004 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.665264 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.921487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),1.05259 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.43736 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.201462 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.297545 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.165227 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.756502 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-1.14912 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.941492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),1.25669 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.54414 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.105054 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.312069 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.169172 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.713711 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-1.03276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,18),-0.0600174 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.317038 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.122745 # DEPENDENCYPART_GRANDPAR
(15,21),(21,3),-1.27443 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-1.20517 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),-0.874919 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.751089 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.964334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.946316 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.519594 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.0772982 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.300721 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.25267 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.673068 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-1.18841 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.26523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.435034 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.515331 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.38573 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-1.35714 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.533515 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.46926 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.67773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.49308 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.916252 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.946929 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.625843 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.64514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,15),-0.514632 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.339282 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.85657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.0232308 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.206251 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.275494 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.438038 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.95172 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.567232 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.372611 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.69054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.318252 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.105494 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.487443 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.276424 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.489303 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.369831 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.193166 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.22551 # DEPENDENCYPART_GRANDPAR
(17,21),(21,3),-1.18084 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-0.92265 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-0.971846 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.501506 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.425495 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.407594 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.846739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.333554 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.207401 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.116283 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.246521 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.0753708 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.137878 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.54408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.729061 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.814048 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.600927 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.110043 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0881312 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.216031 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.54059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.639525 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.817378 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.57787 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.919384 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-1.01451 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.774136 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.645636 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.825723 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.777761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.0404255 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.452191 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.117441 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.714436 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.780934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.0241788 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.202716 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-0.911698 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-1.02763 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-0.764163 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.71936 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.697795 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.710559 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.8009 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.78085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.0322877 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.0229162 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.10447 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.307908 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.503821 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.536964 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.297156 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.756618 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.541637 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.531098 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.814451 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.285081 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.176828 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.539986 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),-0.312115 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),-0.577113 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),-0.386837 # DEPENDENCYPART_GRANDPAR
(19,6),(6,17),-0.652932 # DEPENDENCYPART_GRANDPAR
(19,6),(6,18),-0.302435 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-1.303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,20),-0.699713 # DEPENDENCYPART_GRANDPAR
(19,6),(6,21),-0.531099 # DEPENDENCYPART_GRANDPAR
(19,6),(6,22),-1.18271 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.13196 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.41291 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.101608 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.21939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.651289 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.473838 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.487281 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.499476 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0442077 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.301012 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.16861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.704759 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.496521 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-1.20323 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.405118 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.168414 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.614935 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.19725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.644356 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.417737 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-1.08888 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.11712 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.05493 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.490689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.468093 # DEPENDENCYPART_GRANDPAR
(19,21),(21,3),-1.44728 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-1.32561 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-1.27872 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-1.19641 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-1.13981 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-1.08962 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-1.49557 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-1.11324 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.516067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.197547 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.358668 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.404186 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.0700946 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.153604 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.0573367 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.54626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.565862 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.0980202 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.574419 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.186938 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.0255562 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.5375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.511187 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.863321 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.302055 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.132822 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.544881 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0570983 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.0829636 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.5463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.568473 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.88639 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-0.95049 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-0.994619 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-1.00017 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.79207 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.780872 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.21605 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.901219 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.823525 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.569523 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.638484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.151499 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.7795 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.745464 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.391813 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.725398 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.462274 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),-0.661218 # DEPENDENCYPART_GRANDPAR
(21,3),(3,8),-0.459047 # DEPENDENCYPART_GRANDPAR
(21,3),(3,9),-0.390487 # DEPENDENCYPART_GRANDPAR
(21,3),(3,10),-0.356343 # DEPENDENCYPART_GRANDPAR
(21,3),(3,11),-0.168966 # DEPENDENCYPART_GRANDPAR
(21,3),(3,12),-0.313377 # DEPENDENCYPART_GRANDPAR
(21,3),(3,14),-0.416559 # DEPENDENCYPART_GRANDPAR
(21,3),(3,20),0.539672 # DEPENDENCYPART_GRANDPAR
(21,3),(3,22),-0.73237 # DEPENDENCYPART_GRANDPAR
(21,6),(6,1),-0.690609 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.636598 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.191969 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.211548 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.799453 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.453367 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),-0.519543 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.344178 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.381597 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),-0.233927 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),-0.32518 # DEPENDENCYPART_GRANDPAR
(21,6),(6,13),-0.301527 # DEPENDENCYPART_GRANDPAR
(21,6),(6,14),-0.352852 # DEPENDENCYPART_GRANDPAR
(21,6),(6,15),-0.296219 # DEPENDENCYPART_GRANDPAR
(21,6),(6,17),-0.0903332 # DEPENDENCYPART_GRANDPAR
(21,6),(6,18),0.138302 # DEPENDENCYPART_GRANDPAR
(21,6),(6,19),0.388181 # DEPENDENCYPART_GRANDPAR
(21,6),(6,20),0.479176 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-1.80953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,22),-0.825344 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.649843 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.593923 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),-0.16289 # DEPENDENCYPART_GRANDPAR
(21,7),(7,10),-0.505926 # DEPENDENCYPART_GRANDPAR
(21,7),(7,11),-0.238593 # DEPENDENCYPART_GRANDPAR
(21,7),(7,12),-0.314766 # DEPENDENCYPART_GRANDPAR
(21,7),(7,14),-0.378459 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.50519 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.548246 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.0440812 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.437928 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.408053 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.426475 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),0.0293351 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),0.151909 # DEPENDENCYPART_GRANDPAR
(21,12),(12,19),0.358402 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-1.73354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,16),-0.29276 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.0053656 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),0.180838 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),0.376765 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.417046 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-1.73031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,17),0.422536 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.531944 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.393072 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.210268 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.354213 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.543499 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.66565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.73237 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.318581 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.472686 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.0267514 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.397401 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.583804 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.65108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.70089 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-0.558259 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.474989 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.484863 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.108888 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.18756 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.395813 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.73751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.745241 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.461232 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.134321 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.391238 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.64922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
