# _root_ I és que , si l' antiga estratègia de l' Acord_d'_Ajuria_Enea va néixer del consens i de la concertació , aquesta d' ara ha vist la llum sota el signe de la confrontació entre les majories i les minories .
#goldHeads=2,0,25,13,13,8,8,13,8,11,9,13,25,13,14,14,14,19,17,13,25,21,22,25,2,27,25,25,30,28,30,33,31,33,36,34,36,39,36,2,
#predictedHeads=2,0,13,13,13,8,8,13,8,11,9,13,2,13,14,14,14,19,17,25,25,21,22,25,19,27,25,25,30,28,30,33,31,33,36,34,36,39,36,2,
(9,8),(8,34),-1.02181 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.22003 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.715975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.941056 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.411649 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.216536 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.460257 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.35732 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.39965 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.39749 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.04811 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.34349 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.29931 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.274057 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.241754 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.204536 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.568775 # DEPENDENCYPART_GRANDPAR
(9,12),(12,40),-2.05508 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.35732 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.39908 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.39749 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.04811 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.34349 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.48552 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.16629 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.29882 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.734342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.782188 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.30517 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.225777 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.221129 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.0986753 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.555091 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.634624 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.231415 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.551558 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.402655 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.242973 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.183813 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.724123 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),-0.236935 # DEPENDENCYPART_GRANDPAR
(9,13),(13,27),-0.21329 # DEPENDENCYPART_GRANDPAR
(9,13),(13,28),-0.199922 # DEPENDENCYPART_GRANDPAR
(9,13),(13,30),-0.197123 # DEPENDENCYPART_GRANDPAR
(9,13),(13,33),-0.281027 # DEPENDENCYPART_GRANDPAR
(9,13),(13,34),-0.302242 # DEPENDENCYPART_GRANDPAR
(9,13),(13,36),0.132723 # DEPENDENCYPART_GRANDPAR
(9,13),(13,37),-0.65224 # DEPENDENCYPART_GRANDPAR
(9,13),(13,39),-0.160539 # DEPENDENCYPART_GRANDPAR
(9,13),(13,40),-1.9712 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0675167 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.638256 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.854454 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.718965 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.413011 # DEPENDENCYPART_GRANDPAR
(9,14),(14,31),-0.908916 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.58493 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.379687 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),0.220362 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.773775 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.402629 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.254566 # DEPENDENCYPART_GRANDPAR
(9,17),(17,25),-0.22149 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.598183 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.675685 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.754901 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.723672 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.730532 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.728436 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.656032 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.394206 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.893799 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.889174 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.84749 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.779575 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-1.27204 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.73277 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.8918 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-1.28414 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-1.1478 # DEPENDENCYPART_GRANDPAR
(10,8),(8,25),-0.963889 # DEPENDENCYPART_GRANDPAR
(10,8),(8,27),-1.98365 # DEPENDENCYPART_GRANDPAR
(10,8),(8,28),-0.939062 # DEPENDENCYPART_GRANDPAR
(10,8),(8,34),-1.02017 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.853813 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.745294 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.633581 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.83427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.937667 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.891951 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.852201 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.867317 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.26799 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.861476 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.381094 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0526927 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.28904 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.24055 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-1.67211 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-1.35156 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.40541 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.28632 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.754708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.315873 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.0606132 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0149677 # DEPENDENCYPART_GRANDPAR
(11,12),(12,40),-1.55118 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.28903 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.23997 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.67211 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.35155 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.4054 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.61588 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.42405 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.28582 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.630701 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.926902 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.716588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.348405 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0472424 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.232848 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0519671 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.106351 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.207661 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),0.195848 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.156328 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.274657 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.282641 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.52743 # DEPENDENCYPART_GRANDPAR
(11,13),(13,25),-0.552056 # DEPENDENCYPART_GRANDPAR
(11,13),(13,27),-0.406286 # DEPENDENCYPART_GRANDPAR
(11,13),(13,28),-0.548879 # DEPENDENCYPART_GRANDPAR
(11,13),(13,30),-0.515151 # DEPENDENCYPART_GRANDPAR
(11,13),(13,33),-0.610209 # DEPENDENCYPART_GRANDPAR
(11,13),(13,34),-0.594878 # DEPENDENCYPART_GRANDPAR
(11,13),(13,36),-0.683577 # DEPENDENCYPART_GRANDPAR
(11,13),(13,37),-0.540868 # DEPENDENCYPART_GRANDPAR
(11,13),(13,39),-0.674796 # DEPENDENCYPART_GRANDPAR
(11,13),(13,40),-1.52194 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0674093 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0234393 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.0816435 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),0.0259586 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.268764 # DEPENDENCYPART_GRANDPAR
(11,14),(14,31),-0.404417 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.324172 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.142557 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.00967952 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.427547 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.245506 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.166272 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.0845396 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-2.29566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),-0.955472 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-1.53727 # DEPENDENCYPART_GRANDPAR
(12,2),(2,20),-1.99066 # DEPENDENCYPART_GRANDPAR
(12,2),(2,21),-1.28588 # DEPENDENCYPART_GRANDPAR
(12,2),(2,24),-1.43161 # DEPENDENCYPART_GRANDPAR
(12,2),(2,25),-1.71027 # DEPENDENCYPART_GRANDPAR
(12,2),(2,40),-2.91802 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.25878 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.63722 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.11241 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.3996 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.496897 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.425711 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.122608 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.626217 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.268709 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.280154 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-1.40784 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.574058 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.120782 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.511276 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.272034 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.229441 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.0782112 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.88035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.537842 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.444355 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-1.2659 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.487731 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-1.128 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.842786 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-1.17069 # DEPENDENCYPART_GRANDPAR
(12,8),(8,25),-1.29264 # DEPENDENCYPART_GRANDPAR
(12,8),(8,27),-1.26598 # DEPENDENCYPART_GRANDPAR
(12,8),(8,28),-0.932539 # DEPENDENCYPART_GRANDPAR
(12,8),(8,34),-1.14414 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.297062 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.89457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.552065 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.448298 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.36506 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.37367 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-2.08426 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.4743 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.806625 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.707231 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.23933 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.28615 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.696117 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.51488 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.40059 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.06057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.313393 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.64922 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.505323 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.394338 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.510669 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.841797 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.545195 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.601615 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.620862 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.620719 # DEPENDENCYPART_GRANDPAR
(12,13),(13,25),-0.755702 # DEPENDENCYPART_GRANDPAR
(12,13),(13,27),-0.650152 # DEPENDENCYPART_GRANDPAR
(12,13),(13,28),-0.650737 # DEPENDENCYPART_GRANDPAR
(12,13),(13,30),-0.70823 # DEPENDENCYPART_GRANDPAR
(12,13),(13,33),-0.556528 # DEPENDENCYPART_GRANDPAR
(12,13),(13,34),-0.940542 # DEPENDENCYPART_GRANDPAR
(12,13),(13,36),-0.633944 # DEPENDENCYPART_GRANDPAR
(12,13),(13,37),-0.904718 # DEPENDENCYPART_GRANDPAR
(12,13),(13,39),-0.770342 # DEPENDENCYPART_GRANDPAR
(12,13),(13,40),-1.89176 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.44879 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.465106 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.24627 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.795308 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.469858 # DEPENDENCYPART_GRANDPAR
(12,14),(14,31),-0.724167 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.0049219 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.0668974 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.441663 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.58755 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.238148 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.0702755 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.0253149 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),-0.167674 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.52854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,16),-0.931505 # DEPENDENCYPART_GRANDPAR
(13,2),(2,20),-1.7608 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-0.552582 # DEPENDENCYPART_GRANDPAR
(13,2),(2,24),-0.755191 # DEPENDENCYPART_GRANDPAR
(13,2),(2,25),-0.981292 # DEPENDENCYPART_GRANDPAR
(13,2),(2,40),-2.85747 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.00824541 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.154094 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.0608978 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.0693159 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-3.7623e-06 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.171997 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.0478703 # DEPENDENCYPART_GRANDPAR
(13,5),(5,14),-0.19018 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.112628 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.127612 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.280767 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),0.0572409 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.376632 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.74489 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.124346 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.184997 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),0.00572484 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.190587 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-1.17874 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.111379 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.30114 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.849327 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.235886 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.304886 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.271915 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.090078 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.10979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.00674694 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.660349 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),0.0757972 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.564395 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-0.109893 # DEPENDENCYPART_GRANDPAR
(13,8),(8,23),-0.836107 # DEPENDENCYPART_GRANDPAR
(13,8),(8,25),-0.562543 # DEPENDENCYPART_GRANDPAR
(13,8),(8,27),-0.76662 # DEPENDENCYPART_GRANDPAR
(13,8),(8,28),-0.279567 # DEPENDENCYPART_GRANDPAR
(13,8),(8,34),-0.470269 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-1.19612 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.366647 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.0146108 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.377418 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.124426 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.286622 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.24566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.270543 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.782452 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.238922 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.0446496 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.0333809 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0248118 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0935586 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.12402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.0106901 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.0321966 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.358465 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.956009 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),0.173156 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),0.930324 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.0711194 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0682536 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.5133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.446394 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.911136 # DEPENDENCYPART_GRANDPAR
(13,12),(12,40),-2.8412 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.0676457 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0701495 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.236566 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.670264 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.046134 # DEPENDENCYPART_GRANDPAR
(13,14),(14,31),-0.170222 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.86802 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.07436 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.410464 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.211529 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.366576 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.118991 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),0.0919755 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),0.0980673 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.3054 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),0.227948 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),0.142663 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0552947 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.457817 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.168167 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.656499 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.00638582 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.131029 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),0.190857 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.851635 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.867843 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.724705 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.0881447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.420034 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.368807 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.477204 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.230749 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.831284 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.0931748 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),0.0961198 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.3042 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),0.23016 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),0.144884 # DEPENDENCYPART_GRANDPAR
(13,19),(19,27),-0.0831876 # DEPENDENCYPART_GRANDPAR
(13,19),(19,28),-0.0368738 # DEPENDENCYPART_GRANDPAR
(13,19),(19,37),-0.249029 # DEPENDENCYPART_GRANDPAR
(13,19),(19,39),-0.228601 # DEPENDENCYPART_GRANDPAR
(13,21),(21,14),0.406574 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),0.437232 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.530843 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.00531709 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),0.0681439 # DEPENDENCYPART_GRANDPAR
(13,21),(21,27),-0.125971 # DEPENDENCYPART_GRANDPAR
(13,21),(21,28),0.00017381 # DEPENDENCYPART_GRANDPAR
(13,21),(21,30),-0.13806 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.322755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,20),-0.345941 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.152129 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),0.303504 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),0.141314 # DEPENDENCYPART_GRANDPAR
(13,22),(22,27),-0.0669989 # DEPENDENCYPART_GRANDPAR
(13,22),(22,28),-0.0322975 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.362314 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),0.16124 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),0.295539 # DEPENDENCYPART_GRANDPAR
(13,24),(24,2),-1.30247 # DEPENDENCYPART_GRANDPAR
(13,24),(24,3),-1.87152 # DEPENDENCYPART_GRANDPAR
(13,24),(24,4),-0.991507 # DEPENDENCYPART_GRANDPAR
(13,24),(24,5),-0.642233 # DEPENDENCYPART_GRANDPAR
(13,24),(24,13),-0.343848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,24),(24,20),-0.217637 # DEPENDENCYPART_GRANDPAR
