# _root_ Sonaven molt bé , sens dubte , però el volum sonor no està de més en aquesta mena d' exhibicions de la música barroca .
#goldHeads=0,3,1,5,1,5,5,1,10,13,10,13,1,13,14,13,18,16,18,19,20,23,21,23,1,
#predictedHeads=0,3,1,5,1,5,5,1,10,13,10,13,1,13,14,13,18,16,18,19,20,23,21,23,1,
(16,5),(5,16),-1.9171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,25),-1.73504 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.367341 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),0.13964 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),0.0706351 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.199802 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.182618 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.311254 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.322578 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.272371 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.40069 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.364927 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.185336 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.207942 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.150886 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.201842 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.99795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.768528 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-1.1504 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-1.1096 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-1.04112 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-1.04094 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.739991 # DEPENDENCYPART_GRANDPAR
(16,13),(13,25),-1.80912 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.394922 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.411846 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.442316 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.409917 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.328599 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.261884 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.91868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-0.727309 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-1.0737 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-1.06839 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.971847 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.689961 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-1.74032 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.344777 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.278966 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.88366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.653421 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-1.04212 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.928989 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.24081 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.849484 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-1.00608 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.09814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.30722 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.117448 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.419701 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.0228591 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.305527 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),0.134047 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.996669 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.954352 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.214795 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.228807 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.137649 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-1.24081 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.849484 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-1.00608 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-1.09943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.300354 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.250792 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.00472536 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.289515 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.145693 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.982076 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.17764 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),0.0711566 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.724414 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.8581 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.246267 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.456328 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.396435 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.353241 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.528746 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),-0.301264 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),-0.665484 # DEPENDENCYPART_GRANDPAR
(18,1),(1,12),-0.524845 # DEPENDENCYPART_GRANDPAR
(18,1),(1,13),-0.185828 # DEPENDENCYPART_GRANDPAR
(18,1),(1,15),0.299904 # DEPENDENCYPART_GRANDPAR
(18,1),(1,16),0.27311 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-1.79385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,23),-1.32485 # DEPENDENCYPART_GRANDPAR
(18,1),(1,24),-0.840332 # DEPENDENCYPART_GRANDPAR
(18,1),(1,25),-1.61339 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.310719 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.645286 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.368394 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.623104 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.322847 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.119782 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.108947 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.74194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.674444 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-1.04155 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.837159 # DEPENDENCYPART_GRANDPAR
(18,14),(14,24),-0.792091 # DEPENDENCYPART_GRANDPAR
(18,14),(14,25),-1.5453 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.665027 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.168569 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.00398013 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.63601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.614182 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.764998 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.519288 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.687792 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.554044 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.181094 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.4594 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.72334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.67203 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-1.02295 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.829285 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-1.53916 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.353512 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.181393 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.0497789 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.068616 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-1.08578 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.677046 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.311164 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.669345 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.591802 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.236432 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0321587 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.422224 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.00431884 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.722945 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.108185 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.0641688 # DEPENDENCYPART_GRANDPAR
(18,23),(23,19),0.228019 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.618779 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.0105163 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.746814 # DEPENDENCYPART_GRANDPAR
(18,24),(24,14),-0.884146 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.567234 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.158346 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.122551 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.0589299 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.250406 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.54287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,21),-0.723213 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-1.33407 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.783935 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.02499 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.776678 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.41113 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.798493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.0227315 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.155176 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.22972 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.274453 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.32445 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.216906 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.800456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,22),-0.106274 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.289497 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.276371 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.575487 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.620715 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.143353 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),0.0749707 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),0.196068 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.344557 # DEPENDENCYPART_GRANDPAR
(20,1),(1,8),-0.331306 # DEPENDENCYPART_GRANDPAR
(20,1),(1,10),0.309172 # DEPENDENCYPART_GRANDPAR
(20,1),(1,11),-0.277569 # DEPENDENCYPART_GRANDPAR
(20,1),(1,12),-0.277032 # DEPENDENCYPART_GRANDPAR
(20,1),(1,13),-0.0270061 # DEPENDENCYPART_GRANDPAR
(20,1),(1,15),0.581643 # DEPENDENCYPART_GRANDPAR
(20,1),(1,16),0.666897 # DEPENDENCYPART_GRANDPAR
(20,1),(1,18),0.728424 # DEPENDENCYPART_GRANDPAR
(20,1),(1,23),-0.840494 # DEPENDENCYPART_GRANDPAR
(20,1),(1,24),-0.879627 # DEPENDENCYPART_GRANDPAR
(20,1),(1,25),-1.27468 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),-0.209767 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.12696 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.186845 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.386653 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.177673 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),0.39527 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),0.494904 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),0.816684 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.828293 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.56353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.675403 # DEPENDENCYPART_GRANDPAR
(20,14),(14,24),-0.831388 # DEPENDENCYPART_GRANDPAR
(20,14),(14,25),-1.2066 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.143287 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.13924 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.387869 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.605173 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.786461 # DEPENDENCYPART_GRANDPAR
(20,15),(15,21),-0.603242 # DEPENDENCYPART_GRANDPAR
(20,16),(16,1),-0.412222 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-0.16168 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.402756 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),0.13109 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.73595 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.878422 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.825521 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.54493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.667529 # DEPENDENCYPART_GRANDPAR
(20,16),(16,25),-1.20045 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),0.968151 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.53976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.664328 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.764693 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.379989 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.0206653 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),0.0988014 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.369424 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.0348448 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.408929 # DEPENDENCYPART_GRANDPAR
(20,24),(24,14),-0.573151 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.321154 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.938218 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),0.957778 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.255959 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.65304 # DEPENDENCYPART_GRANDPAR
(21,24),(24,14),-0.99367 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),1.15451 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.741808 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.351529 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.474587 # DEPENDENCYPART_GRANDPAR
(22,19),(19,23),-1.40352 # DEPENDENCYPART_GRANDPAR
(22,21),(21,23),-1.41775 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-1.14323 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),0.814712 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),0.208229 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),0.106218 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.8508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,19),-0.0863538 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.0585759 # DEPENDENCYPART_GRANDPAR
(23,24),(24,14),-1.05673 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.647607 # DEPENDENCYPART_GRANDPAR
(24,14),(14,1),-0.48486 # DEPENDENCYPART_GRANDPAR
(24,14),(14,5),-0.571701 # DEPENDENCYPART_GRANDPAR
(24,14),(14,8),-0.370683 # DEPENDENCYPART_GRANDPAR
(24,14),(14,12),-0.562995 # DEPENDENCYPART_GRANDPAR
(24,14),(14,13),-0.450944 # DEPENDENCYPART_GRANDPAR
(24,14),(14,15),-0.481153 # DEPENDENCYPART_GRANDPAR
(24,14),(14,16),-0.3294 # DEPENDENCYPART_GRANDPAR
(24,14),(14,18),-0.234184 # DEPENDENCYPART_GRANDPAR
(24,14),(14,19),-0.323006 # DEPENDENCYPART_GRANDPAR
(24,14),(14,20),-0.144888 # DEPENDENCYPART_GRANDPAR
(24,14),(14,21),-0.291177 # DEPENDENCYPART_GRANDPAR
(24,14),(14,24),-1.55372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,14),(14,25),-0.964851 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.411046 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.344722 # DEPENDENCYPART_GRANDPAR
