# _root_ " Per això és bo que tinguin totes les facilitats , com el sistema informàtic i els models que han de fer_servir en català " , ha dit .
#goldHeads=4,4,2,28,4,7,4,9,10,7,12,10,14,12,14,14,18,14,22,22,22,18,14,23,12,12,28,0,28,
#predictedHeads=4,4,2,28,4,7,4,9,10,7,12,7,14,12,14,14,18,14,22,22,22,18,22,23,4,4,28,0,28,
(5,22),(22,11),-0.0677469 # DEPENDENCYPART_GRANDPAR
(5,22),(22,12),0.0358499 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),-0.380444 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),-0.268736 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),-0.233978 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.441984 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.235832 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.285353 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),0.618956 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.495826 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.112734 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),0.116564 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.209247 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.370262 # DEPENDENCYPART_GRANDPAR
(5,22),(22,26),-0.611812 # DEPENDENCYPART_GRANDPAR
(5,22),(22,27),-1.07352 # DEPENDENCYPART_GRANDPAR
(5,22),(22,28),-0.301255 # DEPENDENCYPART_GRANDPAR
(5,22),(22,29),-0.913441 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.953667 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.897297 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.901474 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.936446 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.765981 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.527459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,10),-0.364703 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.599399 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.533732 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.341595 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.616637 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.73193 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.251858 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.404027 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-1.01463 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.329627 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.812785 # DEPENDENCYPART_GRANDPAR
(6,7),(7,25),-0.701947 # DEPENDENCYPART_GRANDPAR
(6,7),(7,26),-0.799962 # DEPENDENCYPART_GRANDPAR
(6,7),(7,27),-0.606049 # DEPENDENCYPART_GRANDPAR
(6,7),(7,28),-0.546863 # DEPENDENCYPART_GRANDPAR
(6,7),(7,29),-0.965281 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.449349 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.208092 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.611671 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.689973 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.917852 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-0.763879 # DEPENDENCYPART_GRANDPAR
(6,12),(12,29),-0.927738 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.165425 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.151847 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.00890167 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.0291545 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.60741 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.30699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,11),-0.734486 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.44359 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),0.104861 # DEPENDENCYPART_GRANDPAR
(7,2),(2,25),-0.707456 # DEPENDENCYPART_GRANDPAR
(7,2),(2,26),-1.27795 # DEPENDENCYPART_GRANDPAR
(7,2),(2,29),-1.83903 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.27833 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0838626 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.135795 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.11053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,29),-1.66266 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.169217 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.222078 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.416408 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.113305 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.382758 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.59622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,10),-0.672184 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.89553 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.617179 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.683322 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.848532 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.757229 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.678052 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.813227 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-0.716671 # DEPENDENCYPART_GRANDPAR
(7,4),(4,25),-0.87877 # DEPENDENCYPART_GRANDPAR
(7,4),(4,26),-1.439 # DEPENDENCYPART_GRANDPAR
(7,4),(4,27),-1.22445 # DEPENDENCYPART_GRANDPAR
(7,4),(4,28),-0.934979 # DEPENDENCYPART_GRANDPAR
(7,4),(4,29),-1.99828 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.293916 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.216969 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.280175 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.511951 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.21246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,10),-0.361396 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.636964 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.32843 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.372528 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.615559 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.467779 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.367264 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.333966 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.18039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,12),-0.297677 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.511874 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.623329 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.28997 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.169433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.772306 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.140249 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0857579 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.430726 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.328822 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.172289 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.396449 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),0.341256 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),0.261265 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.315266 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.386637 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.691867 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.246907 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.523845 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),0.860506 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),-0.170993 # DEPENDENCYPART_GRANDPAR
(7,12),(12,29),-0.84332 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.513207 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.85225 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-1.29089 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),0.768527 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.136425 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.637046 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.191551 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.630846 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.405522 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.181608 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.403001 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),0.357702 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),0.280949 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),0.762339 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),0.434654 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),0.330476 # DEPENDENCYPART_GRANDPAR
(7,14),(14,25),0.30451 # DEPENDENCYPART_GRANDPAR
(7,14),(14,28),0.214257 # DEPENDENCYPART_GRANDPAR
(7,14),(14,29),-0.994925 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.491982 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.421882 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.596185 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.24949 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),0.314854 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),0.202871 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),0.686894 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),0.315697 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),0.386132 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.511875 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.85152 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.169856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,12),0.63727 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.392083 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.644342 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),0.179173 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),0.523296 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.692408 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-1.49927 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),0.272886 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),0.726446 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),0.426592 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),0.313494 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),0.292807 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),-0.448762 # DEPENDENCYPART_GRANDPAR
(7,18),(18,27),-0.220614 # DEPENDENCYPART_GRANDPAR
(7,18),(18,28),0.206195 # DEPENDENCYPART_GRANDPAR
(7,18),(18,29),-1.00778 # DEPENDENCYPART_GRANDPAR
(7,20),(20,6),-1.56993 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),0.384428 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),0.382989 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.542433 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),0.495688 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),0.265828 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),0.416307 # DEPENDENCYPART_GRANDPAR
(7,20),(20,25),0.216718 # DEPENDENCYPART_GRANDPAR
(7,20),(20,26),-0.270401 # DEPENDENCYPART_GRANDPAR
(7,20),(20,28),0.0287293 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.933722 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),0.432211 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),0.284178 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.424739 # DEPENDENCYPART_GRANDPAR
(7,21),(21,26),-0.310007 # DEPENDENCYPART_GRANDPAR
(7,21),(21,28),0.212915 # DEPENDENCYPART_GRANDPAR
(7,22),(22,1),-1.32401 # DEPENDENCYPART_GRANDPAR
(7,22),(22,2),-0.917643 # DEPENDENCYPART_GRANDPAR
(7,22),(22,3),-1.27155 # DEPENDENCYPART_GRANDPAR
(7,22),(22,4),-1.26592 # DEPENDENCYPART_GRANDPAR
(7,22),(22,5),-0.875784 # DEPENDENCYPART_GRANDPAR
(7,22),(22,6),-1.56754 # DEPENDENCYPART_GRANDPAR
(7,22),(22,7),-0.412638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,22),(22,9),-0.0825789 # DEPENDENCYPART_GRANDPAR
(7,22),(22,10),0.415093 # DEPENDENCYPART_GRANDPAR
(7,22),(22,11),0.540914 # DEPENDENCYPART_GRANDPAR
(7,22),(22,12),0.609317 # DEPENDENCYPART_GRANDPAR
(7,22),(22,13),-0.638777 # DEPENDENCYPART_GRANDPAR
(7,22),(22,14),0.411604 # DEPENDENCYPART_GRANDPAR
(7,22),(22,15),0.0360544 # DEPENDENCYPART_GRANDPAR
(7,22),(22,16),0.202038 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.937589 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),0.410166 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.412196 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),0.52488 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),0.616547 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),0.501573 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-0.390936 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),0.285303 # DEPENDENCYPART_GRANDPAR
(7,22),(22,26),-0.195525 # DEPENDENCYPART_GRANDPAR
(7,22),(22,27),-0.324712 # DEPENDENCYPART_GRANDPAR
(7,22),(22,28),0.102186 # DEPENDENCYPART_GRANDPAR
(7,22),(22,29),-0.897117 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),0.647495 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.262701 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),0.259251 # DEPENDENCYPART_GRANDPAR
(7,23),(23,26),-0.258369 # DEPENDENCYPART_GRANDPAR
(7,23),(23,28),0.251036 # DEPENDENCYPART_GRANDPAR
(7,27),(27,4),-1.28613 # DEPENDENCYPART_GRANDPAR
(7,27),(27,18),0.42551 # DEPENDENCYPART_GRANDPAR
(7,27),(27,19),-0.435101 # DEPENDENCYPART_GRANDPAR
(7,27),(27,22),0.510561 # DEPENDENCYPART_GRANDPAR
(7,27),(27,23),0.461213 # DEPENDENCYPART_GRANDPAR
(7,27),(27,29),-0.976626 # DEPENDENCYPART_GRANDPAR
(7,28),(28,1),-1.32405 # DEPENDENCYPART_GRANDPAR
(7,28),(28,2),-0.917577 # DEPENDENCYPART_GRANDPAR
(7,28),(28,4),-1.26615 # DEPENDENCYPART_GRANDPAR
(7,28),(28,5),-0.875842 # DEPENDENCYPART_GRANDPAR
(7,28),(28,6),-1.56759 # DEPENDENCYPART_GRANDPAR
(7,28),(28,7),-0.453923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,28),(28,10),0.430772 # DEPENDENCYPART_GRANDPAR
(7,28),(28,11),0.586776 # DEPENDENCYPART_GRANDPAR
(7,28),(28,12),0.613663 # DEPENDENCYPART_GRANDPAR
(7,28),(28,14),0.427272 # DEPENDENCYPART_GRANDPAR
(7,28),(28,15),0.0386872 # DEPENDENCYPART_GRANDPAR
(7,28),(28,18),0.425845 # DEPENDENCYPART_GRANDPAR
(7,28),(28,19),-0.446114 # DEPENDENCYPART_GRANDPAR
(7,28),(28,20),0.48747 # DEPENDENCYPART_GRANDPAR
(7,28),(28,21),0.631451 # DEPENDENCYPART_GRANDPAR
(7,28),(28,22),0.433718 # DEPENDENCYPART_GRANDPAR
(7,28),(28,23),0.421098 # DEPENDENCYPART_GRANDPAR
(7,28),(28,24),-0.321449 # DEPENDENCYPART_GRANDPAR
(7,28),(28,25),0.312526 # DEPENDENCYPART_GRANDPAR
(7,28),(28,26),0.0433104 # DEPENDENCYPART_GRANDPAR
(7,28),(28,27),0.161415 # DEPENDENCYPART_GRANDPAR
(7,28),(28,29),-0.831078 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.929608 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.24117 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.11514 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.14735 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.56974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.395496 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.55496 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.597008 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-1.14063 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.896162 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.518278 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-1.18589 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.485586 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-1.07856 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.25762 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.60228 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.4798 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.49757 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.52704 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.44894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.51955 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.531501 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-1.04441 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.817267 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.535382 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-1.12157 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.420545 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.423049 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.605347 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.439085 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.279307 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.444392 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.271322 # DEPENDENCYPART_GRANDPAR
(10,2),(2,11),-0.770264 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.968603 # DEPENDENCYPART_GRANDPAR
(10,2),(2,21),-0.824269 # DEPENDENCYPART_GRANDPAR
(10,2),(2,25),-1.04684 # DEPENDENCYPART_GRANDPAR
(10,2),(2,26),-0.984335 # DEPENDENCYPART_GRANDPAR
(10,2),(2,29),-2.1714 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.415232 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.0896193 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.563262 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.409824 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.174122 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.62213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.7755 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.962543 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.933229 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.97793 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-1.0989 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-1.19162 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.956491 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.268188 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.922243 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.448 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.0523197 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.5295 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.366289 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0336574 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.70003 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.74599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.862082 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-1.04312 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-1.0571 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-1.02335 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-1.17933 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-1.31548 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.957249 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.918425 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-1.08878 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-1.18599 # DEPENDENCYPART_GRANDPAR
(10,7),(7,25),-1.1408 # DEPENDENCYPART_GRANDPAR
(10,7),(7,26),-1.07615 # DEPENDENCYPART_GRANDPAR
(10,7),(7,27),-1.98898 # DEPENDENCYPART_GRANDPAR
(10,7),(7,28),-1.21527 # DEPENDENCYPART_GRANDPAR
(10,7),(7,29),-2.25352 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.62375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,8),0.583613 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.62806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,10),-0.869584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.544089 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0212242 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.144379 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.297522 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.00544288 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-0.120749 # DEPENDENCYPART_GRANDPAR
(10,12),(12,29),-1.38746 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.685673 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-1.20539 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.40411 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.433676 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.140214 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.841778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.286475 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.191136 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.287894 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.196637 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.365335 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.403474 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.234364 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.0458839 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.322068 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.441965 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.194577 # DEPENDENCYPART_GRANDPAR
(10,14),(14,28),-0.458136 # DEPENDENCYPART_GRANDPAR
(10,14),(14,29),-1.3624 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.741394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.250151 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.25406 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.220557 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.31424 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.140524 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.00266522 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.262754 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.2733 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.685369 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-1.20538 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-1.04263 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.190448 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.296767 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.144571 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.234182 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.341567 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.485894 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-1.21858 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.251378 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.0529618 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.339081 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.446206 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.199672 # DEPENDENCYPART_GRANDPAR
(10,18),(18,26),-0.101241 # DEPENDENCYPART_GRANDPAR
(10,18),(18,27),-1.31433 # DEPENDENCYPART_GRANDPAR
(10,18),(18,28),-0.47515 # DEPENDENCYPART_GRANDPAR
(10,18),(18,29),-1.36863 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-1.51733 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.116622 # DEPENDENCYPART_GRANDPAR
