# _root_ Their debt will be well under the $ 1 million limit -- on borrowing to acquire , build , or improve a home -- that qualifies for mortgage-interest deductions .
#goldHeads=2,3,0,3,6,4,11,11,8,8,6,13,11,13,20,20,20,20,20,14,20,23,20,13,26,11,26,29,27,3,
#predictedHeads=2,3,0,3,4,4,11,11,8,8,6,4,4,13,16,14,20,20,20,4,20,23,21,23,26,23,26,29,27,3,
(11,6),(6,6),(6,-1),-0.334733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,5),(6,2),-0.0244203 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,5),(6,-1),0.0236464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,2),(6,-1),0.0370354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,7),(7,14),-0.146359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,31),0.0950423 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,14),(7,31),-0.133841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,7),(7,-1),0.214237 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,8),(8,9),0.193785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,10),0.194359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,11),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,20),-0.144739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,23),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,31),-0.263138 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,9),(8,10),0.0484296 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,11),-0.144715 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,13),-0.144705 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,14),-0.145021 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,16),-0.145021 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,18),-0.145021 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,23),-0.144715 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,27),-0.144705 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,31),-0.000140658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,10),(8,11),-0.144715 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,13),-0.144708 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,14),-0.145021 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,16),-0.145021 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,18),-0.145021 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,23),-0.144715 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,27),-0.144708 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,31),-0.00819588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,11),(8,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,31),-0.137937 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,12),(8,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,12),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,12),(8,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,12),(8,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,12),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,12),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,12),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,12),(8,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,12),(8,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,12),(8,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,12),(8,31),-0.152655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,13),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,31),-0.208673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,14),(8,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,14),(8,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,14),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,14),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,14),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,14),(8,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,14),(8,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,14),(8,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,14),(8,31),-0.14774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,16),(8,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,16),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,16),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,16),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,16),(8,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,16),(8,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,16),(8,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,16),(8,31),-0.14774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,17),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,17),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,17),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,17),(8,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,17),(8,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,17),(8,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,17),(8,31),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,18),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,18),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,18),(8,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,18),(8,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,18),(8,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,18),(8,31),-0.147789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,19),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,19),(8,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,19),(8,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,19),(8,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,19),(8,31),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,20),(8,23),0.0150988 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,20),(8,27),0.307981 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,20),(8,30),0.111988 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,20),(8,31),-0.14476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,23),(8,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,23),(8,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,23),(8,31),-0.137937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,27),(8,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,27),(8,31),-0.208694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,30),(8,31),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,8),(8,7),-0.0247398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,6),-0.00429098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,5),-0.0291288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,-1),0.0983168 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,7),(8,6),-0.0222829 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,5),-0.0201492 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,-1),-0.0254787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,6),(8,5),-0.0233675 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,-1),-0.0488197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,5),(8,-1),-0.0446758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,9),(9,10),0.089662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,11),-0.145666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,12),-0.145321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,13),-0.144909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,14),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,31),-0.03608 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,10),(9,11),-0.144703 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,13),-0.144703 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,31),-0.173982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,11),(9,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,31),-0.0829572 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,12),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,14),-0.144703 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,31),-0.159935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,13),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,13),(9,17),-0.144703 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,13),(9,31),-0.175358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,14),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,14),(9,31),-0.149082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,17),(9,31),-0.158274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,9),(9,8),-0.0971326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,7),-0.041099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,-1),0.169598 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,8),(9,7),-0.0233489 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,-1),-0.0867091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,7),(9,-1),-0.0583559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,10),(10,11),-0.145671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,14),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,31),-0.0719341 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,11),(10,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,31),-0.0788018 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,14),(10,31),-0.149084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,10),(10,9),0.0190051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,8),-0.0962406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,7),-0.0411001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,-1),0.117001 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,9),(10,8),-0.0198808 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,7),-0.0195357 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,-1),0.115615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,8),(10,7),-0.0233493 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,8),(10,-1),-0.085813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,7),(10,-1),-0.0591576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,12),(12,16),-0.0254051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,21),-0.0254051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,31),0.0266399 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,16),(12,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,31),-0.0251174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,21),(12,31),-0.0251174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,12),(12,6),-0.145089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,-1),-0.11191 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,6),(12,-1),-0.146885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,13),(13,14),-0.00983932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,15),-0.0339015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,16),-0.00984183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,17),-0.0453837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,18),-0.0122898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,20),0.0472151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,21),-0.00984183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,23),0.115187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,24),-0.0302255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,26),-0.00984183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,27),-0.0230085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,31),-0.344877 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,14),(13,15),-0.0194432 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,16),-0.0195524 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,17),-0.0220079 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,18),-0.0195524 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,20),-0.0196211 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,21),-0.0195524 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,23),-0.0215473 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,24),-0.00432949 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,26),-0.0195524 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,27),-0.0196775 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,30),-0.0209467 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,31),-0.00842627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,15),(13,16),-0.0204287 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,17),-0.0194662 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,18),-0.0204287 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,20),-0.0208192 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,21),-0.0204287 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,23),-0.0251365 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,24),-0.0141073 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,26),-0.0204287 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,27),-0.0194843 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,31),-0.0543265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,16),(13,17),-0.0220079 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,18),-0.0195524 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,20),-0.0196211 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,21),-0.0195524 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,23),-0.0215473 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,24),-0.00432949 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,26),-0.0195524 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,27),-0.0196775 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,30),-0.0209467 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,31),-0.00842878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,17),(13,18),-0.0180178 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,20),-0.0209905 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,21),-0.0180178 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,23),-0.0400448 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,24),-0.0194704 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,26),-0.0180178 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,27),-0.0328152 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,30),-0.0209278 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,31),-0.00651536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,18),(13,20),-0.0196211 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,21),-0.0195524 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,23),-0.0215473 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,24),-0.00432949 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,26),-0.0195524 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,27),-0.0196775 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,30),-0.0209467 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,31),-0.0108768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,20),(13,21),0.256854 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,20),(13,23),0.131982 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,20),(13,24),0.199718 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,20),(13,26),0.362489 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,20),(13,27),0.421936 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,20),(13,30),0.237249 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,20),(13,31),0.0400393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,21),(13,23),-0.0215473 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,21),(13,24),-0.00432949 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,21),(13,26),-0.0195524 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,21),(13,27),-0.0196775 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,21),(13,30),-0.0209467 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,21),(13,31),-0.0084299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,23),(13,24),-0.0362965 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,23),(13,26),-0.0248012 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,23),(13,27),-0.0146475 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,23),(13,30),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,23),(13,31),0.0594428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,24),(13,26),-0.0202488 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,24),(13,27),-0.0211411 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,24),(13,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,24),(13,31),-0.0222696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,26),(13,27),-0.0196775 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,26),(13,30),-0.0209467 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,26),(13,31),-0.00842878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,27),(13,30),-0.019665 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,27),(13,31),-0.0446223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,30),(13,31),-0.0241374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,13),(13,12),0.109449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,11),0.0495662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,-1),-0.107266 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,12),(13,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,-1),-0.152748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,11),(13,-1),-0.186896 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,14),(14,15),-0.0361458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,16),-0.0456719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,17),-0.0409097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,18),-0.0457542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
