# _root_ The builders like the subsidies , but at the same time they tend to be fiscal conservatives in terms of major issues , such as the balanced-budget amendment . ''
#goldHeads=2,3,0,5,3,3,3,13,11,11,8,13,7,13,14,17,15,15,18,19,22,20,22,25,22,28,28,25,3,3,
#predictedHeads=2,3,0,5,3,3,3,13,11,11,8,13,7,13,14,17,15,17,18,19,22,20,22,25,22,28,28,25,3,3,
(8,18),(18,17),-0.109096 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.571307 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.239181 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.591144 # DEPENDENCYPART_GRANDPAR
(8,29),(29,28),-0.409641 # DEPENDENCYPART_GRANDPAR
(8,29),(29,30),-0.653256 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.0412 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.911724 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.12317 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.00578 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.08172 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.93962 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.894867 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.44722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.281902 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.199149 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.362234 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.429244 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.967715 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.683693 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.499288 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.578877 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.654086 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.778094 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.85804 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.511081 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),-1.02443 # DEPENDENCYPART_GRANDPAR
(9,13),(13,28),-1.24601 # DEPENDENCYPART_GRANDPAR
(9,13),(13,29),-1.5663 # DEPENDENCYPART_GRANDPAR
(9,13),(13,30),-1.26855 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.492603 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.390965 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.372148 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.338833 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.487687 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.602334 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.66805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.4398 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.966361 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.772679 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.969585 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.0383665 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.388208 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.918309 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.829924 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.19314 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.874234 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.991912 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.899419 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.871545 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.972564 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.26674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.00676071 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.210094 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.209318 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.517808 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.550828 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.259273 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.113539 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.393159 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.303353 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.408377 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.873588 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),-0.265023 # DEPENDENCYPART_GRANDPAR
(10,13),(13,28),-0.640512 # DEPENDENCYPART_GRANDPAR
(10,13),(13,29),-0.931079 # DEPENDENCYPART_GRANDPAR
(10,13),(13,30),-0.631902 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.93357 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.831789 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),-0.123013 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.214697 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.540973 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.21912 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.570041 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.149285 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.179924 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.285351 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-1.11871 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.475862 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.397621 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-1.00413 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.602918 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.414603 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.440506 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.143561 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.41225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,13),-0.512214 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.258209 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.766676 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.627601 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.985362 # DEPENDENCYPART_GRANDPAR
(11,5),(5,23),-1.01788 # DEPENDENCYPART_GRANDPAR
(11,5),(5,25),-0.753671 # DEPENDENCYPART_GRANDPAR
(11,5),(5,29),-1.34835 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.587402 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.489615 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.315037 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.367265 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.823412 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.708614 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.374472 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.3598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.472657 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.329032 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.542083 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.782174 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.537993 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.257287 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.43683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.184447 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.520867 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.342216 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.226498 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.780642 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.56718 # DEPENDENCYPART_GRANDPAR
(11,8),(8,29),-1.33017 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.518986 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.445672 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.587104 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.594684 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),0.162101 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.5106 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.322238 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.804693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),0.249864 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.984299 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.915254 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.53444 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.932032 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.07179 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.05484 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.19832 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.03266 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.775415 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.738207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),1.03839 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.410601 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.283295 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.116808 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.174824 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.271959 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.353935 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.232933 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.438128 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.376382 # DEPENDENCYPART_GRANDPAR
(11,13),(13,25),-0.0597401 # DEPENDENCYPART_GRANDPAR
(11,13),(13,28),-0.744144 # DEPENDENCYPART_GRANDPAR
(11,13),(13,29),-1.02501 # DEPENDENCYPART_GRANDPAR
(11,13),(13,30),-0.245932 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.981562 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-1.14796 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.986144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.527411 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.057207 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.771747 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0122518 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.0992537 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.192135 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.285578 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.915126 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.96548 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-1.08541 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.19568 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.742554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.832156 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.111216 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.313674 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.068005 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.507567 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.484398 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.567362 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.420853 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.456488 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.323452 # DEPENDENCYPART_GRANDPAR
(11,15),(15,29),-0.992937 # DEPENDENCYPART_GRANDPAR
(11,15),(15,30),-0.341444 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.205888 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.400569 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.147108 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-1.11121 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-1.18982 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.874043 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.766441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.627991 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.187192 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.24184 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.0487199 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.161062 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.368494 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.140457 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.482024 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.454686 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.168754 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-0.509954 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.145395 # DEPENDENCYPART_GRANDPAR
(11,17),(17,28),-0.762346 # DEPENDENCYPART_GRANDPAR
(11,17),(17,29),-0.915736 # DEPENDENCYPART_GRANDPAR
(11,17),(17,30),-0.212613 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.0094789 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.231887 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.210447 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.237965 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.0527953 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.141882 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.136369 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.469321 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.454974 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.161375 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.497949 # DEPENDENCYPART_GRANDPAR
(11,19),(19,25),-0.14444 # DEPENDENCYPART_GRANDPAR
(11,19),(19,28),-0.767093 # DEPENDENCYPART_GRANDPAR
(11,19),(19,29),-0.95036 # DEPENDENCYPART_GRANDPAR
(11,19),(19,30),-0.212635 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.107856 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.279368 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.258595 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.328617 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-0.256398 # DEPENDENCYPART_GRANDPAR
(11,20),(20,28),-0.604981 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),-0.344302 # DEPENDENCYPART_GRANDPAR
(11,24),(24,21),-0.413021 # DEPENDENCYPART_GRANDPAR
(11,24),(24,22),-0.38922 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),-0.387306 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),-0.150381 # DEPENDENCYPART_GRANDPAR
(11,24),(24,26),-0.713302 # DEPENDENCYPART_GRANDPAR
(11,24),(24,27),-0.586794 # DEPENDENCYPART_GRANDPAR
(11,24),(24,28),-0.783528 # DEPENDENCYPART_GRANDPAR
(11,25),(25,23),-0.213996 # DEPENDENCYPART_GRANDPAR
(11,25),(25,24),0.162324 # DEPENDENCYPART_GRANDPAR
(11,25),(25,26),-0.58573 # DEPENDENCYPART_GRANDPAR
(11,25),(25,27),-0.581085 # DEPENDENCYPART_GRANDPAR
(11,25),(25,28),-0.72995 # DEPENDENCYPART_GRANDPAR
(11,25),(25,30),-0.170706 # DEPENDENCYPART_GRANDPAR
(11,28),(28,21),-0.291673 # DEPENDENCYPART_GRANDPAR
(11,28),(28,23),-0.421917 # DEPENDENCYPART_GRANDPAR
(11,28),(28,24),-0.209619 # DEPENDENCYPART_GRANDPAR
(11,28),(28,26),-0.547494 # DEPENDENCYPART_GRANDPAR
(11,28),(28,27),-0.533866 # DEPENDENCYPART_GRANDPAR
(11,28),(28,29),-0.920369 # DEPENDENCYPART_GRANDPAR
(11,28),(28,30),-0.279955 # DEPENDENCYPART_GRANDPAR
(11,29),(29,28),-0.833802 # DEPENDENCYPART_GRANDPAR
(11,29),(29,30),-0.337167 # DEPENDENCYPART_GRANDPAR
(11,30),(30,28),-0.846807 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.148953 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.302425 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.15331 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.13339 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.392166 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.258949 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.3013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.542995 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.678414 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.724385 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.941509 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.495229 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.682466 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.614606 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.716109 # DEPENDENCYPART_GRANDPAR
(12,11),(11,24),-1.14079 # DEPENDENCYPART_GRANDPAR
(12,11),(11,25),-0.619665 # DEPENDENCYPART_GRANDPAR
(12,11),(11,28),-0.916022 # DEPENDENCYPART_GRANDPAR
(12,11),(11,29),-0.883235 # DEPENDENCYPART_GRANDPAR
(12,11),(11,30),-1.00676 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.726864 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.559924 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.562379 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.871014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.0445668 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0799333 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.427719 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.0656368 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.297988 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.0465454 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.180664 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.448625 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.103456 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.0673797 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.150523 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.325012 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.47459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,1),0.26171 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.0181481 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.0789639 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.0811434 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.342728 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.127519 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.114844 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.253134 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.166209 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.413346 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.44391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.242595 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),-0.355426 # DEPENDENCYPART_GRANDPAR
(13,3),(3,17),-0.420127 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.585826 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-0.798636 # DEPENDENCYPART_GRANDPAR
(13,3),(3,20),-0.915856 # DEPENDENCYPART_GRANDPAR
(13,3),(3,23),-0.97733 # DEPENDENCYPART_GRANDPAR
(13,3),(3,25),-0.912124 # DEPENDENCYPART_GRANDPAR
(13,3),(3,29),-0.820448 # DEPENDENCYPART_GRANDPAR
(13,3),(3,30),-1.09626 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.111194 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.0607702 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.262024 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),0.180219 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.181728 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.12081 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.0770282 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.00388589 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.136344 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.337481 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.0517317 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.24078 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.47461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.108263 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.504796 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-0.493436 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.812083 # DEPENDENCYPART_GRANDPAR
(13,5),(5,23),-1.17491 # DEPENDENCYPART_GRANDPAR
(13,5),(5,25),-0.761636 # DEPENDENCYPART_GRANDPAR
(13,5),(5,29),-0.929647 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.1004 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.204096 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.137703 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.0954601 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.289868 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.499556 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.528035 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.139952 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.49517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.284159 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.323 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.266639 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.237497 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.302294 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.508974 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.0669627 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.5476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.278811 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.40881 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.584325 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.532469 # DEPENDENCYPART_GRANDPAR
(13,8),(8,29),-0.981783 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.47714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,6),-0.274704 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.214249 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.126074 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0583477 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.42966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.144429 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.0265103 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.272815 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.070625 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.00488849 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.208678 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.22756 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0528028 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.48227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.157106 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.396088 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.967086 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.51687 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.571015 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.895477 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.912281 # DEPENDENCYPART_GRANDPAR
(13,11),(11,24),-1.36163 # DEPENDENCYPART_GRANDPAR
(13,11),(11,25),-0.882829 # DEPENDENCYPART_GRANDPAR
(13,11),(11,28),-1.10965 # DEPENDENCYPART_GRANDPAR
(13,11),(11,29),-0.991643 # DEPENDENCYPART_GRANDPAR
(13,11),(11,30),-1.25507 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0231592 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.114297 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.501141 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.219593 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.303492 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.429964 # DEPENDENCYPART_GRANDPAR
