# _root_ Among these are the company 's Australian brewing assets , in the books at A$ 950 million but actually worth A$ 2.5 billion , he said .
#goldHeads=3,1,26,5,9,5,9,9,18,18,18,13,11,11,14,15,15,3,18,18,20,21,21,26,26,0,26,
#predictedHeads=3,1,26,5,9,5,9,9,3,9,18,13,11,13,14,15,15,9,20,18,20,21,21,26,26,0,26,
(22,26),(26,26),(26,9),-0.12553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,8),-0.12553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,5),-0.12553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,3),-0.126176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,1),-0.12493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,-1),-0.188749 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,25),(26,24),0.118823 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,23),0.119164 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,22),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,25),(26,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,-1),-0.117399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,24),(26,23),0.119009 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,22),0.119009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,24),(26,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,20),-0.124927 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,14),-0.124934 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,13),-0.125188 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,11),-0.124918 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,9),-0.125188 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,8),-0.125188 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,7),-0.124927 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,5),-0.125188 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,3),-0.125035 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,1),-0.124918 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,-1),-0.130982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,23),(26,22),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,23),(26,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,-1),-0.131412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,22),(26,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,-1),-0.130833 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,21),(26,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,-1),-0.124971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,20),(26,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,-1),-0.118761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,19),(26,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,-1),-0.13153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,18),(26,17),0.113666 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,16),0.0649952 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,15),0.0741743 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,14),0.0797571 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,13),0.0819087 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,11),0.0543748 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,10),0.0536263 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,9),0.0170898 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,8),0.000388301 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,7),0.0384482 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,5),0.0126653 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,3),-0.0167464 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,1),0.0269265 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,-1),-0.130393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,17),(26,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,17),(26,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,17),(26,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,17),(26,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,17),(26,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,17),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,17),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,17),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,17),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,17),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,17),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,17),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,17),(26,-1),-0.130865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,16),(26,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,16),(26,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,16),(26,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,16),(26,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,16),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,16),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,16),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,16),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,16),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,16),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,16),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,16),(26,-1),-0.130833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,15),(26,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,15),(26,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,15),(26,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,15),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,15),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,15),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,15),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,15),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,15),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,15),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,15),(26,-1),-0.124971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,14),(26,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,14),(26,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,14),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,14),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,14),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,14),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,14),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,14),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,14),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,14),(26,-1),-0.137964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,13),(26,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,13),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,13),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,13),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,13),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,13),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,13),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,13),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,13),(26,-1),-0.121405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,11),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,11),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,11),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,11),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,11),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,11),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,11),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,11),(26,-1),-0.138923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,10),(26,9),-0.125188 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,10),(26,8),-0.125188 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,10),(26,7),-0.124927 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,10),(26,5),-0.125188 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,10),(26,3),-0.125035 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,10),(26,1),-0.124918 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,10),(26,-1),-0.130982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,9),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,9),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,9),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,9),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,9),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,9),(26,-1),-0.121424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,8),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,8),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,8),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,8),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,8),(26,-1),-0.121405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,7),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,7),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,7),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,7),(26,-1),-0.118761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,5),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,5),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,5),(26,-1),-0.121755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,3),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,3),(26,-1),-0.126505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,1),(26,-1),-0.137948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,11),(11,11),(11,12),0.115191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,11),(11,11),(11,13),0.131629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,11),(11,11),(11,14),0.118191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,11),(11,11),(11,15),0.118906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,11),(11,11),(11,16),0.103629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,11),(11,11),(11,17),0.10362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,11),(11,11),(11,18),0.118719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,11),(11,11),(11,19),0.12263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,11),(11,11),(11,28),-0.185806 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,11),(11,12),(11,13),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,12),(11,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,12),(11,15),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,12),(11,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,12),(11,17),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,12),(11,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,12),(11,19),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,12),(11,28),-0.128779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,11),(11,13),(11,14),0.119161 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,13),(11,15),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,13),(11,16),0.119061 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,13),(11,17),0.119061 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,13),(11,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,13),(11,19),0.119117 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,13),(11,28),-0.113794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,11),(11,14),(11,15),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,14),(11,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,14),(11,17),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,14),(11,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,14),(11,19),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,14),(11,28),-0.125869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,11),(11,15),(11,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,15),(11,17),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,15),(11,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,15),(11,19),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,15),(11,28),-0.125179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,11),(11,16),(11,17),0.119162 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,16),(11,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,16),(11,19),0.117998 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,16),(11,28),-0.138503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,11),(11,17),(11,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,17),(11,19),0.117998 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,17),(11,28),-0.138511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,11),(11,18),(11,19),0.304021 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,18),(11,28),-0.126954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,11),(11,19),(11,28),-0.123259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,11),(11,11),(11,10),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,11),(11,11),(11,9),0.022926 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,11),(11,11),(11,-1),-0.137523 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,11),(11,10),(11,9),-0.0453552 # DEPENDENCYPART_GRANDSIBL
(23,11),(11,10),(11,-1),-0.0440716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,11),(11,9),(11,-1),0.00503736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,20),(20,21),0.119636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,22),0.116565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,23),-0.124963 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,20),(20,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,26),-0.125421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,28),-0.0987395 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,21),(20,22),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,21),(20,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,21),(20,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,21),(20,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,21),(20,28),-0.124577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,22),(20,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,22),(20,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,22),(20,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,22),(20,28),-0.127305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,23),(20,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,23),(20,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,23),(20,28),-0.127307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,24),(20,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,24),(20,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,26),(20,28),-0.125615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,20),(20,19),-0.0261068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
