# _root_ As a U.S.-based company , Blue Arrow would have to amortize the good will over as many as 40 years , creating a continuing drag on reported earnings .
#goldHeads=8,4,4,1,8,7,8,0,8,9,10,14,14,11,11,17,20,17,17,15,9,9,25,25,22,25,28,26,8,
#predictedHeads=8,4,4,1,8,7,8,0,8,9,10,14,14,11,11,17,20,17,17,15,11,11,25,25,22,25,28,26,8,
(11,20),(20,12),0.799696 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.135911 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),0.0238377 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.0682911 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.271383 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.209599 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.214447 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.171165 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-0.151244 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),-0.157954 # DEPENDENCYPART_GRANDPAR
(11,20),(20,27),-0.451057 # DEPENDENCYPART_GRANDPAR
(11,20),(20,28),-0.451248 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),0.0785408 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.368773 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),0.302898 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.436129 # DEPENDENCYPART_GRANDPAR
(11,22),(22,24),-0.0527878 # DEPENDENCYPART_GRANDPAR
(11,22),(22,25),0.0051653 # DEPENDENCYPART_GRANDPAR
(11,22),(22,26),-0.117981 # DEPENDENCYPART_GRANDPAR
(11,22),(22,27),-0.395934 # DEPENDENCYPART_GRANDPAR
(11,22),(22,28),-0.298982 # DEPENDENCYPART_GRANDPAR
(11,22),(22,29),-0.934305 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),0.307015 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),-0.636699 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),-0.0614592 # DEPENDENCYPART_GRANDPAR
(11,24),(24,26),-0.165523 # DEPENDENCYPART_GRANDPAR
(11,24),(24,27),-0.414364 # DEPENDENCYPART_GRANDPAR
(11,24),(24,28),-0.401515 # DEPENDENCYPART_GRANDPAR
(11,25),(25,17),-0.0786449 # DEPENDENCYPART_GRANDPAR
(11,25),(25,19),-0.350436 # DEPENDENCYPART_GRANDPAR
(11,25),(25,20),0.3146 # DEPENDENCYPART_GRANDPAR
(11,25),(25,23),-0.275721 # DEPENDENCYPART_GRANDPAR
(11,25),(25,24),0.0576453 # DEPENDENCYPART_GRANDPAR
(11,25),(25,26),-0.239268 # DEPENDENCYPART_GRANDPAR
(11,25),(25,27),-0.451713 # DEPENDENCYPART_GRANDPAR
(11,25),(25,28),-0.417711 # DEPENDENCYPART_GRANDPAR
(11,26),(26,24),-0.0981422 # DEPENDENCYPART_GRANDPAR
(11,26),(26,25),-0.158608 # DEPENDENCYPART_GRANDPAR
(11,26),(26,27),-0.420828 # DEPENDENCYPART_GRANDPAR
(11,26),(26,28),-0.37856 # DEPENDENCYPART_GRANDPAR
(11,27),(27,25),-0.21745 # DEPENDENCYPART_GRANDPAR
(11,27),(27,26),-0.326663 # DEPENDENCYPART_GRANDPAR
(11,27),(27,28),-0.497625 # DEPENDENCYPART_GRANDPAR
(11,28),(28,19),-0.246976 # DEPENDENCYPART_GRANDPAR
(11,28),(28,23),-0.567708 # DEPENDENCYPART_GRANDPAR
(11,28),(28,24),0.0705283 # DEPENDENCYPART_GRANDPAR
(11,28),(28,25),-0.117716 # DEPENDENCYPART_GRANDPAR
(11,28),(28,26),-0.242902 # DEPENDENCYPART_GRANDPAR
(11,28),(28,27),-0.0544685 # DEPENDENCYPART_GRANDPAR
(11,28),(28,29),-0.914538 # DEPENDENCYPART_GRANDPAR
(11,29),(29,28),-0.545946 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.0921757 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.321323 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.0533535 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.277103 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.334884 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.129245 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.485552 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.444322 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.6697 # DEPENDENCYPART_GRANDPAR
(13,15),(15,29),-0.630844 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.452353 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.362966 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.457759 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.18475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,1),-0.597547 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-1.37237 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.611632 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.444931 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.354788 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.611735 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.258667 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.120538 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.18475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,12),-0.310878 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.655712 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.552846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.111146 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0516953 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.276125 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.163047 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.0884169 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),0.137338 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.0689972 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.018643 # DEPENDENCYPART_GRANDPAR
(14,15),(15,29),-0.968879 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.460079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.265451 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.154335 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0335979 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.437144 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.0766703 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),0.0485841 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),0.0331979 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-1.29031 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-1.2604 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.75443 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.499283 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.425488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.250245 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.0365884 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.00772676 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.288014 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.13685 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.0740843 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.0888366 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.37633 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.107634 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),0.0269455 # DEPENDENCYPART_GRANDPAR
(14,17),(17,27),-0.419512 # DEPENDENCYPART_GRANDPAR
(14,17),(17,28),-0.174871 # DEPENDENCYPART_GRANDPAR
(14,17),(17,29),-1.0311 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.141697 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.120281 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.183961 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.0951577 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.140986 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.0526916 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),-0.263503 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.853979 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.146425 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.0231874 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.132044 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.309623 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.0915099 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.0346904 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.316124 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.136566 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),0.0858153 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.369026 # DEPENDENCYPART_GRANDPAR
(14,20),(20,28),-0.0835883 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.233444 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.486239 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.00611411 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.459129 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.32161 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.000958282 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),0.0179151 # DEPENDENCYPART_GRANDPAR
(14,22),(22,27),-0.369142 # DEPENDENCYPART_GRANDPAR
(14,22),(22,28),-0.093089 # DEPENDENCYPART_GRANDPAR
(14,22),(22,29),-1.02901 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.0122784 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.385552 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.0720718 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.0374486 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-0.395032 # DEPENDENCYPART_GRANDPAR
(14,24),(24,28),-0.187578 # DEPENDENCYPART_GRANDPAR
(14,26),(26,24),-0.376642 # DEPENDENCYPART_GRANDPAR
(14,26),(26,25),-0.194487 # DEPENDENCYPART_GRANDPAR
(14,26),(26,27),-0.454089 # DEPENDENCYPART_GRANDPAR
(14,26),(26,28),-0.106146 # DEPENDENCYPART_GRANDPAR
(14,27),(27,25),-0.159206 # DEPENDENCYPART_GRANDPAR
(14,27),(27,26),-0.0796137 # DEPENDENCYPART_GRANDPAR
(14,27),(27,28),-0.206056 # DEPENDENCYPART_GRANDPAR
(14,29),(29,28),-0.278192 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.466358 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.423978 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.668 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.421946 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.5521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.642014 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.074064 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.604131 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.843624 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.811178 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.846831 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.668141 # DEPENDENCYPART_GRANDPAR
(15,14),(14,26),-0.939627 # DEPENDENCYPART_GRANDPAR
(15,14),(14,27),-1.10604 # DEPENDENCYPART_GRANDPAR
(15,14),(14,29),-1.53534 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.02821 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.879391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.410737 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.196731 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.612407 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.426255 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.316722 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.747145 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.988204 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-1.14183 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-1.35788 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.941834 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.919188 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.785576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0738435 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.125166 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.42085 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.139681 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.0646005 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.228817 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.0559231 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.576181 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.328324 # DEPENDENCYPART_GRANDPAR
(15,17),(17,27),-0.494031 # DEPENDENCYPART_GRANDPAR
(15,17),(17,28),-0.369181 # DEPENDENCYPART_GRANDPAR
(15,17),(17,29),-1.16178 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),-0.057454 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.495076 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.357077 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.237523 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.112629 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.329351 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.471223 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.886532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,17),0.976161 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.042773 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.195321 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.171696 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-1.59216 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),0.205827 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),1.05639 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.243178 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.00835952 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.327278 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.248386 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.0693789 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.686312 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.277595 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.449348 # DEPENDENCYPART_GRANDPAR
(15,20),(20,28),-0.336819 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.0925445 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.315224 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.107131 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.328757 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),0.0402917 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.471482 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.163126 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.370937 # DEPENDENCYPART_GRANDPAR
(15,22),(22,28),-0.280246 # DEPENDENCYPART_GRANDPAR
(15,22),(22,29),-1.12999 # DEPENDENCYPART_GRANDPAR
(15,25),(25,17),0.846359 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),-0.30664 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),0.000494746 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.371477 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),0.346202 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.211576 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),-0.418758 # DEPENDENCYPART_GRANDPAR
(15,25),(25,28),-0.339545 # DEPENDENCYPART_GRANDPAR
(15,29),(29,28),-0.41894 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.980495 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.977501 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-1.23846 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.623976 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.154329 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.2992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.230153 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.599464 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.125298 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.55906 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.51603 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.647366 # DEPENDENCYPART_GRANDPAR
(16,14),(14,26),-0.689598 # DEPENDENCYPART_GRANDPAR
(16,14),(14,27),-0.593239 # DEPENDENCYPART_GRANDPAR
(16,14),(14,29),-0.980924 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.627339 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.2886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.229133 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.611342 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.503789 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.205111 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.48786 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.558902 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-1.01634 # DEPENDENCYPART_GRANDPAR
(16,15),(15,29),-1.00892 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.736355 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-1.35664 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.48418 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.05485 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.0416 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.639251 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.86915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.20675 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.135933 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.230295 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.0088879 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.214625 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.349384 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.576044 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),-0.476751 # DEPENDENCYPART_GRANDPAR
(16,17),(17,27),-0.239398 # DEPENDENCYPART_GRANDPAR
(16,17),(17,28),-0.265368 # DEPENDENCYPART_GRANDPAR
(16,17),(17,29),-0.728651 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.28397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.216596 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.107233 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.23918 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.0792936 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.329731 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.134435 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.606851 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.267202 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.35799 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.217244 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.168277 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-1.60607 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.883802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.206498 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.256392 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.00169197 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.0237429 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.0523768 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.181409 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.423004 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.191031 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-0.0323215 # DEPENDENCYPART_GRANDPAR
(16,20),(20,28),-0.0488163 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),-0.339414 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.138026 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.467718 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.202997 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.223581 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.380989 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.277838 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.0755709 # DEPENDENCYPART_GRANDPAR
(16,22),(22,28),-0.092909 # DEPENDENCYPART_GRANDPAR
(16,22),(22,29),-0.645797 # DEPENDENCYPART_GRANDPAR
(16,25),(25,17),0.32218 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),-0.00737832 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),0.53266 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),0.368963 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.00328947 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.179756 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.143185 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.175222 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.688235 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.578415 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.696807 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.743704 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.652444 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.596188 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.419462 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.250666 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-0.443139 # DEPENDENCYPART_GRANDPAR
(17,1),(1,29),-1.03944 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.768075 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.723122 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.474904 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.516209 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.559111 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.470822 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.474153 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.404203 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.416163 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.428668 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.299258 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.410494 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.350414 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.447133 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.289798 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.322316 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.493754 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.2747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.64768 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.765986 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-1.00903 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.775205 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-0.717336 # DEPENDENCYPART_GRANDPAR
(17,14),(14,26),-0.699805 # DEPENDENCYPART_GRANDPAR
(17,14),(14,27),-0.924429 # DEPENDENCYPART_GRANDPAR
(17,14),(14,29),-1.03882 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.217509 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.467042 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.25274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.621655 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.844606 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.811804 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.904957 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.783396 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-1.2693 # DEPENDENCYPART_GRANDPAR
(17,15),(15,29),-1.03469 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.366274 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.325026 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.30106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.645006 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.889642 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.80676 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.821196 # DEPENDENCYPART_GRANDPAR
