# _root_ `` It does n't replace pitching in the majors , but it proves to me that I would have been able to play if I 'd stayed healthy , '' he says .
#goldHeads=32,3,11,3,3,5,6,9,7,11,32,13,11,13,14,18,18,13,18,19,20,23,21,26,26,20,26,27,32,32,32,0,32,
#predictedHeads=32,3,11,3,3,5,6,9,7,11,32,13,11,13,14,18,18,13,18,19,20,23,21,26,26,23,26,27,32,32,32,0,32,
(13,26),(26,25),(26,20),0.107367 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,19),0.107353 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,18),0.109218 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,16),0.121621 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,13),0.107367 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,7),-0.146774 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,6),-0.144817 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,3),-0.144817 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,-1),-0.0929611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,24),(26,23),0.106279 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,21),0.110061 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,20),0.106279 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,19),0.106277 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,18),0.111834 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,16),0.121321 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,13),0.106279 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,11),-0.14471 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,10),-0.144883 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,7),-0.1463 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,-1),-0.0735747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,23),(26,21),0.109043 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,23),(26,20),0.103807 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,23),(26,19),0.104048 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,23),(26,18),0.108418 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,23),(26,16),0.135759 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,23),(26,13),0.104069 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,23),(26,11),-0.144703 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,23),(26,10),-0.145068 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,23),(26,9),-0.144723 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,23),(26,7),-0.146005 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,23),(26,6),-0.144711 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,23),(26,4),-0.144797 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,23),(26,3),-0.144711 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,23),(26,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,23),(26,-1),-0.158145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,21),(26,20),0.109328 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,21),(26,19),0.109328 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,21),(26,18),0.10954 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,21),(26,16),0.102577 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,21),(26,13),0.109328 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,21),(26,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,21),(26,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,21),(26,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,21),(26,7),-0.145071 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,21),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,21),(26,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,21),(26,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,21),(26,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,21),(26,-1),-0.151531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,20),(26,19),0.104047 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,20),(26,18),0.108418 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,20),(26,16),0.135496 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,20),(26,13),0.104068 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,20),(26,11),-0.144703 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,20),(26,10),-0.145068 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,20),(26,9),-0.144723 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,20),(26,7),-0.146005 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,20),(26,6),-0.144711 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,20),(26,4),-0.144797 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,20),(26,3),-0.144711 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,20),(26,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,20),(26,-1),-0.158835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,19),(26,18),0.108418 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,19),(26,16),0.135423 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,19),(26,13),0.103686 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,19),(26,11),-0.144703 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,19),(26,10),-0.145068 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,19),(26,9),-0.144723 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,19),(26,7),-0.146005 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,19),(26,6),-0.144711 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,19),(26,4),-0.144797 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,19),(26,3),-0.144711 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,19),(26,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,19),(26,-1),-0.161862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,18),(26,16),0.111243 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,18),(26,13),0.109507 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,18),(26,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,18),(26,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,18),(26,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,18),(26,7),-0.144702 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,18),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,18),(26,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,18),(26,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,18),(26,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,18),(26,-1),-0.141716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,16),(26,13),0.106105 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,16),(26,11),-0.14471 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,16),(26,10),-0.144904 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,16),(26,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,16),(26,7),-0.146749 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,16),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,16),(26,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,16),(26,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,16),(26,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,16),(26,-1),-0.0231952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,13),(26,11),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,13),(26,10),-0.145068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,13),(26,9),-0.144723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,13),(26,7),-0.146005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,13),(26,6),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,13),(26,4),-0.144797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,13),(26,3),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,13),(26,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,13),(26,-1),-0.158145 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,26),(26,11),(26,10),0.197245 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,11),(26,9),-0.0683052 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,11),(26,7),-0.143514 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,11),(26,6),-0.154025 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,11),(26,4),-0.112597 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,11),(26,3),-0.160834 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,11),(26,1),-0.241896 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,11),(26,-1),-0.157017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,10),(26,9),-0.145058 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,10),(26,7),-0.153732 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,10),(26,6),-0.148405 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,10),(26,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,10),(26,3),-0.149604 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,10),(26,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,10),(26,-1),-0.183514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,9),(26,7),-0.148756 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,9),(26,6),-0.144971 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,9),(26,4),-0.144707 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,9),(26,3),-0.144971 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,9),(26,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,9),(26,-1),-0.194241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,7),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,7),(26,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,7),(26,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,7),(26,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,7),(26,-1),-0.098841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,6),(26,4),-0.144797 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,6),(26,3),-0.144711 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,6),(26,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,6),(26,-1),-0.158145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,4),(26,3),-0.14642 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,4),(26,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,4),(26,-1),-0.163924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,3),(26,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,3),(26,-1),-0.156967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,1),(26,-1),-0.150238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,27),(27,28),0.023982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,29),-0.105261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,30),-0.0238145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,32),-0.0784846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,34),0.0833941 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,27),(27,28),(27,29),0.000397348 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,28),(27,30),-0.031954 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,28),(27,32),-0.019225 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,28),(27,34),0.00138296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,29),(27,30),-0.0134911 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,29),(27,32),0.0506199 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,29),(27,34),0.107585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,30),(27,32),0.0160056 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,30),(27,34),-0.049896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,32),(27,34),-0.0448545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,27),(27,24),-0.0292429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,21),0.145297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,-1),-0.240824 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,27),(27,24),(27,21),0.123708 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,24),(27,-1),-0.105286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,21),(27,-1),-0.130153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,29),(29,29),(29,34),0.0317814 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,29),(29,29),(29,-1),-0.110622 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,30),(30,30),(30,34),-0.0546844 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,30),(30,30),(30,-1),-0.178791 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,32),(32,32),(32,33),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,34),0.0574639 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,32),(32,33),(32,34),-0.0327537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,32),(32,32),(32,31),0.0601612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,30),0.101577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,29),0.116936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,28),0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,27),0.13439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,26),0.104014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,25),0.0668836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,24),-0.0309782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,23),0.133663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,21),0.146802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,20),0.139947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,19),0.139574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,18),0.107265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,16),-0.0776685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,13),0.13439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,11),-0.15625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,10),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,5),-0.135166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,4),-0.149273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,3),-0.135181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,1),-0.144714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,32),(32,32),(32,-1),-0.241975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,32),(32,31),(32,30),0.104085 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,29),0.116924 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,28),0.114894 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,27),0.119213 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,26),0.108774 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,25),0.106074 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,24),0.149907 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,23),0.119213 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,21),0.114894 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,20),0.119213 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,19),0.117797 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,18),0.10945 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,16),0.150363 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,13),0.119213 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,11),-0.144978 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,10),-0.145408 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,5),-0.145326 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,3),-0.145372 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,31),(32,-1),-0.189752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,32),(32,30),(32,29),0.132175 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,30),(32,28),0.104098 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,30),(32,27),0.0949723 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,30),(32,26),0.114078 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,30),(32,25),0.115134 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,30),(32,24),0.0928233 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,30),(32,23),0.0949723 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,30),(32,21),0.104098 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,30),(32,20),0.0949723 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,30),(32,19),0.0949723 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,30),(32,18),0.114078 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,30),(32,16),0.0921315 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,30),(32,13),0.0949723 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,30),(32,11),-0.145096 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,30),(32,10),-0.144846 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,30),(32,5),-0.146089 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,30),(32,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,30),(32,3),-0.146089 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,30),(32,1),-0.144714 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,30),(32,-1),-0.139706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,32),(32,29),(32,28),0.0972674 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,29),(32,27),0.132395 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,29),(32,26),0.113591 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,29),(32,25),0.100727 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,29),(32,24),0.0593449 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,29),(32,23),0.132375 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,29),(32,21),0.0972765 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,29),(32,20),0.128831 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,29),(32,19),0.141004 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,29),(32,18),0.111915 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,29),(32,16),0.0573489 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,29),(32,13),0.132395 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,29),(32,11),-0.149738 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,29),(32,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,29),(32,5),-0.160347 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,29),(32,4),-0.145044 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,29),(32,3),-0.160348 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,29),(32,1),-0.145739 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,29),(32,-1),-0.101404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,32),(32,28),(32,27),0.101013 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,28),(32,26),0.109442 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,28),(32,25),0.135396 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,28),(32,24),0.106472 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,28),(32,23),0.101013 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,28),(32,21),0.10659 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,28),(32,20),0.101013 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,28),(32,19),0.101013 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,28),(32,18),0.109442 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,28),(32,16),0.115092 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,28),(32,13),0.101013 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,28),(32,11),-0.144749 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,28),(32,10),-0.144718 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,28),(32,5),-0.145601 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,28),(32,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,28),(32,3),-0.145601 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,28),(32,1),-0.144821 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,28),(32,-1),-0.125563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,32),(32,27),(32,26),0.108918 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,27),(32,25),0.103802 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,27),(32,24),0.119001 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,27),(32,23),0.100433 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,27),(32,21),0.106489 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,27),(32,20),0.104883 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,27),(32,19),0.0998369 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,27),(32,18),0.108917 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,27),(32,16),0.158664 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,27),(32,13),0.100433 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,27),(32,11),-0.144739 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,27),(32,10),-0.146214 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,27),(32,5),-0.145091 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,27),(32,4),-0.144838 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,27),(32,3),-0.145091 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,27),(32,1),-0.146689 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,27),(32,-1),-0.151214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,32),(32,26),(32,25),0.105334 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,26),(32,24),0.110611 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,26),(32,23),0.109139 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,26),(32,21),0.10954 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,26),(32,20),0.109139 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,26),(32,19),0.109138 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,26),(32,18),0.107226 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,26),(32,16),0.112364 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,26),(32,13),0.109139 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,26),(32,11),-0.144703 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,26),(32,10),-0.144881 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,26),(32,5),-0.144713 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,26),(32,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,26),(32,3),-0.144713 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,26),(32,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,26),(32,-1),-0.142826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,32),(32,25),(32,24),0.121825 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,25),(32,23),0.111347 # DEPENDENCYPART_GRANDSIBL
(13,32),(32,25),(32,21),0.115519 # DEPENDENCYPART_GRANDSIBL
