# _root_ With no petroleum-related news or changes in the fundamentals to dictate price moves , `` technicians are wanting to sell this stuff , '' said Eric Bolling of Edge Trading Corp .
#goldHeads=17,4,4,5,1,5,6,9,7,11,5,13,11,17,17,17,25,17,20,18,22,20,25,25,0,27,25,27,31,31,28,25,
#predictedHeads=17,5,5,5,1,5,6,9,7,11,9,13,11,17,17,17,25,17,20,18,22,20,25,25,0,27,25,27,31,31,28,25,
(13,17),(17,7),(17,6),-0.125065 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,7),(17,5),-0.124941 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,7),(17,4),-0.125065 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,7),(17,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,7),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,7),(17,1),-0.124898 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,7),(17,-1),-0.183462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,6),(17,5),-0.124959 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,6),(17,4),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,6),(17,3),-0.12492 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,6),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,6),(17,1),-0.126385 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,6),(17,-1),0.0158483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,5),(17,4),0.318121 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,5),(17,3),0.350725 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,5),(17,2),0.0855841 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,5),(17,1),0.187443 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,5),(17,-1),-0.136169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,4),(17,3),-0.12492 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,4),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,4),(17,1),-0.126385 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,4),(17,-1),0.0156316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,3),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,3),(17,1),-0.125435 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,3),(17,-1),-0.200711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,2),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,2),(17,-1),-0.135793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,1),(17,-1),-0.171144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,18),(18,19),-0.0591524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,20),-0.036106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,21),-0.03265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,22),-0.0297852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,23),-0.0734363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,24),-0.0321688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,25),-0.037743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,27),-0.0276966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,32),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,33),0.0712659 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,18),(18,19),(18,20),-0.0593019 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,21),-0.0420039 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,22),-0.0631883 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,23),-0.0532386 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,24),-0.0443644 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,25),-0.0594081 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,27),-0.0631883 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,32),-0.0432707 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,33),-0.0436203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,20),(18,21),-0.0420106 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,22),-0.0472997 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,23),-0.0348288 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,24),-0.0252092 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,25),-0.0443149 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,27),-0.0472997 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,32),-0.0419658 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,33),-0.0743606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,21),(18,22),-0.0452381 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,21),(18,23),-0.0421967 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,21),(18,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,21),(18,25),-0.0388316 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,21),(18,27),-0.0452381 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,21),(18,32),-0.0441146 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,21),(18,33),-0.0255154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,22),(18,23),-0.0669152 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,22),(18,24),-0.0170491 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,22),(18,25),-0.0548944 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,22),(18,27),-0.0341438 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,22),(18,32),-0.0550581 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,22),(18,33),-0.0550864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,23),(18,24),-0.0407969 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,23),(18,25),-0.0735169 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,23),(18,27),-0.0356703 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,23),(18,32),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,23),(18,33),-0.0932953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,24),(18,25),-0.0384328 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,24),(18,27),-0.0284415 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,24),(18,32),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,24),(18,33),-0.0229407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,25),(18,27),-0.0470012 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,25),(18,32),-0.0419665 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,25),(18,33),-0.0760106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,27),(18,32),-0.0550581 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,27),(18,33),-0.054563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,32),(18,33),-0.08713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,18),(18,16),0.161967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,14),0.139459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,-1),0.0539221 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,18),(18,16),(18,14),0.0564153 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,16),(18,-1),-0.0298655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,14),(18,-1),-0.188693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,20),(20,21),-0.03265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,22),-0.0182718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,23),-0.0722263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,24),-0.0321688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,25),-0.0460198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,26),-0.0161832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,27),-0.0161832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,28),-0.0270452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,31),-0.0161842 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,33),0.0701437 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,20),(20,21),(20,22),-0.0452381 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,21),(20,23),-0.0421967 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,21),(20,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,21),(20,25),-0.0354053 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,21),(20,26),-0.0452381 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,21),(20,27),-0.0452381 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,21),(20,28),-0.0537073 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,21),(20,31),-0.0452381 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,21),(20,33),-0.0256018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,22),(20,23),-0.0673847 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,22),(20,24),-0.0170491 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,22),(20,25),-0.0514551 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,22),(20,26),-0.0357844 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,22),(20,27),-0.0357844 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,22),(20,28),-0.00883932 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,22),(20,31),-0.0357844 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,22),(20,33),-0.0591866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,23),(20,24),-0.0408156 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,23),(20,25),-0.0700378 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,23),(20,26),-0.0359882 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,23),(20,27),-0.0359882 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,23),(20,28),-0.0637334 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,23),(20,31),-0.0359882 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,23),(20,33),-0.0941601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,24),(20,25),-0.0384328 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,24),(20,26),-0.0284415 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,24),(20,27),-0.0284415 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,24),(20,28),-0.0434957 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,24),(20,31),-0.0284415 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,24),(20,33),-0.0229594 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,25),(20,26),-0.0470012 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,25),(20,27),-0.0470012 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,25),(20,28),-0.0474857 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,25),(20,31),-0.0470012 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,25),(20,33),-0.0739584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,26),(20,27),-0.0357844 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,26),(20,28),-0.00728075 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,26),(20,31),-0.0357844 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,26),(20,33),-0.0586632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,27),(20,28),-0.00728075 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,27),(20,31),-0.0357844 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,27),(20,33),-0.0586632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,28),(20,31),-0.0427682 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,28),(20,33),-0.0101026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,31),(20,33),-0.0590413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,20),(20,19),0.170656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,18),0.166972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,17),0.16548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,16),0.168581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,15),0.127546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,14),0.139458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,13),0.168581 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,20),(20,20),(20,11),-0.169971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,7),-0.160534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,-1),0.0450617 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,20),(20,19),(20,18),0.11753 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,19),(20,17),0.117529 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,19),(20,16),0.135458 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,19),(20,15),0.128774 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,19),(20,14),0.114185 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,19),(20,13),0.135458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,19),(20,11),-0.124914 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,19),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,19),(20,-1),-0.0686201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,18),(20,17),0.119064 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,18),(20,16),0.11633 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,18),(20,15),0.127868 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,18),(20,14),0.129893 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,18),(20,13),0.11633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,18),(20,11),-0.124903 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,18),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,18),(20,-1),-0.146233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,17),(20,16),0.116157 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,17),(20,15),0.12785 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,17),(20,14),0.129892 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,17),(20,13),0.116157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,17),(20,11),-0.124903 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,17),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,17),(20,-1),-0.14771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,16),(20,15),0.1299 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,16),(20,14),0.0564131 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,16),(20,13),0.0944288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,16),(20,11),-0.125221 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,16),(20,7),-0.1268 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,16),(20,-1),-0.0234075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,15),(20,14),0.113301 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,15),(20,13),0.127556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,15),(20,11),-0.125154 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,15),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,15),(20,-1),-0.11952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,14),(20,13),0.117637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,14),(20,11),-0.127089 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,14),(20,7),-0.125601 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,14),(20,-1),-0.188715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,13),(20,11),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,13),(20,7),-0.1268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,13),(20,-1),-0.0234075 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,20),(20,11),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,11),(20,-1),-0.146233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,7),(20,-1),-0.184833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,22),(22,23),0.138954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,24),-0.0319472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,25),0.0439478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,27),-0.182548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,28),-0.0222445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,31),-0.175704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,33),0.105185 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,23),(22,24),-0.05077 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,25),-0.118296 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,27),0.1342 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,28),-0.0267764 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,31),0.134168 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,33),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,24),(22,25),-0.043757 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,27),-0.0394321 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,28),-0.0407121 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,31),-0.0394321 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,33),-0.0654533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,25),(22,27),-0.0492116 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,25),(22,28),-0.0523853 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,25),(22,31),-0.0492116 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,25),(22,33),-0.0126801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,27),(22,28),-0.037029 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,27),(22,31),-0.0124412 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,27),(22,33),0.000808944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,28),(22,31),-0.0378341 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,28),(22,33),-0.0526732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,31),(22,33),0.0062987 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,22),(22,21),0.123187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,20),0.124952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,19),0.167084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,15),0.105681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,-1),0.0274692 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,21),(22,20),0.118549 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,19),0.116408 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,15),0.114099 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,-1),-0.168881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,20),(22,19),0.117698 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,15),0.11786 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,-1),-0.175123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,19),(22,15),0.119162 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,19),(22,-1),-0.0914759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,15),(22,-1),-0.111349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,23),(23,33),-0.0114251 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,23),(23,23),(23,-1),-0.0962908 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,24),(24,24),(24,33),-0.0384967 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,24),(24,24),(24,-1),-0.119922 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,27),(27,27),(27,28),-0.0222445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,29),-0.182548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,30),-0.1826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,31),-0.175704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,32),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,33),0.105755 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,27),(27,28),(27,29),-0.0360075 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,28),(27,30),-0.036091 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,28),(27,31),-0.0378341 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,28),(27,32),-0.0471799 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,28),(27,33),-0.0526732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,29),(27,30),-0.0124453 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,29),(27,31),-0.0124412 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,29),(27,32),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,29),(27,33),0.000808974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,30),(27,31),-0.0124415 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,30),(27,32),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,30),(27,33),0.00067549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,31),(27,32),-0.0383571 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,31),(27,33),0.00629873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,32),(27,33),0.0957557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,27),(27,26),0.150696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,25),0.124939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,24),0.100851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,22),0.148477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,21),0.123639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,-1),0.027584 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,27),(27,26),(27,25),0.113673 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,24),0.124902 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,22),0.108483 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,21),0.137782 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,-1),-0.140961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,25),(27,24),0.118611 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,22),0.129349 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,21),0.118017 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,-1),-0.175345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,24),(27,22),0.11419 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,24),(27,21),0.118428 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,24),(27,-1),-0.134501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,22),(27,21),0.137781 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,22),(27,-1),-0.143183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,21),(27,-1),-0.168429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,31),(31,31),(31,32),0.0921813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,31),(31,31),(31,33),0.0979317 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,31),(31,32),(31,33),0.0956995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,31),(31,31),(31,30),0.14484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,31),(31,31),(31,29),0.147463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,31),(31,31),(31,27),0.147463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,31),(31,31),(31,26),0.149683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,31),(31,31),(31,22),0.147463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,31),(31,31),(31,-1),0.0259525 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,31),(31,30),(31,29),0.111198 # DEPENDENCYPART_GRANDSIBL
