# _root_ `` We 've started trying just about anything to keep sales moving in the stores , '' says Kim Renk , a Swank vice president .
#goldHeads=18,3,18,3,4,8,8,5,10,5,12,10,12,15,13,18,18,0,20,18,20,25,25,25,20,18,
#predictedHeads=18,3,18,3,4,7,5,7,10,8,12,10,12,15,13,18,18,0,20,18,20,25,25,25,20,18,
(8,15),(15,15),(15,14),0.101658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,6),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,-1),-0.021856 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,15),(15,14),(15,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,14),(15,-1),-0.160238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,6),(15,-1),-0.12862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,16),(16,27),-0.0352342 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,16),(16,16),(16,-1),-0.175737 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,17),(17,17),(17,27),-0.0296273 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,17),(17,17),(17,-1),-0.153539 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,18),(18,18),(18,19),-0.0318622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,20),-0.0318622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,21),-0.0332883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,23),-0.0318622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,24),-0.0318672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,25),-0.032097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,26),-0.0231714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,27),0.0516179 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,18),(18,19),(18,20),-0.00259282 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,19),(18,21),-0.0311559 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,19),(18,23),-0.00259282 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,19),(18,24),-0.00259282 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,19),(18,25),-0.00323278 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,19),(18,26),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,19),(18,27),-0.0449135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,20),(18,21),-0.0311559 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,20),(18,23),-0.00259282 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,20),(18,24),-0.00259282 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,20),(18,25),-0.00323278 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,20),(18,26),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,20),(18,27),-0.0449135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,21),(18,23),-0.0366478 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,21),(18,24),-0.0366478 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,21),(18,25),-0.0366616 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,21),(18,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,21),(18,27),-0.0126491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,23),(18,24),-0.00259282 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,23),(18,25),-0.00323278 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,23),(18,26),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,23),(18,27),-0.0449135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,24),(18,25),-0.00324142 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,24),(18,26),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,24),(18,27),-0.0449163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,25),(18,26),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,25),(18,27),-0.0491109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,26),(18,27),-0.0610433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,18),(18,17),0.108765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,16),0.11706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,15),0.141039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,14),0.0896479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,13),0.154732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,12),0.133153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,11),0.134438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,10),0.133153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,9),0.188549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,8),0.135467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,7),-0.173201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,6),-0.148939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,5),-0.190832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,4),-0.190639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,3),-0.190639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,1),-0.148604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,-1),-0.0377296 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,18),(18,17),(18,16),0.132447 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,15),0.103443 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,14),0.109536 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,13),0.109209 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,12),0.10954 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,11),0.103443 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,10),0.10954 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,9),0.10954 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,8),0.103443 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,7),-0.145919 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,1),-0.14484 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,-1),-0.170734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,16),(18,15),0.119656 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,14),0.109456 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,13),0.143738 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,12),0.124402 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,11),0.119653 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,10),0.124403 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,9),0.106436 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,8),0.119656 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,7),-0.145222 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,6),-0.144793 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,5),-0.145031 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,4),-0.145031 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,3),-0.145031 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,-1),-0.19954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,15),(18,14),0.109237 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,13),0.0965788 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,12),0.103697 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,11),0.0940286 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,10),0.103697 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,9),0.092299 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,8),0.094035 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,7),-0.145537 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,6),-0.144728 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,4),-0.146174 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,-1),-0.0744473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,14),(18,13),0.104062 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,12),0.109455 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,11),0.108691 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,10),0.109455 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,9),0.10858 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,8),0.108691 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,7),-0.144715 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,6),-0.144709 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,5),-0.144811 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,4),-0.144811 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,3),-0.144811 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,-1),-0.16319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,13),(18,12),0.108574 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,11),0.102181 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,10),0.108574 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,9),0.10811 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,8),0.102181 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,7),-0.145076 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,5),-0.144847 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,4),-0.144847 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,3),-0.144847 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,-1),-0.228054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,12),(18,11),0.107522 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,10),0.109439 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,9),0.100899 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,8),0.107522 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,6),-0.144719 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,-1),-0.157669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,11),(18,10),0.103707 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,9),0.092299 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,8),0.0940277 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,7),-0.145537 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,6),-0.144728 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,4),-0.146174 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,-1),-0.0809207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,10),(18,9),0.100899 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,10),(18,8),0.107522 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,10),(18,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,10),(18,6),-0.144719 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,10),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,10),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,10),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,10),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,10),(18,-1),-0.157669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,9),(18,8),0.117894 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,9),(18,7),-0.145713 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,9),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,9),(18,5),-0.144903 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,9),(18,4),-0.144903 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,9),(18,3),-0.144903 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,9),(18,1),-0.144712 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,9),(18,-1),-0.0883476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,8),(18,7),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,8),(18,6),-0.144728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,8),(18,5),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,8),(18,4),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,8),(18,3),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,8),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,8),(18,-1),-0.0804273 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,18),(18,7),(18,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,7),(18,5),-0.144847 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,7),(18,4),-0.144847 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,7),(18,3),-0.144847 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,7),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,7),(18,-1),-0.230708 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,6),(18,5),-0.144703 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,6),(18,4),-0.144703 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,6),(18,3),-0.144703 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,6),(18,1),-0.144713 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,6),(18,-1),-0.201775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,5),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,5),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,5),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,5),(18,-1),-0.157862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,4),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,4),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,4),(18,-1),-0.157675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,3),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,3),(18,-1),-0.1577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,1),(18,-1),-0.120349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,20),(20,21),0.133869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,23),-0.132013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,24),-0.13577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,25),-0.131299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,26),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,27),0.13325 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,20),(20,21),(20,23),0.135138 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,21),(20,24),0.135135 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,21),(20,25),0.131887 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,21),(20,26),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,21),(20,27),-0.0201595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,23),(20,24),-0.00183678 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,23),(20,25),-0.00397329 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,23),(20,26),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,23),(20,27),0.0258742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,24),(20,25),-0.00446901 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,24),(20,26),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,24),(20,27),0.0236946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,25),(20,26),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,25),(20,27),0.0233781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,26),(20,27),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,20),(20,19),0.161009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,17),0.0903868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,15),0.161008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,14),0.101658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,-1),-0.0194146 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,20),(20,19),(20,17),0.105872 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,19),(20,15),0.0910858 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,19),(20,14),0.13127 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,19),(20,-1),-0.173868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,17),(20,15),0.107045 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,17),(20,14),0.109008 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,17),(20,-1),-0.156988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,15),(20,14),0.13127 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,15),(20,-1),-0.173869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,14),(20,-1),-0.160238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,21),(21,27),-0.0352342 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,21),(21,21),(21,-1),-0.175737 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,25),(25,25),(25,26),0.0757443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,25),(25,25),(25,27),0.115512 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,25),(25,26),(25,27),0.0743817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,25),(25,25),(25,24),0.193223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,25),(25,25),(25,23),0.17617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,25),(25,25),(25,22),0.112714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,25),(25,25),(25,21),0.179998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,25),(25,25),(25,20),0.17617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,25),(25,25),(25,19),0.17617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,25),(25,25),(25,14),0.101006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,25),(25,25),(25,-1),-0.0121897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,25),(25,24),(25,23),0.0942088 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,24),(25,22),0.167529 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,24),(25,21),0.116485 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,24),(25,20),0.0942088 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,24),(25,19),0.0942088 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,24),(25,14),0.131643 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,24),(25,-1),-0.155804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,25),(25,23),(25,22),0.16622 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,23),(25,21),0.116618 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,23),(25,20),0.0925671 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,23),(25,19),0.0925671 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,23),(25,14),0.130335 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,23),(25,-1),-0.165352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,25),(25,22),(25,21),0.10746 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,22),(25,20),0.122034 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,22),(25,19),0.122034 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,22),(25,14),0.108035 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,22),(25,-1),-0.0899665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,25),(25,21),(25,20),0.11784 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,21),(25,19),0.11784 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,21),(25,14),0.10866 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,21),(25,-1),-0.0354061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,25),(25,20),(25,19),0.0925671 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,20),(25,14),0.130335 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,20),(25,-1),-0.165352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,25),(25,19),(25,14),0.130335 # DEPENDENCYPART_GRANDSIBL
(8,25),(25,19),(25,-1),-0.165352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,25),(25,14),(25,-1),-0.160355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,26),(26,26),(26,27),0.00382658 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,26),(26,26),(26,25),0.107958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,26),(26,26),(26,-1),-0.112755 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,26),(26,25),(26,-1),-0.1457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,8),0.11883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,10),-0.145193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,11),-0.146605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,12),-0.145193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,27),-0.19071 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,8),(7,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,27),-0.119045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,9),(7,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,27),-0.146035 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,10),(7,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,27),-0.14596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,11),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,27),-0.119045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,12),(7,27),-0.14596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,6),-0.0213989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,5),-0.0199361 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
