# _root_ From 1974 to 1984 , prices for the best yearlings at the summer sales rose 918 % to an average of $ 544,681 .
#goldHeads=15,1,1,3,15,15,6,10,10,7,15,14,14,11,0,17,15,15,20,18,20,23,21,15,
#predictedHeads=15,1,1,3,15,15,6,10,10,7,10,14,14,11,0,17,15,15,20,18,20,23,21,15,
(15,6),(6,4),(6,-1),0.00251667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,3),(6,2),-0.0278795 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,3),(6,1),-0.0301868 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,3),(6,-1),-0.0593249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,2),(6,1),-0.0260728 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,2),(6,-1),0.00181414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,1),(6,-1),-0.0803498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,7),(7,8),0.120439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,9),0.0630443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,10),0.101471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,11),0.0707196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,13),0.102647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,14),0.103617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,15),-0.138752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,17),-0.183014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,18),-0.149559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,25),0.0810462 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,7),(7,8),(7,9),0.108266 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,8),(7,10),0.116162 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,8),(7,11),0.10866 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,8),(7,13),0.116162 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,8),(7,14),0.116162 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,8),(7,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,8),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,8),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,8),(7,25),-0.167205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,9),(7,10),0.109253 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,9),(7,11),0.104635 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,9),(7,13),0.109253 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,9),(7,14),0.109253 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,9),(7,15),-0.144705 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,9),(7,17),-0.144703 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,9),(7,18),-0.144713 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,9),(7,25),-0.152649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,10),(7,11),0.112538 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,10),(7,13),0.105017 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,10),(7,14),0.105024 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,10),(7,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,10),(7,17),-0.144707 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,10),(7,18),-0.144734 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,10),(7,25),-0.171221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,11),(7,13),0.11617 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,11),(7,14),0.11617 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,11),(7,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,11),(7,17),-0.14487 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,11),(7,18),-0.144704 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,11),(7,25),-0.159737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,13),(7,14),0.104979 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,13),(7,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,13),(7,17),-0.144707 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,13),(7,18),-0.144734 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,13),(7,25),-0.170324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,14),(7,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,14),(7,17),-0.144707 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,14),(7,18),-0.144735 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,14),(7,25),-0.168639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,15),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,15),(7,18),-0.144706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,15),(7,25),-0.111324 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,7),(7,17),(7,18),-0.144734 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,17),(7,25),-0.163989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,18),(7,25),-0.148405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,7),(7,6),0.0790733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,5),-0.0413322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,3),-0.0465058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,-1),-0.0471115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,7),(7,6),(7,5),-0.0374355 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,6),(7,3),-0.0112111 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,6),(7,-1),0.106887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,5),(7,3),-0.00651363 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,5),(7,-1),0.030689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,3),(7,-1),0.0033973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,8),(8,11),0.137599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,25),-0.321441 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,8),(8,11),(8,25),-0.105509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,8),(8,-1),-0.0522298 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,9),(9,9),(9,11),0.124385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,15),-0.126713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,25),-0.247368 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,9),(9,11),(9,15),-0.144781 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,25),-0.130234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,15),(9,25),-0.107046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,9),(9,9),(9,8),-0.00918979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,-1),-0.0690498 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,9),(9,8),(9,-1),0.00691253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,10),(10,11),0.162412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,12),0.0960698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,13),0.0200517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,14),0.0232993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,15),-0.125783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,16),-0.142202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,17),-0.0540782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,18),-0.14731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,20),-0.053936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,21),-0.0848765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,25),-0.19311 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,11),(10,12),0.1059 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,13),0.115684 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,14),0.115554 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,15),-0.143803 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,16),-0.144713 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,17),-0.145771 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,18),-0.145261 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,20),-0.145765 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,21),-0.143213 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,24),-0.144742 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,25),-0.0579422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,12),(10,13),0.122226 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,14),0.122226 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,15),-0.144729 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,16),-0.144818 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,17),-0.144795 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,20),-0.144795 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,21),-0.128407 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,25),-0.232597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,13),(10,14),0.104455 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,15),-0.145067 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,16),-0.145154 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,17),-0.13905 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,18),-0.144861 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,20),-0.139045 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,21),-0.142305 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,24),-0.144958 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,25),-0.116594 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,14),(10,15),-0.145067 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,16),-0.145154 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,17),-0.13905 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,18),-0.144864 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,20),-0.139045 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,21),-0.142342 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,24),-0.144958 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,14),(10,25),-0.107077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,15),(10,16),-0.145423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,17),-0.142068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,18),-0.144768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,20),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,21),-0.14671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,24),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,25),-0.140732 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,16),(10,17),-0.144801 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,20),-0.144801 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,21),-0.14474 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,25),-0.0854362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,17),(10,18),-0.144861 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,17),(10,20),-0.139081 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,17),(10,21),-0.14234 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,17),(10,24),-0.144958 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,17),(10,25),-0.108439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,18),(10,20),-0.144848 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,18),(10,21),-0.147998 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,18),(10,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,18),(10,25),-0.0599471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,20),(10,21),-0.142305 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,20),(10,24),-0.144958 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,20),(10,25),-0.120255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,21),(10,24),-0.144742 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,21),(10,25),-0.0614837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,24),(10,25),-0.14799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,10),(10,9),-0.00811007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,8),-0.0860765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,7),-0.0660123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,6),0.0492312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,5),0.0586116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,4),-0.0146487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,2),-0.0146406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,1),-0.105956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,-1),0.066872 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,9),(10,8),0.00179243 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,7),-0.0257458 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,6),0.00220169 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,5),-0.0261197 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,4),-0.0237579 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,2),-0.0237579 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,1),-0.0229977 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,-1),-0.0143794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,8),(10,7),-0.0268367 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,6),-0.042012 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,5),-0.00692474 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,4),-0.0195775 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,2),-0.0195769 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,1),-0.0266428 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,-1),0.0398222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,7),(10,6),-0.0318196 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,5),0.020519 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,4),-0.026127 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,2),-0.026127 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,1),-0.00190142 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,-1),-0.0278931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,6),(10,5),-0.0593898 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,6),(10,4),-0.00305739 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,6),(10,2),-0.00324695 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,6),(10,1),-0.0340275 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,6),(10,-1),0.00531764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,5),(10,4),-0.0411083 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,5),(10,2),-0.0411083 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,5),(10,1),-0.0268421 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,5),(10,-1),-0.0686498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,4),(10,2),-0.0247613 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,4),(10,1),-0.0260746 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,4),(10,-1),0.00252662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,2),(10,1),-0.0260728 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,2),(10,-1),0.00182409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,1),(10,-1),-0.0817496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,11),(11,12),0.103133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,13),0.113895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,14),0.114865 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,15),-0.138568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,16),-0.147753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,17),-0.179779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,18),-0.148441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,20),-0.17974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,25),0.0589992 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,12),(11,13),0.116204 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,14),0.116204 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,25),-0.183323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,13),(11,14),0.103938 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,17),-0.144707 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,18),-0.144727 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,20),-0.144707 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,25),-0.15797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,14),(11,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,17),-0.144707 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,18),-0.144727 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,20),-0.144707 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,14),(11,25),-0.156284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,15),(11,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,18),-0.144706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,25),-0.106746 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,16),(11,17),-0.144707 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,20),-0.144707 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,25),-0.174812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,17),(11,18),-0.144727 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,17),(11,20),-0.144707 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,17),(11,25),-0.151634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,18),(11,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,18),(11,25),-0.14704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,20),(11,25),-0.155799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,11),(11,10),0.080894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,7),-0.0269123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,3),-0.044923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,-1),-0.0877167 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,10),(11,7),0.032928 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,3),-0.0111098 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,-1),0.124525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,7),(11,3),-0.0249252 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,7),(11,-1),-0.0348986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,3),(11,-1),0.00395942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,12),(12,13),0.107233 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,25),-0.321441 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,12),(12,13),(12,25),-0.146369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,12),(12,-1),-0.0522298 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,13),(13,14),0.0232981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,15),-0.125784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,18),-0.14731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,25),-0.186515 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,14),(13,15),-0.145067 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,18),-0.144864 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,25),-0.107735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,15),(13,18),-0.144768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,25),-0.141293 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,18),(13,25),-0.0599471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,13),(13,12),-0.0811063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,4),-0.0146487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,-1),0.0685788 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,12),(13,4),-0.0195775 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,-1),0.0466169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,4),(13,-1),0.00252662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,14),(14,15),-0.125784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,16),-0.142202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,17),-0.0477988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,18),-0.14731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,20),-0.0476566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,23),-0.142202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,25),-0.210121 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,15),(14,16),-0.145423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,17),-0.142068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,18),-0.144768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,20),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,23),-0.145423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,24),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
