# _root_ That puts the real strategic decisions in the hands of others : bean counters , budgeteers , and pork-barrelers .
#goldHeads=2,0,6,6,6,2,2,9,7,9,10,11,14,18,18,18,18,11,18,2,
#predictedHeads=2,0,6,6,6,2,2,9,7,9,10,11,14,18,18,18,18,11,18,2,
(9,6),(6,6),(6,18),-0.139415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,19),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,20),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,21),0.0197555 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,7),(6,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,7),(6,10),-0.126503 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,12),-0.124993 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,15),-0.124891 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,17),-0.124891 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,21),-0.0812295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,9),(6,10),-0.12504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,11),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,12),-0.125182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,13),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,14),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,15),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,16),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,17),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,19),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,20),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,21),-0.145726 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,10),(6,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,12),-0.125094 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,15),-0.124893 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,17),-0.124893 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,21),-0.0685404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,11),(6,12),-0.125182 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,13),-0.125449 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,14),-0.125449 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,16),-0.125449 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,17),-0.126785 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,19),-0.125449 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,20),-0.125194 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,21),-0.145728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,12),(6,13),-0.126023 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,14),-0.126023 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,16),-0.126023 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,18),-0.124955 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,19),-0.126023 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,21),-0.0962025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,13),(6,14),-0.125449 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,16),-0.125449 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,17),-0.126785 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,19),-0.125449 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,20),-0.125194 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,21),-0.145726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,14),(6,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,16),-0.125449 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,17),-0.126785 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,19),-0.125449 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,20),-0.125194 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,21),-0.145726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,15),(6,16),-0.129532 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,17),-0.125325 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,18),-0.131545 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,19),-0.129532 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,21),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,16),(6,17),-0.126785 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,19),-0.125449 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,20),-0.125194 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,21),-0.145726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,17),(6,18),-0.131545 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,19),-0.129532 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,21),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,18),(6,19),-0.243139 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,18),(6,20),-0.0331547 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,18),(6,21),-0.217966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,19),(6,20),-0.125194 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,19),(6,21),-0.145726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,20),(6,21),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,5),-0.0647634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,4),-0.0641896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,3),-0.03995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,1),-0.0653576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,-1),0.0924901 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,5),(6,4),-0.0574238 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,3),-0.0628089 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,1),-0.0549153 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,-1),-0.0496717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,4),(6,3),-0.0628362 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,1),-0.0549426 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,-1),-0.0517876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,3),(6,1),-0.044049 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,3),(6,-1),-0.0102087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,1),(6,-1),-0.0651254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,8),0.1498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,9),-0.144665 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,7),(7,10),-0.126525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,11),-0.144665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,12),-0.125661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,13),-0.144665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,14),-0.144665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,15),-0.127581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,16),-0.144665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,17),-0.127581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,18),-0.139249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,19),-0.144665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,21),-0.0911232 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,8),(7,9),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,8),(7,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,11),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,12),-0.124892 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,13),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,14),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,16),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,18),-0.124892 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,19),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,21),-0.144504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,9),(7,10),-0.124898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,11),-0.125348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,13),-0.125348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,14),-0.125348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,15),-0.124921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,16),-0.125348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,17),-0.124921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,19),-0.125348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,21),-0.141692 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,10),(7,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,21),-0.147679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,11),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,13),-0.125348 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,14),-0.125348 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,15),-0.124921 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,16),-0.125348 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,17),-0.124921 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,19),-0.125348 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,21),-0.141702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,12),(7,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,21),-0.143567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,13),(7,14),-0.125348 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,15),-0.124921 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,16),-0.125348 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,17),-0.124921 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,19),-0.125348 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,21),-0.141692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,14),(7,15),-0.124921 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,16),-0.125348 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,17),-0.124921 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,19),-0.125348 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,21),-0.141692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,15),(7,16),-0.124899 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,15),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,15),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,15),(7,19),-0.124899 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,15),(7,21),-0.11174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,16),(7,17),-0.124921 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,16),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,16),(7,19),-0.125348 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,16),(7,21),-0.141692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,17),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,17),(7,19),-0.124899 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,17),(7,21),-0.11174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,18),(7,19),-0.243128 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,18),(7,21),-0.155587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,19),(7,21),-0.141692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,6),0.0749764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,5),-0.0438741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,-1),-0.362262 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,6),(7,5),-0.0454336 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,-1),0.0267234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,5),(7,-1),-0.0356191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,10),-0.126092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,21),0.146831 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,10),(8,21),-0.155855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,-1),0.210959 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,10),(10,11),0.0846585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,12),-0.0457153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,13),0.0866537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,14),0.0871295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,16),0.0866537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,18),0.0318605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,19),0.0866537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,21),-0.417508 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,11),(10,12),-0.0573518 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,13),-0.0862074 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,14),-0.0862074 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,16),-0.0862074 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,18),-0.0665496 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,19),-0.0862074 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,21),0.0285563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,12),(10,13),-0.0448552 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,14),-0.0448552 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,16),-0.0448552 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,18),-0.0482512 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,19),-0.0448552 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,21),-0.0676906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,13),(10,14),-0.0862074 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,16),-0.0862074 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,18),-0.0665496 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,19),-0.0862074 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,21),0.0333569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,14),(10,16),-0.0862074 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,14),(10,18),-0.0665496 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,14),(10,19),-0.0862074 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,14),(10,21),0.0338326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,16),(10,18),-0.0665496 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,16),(10,19),-0.0862074 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,16),(10,21),0.0333569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,18),(10,19),-0.188076 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,18),(10,21),0.00922522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,19),(10,21),0.0333569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,9),0.0597532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,10),(10,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,6),-0.145803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,-1),0.000627899 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,9),(10,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,9),(10,6),-0.125348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,9),(10,-1),-0.14334 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,8),(10,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,8),(10,-1),-0.153267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,6),(10,-1),-0.14334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,11),(11,12),0.00702848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,13),-0.182988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,14),-0.182988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,15),0.138063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,16),-0.182988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,17),0.138063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,18),-0.0502701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,19),-0.182988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,20),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,21),0.0937856 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,12),(11,13),-0.0100352 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,14),-0.0100352 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,15),-0.0437445 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,16),-0.0100352 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,17),-0.0437445 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,18),-0.0477619 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,19),-0.0100352 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,20),-0.0424273 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,21),0.0101021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,13),(11,14),-0.0133066 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,15),-0.0521298 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,16),-0.0133066 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,17),-0.0521298 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,18),-0.0427057 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,19),-0.0133066 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,20),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,21),0.00214653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,14),(11,15),-0.0521298 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,16),-0.0133066 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,17),-0.0521298 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,18),-0.0427057 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,19),-0.0133066 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,20),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,21),0.00214653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,15),(11,16),0.133 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,17),-0.0496519 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,18),-0.0666025 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,19),0.133 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,20),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,21),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,16),(11,17),-0.0521298 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,16),(11,18),-0.0427057 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,16),(11,19),-0.0133066 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,16),(11,20),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,16),(11,21),0.00214653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
