# _root_ Kellogg is based in Battle Creek , Mich. , a city that calls itself the breakfast capital of the world .
#goldHeads=2,0,2,3,6,4,6,6,6,11,6,13,11,17,17,17,13,17,20,18,2,
#predictedHeads=2,0,2,3,6,4,6,6,8,11,8,13,11,17,17,17,13,17,20,18,2,
(5,8),(8,21),(8,22),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,7),0.190782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,6),0.160259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,5),0.160258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,-1),-0.018183 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,7),(8,6),0.115923 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,5),0.115923 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,-1),-0.0223921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,6),(8,5),0.089299 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,6),(8,-1),-0.176299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,5),(8,-1),-0.1763 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,9),(9,22),-0.0465934 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,9),(9,-1),-0.187031 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,11),(11,12),-0.0453263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,13),0.0478755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,15),-0.000857784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,16),-0.133053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,17),-0.132938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,18),0.0142976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,20),-0.132854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,21),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,22),0.135645 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,12),(11,13),-0.0194482 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,16),-0.0194681 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,17),-0.0194681 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,18),-0.0195333 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,20),-0.0194681 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,22),-0.0457859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,13),(11,15),-0.0196988 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,16),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,17),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,18),-0.0237724 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,20),-0.0233256 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,21),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,13),(11,22),0.00246787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,15),(11,16),-0.0169578 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,17),-0.0169578 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,18),-0.0221574 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,20),-0.0169578 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,22),-0.00284464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,16),(11,17),-0.00224329 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,16),(11,18),-0.0236765 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,16),(11,20),-0.00170213 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,16),(11,21),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,16),(11,22),0.0300096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,17),(11,18),-0.0236765 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,17),(11,20),-0.00220729 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,17),(11,21),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,17),(11,22),0.0293168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,18),(11,20),-0.0174279 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,18),(11,21),-0.0210534 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,18),(11,22),-0.00271092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,20),(11,21),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,20),(11,22),0.0289147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,21),(11,22),0.0744306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,11),(11,10),0.121332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,9),0.179854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,8),0.165778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,7),0.179854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,6),0.166291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,5),0.16629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,-1),-0.0154257 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,10),(11,9),0.10746 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,8),0.122034 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,7),0.10746 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,6),0.122034 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,5),0.122034 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,-1),-0.0816798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,9),(11,8),0.112898 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,9),(11,7),0.108481 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,9),(11,6),0.116169 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,9),(11,5),0.116169 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,9),(11,-1),-0.0356322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,8),(11,7),0.114196 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,8),(11,6),0.0754778 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,8),(11,5),0.0754778 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,8),(11,-1),-0.171723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,7),(11,6),0.116169 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,7),(11,5),0.116169 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,7),(11,-1),-0.0356322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,6),(11,5),0.0755023 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,6),(11,-1),-0.168444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,5),(11,-1),-0.168445 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,13),(13,13),(13,14),-0.0377791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,15),-0.020828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,16),-0.0214656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,17),-0.020469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,18),-0.00621335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,20),-0.0199448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,21),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,22),0.0556653 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,13),(13,14),(13,15),-0.0194623 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,16),-0.0218939 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,17),-0.0218939 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,18),-0.0155617 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,20),-0.0218939 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,21),-0.0194445 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,22),-0.0569915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,15),(13,16),-0.0205174 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,17),-0.0205174 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,18),-0.024726 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,20),-0.0205174 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,22),-0.0159315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,16),(13,17),-0.00107659 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,18),-0.00376432 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,20),-0.00124976 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,21),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,22),-0.0299675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,17),(13,18),-0.00304141 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,17),(13,20),-0.00117761 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,17),(13,21),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,17),(13,22),-0.0297656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,18),(13,20),-0.0149959 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,18),(13,21),-0.0306476 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,18),(13,22),-0.00627851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,20),(13,21),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,20),(13,22),-0.0306539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,21),(13,22),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,13),(13,12),0.132937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,11),0.129618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,10),0.0882056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,9),0.114419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,8),0.129591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,7),0.114419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,6),0.129619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,5),0.129615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,4),-0.1766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,2),-0.189764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,1),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,-1),-0.0174749 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,13),(13,12),(13,11),0.107174 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,10),0.109538 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,9),0.119891 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,8),0.107174 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,7),0.119891 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,6),0.107174 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,5),0.107174 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,1),-0.144703 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,-1),-0.0890307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,11),(13,10),0.10988 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,9),0.0646627 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,8),0.0941058 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,7),0.0646627 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,6),0.0941058 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,5),0.0941058 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,4),-0.145537 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,2),-0.146174 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,-1),-0.0840138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,10),(13,9),0.114132 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,8),0.108709 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,7),0.114132 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,6),0.108709 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,5),0.108709 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,4),-0.144708 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,2),-0.144756 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,1),-0.14479 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,-1),-0.164006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,9),(13,8),0.119899 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,7),0.109063 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,6),0.119902 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,5),0.119902 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,4),-0.145241 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,2),-0.1451 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,1),-0.144819 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,-1),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,8),(13,7),0.0646622 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,8),(13,6),0.0941056 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,8),(13,5),0.0941056 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,8),(13,4),-0.145537 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,8),(13,2),-0.146174 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,8),(13,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,8),(13,-1),-0.083249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,7),(13,6),0.119902 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,7),(13,5),0.119902 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,7),(13,4),-0.145241 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,7),(13,2),-0.1451 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,7),(13,1),-0.144819 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,7),(13,-1),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,6),(13,5),0.0941065 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,6),(13,4),-0.145537 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,6),(13,2),-0.146174 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,6),(13,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,6),(13,-1),-0.0832201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,5),(13,4),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,5),(13,2),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,5),(13,1),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,5),(13,-1),-0.0832237 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,13),(13,4),(13,2),-0.144847 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,4),(13,1),-0.144709 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,4),(13,-1),-0.227491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,2),(13,1),-0.144706 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,2),(13,-1),-0.158348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,1),(13,-1),-0.0832201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,17),(17,18),0.00760894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,19),-0.00805288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,20),-0.132025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,21),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,22),0.137641 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,17),(17,18),(17,19),-0.019452 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,18),(17,20),-0.017428 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,18),(17,21),-0.0210534 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,18),(17,22),-0.00940097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,19),(17,20),-0.0169578 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,19),(17,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,19),(17,22),-0.00949654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,20),(17,21),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,20),(17,22),0.0246433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,21),(17,22),0.0744313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,17),(17,16),0.162648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,15),0.102289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,14),0.122501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,12),0.0970145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,11),0.164099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,10),0.113997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,7),0.182055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,-1),-0.016656 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,17),(17,16),(17,15),0.130862 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,16),(17,14),0.103946 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,16),(17,12),0.108719 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,16),(17,11),0.0936423 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,16),(17,10),0.166748 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,16),(17,7),0.116647 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,16),(17,-1),-0.171829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,15),(17,14),0.107924 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,15),(17,12),0.108982 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,15),(17,11),0.129834 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,15),(17,10),0.107531 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,15),(17,7),0.107471 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,15),(17,-1),-0.159622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,14),(17,12),0.109533 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,14),(17,11),0.109498 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,14),(17,10),0.109539 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,14),(17,7),0.108778 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,14),(17,-1),-0.133369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,12),(17,11),0.109531 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,12),(17,10),0.109536 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,12),(17,7),0.109135 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,12),(17,-1),-0.168401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,11),(17,10),0.166645 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,11),(17,7),0.116647 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,11),(17,-1),-0.173661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,10),(17,7),0.10746 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,10),(17,-1),-0.0892328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,7),(17,-1),-0.0334286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,1),(1,2),0.0918418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,3),0.0931761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,4),0.163514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,6),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,7),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,8),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,9),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,11),-0.155845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,13),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,17),-0.156029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,22),-0.0177391 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,1),(1,2),(1,3),0.109246 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,4),0.109138 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,6),-0.14472 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,7),-0.14597 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,8),-0.14472 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,9),-0.14597 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,11),-0.14472 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,17),-0.14472 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,22),-0.198821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,3),(1,4),0.109139 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,6),-0.14472 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,7),-0.145956 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,8),-0.14472 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,9),-0.145956 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,11),-0.14472 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,17),-0.14472 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,22),-0.196667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,4),(1,6),-0.144983 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,8),-0.144983 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,11),-0.144983 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,13),-0.144834 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,17),-0.144983 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,22),-0.102823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,6),(1,7),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,8),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,9),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,11),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,13),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,17),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,22),-0.173847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,1),(1,7),(1,8),-0.14942 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,7),(1,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,7),(1,11),-0.14942 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,7),(1,13),-0.146635 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,7),(1,17),-0.14942 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,7),(1,22),-0.0334281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
