# _root_ Still , for those with a long-term eye on the vast U.S. retail market , this is a tempting time to look for bargains .
#goldHeads=17,17,17,3,4,8,8,5,8,14,14,14,14,9,17,17,0,20,20,17,22,20,22,23,17,
#predictedHeads=17,17,17,3,4,8,8,5,8,14,14,14,14,9,17,17,0,20,20,17,22,20,22,23,17,
(11,13),(13,11),(13,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,-1),-0.145435 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,10),(13,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,-1),-0.14645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,8),(13,-1),-0.151215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,15),-0.0357429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,16),-0.0100612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,17),-0.0381827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,19),-0.0264016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,20),-0.0349905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,21),-0.0209921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,22),-0.0401486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,23),0.0050024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,24),-0.0346136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,25),-0.0194814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,26),-0.0391494 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,15),(14,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,17),-0.0269576 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,19),-0.0198919 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,20),-0.0251995 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,21),-0.0194523 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,22),-0.026847 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,23),-0.0257143 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,24),-0.0251995 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,26),-0.0303978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,16),(14,17),-0.0194409 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,20),-0.0199931 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,22),-0.0194409 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,23),-0.0194925 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,24),-0.0199931 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,26),-0.0173429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,17),(14,19),-0.0196352 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,20),-0.0194556 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,22),-0.0194517 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,23),-0.0195929 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,24),-0.0194556 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,25),-0.0194423 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,26),-0.033534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,19),(14,20),-0.0195561 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,19),(14,21),-0.0194506 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,19),(14,22),-0.0195483 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,19),(14,23),-0.0194798 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,19),(14,24),-0.0195561 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,19),(14,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,19),(14,26),-0.0480728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,20),(14,21),-0.0194577 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,20),(14,22),-0.0195035 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,20),(14,23),-0.0161066 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,20),(14,24),-0.0201815 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,20),(14,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,20),(14,26),-0.0458508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,21),(14,22),-0.0200203 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,21),(14,23),-0.0203123 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,21),(14,24),-0.0118489 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,21),(14,25),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,21),(14,26),-0.0184752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,22),(14,23),-0.0195845 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,22),(14,24),-0.0194556 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,22),(14,25),-0.0194423 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,22),(14,26),-0.0353977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,23),(14,24),-0.0195132 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,23),(14,25),-0.0194612 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,23),(14,26),9.35104e-05 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,24),(14,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,24),(14,26),-0.0456204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,25),(14,26),-0.0194806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,13),0.0940202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,12),0.119536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,11),0.0940202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,9),-0.151432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,8),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,7),-0.147176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,5),-0.150836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,-1),-0.0689278 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,13),(14,12),0.109412 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,11),0.107878 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,10),-0.144774 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,6),-0.144738 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,4),-0.144738 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,-1),-0.17027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,12),(14,11),0.113403 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,9),-0.14471 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,5),-0.14471 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,-1),-0.15239 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,11),(14,10),-0.144774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,6),-0.144738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,4),-0.144738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,-1),-0.17027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,10),(14,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,-1),-0.149469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,9),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,5),-0.144703 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,-1),-0.151388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,8),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,5),-0.14471 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,-1),-0.152346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,7),(14,6),-0.144738 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,4),-0.144738 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,-1),-0.171829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,6),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,-1),-0.13844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,5),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,-1),-0.154425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,4),(14,-1),-0.14442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,4),(4,5),0.0904815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,9),0.0904848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,26),0.0309062 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,4),(4,5),(4,9),0.10954 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,26),-0.163983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,9),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,9),(4,26),-0.163928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,15),(4,26),-0.141882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,4),(4,3),-0.0262691 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,2),-0.026254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,-1),0.141538 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,4),(4,3),(4,2),-0.0115339 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,3),(4,-1),-0.033766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,2),(4,-1),-0.0138158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,6),(6,7),0.0985281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,9),0.0915226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,26),0.0891796 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,7),(6,9),0.109536 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,26),-0.155707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,9),(6,26),-0.163155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,6),(6,5),-0.0235572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,-1),0.207848 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,5),(6,-1),-0.0310546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,7),(7,9),0.102826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,11),0.103612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,12),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,14),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,26),-0.0151435 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,9),(7,11),0.121976 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,26),-0.17361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,11),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,26),-0.136964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,12),(7,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,26),-0.122557 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,14),(7,26),-0.122561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,7),(7,6),-0.0226292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,5),0.0588055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,4),-0.0323451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,3),0.0484822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,1),-0.0334606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,-1),0.0432858 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,6),(7,5),-0.0194645 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,6),(7,4),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,6),(7,3),-0.0194645 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,6),(7,1),-0.0111723 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,6),(7,-1),-0.0297173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,5),(7,4),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,5),(7,3),-0.0226398 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,5),(7,1),-0.0199098 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,5),(7,-1),0.0503261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,4),(7,3),-0.0194624 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,4),(7,1),-0.017004 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,4),(7,-1),-0.0376606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,3),(7,1),-0.0199098 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,3),(7,-1),0.0431957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,1),(7,-1),-0.028001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,11),0.0995736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,26),0.110652 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,11),(10,26),-0.154664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,-1),0.229837 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,11),(11,12),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,13),-0.145205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,14),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,26),-0.0225518 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,12),(11,13),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,26),-0.121725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,13),(11,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,26),-0.136999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,14),(11,26),-0.12173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,10),-0.0438367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,8),-0.0136458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,-1),0.0289036 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,10),(11,8),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,-1),-0.0499206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,8),(11,-1),0.0192676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,17),-0.0251604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,20),-0.0136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,22),-0.0219826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,26),0.0302068 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,17),(13,20),-0.019451 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,26),-0.0343085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,20),(13,22),-0.0214655 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,20),(13,26),0.0192665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,22),(13,26),-0.0303701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,12),0.125167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,11),-0.145205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,8),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,-1),-0.0237837 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,12),(13,11),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,-1),-0.121725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,11),(13,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,-1),-0.13696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,10),(13,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,-1),-0.14543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,8),(13,-1),-0.121725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,15),0.133855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),-0.0307382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,17),0.0565738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,19),-0.0449573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,20),-0.136695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,21),-0.0382294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,22),0.0552033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,23),-0.0046985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,24),-0.135671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,25),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,26),0.139305 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.0231883 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,17),-0.0672102 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,19),-0.0325016 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,20),0.138237 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,21),-0.0219515 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,22),-0.0676608 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,23),0.000308854 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,24),0.135123 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,25),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,26),-0.0204841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,17),-0.0194622 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,19),-0.0216459 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,20),-0.0162346 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,21),-0.0210822 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,22),-0.0194622 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,23),-0.0214706 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,24),-0.0162346 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,26),-0.0348888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,17),(14,19),-0.0198779 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,20),-0.0233385 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,21),-0.0201407 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,22),-0.023794 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,23),-0.0251561 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,24),-0.0233385 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,25),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,26),0.0115057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,19),(14,20),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,21),-0.0207443 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,22),-0.0151171 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,23),-0.0245907 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,24),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,26),-0.030037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,20),(14,21),-0.0220874 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,22),-0.0209504 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,23),-0.0177046 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,24),-0.00340816 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,25),-0.0111699 # DEPENDENCYPART_GRANDSIBL
