# _root_ The notes , which are noncallable , were priced at a spread of 45 basis points above the Treasury 's 10-year note .
#goldHeads=2,8,2,5,2,5,2,0,8,9,12,17,12,16,16,13,10,19,22,19,22,17,8,
#predictedHeads=2,8,2,5,2,5,2,0,8,9,12,17,12,16,16,13,10,19,22,19,22,17,8,
(10,15),(15,15),(15,24),0.154723 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,16),(15,17),-0.0103664 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,19),-0.0320939 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,22),-0.0320939 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,24),-0.0861343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,17),(15,19),-0.0302925 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,22),-0.0312081 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,24),-0.0292137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,19),(15,22),-0.0320939 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,24),-0.0855208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,22),(15,24),-0.0866292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,14),0.0786794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,13),0.139688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,11),0.0305549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,10),0.155004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,-1),-0.171341 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,14),(15,13),0.0998953 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,11),0.11495 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,10),0.0987679 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,-1),-0.191499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,13),(15,11),0.102278 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,10),0.108045 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,-1),-0.124873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,11),(15,10),0.0994023 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,-1),-0.0984042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,10),(15,-1),-0.10583 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,16),(16,16),(16,17),-0.0536273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,18),-0.00409076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,19),-0.148949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,21),-0.00732911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,22),-0.150125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,23),-0.0439195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,24),0.150349 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,16),(16,17),(16,18),-0.0204444 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,19),-0.0327114 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,21),-0.0203377 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,22),-0.033627 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,23),-0.0218981 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,24),-0.0315144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,18),(16,19),-0.0199791 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,22),-0.0199791 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,24),0.00133143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,19),(16,21),-0.022991 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,19),(16,22),-0.0320939 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,19),(16,23),-0.020845 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,19),(16,24),-0.0873265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,21),(16,22),-0.0169395 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,21),(16,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,21),(16,24),-0.0218621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,22),(16,23),-0.020845 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,22),(16,24),-0.0884349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,23),(16,24),-0.0419038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,16),(16,15),0.198468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,14),0.075451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,13),0.139153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,12),0.196308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,11),0.0305549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,10),0.154469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,-1),-0.167519 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,16),(16,15),(16,14),0.12507 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,15),(16,13),0.12183 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,15),(16,12),0.12041 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,15),(16,11),0.112232 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,15),(16,10),0.121453 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,15),(16,7),-0.144852 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,15),(16,-1),-0.141813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,14),(16,13),0.0997734 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,14),(16,12),0.131071 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,14),(16,11),0.113765 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,14),(16,10),0.098646 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,14),(16,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,14),(16,-1),-0.182407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,13),(16,12),0.0977236 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,13),(16,11),0.102278 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,13),(16,10),0.108045 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,13),(16,7),-0.144705 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,13),(16,-1),-0.125196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,12),(16,11),0.11249 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,12),(16,10),0.121453 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,12),(16,7),-0.144852 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,12),(16,-1),-0.137754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,11),(16,10),0.099548 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,11),(16,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,11),(16,-1),-0.111181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,10),(16,7),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,10),(16,-1),-0.106153 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,16),(16,7),(16,-1),-0.152805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,17),(17,18),-0.0297001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,19),-0.0731634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,21),-0.00130433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,22),-0.0624228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,24),0.0282469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,17),(17,18),(17,19),-0.019448 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,22),-0.019448 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,24),-0.02969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,19),(17,21),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,22),-0.0196978 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,24),-0.0382482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,21),(17,22),-0.0110119 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,21),(17,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,21),(17,24),-0.0110063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,22),(17,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,22),(17,24),-0.0275886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,23),(17,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,17),(17,16),0.151404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,15),0.149563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,13),0.105598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,12),0.160622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,-1),-0.0988619 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,17),(17,16),(17,15),0.109534 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,13),0.108593 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,12),0.109534 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,-1),-0.107209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,15),(17,13),0.108593 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,12),0.109534 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,-1),-0.10905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,13),(17,12),0.10954 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,13),(17,-1),-0.153545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,12),(17,-1),-0.0979913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,22),(22,22),(22,23),-0.0439195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,22),(22,22),(22,24),0.149125 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,22),(22,23),(22,24),-0.0419038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,22),(22,22),(22,21),0.168734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,22),(22,22),(22,20),0.118507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,22),(22,22),(22,19),0.188248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,22),(22,22),(22,18),0.0399332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,22),(22,22),(22,17),0.137191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,22),(22,22),(22,15),0.190183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,22),(22,22),(22,14),0.0800832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,22),(22,22),(22,13),0.139982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,22),(22,22),(22,12),0.188024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,22),(22,22),(22,11),0.0305549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,22),(22,22),(22,-1),-0.171301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,22),(22,21),(22,20),0.105665 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,21),(22,19),0.132933 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,21),(22,18),0.150492 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,21),(22,17),0.100243 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,21),(22,15),0.131521 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,21),(22,14),0.124228 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,21),(22,13),0.0987108 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,21),(22,12),0.131521 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,21),(22,11),0.132169 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,21),(22,-1),-0.111108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,22),(22,20),(22,19),0.115808 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,20),(22,18),0.10878 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,20),(22,17),0.10954 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,20),(22,15),0.115808 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,20),(22,14),0.109081 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,20),(22,13),0.10954 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,20),(22,12),0.115808 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,20),(22,11),0.109033 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,20),(22,-1),-0.155215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,22),(22,19),(22,18),0.0871529 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,19),(22,17),0.11977 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,19),(22,15),0.11924 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,19),(22,14),0.108471 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,19),(22,13),0.121812 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,19),(22,12),0.119696 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,19),(22,11),0.107224 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,19),(22,-1),-0.126237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,22),(22,18),(22,17),0.103162 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,18),(22,15),0.0818733 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,18),(22,14),0.105621 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,18),(22,13),0.103092 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,18),(22,12),0.0818733 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,18),(22,11),0.0833832 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,18),(22,-1),-0.0561219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,22),(22,17),(22,15),0.0995524 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,17),(22,14),0.11606 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,17),(22,13),0.108787 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,17),(22,12),0.0995524 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,17),(22,11),0.104269 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,17),(22,-1),-0.127997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,22),(22,15),(22,14),0.114754 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,15),(22,13),0.121892 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,15),(22,12),0.120414 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,15),(22,11),0.109949 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,15),(22,-1),-0.134271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,22),(22,14),(22,13),0.0998953 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,14),(22,12),0.131071 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,14),(22,11),0.11495 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,14),(22,-1),-0.190105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,22),(22,13),(22,12),0.0977236 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,13),(22,11),0.102278 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,13),(22,-1),-0.124243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,22),(22,12),(22,11),0.110207 # DEPENDENCYPART_GRANDSIBL
(10,22),(22,12),(22,-1),-0.130212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,22),(22,11),(22,-1),-0.112057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,13),(13,14),-0.00729948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,15),0.0197932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,16),0.0197932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,17),-0.0201383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,19),0.0197929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,22),0.0195483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,24),-0.089174 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,14),(13,15),-0.0195177 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,16),-0.0195177 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,17),-0.0194468 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,19),-0.0195177 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,22),-0.0195177 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,24),-0.00730078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,15),(13,16),-0.0196698 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,17),-0.0195416 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,19),-0.0196698 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,22),-0.0196698 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,24),0.0234086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,16),(13,17),-0.0195416 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,19),-0.0196698 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,22),-0.0196698 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,24),0.0234086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,17),(13,19),-0.0196166 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,22),-0.0196166 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,24),-0.0206648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,19),(13,22),-0.0196698 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,19),(13,24),0.0234083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,22),(13,24),0.0231637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,13),(13,12),0.109272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,11),0.106043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,10),-0.144987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,-1),-0.122903 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,12),(13,11),0.1095 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,-1),-0.148668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,11),(13,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,-1),-0.148857 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,10),(13,-1),-0.145141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,5),(5,6),0.0462095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,7),0.11144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,8),0.132661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,9),0.133899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,10),0.163334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,24),-0.0592263 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,6),(5,7),0.113997 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,8),0.109495 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,9),0.109495 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,10),0.11031 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,24),-0.226159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,7),(5,8),0.123397 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,9),0.124272 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,10),0.134801 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,24),-0.208619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,8),(5,9),0.109402 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,10),0.102801 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,24),-0.15776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,9),(5,10),0.103544 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,24),-0.157562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,10),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,24),-0.239919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,23),(5,24),-0.145637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,5),(5,4),-0.0482061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,3),-0.0408058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,2),-0.035567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,-1),0.0475972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,4),(5,3),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,4),(5,2),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,4),(5,-1),-0.053924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,3),(5,2),-0.0362821 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,3),(5,-1),-0.0251134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,2),(5,-1),-0.0350784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,6),(6,7),0.115316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,8),0.128479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,9),0.128479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,10),0.0987404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,12),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,24),-0.0127672 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,7),(6,8),0.109512 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,9),0.109512 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,10),0.109441 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,24),-0.136689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,8),(6,9),0.109537 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,10),0.10954 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,24),-0.14654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,9),(6,10),0.10954 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,24),-0.14654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,10),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,24),-0.177692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,12),(6,24),-0.121725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,6),(6,3),0.0396314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,2),-0.0139494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,-1),0.0399667 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,3),(6,2),0.0450757 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,3),(6,-1),-0.0458211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,2),(6,-1),0.0189651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,7),(7,24),-0.187997 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
