# _root_ George M. Salem , analyst at Prudential-Bache Securities Inc. , called the results `` mildly disappointing . ''
#goldHeads=3,3,11,3,3,5,8,6,8,3,0,13,11,16,16,11,11,11,
#predictedHeads=3,3,11,3,3,5,8,6,8,3,0,13,11,16,16,11,11,11,
(17,18),(18,16),-0.871854 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.45707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,6),-0.303945 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.236519 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.409798 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.297406 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.0111785 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.58491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,2),-0.172119 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.178267 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.10237 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.236433 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.204236 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.105449 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.196517 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.241695 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.380797 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.206011 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.0284117 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.58468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,14),-0.414218 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.195948 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.402529 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.58367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
