# _root_ If these conditions are met , he said , the ANC would be prepared to discuss suspending its guerrilla activities .
#goldHeads=4,3,4,12,4,7,12,7,7,11,12,0,12,13,16,14,16,20,20,17,12,
#predictedHeads=4,3,4,12,4,8,8,12,8,11,12,0,12,13,16,14,16,20,20,17,12,
(8,3),(3,3),(3,4),0.0928844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,5),0.0958178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,6),0.0798868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,8),-0.126123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,9),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,12),-0.156765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,22),-0.179765 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,4),(3,5),0.112729 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,6),0.160624 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,8),-0.142049 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,9),-0.163457 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,22),-0.171672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,5),(3,6),0.16001 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,8),-0.142049 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,9),-0.163457 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,22),-0.172966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,6),(3,8),-0.159674 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,9),-0.144818 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,12),-0.144793 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,22),-0.121607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,8),(3,9),-0.163469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,22),-0.181944 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,9),(3,12),-0.144793 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,22),-0.121607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,12),(3,22),-0.180815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,3),(3,2),-0.0881251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,1),-0.106208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,-1),-0.00584652 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,2),(3,1),-0.0234035 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,2),(3,-1),0.0247878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,1),(3,-1),-0.0631568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,4),(4,5),0.170665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,6),0.0868997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,8),-0.136238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,9),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,12),-0.148865 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,13),-0.136743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,14),-0.136251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,16),-0.13624 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,17),-0.136235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,20),-0.197303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,22),-0.326515 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,4),(4,5),(4,6),0.208522 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,8),-0.145184 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,9),-0.146355 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,12),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,13),-0.145184 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,14),-0.145184 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,16),-0.145184 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,17),-0.145184 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,20),-0.14523 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,22),-0.13599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,6),(4,8),-0.162065 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,12),-0.146948 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,13),-0.162619 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,14),-0.162057 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,16),-0.162057 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,17),-0.162057 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,20),-0.147765 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,22),-0.157378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,8),(4,9),-0.146355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,12),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,13),-0.145184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,14),-0.145184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,16),-0.145184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,17),-0.145184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,20),-0.14523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,21),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,22),-0.145828 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,4),(4,9),(4,12),-0.146948 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,13),-0.162619 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,14),-0.162057 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,16),-0.162057 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,17),-0.162057 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,20),-0.147765 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,22),-0.157378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,12),(4,13),-0.144713 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,12),(4,14),-0.144713 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,12),(4,16),-0.144713 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,12),(4,17),-0.144713 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,12),(4,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,12),(4,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,12),(4,22),-0.135438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,13),(4,14),-0.145184 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,13),(4,16),-0.145184 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,13),(4,17),-0.145184 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,13),(4,20),-0.14523 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,13),(4,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,13),(4,22),-0.146049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,14),(4,16),-0.145184 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,14),(4,17),-0.145184 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,14),(4,20),-0.14523 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,14),(4,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,14),(4,22),-0.138771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,16),(4,17),-0.145184 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,16),(4,20),-0.14523 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,16),(4,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,16),(4,22),-0.138014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,17),(4,20),-0.14523 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,17),(4,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,17),(4,22),-0.137993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,20),(4,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,20),(4,22),-0.0901121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,21),(4,22),-0.144391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,4),(4,3),0.0782791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,2),-0.0450468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,1),-0.0804739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,-1),0.0469298 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,4),(4,3),(4,2),-0.0225466 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,3),(4,1),0.0276402 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,3),(4,-1),0.0250307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,2),(4,1),-0.0141533 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,2),(4,-1),-0.0403619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,1),(4,-1),0.0959126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,5),(5,6),0.0946578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,7),0.0798197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,8),-0.136076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,9),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,11),-0.193213 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,12),-0.148861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,13),-0.136581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,14),-0.136089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,15),-0.147169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,16),-0.136078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,17),-0.136073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,22),-0.287299 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,6),(5,7),0.100803 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,8),-0.161705 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,11),-0.147762 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,12),-0.146948 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,13),-0.162259 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,14),-0.161698 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,15),-0.144927 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,16),-0.161698 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,17),-0.161698 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,22),-0.147946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,7),(5,8),-0.145544 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,9),-0.145543 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,11),-0.144825 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,12),-0.130362 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,13),-0.145644 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,14),-0.145544 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,15),-0.145324 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,16),-0.145544 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,17),-0.145544 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,22),-0.16226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,8),(5,9),-0.146355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,11),-0.145204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,12),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,13),-0.145075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,14),-0.145075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,15),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,16),-0.145075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,17),-0.145075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,21),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,22),-0.140394 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,9),(5,11),-0.147762 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,12),-0.146948 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,13),-0.162259 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,14),-0.161698 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,15),-0.144927 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,16),-0.161698 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,17),-0.161698 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,22),-0.147946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,11),(5,12),-0.144843 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,11),(5,13),-0.140511 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,11),(5,14),-0.140511 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,11),(5,15),-0.144971 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,11),(5,16),-0.140511 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,11),(5,17),-0.140511 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,11),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,11),(5,22),-0.0869026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,12),(5,13),-0.144713 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,12),(5,14),-0.144713 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,12),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,12),(5,16),-0.144713 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,12),(5,17),-0.144713 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,12),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,12),(5,22),-0.13389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,13),(5,14),-0.145075 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,13),(5,15),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,13),(5,16),-0.145075 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,13),(5,17),-0.145075 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,13),(5,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,13),(5,22),-0.140616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,14),(5,15),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,14),(5,16),-0.145075 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,14),(5,17),-0.145075 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,14),(5,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,14),(5,22),-0.133338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,15),(5,16),-0.135682 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,15),(5,17),-0.135682 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,15),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,15),(5,22),-0.222301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,16),(5,17),-0.145075 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,16),(5,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,16),(5,22),-0.132581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,17),(5,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,17),(5,22),-0.13256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,21),(5,22),-0.143967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,5),(5,4),-0.0223623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,3),0.0564861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,2),-0.0411639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,1),-0.0852322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,-1),0.0644287 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,4),(5,3),-0.0324986 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,4),(5,2),-0.0206698 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,4),(5,1),-0.0196503 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,4),(5,-1),0.0172434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,3),(5,2),-0.0224884 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,3),(5,1),0.022848 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,3),(5,-1),0.0117366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,2),(5,1),-0.0141529 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,2),(5,-1),-0.0375404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,1),(5,-1),0.0898507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,6),(6,22),-0.0713249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,6),(6,-1),0.0724913 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,7),(7,8),-0.118894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,22),-0.153827 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,8),(7,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,22),-0.160775 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,9),(7,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,22),-0.117558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,11),(7,22),-0.139335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,7),(7,6),-0.00836591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,-1),0.0329875 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,6),(7,-1),-0.00678629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,22),0.0724913 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,9),(9,-1),-0.0713249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,10),(10,12),-0.0207166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,14),-0.0323961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,17),-0.0323961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,22),-0.0695761 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,12),(10,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,22),-0.0207166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,14),(10,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,22),-0.0298022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,17),(10,22),-0.0298022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,10),(10,9),0.0829748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,-1),-0.330637 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,9),(10,-1),-0.160967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,11),(11,12),-0.0771655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,13),-0.0625297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,14),-0.0527153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,16),-0.0533522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,20),0.0424637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,22),-0.00274129 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,12),(11,13),-0.0231314 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,14),-0.0230994 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,16),-0.0230994 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,20),-0.0210195 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,22),0.00690134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,13),(11,14),-0.00402805 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,16),-0.00402805 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,20),-0.0292195 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,22),-0.0535183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,14),(11,16),-0.00401246 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,20),-0.0292195 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,22),-0.0485311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,16),(11,20),-0.0292195 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,22),-0.0491677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,20),(11,22),-0.00812145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,11),(11,10),0.0551827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,8),0.0834403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,-1),-0.176595 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,10),(11,8),0.120099 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,-1),-0.272429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,8),(11,-1),-0.181857 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,12),(12,13),-0.00878962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,14),-0.0160795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,16),-0.0160795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,21),-0.0230693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,22),-0.103372 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,13),(12,14),-0.0281704 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,16),-0.0281704 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,21),-0.0196242 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,22),0.0708576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,14),(12,16),-0.026408 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,21),-0.0194049 # DEPENDENCYPART_GRANDSIBL
