# _root_ They began uncovering a confusing variety of genetic deletions , some existing only in benign polyps , others in malignant cells and many in both polyps and malignant cells .
#goldHeads=2,0,2,6,6,3,6,9,7,9,22,11,12,12,16,14,22,22,18,21,19,9,22,23,27,27,24,29,27,2,
#predictedHeads=2,0,2,6,6,3,6,9,7,9,12,9,14,12,16,14,16,16,18,21,22,19,22,23,27,27,24,29,27,2,
(19,22),(22,10),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,10),(22,-1),-0.167366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,9),(22,8),-0.125994 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,9),(22,7),-0.125353 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,9),(22,6),-0.128324 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,9),(22,5),-0.125994 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,9),(22,4),-0.128123 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,9),(22,3),-0.128928 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,9),(22,2),-0.128928 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,9),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,9),(22,-1),-0.124543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,8),(22,7),-0.124896 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,8),(22,6),-0.124898 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,8),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,8),(22,4),-0.124915 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,8),(22,3),-0.125241 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,8),(22,2),-0.125241 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,8),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,8),(22,-1),-0.125152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,7),(22,6),-0.125173 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,7),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,7),(22,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,7),(22,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,7),(22,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,7),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,7),(22,-1),-0.20044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,6),(22,5),-0.125994 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,6),(22,4),-0.128123 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,6),(22,3),-0.128928 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,6),(22,2),-0.128928 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,6),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,6),(22,-1),-0.125057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,5),(22,4),-0.124915 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,5),(22,3),-0.125241 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,5),(22,2),-0.125241 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,5),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,5),(22,-1),-0.125152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,4),(22,3),-0.124962 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,4),(22,2),-0.124962 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,4),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,4),(22,-1),-0.193048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,3),(22,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,3),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,3),(22,-1),0.04256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,2),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,2),(22,-1),0.04256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,1),(22,-1),-0.153716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,23),(23,24),-0.050824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,26),-0.0300694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,27),-0.0540847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,28),-0.0412368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,29),-0.020446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,31),0.0546118 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,23),(23,24),(23,26),-0.0268777 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,24),(23,27),-0.0436377 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,24),(23,28),-0.042681 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,24),(23,29),-0.0268777 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,24),(23,31),-0.0817208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,26),(23,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,26),(23,28),-0.0421188 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,26),(23,29),-0.0425759 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,26),(23,31),0.0156719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,27),(23,28),-0.0800264 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,27),(23,29),-0.0896707 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,27),(23,31),-0.0346132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,28),(23,29),-0.0423379 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,28),(23,31),-0.0272697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,29),(23,31),0.0252953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,23),(23,21),0.084712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,20),0.116314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,-1),-0.162891 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,23),(23,21),(23,20),0.116574 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,-1),-0.124603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,20),(23,-1),-0.125939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,24),(24,25),-0.0409116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,26),-0.105134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,27),-0.0820816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,28),-0.0088207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,29),-0.109463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,31),0.0007379 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,24),(24,25),(24,26),-0.0384328 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,25),(24,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,25),(24,28),-0.0433627 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,25),(24,29),-0.0384328 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,25),(24,31),-0.0451425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,26),(24,27),-0.042414 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,26),(24,28),-0.0421871 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,26),(24,29),-0.0416888 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,26),(24,31),-0.0625576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,27),(24,28),-0.0800533 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,27),(24,29),-0.0900855 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,27),(24,31),-0.0732355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,28),(24,29),-0.0375618 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,28),(24,31),-0.00915946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,29),(24,31),-0.0668866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,24),(24,23),0.150442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,21),0.164261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,-1),-0.0710294 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,24),(24,23),(24,21),0.119149 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,23),(24,-1),-0.120217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,21),(24,-1),-0.0749794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,26),(26,26),(26,28),-0.0309074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,26),(26,26),(26,29),-0.214882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,26),(26,26),(26,31),0.209109 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,26),(26,28),(26,29),-0.0427504 # DEPENDENCYPART_GRANDSIBL
(19,26),(26,28),(26,31),-0.0594303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,26),(26,29),(26,31),-0.120557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,26),(26,26),(26,25),0.0958627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,26),(26,26),(26,23),0.134836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,26),(26,26),(26,-1),-0.104401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,26),(26,25),(26,23),0.13104 # DEPENDENCYPART_GRANDSIBL
(19,26),(26,25),(26,-1),-0.0881287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,26),(26,23),(26,-1),-0.113871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,27),(27,28),-0.00522464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,29),0.213954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,30),-0.0420242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,31),-0.23842 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,27),(27,28),(27,29),0.0372567 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,28),(27,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,28),(27,31),-0.109011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,29),(27,30),-0.0346016 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,29),(27,31),0.0930149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,30),(27,31),-0.0465259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,27),(27,26),0.364835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,25),0.0970787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,24),0.109942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,23),0.0352062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,22),0.0831279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,21),0.366098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,20),0.0370281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,19),0.109942 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,27),(27,27),(27,18),-0.125507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,16),-0.125507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,15),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,14),-0.125939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,13),-0.125087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,12),-0.133674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,11),-0.12524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,9),-0.125507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,8),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,6),-0.125507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,3),-0.133674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,2),-0.133674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,1),-0.125046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,-1),-0.194751 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,27),(27,26),(27,25),0.146721 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,24),0.0899413 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,23),0.184859 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,22),0.151114 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,21),0.00114714 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,20),0.17433 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,19),0.0899413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,26),(27,18),-0.128324 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,17),-0.125757 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,16),-0.128324 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,15),-0.125994 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,14),-0.125405 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,13),-0.124923 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,12),-0.128928 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,11),-0.128061 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,10),-0.125757 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,9),-0.128324 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,8),-0.125994 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,6),-0.128324 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,3),-0.128928 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,2),-0.128928 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,-1),-0.124543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,25),(27,24),0.117535 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,23),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,22),0.118127 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,21),0.116909 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,20),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,19),0.117535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,25),(27,18),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,16),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,14),-0.12499 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,13),-0.124891 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,12),-0.124962 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,9),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,6),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,3),-0.124962 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,2),-0.124962 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,-1),-0.18472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,24),(27,23),0.117219 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,22),0.118066 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,21),0.107915 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,20),0.117219 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,19),0.11761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,24),(27,18),-0.125173 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,16),-0.125173 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,9),-0.125173 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,6),-0.125173 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,-1),-0.198002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,23),(27,22),0.118628 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,21),0.0897451 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,20),0.132102 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,19),0.116137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,23),(27,18),-0.124898 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,17),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,16),-0.124898 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,14),-0.124896 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,13),-0.124908 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,12),-0.125241 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,11),-0.124905 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,10),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,9),-0.124898 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,6),-0.124898 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,3),-0.125241 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,2),-0.125241 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,-1),-0.114525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,22),(27,21),0.1361 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,20),0.211605 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,19),0.22181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,22),(27,18),0.119427 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,17),0.0887845 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,16),0.0615375 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,15),0.0447759 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,14),0.0692374 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,13),0.0254925 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,12),0.0340291 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,11),0.0745244 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,10),0.0764735 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,9),0.129117 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,8),0.100005 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,6),0.0830538 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,3),0.0373669 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,2),-0.00870166 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,1),-0.0294036 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,-1),-0.0505237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,21),(27,20),0.174328 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,19),0.0899413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,21),(27,18),-0.128324 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,17),-0.125757 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,16),-0.128324 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,15),-0.125994 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,14),-0.125405 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,13),-0.124923 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,12),-0.128928 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,11),-0.128061 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,10),-0.125757 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,9),-0.128324 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,8),-0.125994 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,6),-0.128324 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,3),-0.128928 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,2),-0.128928 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,-1),-0.123277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,20),(27,19),0.116137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,20),(27,18),-0.124898 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,17),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,16),-0.124898 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,14),-0.124896 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,13),-0.124908 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,12),-0.125241 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,11),-0.124905 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,10),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,9),-0.124898 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,6),-0.124898 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,3),-0.125241 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,2),-0.125241 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,-1),-0.125152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,19),(27,18),-0.125173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,16),-0.125173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,9),-0.125173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,6),-0.125173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,-1),-0.198002 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,27),(27,18),(27,17),-0.125757 # DEPENDENCYPART_GRANDSIBL
