# _root_ Interprovincial Pipe Line Co. , an oil pipeline operator rumored to be mulling a gas pipeline proposal of its own , said that is n't in the cards .
#goldHeads=4,4,4,22,4,9,9,9,4,9,12,10,12,17,17,17,13,17,20,18,4,0,24,22,24,24,28,26,22,
#predictedHeads=4,4,4,22,4,9,9,9,4,9,12,10,12,17,17,17,13,17,20,18,4,0,24,22,24,24,28,26,22,
(13,16),(16,16),(16,20),-0.0127407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,22),-0.0322285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,30),0.0616268 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,17),(16,18),-0.0356853 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,20),-0.0211157 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,22),-0.00636314 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,30),-0.00506497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,18),(16,20),-0.0187053 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,22),-0.0170191 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,30),-0.037881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,20),(16,22),-0.0182411 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,20),(16,30),-0.01988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,22),(16,30),-0.0276346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,16),(16,15),0.0213479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,14),0.0991784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,12),-0.126369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,-1),-0.185977 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,15),(16,14),0.0516008 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,12),-0.145068 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,-1),-0.114741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,14),(16,12),-0.144724 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,-1),-0.168969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,12),(16,-1),-0.137935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,18),-0.0820256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,20),-0.0159551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,21),0.0619527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,22),-0.0312865 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,23),-0.0605932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,24),-0.0350117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,25),-0.0369108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,26),-0.0745934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,29),0.00656601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,30),0.066975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,18),(17,20),-0.0187053 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,21),0.0406128 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,22),-0.0165385 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,23),-0.0117764 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,24),-0.02589 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,25),-0.0335902 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,26),-0.0184613 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,29),-0.0214351 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,30),-0.0424596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,20),(17,21),-0.0261523 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,22),-0.0182411 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,23),-0.0223968 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,24),-0.016663 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,25),-0.0313065 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,26),-0.0123776 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,29),-0.0194731 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,30),-0.0229422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,21),(17,22),-0.00958004 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,23),-0.0247096 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,24),-0.0129223 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,25),-0.0584505 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,26),-0.0288744 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,29),-0.0194519 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,30),-0.0668763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,22),(17,23),-0.00723953 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,22),(17,24),-0.00778335 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,22),(17,25),-0.0222147 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,22),(17,26),0.0075093 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,22),(17,29),-0.0198165 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,22),(17,30),-0.028965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,23),(17,24),-0.0280374 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,23),(17,25),-0.0329424 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,23),(17,26),-0.018906 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,23),(17,29),-0.0213922 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,23),(17,30),-0.0494394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,24),(17,25),-0.0226238 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,24),(17,26),0.00787363 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,24),(17,29),-0.0198162 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,24),(17,30),-0.0313962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,25),(17,26),-0.000750529 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,25),(17,29),-0.0196195 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,25),(17,30),-0.0374452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,26),(17,29),-0.0213924 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,26),(17,30),-0.0584693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,29),(17,30),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,16),0.0203485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,15),0.0187065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,14),0.101554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,13),0.132235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,9),-0.0538684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,8),-0.0538684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,7),-0.0538684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,6),-0.149004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,-1),-0.181463 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,16),(17,15),0.104262 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,14),0.0497864 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,13),0.130064 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,9),-0.139044 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,8),-0.139044 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,7),-0.139044 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,6),-0.141237 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,-1),-0.115451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,15),(17,14),0.0496286 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,13),0.130062 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,9),-0.139044 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,8),-0.139044 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,7),-0.139044 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,6),-0.141237 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,-1),-0.115242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,14),(17,13),0.113319 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,9),-0.144889 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,8),-0.144889 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,7),-0.144889 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,6),-0.145929 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,-1),-0.173006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,13),(17,9),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,8),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,7),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,6),-0.148781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,-1),-0.137544 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,9),(17,8),-0.139044 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,9),(17,7),-0.139044 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,9),(17,6),-0.141237 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,9),(17,-1),-0.115291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,8),(17,7),-0.139044 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,8),(17,6),-0.141237 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,8),(17,-1),-0.115451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,7),(17,6),-0.141237 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,7),(17,-1),-0.113035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,6),(17,-1),-0.174353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,18),(18,20),-0.0373753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,21),-0.0420353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,22),0.0474826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,23),-0.0289756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,24),0.0363112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,25),-0.0300789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,26),-0.0510981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,30),-0.144228 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,18),(18,20),(18,21),-0.0255539 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,22),-0.0171008 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,23),-0.0205845 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,24),-0.0171008 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,25),-0.0159627 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,26),-0.0242923 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,30),0.00607783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,21),(18,22),-0.0206798 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,21),(18,23),-0.0244916 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,21),(18,24),-0.0206568 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,21),(18,25),-0.0078524 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,21),(18,26),-0.0286636 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,21),(18,30),0.0294418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,22),(18,23),-0.0165529 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,22),(18,24),-0.0195338 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,22),(18,25),-0.0202011 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,22),(18,26),-0.0173957 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,22),(18,30),-0.0238075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,23),(18,24),-0.0234699 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,23),(18,25),-0.0216802 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,23),(18,26),-0.0185846 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,23),(18,30),-0.0535068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,24),(18,25),-0.0202023 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,24),(18,26),-0.0173956 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,24),(18,30),-0.036181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,25),(18,26),-0.0138135 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,25),(18,30),-0.0329963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,26),(18,30),-0.049878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,18),(18,-1),-0.0852402 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,21),(21,30),0.0317814 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,21),(21,-1),-0.110622 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,22),(22,23),-0.0748614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,24),-0.0581914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,25),-0.0420631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,26),-0.0545067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,29),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,30),0.0672179 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,23),(22,24),-0.0390459 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,25),-0.0234937 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,26),-0.0558358 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,29),-0.0302553 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,30),0.0260814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,24),(22,25),-0.0272138 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,26),-0.0279874 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,29),-0.00326971 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,30),-0.0395813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,25),(22,26),-0.0680212 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,25),(22,29),-0.0233671 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,25),(22,30),0.00371906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,26),(22,29),-0.0338955 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,26),(22,30),0.00559884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,29),(22,30),-0.0328355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,22),(22,21),0.139756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,20),0.143509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,18),-0.0449598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,17),0.139744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,16),0.142783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,15),0.145527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,14),0.0760415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,13),0.134957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,12),-0.131078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,11),-0.147172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,10),-0.130571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,9),-0.191209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,6),-0.138894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,5),-0.144727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,4),-0.19121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,3),-0.191209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,2),-0.191209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,1),-0.191209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,-1),-0.233888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,21),(22,20),0.0981539 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,18),0.0642679 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,17),0.123447 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,16),0.123447 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,15),0.123447 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,14),0.107236 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,13),0.13678 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,12),-0.161056 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,11),-0.144933 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,10),-0.160495 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,9),-0.146784 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,6),-0.144712 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,4),-0.146784 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,3),-0.146784 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,2),-0.146784 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,1),-0.146784 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,-1),-0.078879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,20),(22,18),0.107829 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,17),0.111962 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,16),0.111962 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,15),0.111962 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,14),0.106426 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,13),0.101023 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,12),-0.145601 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,11),-0.144703 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,10),-0.145601 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,9),-0.145006 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,5),-0.144718 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,4),-0.145006 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,3),-0.145006 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,2),-0.145006 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,1),-0.145006 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,-1),-0.126856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,18),(22,17),0.104796 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,16),0.104797 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,15),0.104797 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,14),0.111931 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,13),0.109135 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,12),-0.14652 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,11),-0.144834 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,10),-0.14652 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,9),-0.145338 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,5),-0.146036 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,4),-0.145338 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,3),-0.145338 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,2),-0.145338 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,1),-0.145338 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,-1),-0.151626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,17),(22,16),0.102758 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,15),0.102758 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,14),0.135244 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,13),0.10389 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,12),-0.14428 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,11),-0.144971 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,10),-0.14428 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,9),-0.148534 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,6),-0.144712 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,5),-0.147788 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,4),-0.148534 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,3),-0.148534 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,2),-0.148534 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,1),-0.148534 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,-1),-0.1787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,16),(22,15),0.102758 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,14),0.135244 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,13),0.10389 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,12),-0.14428 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,11),-0.144971 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,10),-0.14428 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,9),-0.148534 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,6),-0.144712 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,5),-0.147788 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,4),-0.148534 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,3),-0.148534 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,2),-0.148534 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,1),-0.148534 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,-1),-0.178204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,15),(22,14),0.135244 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,13),0.10389 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,12),-0.14428 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,11),-0.144971 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,10),-0.14428 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,9),-0.148534 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,6),-0.144712 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,5),-0.147788 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,4),-0.148534 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,3),-0.148534 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,2),-0.148534 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,1),-0.148534 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,-1),-0.175573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,14),(22,13),0.106817 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,9),-0.144737 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,6),-0.144777 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,4),-0.144737 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,3),-0.144737 # DEPENDENCYPART_GRANDSIBL
