# _root_ `` This week was uneventful for the CD market , '' said Norberto Mehl , chairman of Banxquote .
#goldHeads=12,3,4,12,4,4,9,9,6,12,12,0,14,12,14,14,16,17,12,
#predictedHeads=12,3,4,12,4,5,9,9,6,12,12,0,14,12,14,14,16,17,12,
(9,17),(17,19),(17,20),-0.0246046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,17),(17,16),0.0383468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,15),0.100607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,-1),-0.0555454 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,16),(17,15),0.105959 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,-1),-0.195767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,15),(17,-1),-0.147502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,19),(19,20),0.00122169 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,19),(19,19),(19,17),0.109123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,-1),-0.115359 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,19),(19,17),(19,-1),-0.145167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,1),(1,1),(1,20),-0.10663 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,1),(1,1),(1,-1),0.0171819 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,2),(2,2),(2,3),0.107276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,4),0.108462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,6),0.137173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,20),-0.256777 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,2),(2,3),(2,4),0.10954 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,3),(2,6),0.109366 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,3),(2,20),-0.146399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,4),(2,6),0.109538 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,4),(2,20),-0.151898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,6),(2,20),-0.106529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,2),(2,-1),0.00021014 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,3),(3,3),(3,4),0.0914035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,5),0.113131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,6),0.178848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,9),0.000186325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,10),0.0721391 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,11),0.103209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,12),-0.12616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,14),-0.0594977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,15),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,20),-0.162375 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,3),(3,4),(3,5),0.113574 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,6),0.0935217 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,9),0.112899 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,10),0.163699 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,11),0.119412 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,12),-0.142049 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,14),-0.142192 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,15),-0.163476 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,19),-0.144708 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,20),-0.178657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,5),(3,6),0.110735 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,5),(3,9),0.0664808 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,5),(3,10),0.13911 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,5),(3,11),0.108254 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,5),(3,12),-0.144769 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,5),(3,14),-0.14492 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,5),(3,15),-0.144877 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,5),(3,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,5),(3,20),-0.0859269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,6),(3,9),0.12144 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,6),(3,10),0.0734061 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,6),(3,11),0.109433 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,6),(3,12),-0.143845 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,6),(3,14),-0.145644 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,6),(3,15),-0.149213 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,6),(3,19),-0.144742 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,6),(3,20),-0.0300974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,9),(3,10),0.152921 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,9),(3,11),0.116968 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,9),(3,12),-0.145086 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,9),(3,14),-0.139053 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,9),(3,15),-0.159232 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,9),(3,19),-0.144958 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,9),(3,20),-0.128809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,10),(3,11),0.079397 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,10),(3,12),-0.159675 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,10),(3,14),-0.162803 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,10),(3,15),-0.144818 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,10),(3,19),-0.144938 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,10),(3,20),-0.124523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,11),(3,12),-0.145369 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,11),(3,14),-0.145645 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,11),(3,15),-0.145053 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,11),(3,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,11),(3,20),-0.188932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,12),(3,14),-0.142066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,12),(3,15),-0.163469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,12),(3,19),-0.144709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,12),(3,20),-0.183046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,3),(3,14),(3,15),-0.159232 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,14),(3,19),-0.144958 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,14),(3,20),-0.116372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,15),(3,19),-0.144938 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,15),(3,20),-0.124523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,19),(3,20),-0.148038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,3),(3,2),-0.0684576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,1),-0.0704424 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,-1),0.00561715 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,3),(3,2),(3,1),-0.0251932 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,2),(3,-1),0.0211618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,1),(3,-1),-0.0574375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,4),(4,5),0.14617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,6),-0.0378524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,8),0.19959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,9),0.213579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,10),0.0929494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,11),0.0967509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,12),-0.136829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,14),-0.194996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,15),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,16),-0.194997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,20),-0.33649 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,4),(4,5),(4,6),0.107803 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,8),0.11171 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,9),0.11171 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,10),0.110274 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,11),0.106526 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,12),-0.145601 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,14),-0.145006 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,15),-0.144718 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,16),-0.145006 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,20),-0.125253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,6),(4,8),0.10591 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,9),0.104443 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,10),0.0630557 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,11),0.100498 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,12),-0.146683 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,14),-0.145339 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,15),-0.146036 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,16),-0.145339 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,20),-0.149186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,8),(4,9),0.0899937 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,8),(4,10),0.0904558 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,8),(4,11),0.102311 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,8),(4,12),-0.140509 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,8),(4,14),-0.149774 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,8),(4,15),-0.149742 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,8),(4,16),-0.149774 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,8),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,8),(4,20),-0.104877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,9),(4,10),0.0899003 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,9),(4,11),0.102311 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,9),(4,12),-0.140509 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,9),(4,14),-0.150352 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,9),(4,15),-0.149742 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,9),(4,16),-0.150352 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,9),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,9),(4,20),-0.0989142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,10),(4,11),0.198713 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,10),(4,12),-0.161714 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,10),(4,14),-0.148681 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,10),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,10),(4,16),-0.148681 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,10),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,10),(4,20),-0.154804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,11),(4,12),-0.146207 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,11),(4,14),-0.144712 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,11),(4,15),-0.144846 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,11),(4,16),-0.144712 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,11),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,11),(4,20),-0.120708 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,12),(4,14),-0.145212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,12),(4,15),-0.146355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,12),(4,16),-0.145212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,12),(4,19),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,12),(4,20),-0.133591 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,4),(4,14),(4,15),-0.149742 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,14),(4,16),-0.149774 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,14),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,14),(4,20),-0.104877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,15),(4,16),-0.148681 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,15),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,15),(4,20),-0.154804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,16),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,16),(4,20),-0.10511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,19),(4,20),-0.143967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,4),(4,3),0.0277078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,2),-0.0435077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,1),0.01166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,-1),0.0405172 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,4),(4,3),(4,2),-0.0225739 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,3),(4,1),0.0281482 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,3),(4,-1),0.000836207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,2),(4,1),-0.0198303 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,2),(4,-1),-0.0434948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,1),(4,-1),-0.0844814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,5),(5,6),0.120858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,8),0.152732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,9),0.15488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,10),0.077679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,11),0.0978504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,12),-0.126713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,16),-0.147599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,17),-0.103725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,20),-0.264129 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,6),(5,8),0.105313 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,9),0.104849 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,10),0.114793 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,11),0.109536 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,12),-0.144784 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,15),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,17),-0.14508 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,20),-0.13243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,8),(5,9),0.107291 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,10),0.104757 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,11),0.108546 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,12),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,17),-0.14493 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,20),-0.0503547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,9),(5,10),0.104757 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,11),0.108546 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,12),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,17),-0.14493 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,20),-0.0491972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,10),(5,11),0.107193 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,12),-0.144703 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,16),-0.144713 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,17),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,20),-0.165265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,11),(5,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,16),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,17),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,20),-0.154468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,12),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,17),-0.144718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,20),-0.109038 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,15),(5,16),-0.144713 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,15),(5,17),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,15),(5,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,15),(5,20),-0.165265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,16),(5,17),-0.14493 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,16),(5,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,16),(5,20),-0.0504408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,17),(5,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,17),(5,20),-0.10775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,19),(5,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,5),(5,3),-0.0184631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,2),-0.0149426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,1),-0.0291632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,-1),-0.0789774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,3),(5,2),-0.0198774 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,3),(5,1),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,3),(5,-1),-0.0733227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,2),(5,1),-0.0194433 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,2),(5,-1),-0.00434606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,1),(5,-1),-0.0231881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,6),(6,7),0.12033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,8),0.0919738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,9),0.0811514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,10),0.097918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,11),0.108849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,12),-0.138778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,14),-0.182975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,16),-0.182975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,20),0.0259755 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,7),(6,8),0.116109 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,9),0.116109 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,10),0.113937 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,20),-0.167224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,8),(6,9),0.104963 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,10),0.109065 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,11),0.106999 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,14),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,16),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,20),-0.180407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,9),(6,10),0.109045 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,11),0.106999 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,14),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,16),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,20),-0.191206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,10),(6,11),0.102679 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,12),-0.145599 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,14),-0.144705 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,16),-0.144705 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,20),-0.16041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,11),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,11),(6,14),-0.144703 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,11),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
