# _root_ Here , wedged between shifting dunes and pounding waves at the world 's most inhospitable diamond dig , lies the earth 's most precious jewel box .
#goldHeads=19,19,19,3,6,7,4,9,7,3,12,17,12,15,17,17,10,19,0,21,26,21,26,26,26,19,19,
#predictedHeads=19,19,19,3,7,5,4,7,8,8,12,10,12,15,17,17,13,19,0,21,22,19,24,26,26,22,19,
(21,19),(19,16),(19,12),-0.00117561 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,10),-0.002144 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,9),-0.00100245 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,8),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,7),-0.0420594 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,6),-0.00100245 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,5),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,4),-1.49897e-05 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,3),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,2),-0.0346288 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,1),-0.00160025 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,-1),-0.027764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,15),(19,13),-0.0244888 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,12),-0.0133713 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,10),-0.029574 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,9),-0.0133713 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,8),-0.0244888 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,7),-0.0132855 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,6),-0.0133713 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,5),-0.0244888 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,4),-0.0315878 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,3),-0.0244888 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,2),-0.0132115 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,1),-0.0192788 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,-1),0.0225043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,13),(19,12),-0.0227584 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,13),(19,10),-0.0264428 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,13),(19,9),-0.0227584 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,13),(19,8),-0.0223491 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,13),(19,7),-0.0153817 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,13),(19,6),-0.0227584 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,13),(19,5),-0.0223491 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,13),(19,4),-0.0254428 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,13),(19,3),-0.0223491 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,13),(19,2),-0.0186674 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,13),(19,1),-0.0211553 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,13),(19,-1),-0.0352449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,12),(19,10),-0.002144 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,12),(19,9),-0.00117561 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,12),(19,8),-0.0316286 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,12),(19,7),-0.0420594 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,12),(19,6),-0.00117561 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,12),(19,5),-0.0316286 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,12),(19,4),-1.49897e-05 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,12),(19,3),-0.0316286 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,12),(19,2),-0.03488 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,12),(19,1),-0.00166815 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,12),(19,-1),-0.0286582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,10),(19,9),-0.0125722 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,10),(19,8),0.0129171 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,10),(19,7),-0.0170472 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,10),(19,6),-0.0125722 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,10),(19,5),0.0129171 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,10),(19,4),-0.0212059 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,10),(19,3),0.0129171 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,10),(19,2),-0.0243748 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,10),(19,1),-0.0203918 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,10),(19,-1),0.00281101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,9),(19,8),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,9),(19,7),-0.0420709 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,9),(19,6),-0.00100245 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,9),(19,5),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,9),(19,4),-0.000430229 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,9),(19,3),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,9),(19,2),-0.0346288 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,9),(19,1),-0.00160025 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,9),(19,-1),-0.027764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,8),(19,7),-0.0153817 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,8),(19,6),-0.0218316 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,8),(19,5),-0.0223406 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,8),(19,4),-0.0254087 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,8),(19,3),-0.0223406 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,8),(19,2),-0.0186662 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,8),(19,1),-0.0211147 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,8),(19,-1),-0.0264382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,7),(19,6),0.0897431 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,7),(19,5),0.0304676 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,7),(19,4),0.0606463 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,7),(19,3),0.0372789 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,7),(19,2),0.132023 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,7),(19,1),0.0796515 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,7),(19,-1),-0.0318378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,6),(19,5),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,6),(19,4),-1.49897e-05 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,6),(19,3),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,6),(19,2),-0.0346288 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,6),(19,1),-0.00160025 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,6),(19,-1),-0.027764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,5),(19,4),-0.0254087 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,5),(19,3),-0.0223406 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,5),(19,2),-0.0186662 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,5),(19,1),-0.0211147 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,5),(19,-1),-0.0264382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,4),(19,3),-0.00430994 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,4),(19,2),-0.0208798 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,4),(19,1),-0.016872 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,4),(19,-1),-0.0110314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,3),(19,2),-0.0186662 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,3),(19,1),-0.0211147 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,3),(19,-1),-0.0264382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,2),(19,1),-0.0323291 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,2),(19,-1),-0.0246416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,1),(19,-1),0.0327805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,22),-0.146359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,28),0.0952689 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,22),(20,28),-0.133842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,-1),0.214463 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,22),(22,23),0.00921418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,24),-0.00174202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,25),-0.0234867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,26),-0.0234867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,27),-0.0239034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,28),0.111414 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,23),(22,24),-0.0218889 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,25),-0.0213453 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,26),-0.0213453 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,27),-0.0252755 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,28),0.021992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,24),(22,25),-0.0133713 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,26),-0.0133713 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,27),-0.024627 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,28),0.0152047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,25),(22,26),-0.00100652 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,25),(22,27),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,25),(22,28),-0.0347636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,26),(22,27),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,26),(22,28),-0.0347636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,27),(22,28),-0.0622595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,22),(22,21),0.129809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,20),-0.145127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,19),-0.190439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,18),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,17),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,15),-0.150693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,13),-0.190668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,12),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,10),-0.172372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,9),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,8),-0.190439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,7),-0.177529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,5),-0.190439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,4),-0.172106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,2),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,1),-0.148939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,-1),0.0312322 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,21),(22,20),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,19),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,18),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,17),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,15),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,13),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,12),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,10),-0.145539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,9),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,8),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,5),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,4),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,2),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,1),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,-1),-0.0846929 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,20),(22,19),-0.144811 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,18),-0.144738 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,17),-0.144878 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,13),-0.144811 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,12),-0.144878 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,10),-0.144715 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,9),-0.144878 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,8),-0.144811 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,5),-0.144811 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,4),-0.144715 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,2),-0.144738 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,1),-0.144709 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,-1),-0.164311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,19),(22,18),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,19),(22,17),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,19),(22,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,19),(22,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,19),(22,12),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,19),(22,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,19),(22,9),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,19),(22,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,19),(22,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,19),(22,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,19),(22,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,19),(22,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,19),(22,1),-0.144719 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,19),(22,-1),-0.159774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,18),(22,17),-0.144819 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,18),(22,15),-0.144776 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,18),(22,13),-0.145031 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,18),(22,12),-0.144819 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,18),(22,10),-0.145222 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,18),(22,9),-0.144819 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,18),(22,8),-0.145031 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,18),(22,7),-0.145857 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,18),(22,5),-0.145031 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,18),(22,4),-0.145222 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,18),(22,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,18),(22,1),-0.144793 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,18),(22,-1),-0.208617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,17),(22,15),-0.144711 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,17),(22,13),-0.146174 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,17),(22,12),-0.144891 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,17),(22,10),-0.145539 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,17),(22,9),-0.144891 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,17),(22,8),-0.146174 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,17),(22,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,17),(22,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,17),(22,4),-0.145537 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,17),(22,2),-0.144936 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,17),(22,1),-0.144731 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,17),(22,-1),-0.0846929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,15),(22,13),-0.144705 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,15),(22,12),-0.144961 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,15),(22,10),-0.144877 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,15),(22,9),-0.144961 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,15),(22,8),-0.144705 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,15),(22,7),-0.144962 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,15),(22,5),-0.144705 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,15),(22,4),-0.144877 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,15),(22,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,15),(22,1),-0.144707 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,15),(22,-1),-0.22658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,13),(22,12),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,13),(22,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,13),(22,9),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,13),(22,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,13),(22,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,13),(22,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,13),(22,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,13),(22,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,13),(22,1),-0.144719 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,13),(22,-1),-0.155882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,12),(22,10),-0.145539 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,12),(22,9),-0.144891 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,12),(22,8),-0.146174 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,12),(22,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,12),(22,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,12),(22,4),-0.145537 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,12),(22,2),-0.144936 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,12),(22,1),-0.144731 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,12),(22,-1),-0.0848583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,10),(22,9),-0.144709 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,10),(22,8),-0.144847 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,10),(22,7),-0.144714 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,10),(22,5),-0.144847 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,10),(22,4),-0.145076 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,10),(22,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,10),(22,1),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,10),(22,-1),-0.235376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,9),(22,8),-0.146174 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,9),(22,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,9),(22,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,9),(22,4),-0.145537 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,9),(22,2),-0.144936 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,9),(22,1),-0.144731 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,9),(22,-1),-0.0846929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,8),(22,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,8),(22,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,8),(22,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,8),(22,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,8),(22,1),-0.144719 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,8),(22,-1),-0.159774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,7),(22,5),-0.101127 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,7),(22,4),-0.0723995 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,7),(22,2),-0.00296942 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,7),(22,1),-0.0529055 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,7),(22,-1),-0.144291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,5),(22,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,5),(22,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,5),(22,1),-0.144719 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,5),(22,-1),-0.159774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,4),(22,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,4),(22,1),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,4),(22,-1),-0.22439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,2),(22,1),-0.144793 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,2),(22,-1),-0.208617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,1),(22,-1),-0.202745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,24),(24,25),-0.0136458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,26),-0.0136458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,27),-0.0227206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,28),0.039968 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,25),(24,26),0.00247557 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,27),-0.0194623 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,28),0.0192676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,26),(24,27),-0.0194623 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,28),0.0192676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,27),(24,28),-0.0225426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,24),(24,23),0.11481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,21),0.125167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,17),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,-1),-0.0114949 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,23),(24,21),0.108519 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,-1),-0.130925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,21),(24,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,-1),-0.121725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,20),(24,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,-1),-0.14543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
