# _root_ The unpopular Mr. Sarney , whose task was to bring about a smooth transition to democracy after 21 years of military rule , is n't seeking re-election .
#goldHeads=4,4,4,24,4,7,8,4,10,8,10,14,14,10,14,15,10,19,17,19,22,20,4,0,24,24,26,24,
#predictedHeads=4,4,4,24,4,7,8,4,10,8,10,14,14,10,10,15,10,19,17,19,22,20,4,0,24,24,26,24,
(16,8),(8,8),(8,4),-0.023872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,8),(8,8),(8,3),-0.0258029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,8),(8,8),(8,2),0.0152123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,8),(8,8),(8,1),-0.0210486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,8),(8,8),(8,-1),0.0601967 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,8),(8,7),(8,5),-0.0346821 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,7),(8,4),-0.00113824 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,7),(8,3),-0.00113824 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,7),(8,2),-0.0189808 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,7),(8,1),-0.0195433 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,7),(8,-1),-0.0219105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,8),(8,5),(8,4),-0.0363528 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,5),(8,3),-0.0363529 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,5),(8,2),-0.0202029 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,5),(8,1),-0.019702 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,5),(8,-1),-0.0251151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,8),(8,4),(8,3),-0.00113824 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,4),(8,2),-0.0189808 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,4),(8,1),-0.0195433 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,4),(8,-1),-0.0219024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,8),(8,3),(8,2),-0.0189808 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,3),(8,1),-0.0195433 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,3),(8,-1),-0.0238159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,8),(8,2),(8,1),-0.0195703 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,2),(8,-1),0.0343644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,8),(8,1),(8,-1),-0.0160609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,12),(12,13),0.0985281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,29),0.0737967 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,13),(12,29),-0.155707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,12),(12,-1),0.192474 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,13),(13,15),0.0626451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,16),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,17),-0.149022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,19),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,20),-0.150127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,29),-0.0114955 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,15),(13,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,29),-0.209418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,16),(13,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,29),-0.121725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,17),(13,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,17),(13,20),-0.144725 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,17),(13,29),-0.17756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,19),(13,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,19),(13,29),-0.108007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,20),(13,29),-0.18714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,13),(13,12),-0.0226292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,7),-0.0136458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,-1),0.0399671 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,12),(13,7),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,-1),-0.0297173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,7),(13,-1),0.0192676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,15),0.163004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,16),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,17),-0.155566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,18),-0.152714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,19),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,20),-0.158083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,21),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,22),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,23),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,24),-0.17322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,26),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,29),-0.019651 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,15),(14,16),-0.144785 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,17),-0.145904 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,18),-0.144734 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,19),-0.144785 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,20),-0.145904 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,21),-0.144781 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,22),-0.144785 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,23),-0.144703 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,29),-0.1075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,16),(14,17),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,18),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,19),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,20),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,21),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,22),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,23),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,24),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,26),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,28),-0.144801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,29),-0.173847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,17),(14,18),-0.144705 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,19),-0.14498 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,20),-0.146551 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,21),-0.144702 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,22),-0.14498 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,24),-0.144823 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,26),-0.144823 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,29),-0.114771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,18),(14,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,20),-0.144706 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,21),-0.144725 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,29),-0.14326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,19),(14,20),-0.14479 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,21),-0.144729 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,22),-0.145195 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,23),-0.145732 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,24),-0.14473 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,26),-0.14473 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,28),-0.144801 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,29),-0.174112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,20),(14,21),-0.144702 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,20),(14,22),-0.145255 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,20),(14,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,20),(14,24),-0.144927 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,20),(14,26),-0.144927 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,20),(14,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,20),(14,29),-0.0828516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,21),(14,22),-0.144705 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,21),(14,23),-0.144778 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,21),(14,24),-0.144709 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,21),(14,26),-0.144706 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,21),(14,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,21),(14,29),-0.193462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,22),(14,23),-0.145732 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,22),(14,24),-0.14473 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,22),(14,26),-0.14473 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,22),(14,28),-0.144801 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,22),(14,29),-0.174125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,23),(14,24),-0.146638 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,23),(14,26),-0.146635 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,23),(14,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,23),(14,29),-0.0334281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,24),(14,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,24),(14,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,24),(14,29),-0.198821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,26),(14,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,26),(14,29),-0.19651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,28),(14,29),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,13),-0.0415639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,12),-0.0491679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,10),0.0478759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,8),0.0490335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,7),-0.131973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,5),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,2),-0.0415639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,1),-0.00805288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,-1),0.132811 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,13),(14,12),-0.043429 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,10),-0.0151171 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,8),-0.0151171 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,7),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,5),-0.0272133 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,2),-0.0312175 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,1),-0.0366987 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,-1),-0.0294547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,12),(14,10),-0.0194622 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,8),-0.0194622 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,7),-0.0115753 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,5),-0.0207824 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,2),-0.0214603 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,1),-0.0195306 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,-1),-0.0720426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,10),(14,8),-0.0238015 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,7),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,5),-0.0272345 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,2),-0.0198766 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,1),-0.0196988 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,-1),0.00246721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,8),(14,7),-0.0233147 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,8),(14,5),-0.025365 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,8),(14,2),-0.0198766 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,8),(14,1),-0.019721 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,8),(14,-1),0.00231669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,7),(14,5),0.00445263 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,7),(14,2),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,7),(14,1),-0.00901918 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,7),(14,-1),0.0259137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,5),(14,2),-0.0310298 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,5),(14,1),-0.0232994 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,5),(14,-1),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,2),(14,1),-0.0366987 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,2),(14,-1),-0.0294547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,1),(14,-1),-0.00947284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,15),(15,16),-0.148261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,17),-0.144706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,19),-0.148261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,20),-0.144706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,22),-0.148261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,27),-0.148261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,29),-0.09656 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,16),(15,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,29),-0.170299 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,17),(15,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,29),-0.145623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,18),(15,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,29),-0.230408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,19),(15,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,19),(15,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,19),(15,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,19),(15,29),-0.170299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,20),(15,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,20),(15,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,20),(15,29),-0.145627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,22),(15,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,22),(15,29),-0.170299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,27),(15,29),-0.170299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,15),(15,14),0.0275284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,-1),-0.21652 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,14),(15,-1),0.0451645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,17),(17,18),0.0501167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,19),0.0382171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,20),-0.0306403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,21),-0.0169823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,22),0.0783169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,24),-0.0270693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,25),-0.0477884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,29),-0.341551 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,18),(17,19),-0.0241552 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,20),-0.0164445 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,21),-0.0199705 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,22),-0.0241025 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,24),-0.0199768 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,25),0.00641685 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,29),0.0154843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,19),(17,20),-0.017339 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,21),-0.021136 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,22),-0.0517335 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,24),-0.0240966 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,25),-0.0252041 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,29),-0.024735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,20),(17,21),-0.00792003 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,22),-0.0202205 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,24),-0.0200601 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,25),-0.0199402 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,29),-0.0457487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,21),(17,22),-0.0205131 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,21),(17,24),-0.015603 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,21),(17,25),-0.00722474 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,21),(17,29),-0.011731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,22),(17,24),-0.0240943 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,22),(17,25),-0.0252041 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,22),(17,29),0.0146472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,24),(17,25),-0.0196435 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,24),(17,29),-0.0254358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,25),(17,29),0.0140615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,17),(17,16),0.0451335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,15),-0.146816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,14),-0.161202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,9),-0.146816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,-1),-0.141661 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,16),(17,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,-1),-0.190506 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,15),(17,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,-1),-0.158998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,14),(17,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,-1),-0.190506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,9),(17,-1),-0.158998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,20),-0.00856332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,21),-0.0600181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,22),-0.038664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,24),-0.0344275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,27),-0.038664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,29),0.163195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,20),(18,21),-0.0195607 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,22),-0.0180723 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,24),-0.0206911 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,27),-0.0180723 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,29),-0.0191072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,21),(18,22),-0.0194422 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,24),-0.0194477 # DEPENDENCYPART_GRANDSIBL
