# _root_ `` Demand from Japan is expected to continue strong , but not from other areas of the world into the first quarter of next year , '' he said .
#goldHeads=29,5,2,3,29,5,8,6,8,6,13,13,6,15,13,15,18,16,13,22,22,19,22,25,23,29,29,29,0,29,
#predictedHeads=29,5,2,3,29,5,8,6,11,11,8,11,12,15,13,15,18,16,8,22,22,19,22,25,23,29,29,29,0,29,
(12,19),(19,23),(19,29),-0.0426549 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,31),-0.00757845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,24),(19,25),-0.0426127 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,24),(19,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,24),(19,31),-0.0266474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,25),(19,29),-0.042004 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,25),(19,31),-0.0709959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,29),(19,31),-0.0431803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,19),(19,18),0.100448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,17),0.115624 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,16),0.114391 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,15),0.100446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,-1),0.00282901 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,18),(19,17),0.119164 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,16),0.118647 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,15),0.119018 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,-1),-0.146804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,17),(19,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,15),0.119108 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,-1),-0.130272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,16),(19,15),0.118326 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,-1),-0.120519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,15),(19,-1),-0.146806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,26),(26,26),(26,31),-0.0355507 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,26),(26,26),(26,-1),-0.128906 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,29),(29,29),(29,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,31),0.0886872 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,29),(29,30),(29,31),-0.047371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,29),(29,28),0.139972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,27),0.118378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,26),0.133206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,25),0.13117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,24),0.112385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,23),0.0889274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,22),0.134103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,19),0.0916453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,18),0.133867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,16),0.0889274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,15),0.134103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,14),0.112382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,13),0.0911228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,12),0.129457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,29),(29,29),(29,11),-0.125096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,8),-0.125517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,6),-0.125517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,5),-0.12552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,4),-0.126649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,2),-0.126649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,29),(29,-1),-0.185772 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,29),(29,28),(29,27),0.118504 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,26),0.118513 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,25),0.118654 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,24),0.119163 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,23),0.146157 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,22),0.118654 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,19),0.146172 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,18),0.118654 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,16),0.146157 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,15),0.118654 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,14),0.119163 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,13),0.146171 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,12),0.118827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,28),(29,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,28),(29,-1),-0.141146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,27),(29,26),0.114035 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,27),(29,25),0.119164 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,27),(29,24),0.119154 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,27),(29,23),0.119138 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,27),(29,22),0.119164 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,27),(29,19),0.119138 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,27),(29,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,27),(29,16),0.119138 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,27),(29,15),0.119164 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,27),(29,14),0.119154 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,27),(29,13),0.119138 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,27),(29,12),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,27),(29,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,27),(29,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,27),(29,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,27),(29,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,27),(29,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,27),(29,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,27),(29,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,27),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,27),(29,-1),-0.127084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,26),(29,25),0.113897 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,26),(29,24),0.116405 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,26),(29,23),0.103722 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,26),(29,22),0.113985 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,26),(29,19),0.103908 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,26),(29,18),0.113985 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,26),(29,16),0.103722 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,26),(29,15),0.113985 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,26),(29,14),0.116405 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,26),(29,13),0.103889 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,26),(29,12),0.115648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,26),(29,11),-0.124919 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,26),(29,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,26),(29,8),-0.125729 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,26),(29,6),-0.125729 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,26),(29,5),-0.125729 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,26),(29,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,26),(29,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,26),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,26),(29,-1),-0.113662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,25),(29,24),0.11867 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,25),(29,23),0.140905 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,25),(29,22),0.117727 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,25),(29,19),0.142195 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,25),(29,18),0.117727 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,25),(29,16),0.140905 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,25),(29,15),0.117727 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,25),(29,14),0.118757 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,25),(29,13),0.142175 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,25),(29,12),0.123237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,25),(29,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,25),(29,10),-0.124892 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,25),(29,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,25),(29,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,25),(29,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,25),(29,4),-0.124936 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,25),(29,2),-0.124936 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,25),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,25),(29,-1),-0.171614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,24),(29,23),0.117153 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,24),(29,22),0.11878 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,24),(29,19),0.117153 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,24),(29,18),0.11878 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,24),(29,16),0.117153 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,24),(29,15),0.11878 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,24),(29,14),0.119157 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,24),(29,13),0.117153 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,24),(29,12),0.119125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,24),(29,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,24),(29,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,24),(29,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,24),(29,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,24),(29,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,24),(29,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,24),(29,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,24),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,24),(29,-1),-0.134532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,23),(29,22),0.117708 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,23),(29,19),0.112092 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,23),(29,18),0.117708 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,23),(29,16),0.112091 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,23),(29,15),0.117708 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,23),(29,14),0.118316 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,23),(29,13),0.11209 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,23),(29,12),0.114043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,23),(29,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,23),(29,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,23),(29,8),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,23),(29,6),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,23),(29,5),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,23),(29,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,23),(29,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,23),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,23),(29,-1),-0.0380465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,22),(29,19),0.144914 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,22),(29,18),0.117732 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,22),(29,16),0.143623 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,22),(29,15),0.117732 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,22),(29,14),0.118757 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,22),(29,13),0.144893 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,22),(29,12),0.123336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,22),(29,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,22),(29,10),-0.124892 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,22),(29,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,22),(29,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,22),(29,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,22),(29,4),-0.124919 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,22),(29,2),-0.124919 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,22),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,22),(29,-1),-0.171412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,19),(29,18),0.11783 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,19),(29,16),0.114074 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,19),(29,15),0.11783 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,19),(29,14),0.118316 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,19),(29,13),0.114073 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,19),(29,12),0.114044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,19),(29,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,19),(29,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,19),(29,8),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,19),(29,6),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,19),(29,5),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,19),(29,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,19),(29,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,19),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,19),(29,-1),-0.0341448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,18),(29,16),0.143623 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,18),(29,15),0.117732 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,18),(29,14),0.118757 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,18),(29,13),0.144893 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,18),(29,12),0.123336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,18),(29,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,18),(29,10),-0.124892 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,18),(29,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,18),(29,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,18),(29,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,18),(29,4),-0.124919 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,18),(29,2),-0.124919 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,18),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,18),(29,-1),-0.171417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,16),(29,15),0.117708 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,16),(29,14),0.118316 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,16),(29,13),0.11209 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,16),(29,12),0.114043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,16),(29,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,16),(29,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,16),(29,8),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,16),(29,6),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,16),(29,5),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,16),(29,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,16),(29,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,16),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,16),(29,-1),-0.0380465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,15),(29,14),0.118757 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,15),(29,13),0.144893 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,15),(29,12),0.123336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,15),(29,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,15),(29,10),-0.124892 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,15),(29,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,15),(29,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,15),(29,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,15),(29,4),-0.124919 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,15),(29,2),-0.124919 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,15),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,15),(29,-1),-0.171412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,14),(29,13),0.117154 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,14),(29,12),0.119125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,14),(29,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,14),(29,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,14),(29,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,14),(29,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,14),(29,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,14),(29,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,14),(29,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,14),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,14),(29,-1),-0.134448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,13),(29,12),0.114047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,13),(29,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,13),(29,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,13),(29,8),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,13),(29,6),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,13),(29,5),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,13),(29,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,13),(29,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,13),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,13),(29,-1),-0.0345297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,12),(29,11),-0.124888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,12),(29,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,12),(29,8),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,12),(29,6),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,12),(29,5),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,12),(29,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,12),(29,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,12),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,29),(29,12),(29,-1),-0.150485 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,29),(29,11),(29,10),0.125107 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,11),(29,8),0.0278466 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,11),(29,6),0.072541 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,11),(29,5),0.0414768 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,11),(29,4),0.0909838 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,11),(29,2),0.107958 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,11),(29,1),0.0228113 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,11),(29,-1),-0.120843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,10),(29,8),-0.125729 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,10),(29,6),-0.125729 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,10),(29,5),-0.125729 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,10),(29,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,10),(29,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,10),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,10),(29,-1),-0.113662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,8),(29,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,8),(29,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,8),(29,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,8),(29,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,8),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,8),(29,-1),-0.137391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,6),(29,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,6),(29,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,6),(29,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,6),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,6),(29,-1),-0.13738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,5),(29,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,5),(29,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,5),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,5),(29,-1),-0.138195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,4),(29,2),-0.124919 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,4),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,4),(29,-1),-0.171416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,2),(29,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,29),(29,2),(29,-1),-0.171412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,29),(29,1),(29,-1),-0.124989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,12),(12,13),-0.12803 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,12),(12,14),-0.126448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,15),-0.134227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,16),-0.128127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,18),-0.134226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,19),-0.127539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,26),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
