# _root_ Nearby Paul Craig Roberts , a distinguished supply-sider with monetarist sympathies , argues the case for Sir Alan .
#goldHeads=13,4,4,13,4,8,8,4,8,11,9,4,0,15,13,15,18,16,13,
#predictedHeads=4,4,4,13,4,8,8,4,8,11,9,4,0,15,13,15,18,16,13,
(9,13),(13,5),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,5),(13,-1),-0.153947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,4),(13,3),-0.144737 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,4),(13,2),-0.144737 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,4),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,4),(13,-1),-0.0671948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,3),(13,2),-0.144737 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,3),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,3),(13,-1),-0.0671948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,2),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,2),(13,-1),-0.0671948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,1),(13,-1),-0.15773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,16),-0.0398264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,17),-0.131446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,18),-0.131446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,19),-0.0449046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,20),0.135845 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,16),(15,17),-0.0185789 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,18),-0.0185789 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,19),-0.0221348 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,20),-0.0514644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,17),(15,18),-0.031993 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,19),-0.0207797 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,20),-0.0873461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,18),(15,19),-0.0207797 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,20),-0.0873464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,19),(15,20),-0.0416307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,14),0.0489555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,12),-0.0104782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,11),0.169321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,9),0.135982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,6),-0.148684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,-1),-0.180685 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,14),(15,12),0.111861 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,11),0.0826896 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,9),0.100065 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,6),-0.145008 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,-1),-0.0750271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,12),(15,11),0.0336034 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,12),(15,9),0.116805 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,12),(15,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,12),(15,-1),-0.152896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,11),(15,9),0.110222 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,11),(15,6),-0.147792 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,11),(15,-1),-0.135335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,9),(15,6),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,9),(15,-1),-0.140863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,6),(15,-1),-0.130962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,16),(16,17),-0.0826352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,18),-0.0826353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,20),0.0263809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,17),(16,18),-0.0165929 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,20),-0.0460349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,18),(16,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,18),(16,20),-0.0460351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,19),(16,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,16),(16,15),0.123755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,-1),-0.0755803 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,15),(16,-1),-0.1368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,7),0.122897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,9),0.0915193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,20),0.0735638 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,7),(6,9),0.10954 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,20),-0.133763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,9),(6,20),-0.16321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,5),-0.0263125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,-1),0.192241 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,5),(6,-1),-0.0129583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,8),0.131651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,9),0.16202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,10),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,11),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,12),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,13),-0.189763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,16),-0.172728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,20),-0.011694 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,8),(7,9),0.0999772 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,10),-0.144891 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,11),-0.144891 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,12),-0.144936 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,13),-0.146174 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,16),-0.14595 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,19),-0.144704 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,20),-0.0828247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,9),(7,10),-0.144709 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,11),-0.144709 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,13),-0.144847 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,16),-0.145076 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,20),-0.227783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,10),(7,11),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,12),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,13),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,16),-0.14595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,19),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,20),-0.0828247 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,11),(7,12),-0.144936 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,13),-0.146174 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,16),-0.14595 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,19),-0.144704 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,20),-0.0828247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,12),(7,13),-0.145031 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,16),-0.145269 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,20),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,13),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,20),-0.157426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,16),(7,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,16),(7,20),-0.215805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,19),(7,20),-0.145637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,6),-0.0219493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,5),-0.0407696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,4),-0.0224279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,1),0.00649491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,-1),0.0575406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,6),(7,5),-0.0201435 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,4),-0.0202678 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,1),-0.0199353 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,-1),-0.0156782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,5),(7,4),-0.0362797 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,1),-0.0201507 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,-1),-0.0246416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,4),(7,1),-0.0186824 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,-1),-0.0277835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,1),(7,-1),0.0225043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,9),0.162867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,10),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,11),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,12),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,13),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,15),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,16),-0.156447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,20),-0.0183774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,9),(8,10),-0.14498 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,11),-0.14498 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,13),-0.144823 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,15),-0.14498 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,16),-0.146464 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,20),-0.10373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,10),(8,11),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,12),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,13),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,15),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,16),-0.144878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,19),-0.144801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,20),-0.173847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,11),(8,12),-0.145732 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,13),-0.14473 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,15),-0.145195 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,16),-0.144878 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,19),-0.144801 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,20),-0.173847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,12),(8,13),-0.146635 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,15),-0.14942 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,16),-0.14486 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,20),-0.0334281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,13),(8,15),-0.14472 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,16),-0.144703 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,20),-0.196507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,15),(8,16),-0.144878 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,19),-0.144801 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,20),-0.173864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,16),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,16),(8,20),-0.119289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,19),(8,20),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,7),0.0478793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,6),-0.0491679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,5),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,4),-0.131973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,3),-0.131973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,2),-0.132094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,1),-0.0415639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,-1),0.134108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,7),(8,6),-0.0145911 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,5),-0.0272327 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,4),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,3),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,2),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,1),-0.0198766 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,-1),0.00246882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,6),(8,5),-0.0207824 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,4),-0.0115753 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,3),-0.0115753 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,2),-0.0115753 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,1),-0.0214603 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,-1),-0.0720426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,5),(8,4),0.135171 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,3),0.135171 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,2),0.135171 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,1),-0.0310298 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,-1),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,4),(8,3),-0.00139317 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,4),(8,2),-0.00161516 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,4),(8,1),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,4),(8,-1),0.0259137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,3),(8,2),-0.00161516 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,3),(8,1),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,3),(8,-1),0.0259136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,2),(8,1),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,2),(8,-1),0.0255709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,1),(8,-1),-0.0294546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,10),-0.161469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,11),-0.161469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,13),-0.148801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,15),-0.161469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,16),-0.144919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,20),-0.115424 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,10),(9,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,16),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,20),-0.194414 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,11),(9,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,16),-0.144725 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,20),-0.194414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,12),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,15),-0.144704 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,20),-0.148927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,13),(9,15),-0.144786 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,20),-0.141492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,15),(9,16),-0.144725 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,15),(9,20),-0.190873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,16),(9,20),-0.14129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,8),0.130176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,-1),-0.348088 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,8),(9,-1),0.0710397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,12),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,13),0.0478788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,15),-0.131973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,16),-0.00113777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,18),-0.13277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,19),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,20),0.134108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,12),(11,13),-0.0676548 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,15),0.135157 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,16),0.000308854 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,18),0.135171 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,19),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,20),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,13),(11,15),-0.0234113 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,16),-0.0239393 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,18),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,19),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,20),0.00246882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,15),(11,16),-0.0206811 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,18),-0.00139317 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,19),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,20),0.0259136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,16),(11,18),-0.0217954 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,19),-0.0204459 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,20),-0.0234749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,18),(11,19),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,18),(11,20),0.0251168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,19),(11,20),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,10),0.161031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,9),-0.155567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,8),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,7),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,6),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,5),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,4),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,2),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,-1),-0.0183774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,10),(11,9),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,8),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,7),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,6),-0.145184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,5),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,4),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,2),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,-1),-0.173847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,9),(11,8),-0.14498 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,7),-0.144823 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,4),-0.14498 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,2),-0.14498 # DEPENDENCYPART_GRANDSIBL
