# _root_ While profitable , it `` was n't growing and was n't providing a satisfactory return on invested capital , '' he says .
#goldHeads=6,1,6,6,6,22,6,6,6,9,10,10,15,15,12,15,18,16,6,6,22,0,22,
#predictedHeads=6,1,6,6,6,22,6,6,6,9,10,10,15,15,12,15,18,16,22,22,22,0,22,
(6,22),(22,15),-0.348081 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),-0.661644 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.455906 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.521086 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.522971 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.397489 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.24586 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-1.08075 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.728976 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.715115 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.637356 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.601186 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.230609 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.56728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.261067 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.804864 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.68381 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.605942 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-0.869821 # DEPENDENCYPART_GRANDPAR
(7,1),(1,23),-1.27951 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.223629 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.573362 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.512771 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.236502 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.557064 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.52668 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.498913 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.348992 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.54244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.232478 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.787844 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.592894 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.193668 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.512724 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.556744 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.467508 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.328992 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.63947 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.02413 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.03161 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.912165 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.995577 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.79823 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.06909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.291936 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.207331 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.114388 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0826738 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.505802 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.137405 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.142196 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.801059 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.321288 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.479826 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.440439 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.471085 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.879786 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.25272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.257279 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.126543 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.230111 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.0102029 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.386486 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.0741226 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.334776 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.654038 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.01467 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.983066 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.916249 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.950389 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.791674 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.22377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.324066 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.296778 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0601983 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0168077 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.306521 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.426726 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.0803742 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),0.0138045 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.710009 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.337961 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.535261 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.358485 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.492296 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.857583 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.207864 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.636342 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.323541 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.415888 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.638239 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.36774 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.373464 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.105271 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.294317 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.26374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.282258 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.731548 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.339776 # DEPENDENCYPART_GRANDPAR
(8,1),(1,19),-0.885363 # DEPENDENCYPART_GRANDPAR
(8,1),(1,23),-1.23645 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.437953 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.694934 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.429503 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.444826 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.31646 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.399557 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.26303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.328466 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.702968 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.338913 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.348672 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.230518 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.319505 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.493128 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.336223 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.572459 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.389491 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.305126 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.292898 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.27475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.307132 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.681669 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.400799 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.245229 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.56872 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.308264 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.29354 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.415557 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.1064 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.629411 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.218471 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.41722 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.464002 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.26035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.236497 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.671979 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.761598 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.336335 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.809247 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.849206 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.891222 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.83493 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-1.31424 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.851009 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.89524 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.873913 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.709839 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-1.11441 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.467291 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.524186 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.317972 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.468004 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.28895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.275632 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.689307 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.819786 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.76712 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.962339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.250146 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.232542 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),1.1698 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.487161 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.312973 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.214943 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.836774 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.760514 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.972084 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.764975 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.827533 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.725015 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.718801 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.931969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.187847 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.200387 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.268681 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.161833 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.431696 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.46236 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.382483 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.91186 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.508337 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.568414 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.390278 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.409438 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.952483 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.38652 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.419814 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.480262 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.847552 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.793231 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.783583 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.754873 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.78164 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.957586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.246883 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.254331 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.347621 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.110327 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.167585 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.248643 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.249668 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.325507 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.74002 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.311299 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.357936 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.296958 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.210965 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.833742 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.887741 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-1.20572 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.990507 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.876518 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.796157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,11),-0.326127 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.0658829 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.0826555 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.337267 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.419208 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.420442 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.912339 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.509339 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.474814 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.454166 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.225321 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.819028 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.479383 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.449162 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.682417 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.41824 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.358827 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.361104 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.281498 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.528837 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.433055 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.973173 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.444436 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.493464 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.435506 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.349265 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.898296 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.989 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.318203 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.0642899 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.0301383 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.343719 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.412581 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.368156 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.189188 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.503621 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.455324 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.434184 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.193715 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-1.04439 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.456087 # DEPENDENCYPART_GRANDPAR
(8,21),(21,6),-0.744088 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.964553 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.565508 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),-0.919484 # DEPENDENCYPART_GRANDPAR
(8,22),(22,2),-0.766232 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-0.990947 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-0.802713 # DEPENDENCYPART_GRANDPAR
(8,22),(22,5),-0.800863 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-0.779112 # DEPENDENCYPART_GRANDPAR
(8,22),(22,7),-0.727809 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.986772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),0.242642 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),-0.179863 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),-0.363822 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),-0.0234701 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.526949 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.521345 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.375476 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-1.0063 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.601043 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.674215 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.297468 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.887352 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.156679 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.385778 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.00620588 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.255699 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.2365 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.36474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),0.514786 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.255135 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.237021 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.289205 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.486915 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.0497709 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.313783 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.363923 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.213194 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.37668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.517691 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.237514 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.466584 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.754193 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.895535 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.72439 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-1.28328 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.408835 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-1.09602 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-1.00224 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.886788 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-1.80846 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.829229 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.946629 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.938378 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.620151 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.8805 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.719336 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.803136 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.723772 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.02221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.669118 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.107346 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.0944968 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.117492 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.0238494 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.0730444 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.479552 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.0580195 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.488034 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.384874 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.34487 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-1.37802 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0332365 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.14839 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.172025 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.761645 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.911244 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.567168 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.681259 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.797141 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.688194 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.04363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),1.11319 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.197284 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.489224 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.185741 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.133317 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.275236 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.204479 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.766857 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.0421452 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.570711 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.586386 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.49625 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-1.46146 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.05931 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.13544 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-1.00666 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.932881 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.782735 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.327613 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.232612 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.191142 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.0371172 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.344433 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.220878 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.754068 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),0.0496175 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.464863 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.574894 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.471471 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-1.27706 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.0876514 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.274227 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.621032 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),0.154331 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.548579 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.494217 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.433781 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-1.34784 # DEPENDENCYPART_GRANDPAR
(9,22),(22,1),-0.860843 # DEPENDENCYPART_GRANDPAR
(9,22),(22,2),-0.908885 # DEPENDENCYPART_GRANDPAR
(9,22),(22,3),-0.916185 # DEPENDENCYPART_GRANDPAR
