# _root_ Trade Representative Carla Hills , who along with Agriculture Secretary Clayton Yeutter unveiled the proposal , said she is confident it will gain considerable support from the U.S. 's trading partners .
#goldHeads=4,4,4,17,4,13,13,7,12,12,12,8,4,15,13,4,0,19,17,19,22,20,22,25,23,25,28,31,28,31,26,17,
#predictedHeads=4,4,4,17,4,13,13,7,12,12,12,13,4,15,13,4,0,19,17,19,22,20,22,25,23,25,28,31,28,31,26,17,
(17,22),(22,18),(22,7),-0.13176 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,5),-0.125325 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,4),-0.124956 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,3),-0.124956 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,2),-0.124956 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,1),-0.124956 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,-1),-0.0417818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,17),(22,16),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,15),-0.124912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,14),-0.125016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,13),-0.124971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,12),-0.124912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,10),-0.124912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,9),-0.124912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,8),-0.128975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,7),-0.128975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,6),-0.12489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,5),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,4),-0.124912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,3),-0.124912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,2),-0.124912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,1),-0.124912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,-1),-0.189393 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,22),(22,16),(22,15),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,14),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,13),-0.133933 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,12),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,10),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,9),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,8),-0.135364 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,7),-0.135343 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,6),-0.126421 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,4),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,3),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,2),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,1),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,-1),-0.13836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,15),(22,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,13),-0.126321 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,12),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,10),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,9),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,8),-0.136869 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,7),-0.135728 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,6),-0.127077 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,5),-0.125028 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,4),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,3),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,2),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,1),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,-1),-0.116234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,14),(22,13),-0.12521 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,8),-0.125572 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,7),-0.125572 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,-1),-0.133666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,13),(22,12),-0.124912 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,10),-0.124912 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,9),-0.124912 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,8),-0.128975 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,7),-0.128975 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,6),-0.12489 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,5),-0.124886 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,4),-0.124912 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,3),-0.124912 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,2),-0.124912 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,1),-0.124912 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,-1),-0.189339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,12),(22,10),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,12),(22,9),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,12),(22,8),-0.136869 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,12),(22,7),-0.135728 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,12),(22,6),-0.127077 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,12),(22,5),-0.125028 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,12),(22,4),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,12),(22,3),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,12),(22,2),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,12),(22,1),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,12),(22,-1),-0.114145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,10),(22,9),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,10),(22,8),-0.136869 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,10),(22,7),-0.135728 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,10),(22,6),-0.127077 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,10),(22,5),-0.125028 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,10),(22,4),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,10),(22,3),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,10),(22,2),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,10),(22,1),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,10),(22,-1),-0.115147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,9),(22,8),-0.136869 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,9),(22,7),-0.135728 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,9),(22,6),-0.127077 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,9),(22,5),-0.125028 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,9),(22,4),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,9),(22,3),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,9),(22,2),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,9),(22,1),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,9),(22,-1),-0.114145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,8),(22,7),-0.126777 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,8),(22,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,8),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,8),(22,4),-0.125321 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,8),(22,3),-0.125321 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,8),(22,2),-0.125321 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,8),(22,1),-0.125321 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,8),(22,-1),-0.0723619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,7),(22,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,7),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,7),(22,4),-0.125321 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,7),(22,3),-0.125321 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,7),(22,2),-0.125321 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,7),(22,1),-0.125321 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,7),(22,-1),-0.0647387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,6),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,6),(22,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,6),(22,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,6),(22,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,6),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,6),(22,-1),-0.100349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,5),(22,4),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,5),(22,3),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,5),(22,2),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,5),(22,1),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,5),(22,-1),-0.13836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,4),(22,3),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,4),(22,2),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,4),(22,1),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,4),(22,-1),-0.114145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,3),(22,2),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,3),(22,1),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,3),(22,-1),-0.114145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,2),(22,1),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,2),(22,-1),-0.114145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,1),(22,-1),-0.114549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,23),(23,24),-0.00587775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,25),0.0133713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,26),-0.0829755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,27),-0.0105432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,28),0.0127818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,30),0.0119271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,31),0.0153606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,32),-0.0701279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,33),-0.00527374 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,23),(23,24),(23,25),-0.0675913 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,24),(23,26),-0.0149993 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,24),(23,27),-0.0454057 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,24),(23,28),-0.0675914 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,24),(23,30),-0.0675913 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,24),(23,31),-0.0675913 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,24),(23,32),-0.0368566 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,24),(23,33),-0.000223762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,25),(23,26),-0.0558293 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,25),(23,27),-0.0491452 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,25),(23,28),-0.000598173 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,25),(23,30),0.000566588 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,25),(23,31),0.00061429 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,25),(23,32),-0.0341425 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,25),(23,33),-0.0220349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,26),(23,27),-0.0381855 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,26),(23,28),-0.00858541 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,26),(23,30),-0.00834286 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,26),(23,31),-0.00842063 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,26),(23,32),-0.0524684 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,26),(23,33),-0.0242814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,27),(23,28),-0.0461553 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,27),(23,30),-0.0461553 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,27),(23,31),-0.0461553 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,27),(23,32),-0.0425819 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,27),(23,33),-0.0267701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,28),(23,30),0.000856739 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,28),(23,31),0.000904441 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,28),(23,32),-0.0341425 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,28),(23,33),-0.0261065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,30),(23,31),-0.000443258 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,30),(23,32),-0.0341425 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,30),(23,33),-0.0284776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,31),(23,32),-0.0341425 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,31),(23,33),-0.0248845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,32),(23,33),-0.0503355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,23),(23,22),0.125656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,21),0.0809779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,20),0.129568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,19),0.14453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,18),0.0886702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,5),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,4),-0.182705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,-1),-0.328845 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,23),(23,22),(23,21),0.113578 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,20),0.122196 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,19),0.118008 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,18),0.114888 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,5),-0.126086 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,-1),-0.15348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,21),(23,20),0.121368 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,21),(23,19),0.146666 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,21),(23,18),0.114551 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,21),(23,5),-0.126544 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,21),(23,4),-0.125966 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,21),(23,-1),-0.153115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,20),(23,19),0.0942204 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,18),0.155121 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,5),-0.12509 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,4),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,-1),-0.10645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,19),(23,18),0.108424 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,19),(23,5),-0.12819 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,19),(23,4),-0.125606 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,19),(23,-1),-0.101905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,18),(23,5),-0.126069 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,18),(23,4),-0.125798 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,18),(23,-1),-0.140701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,5),(23,4),-0.126465 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,5),(23,-1),-0.159768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,4),(23,-1),-0.0335441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,25),(25,26),-0.11048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,27),-0.143711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,28),0.0445325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,30),0.00158253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,31),0.00943998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,33),-0.0212773 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,25),(25,26),(25,27),-0.0513372 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,26),(25,28),-0.0734518 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,26),(25,30),-0.074345 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,26),(25,31),-0.0734484 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,26),(25,33),-0.0665984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,27),(25,28),-0.0652547 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,27),(25,30),-0.0652551 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,27),(25,31),-0.0652547 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,27),(25,33),0.0805276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,28),(25,30),-0.0479313 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,28),(25,31),-0.0459273 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,28),(25,33),-0.017602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,30),(25,31),-0.04182 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,30),(25,33),-0.0332353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,31),(25,33),-0.0318802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,25),(25,24),0.125783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,23),0.138824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,21),0.100468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,20),0.123056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,14),-0.132827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,-1),-0.155162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,25),(25,24),(25,23),0.0955488 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,21),0.08606 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,20),0.108764 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,14),-0.136111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,-1),-0.0484318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,23),(25,21),0.127818 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,23),(25,20),0.127771 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,23),(25,14),-0.130324 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,23),(25,-1),-0.12243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,21),(25,20),0.110151 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,21),(25,14),-0.124886 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,21),(25,-1),-0.233627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,20),(25,14),-0.136111 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,20),(25,-1),-0.0495206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,14),(25,-1),-0.274632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,26),(26,26),(26,27),-0.0350217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,26),(26,26),(26,28),-0.0137067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,26),(26,26),(26,30),0.012339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,26),(26,26),(26,31),-0.00852796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,26),(26,26),(26,33),-0.195981 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,26),(26,27),(26,28),-0.047028 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,27),(26,30),-0.0470063 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,27),(26,31),-0.0470063 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,27),(26,33),-0.013161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,26),(26,28),(26,30),-0.0913699 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,28),(26,31),-0.0913699 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,28),(26,33),0.00171875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,26),(26,30),(26,31),-0.0940158 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,30),(26,33),0.0334635 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,26),(26,31),(26,33),0.00685031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,26),(26,26),(26,25),0.117002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,26),(26,26),(26,24),0.0962167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,26),(26,26),(26,-1),-0.00219555 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,26),(26,25),(26,24),0.115717 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,25),(26,-1),-0.173302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,26),(26,24),(26,-1),-0.124791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,32),(32,32),(32,33),0.00614344 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,32),(32,32),(32,-1),0.0450704 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,19),(19,20),-0.0483459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,21),-0.0436013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,22),-0.036562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,23),-0.0386347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,24),-0.0483459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,25),-0.0434242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,26),-0.0560365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,32),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,33),-0.0452891 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,20),(19,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,22),-0.041999 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,23),-0.042316 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,24),-0.0422618 # DEPENDENCYPART_GRANDSIBL
