# _root_ Perhaps the shock would have been less if they 'd fixed to another low-tax , deregulated , supply-side economy .
#goldHeads=4,3,4,0,4,5,6,10,10,6,10,11,19,19,19,19,19,19,12,4,
#predictedHeads=4,3,4,0,4,5,6,10,10,7,10,11,14,12,6,19,19,19,6,4,
(10,6),(6,6),(6,11),-0.0938939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,12),-0.0986278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,14),-0.178131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,15),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,16),-0.0938939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,17),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,19),-0.178131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,21),-0.211787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,7),(6,8),0.100745 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,10),-0.125626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,7),(6,11),-0.125626 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,12),-0.124888 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,14),-0.124888 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,15),-0.12509 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,16),-0.125626 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,17),-0.12509 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,19),-0.124888 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,21),-0.125141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,8),(6,10),-0.126776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,8),(6,11),-0.126776 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,12),-0.124967 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,14),-0.125503 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,15),-0.126426 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,16),-0.126776 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,17),-0.126426 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,19),-0.125503 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,21),-0.089274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,10),(6,11),-0.125109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,12),-0.124996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,14),-0.125475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,15),-0.127448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,16),-0.125109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,17),-0.127448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,19),-0.125475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,21),-0.107441 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,11),(6,12),-0.124996 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,14),-0.125475 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,15),-0.127448 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,16),-0.125109 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,17),-0.127448 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,19),-0.125475 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,21),-0.105451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,12),(6,14),-0.106715 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,15),-0.124888 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,16),-0.115043 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,17),-0.124888 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,19),-0.106715 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,21),-0.218534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,14),(6,15),-0.127738 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,16),-0.12319 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,17),-0.127738 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,19),-0.128004 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,21),-0.127034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,15),(6,16),-0.149433 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,15),(6,17),-0.12504 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,15),(6,19),-0.126165 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,15),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,15),(6,21),-0.120221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,16),(6,17),-0.127448 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,16),(6,19),-0.125475 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,16),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,16),(6,21),-0.106043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,17),(6,19),-0.126165 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,17),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,17),(6,21),-0.120221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,19),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,19),(6,21),-0.118107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,20),(6,21),-0.14435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,3),0.01018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,1),-0.0610937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,-1),0.035453 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,3),(6,1),-0.0560991 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,3),(6,-1),-0.0713844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,1),(6,-1),-0.0331518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,8),0.122639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,10),-0.111776 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,7),(7,14),-0.119284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,19),-0.119284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,21),-0.220886 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,8),(7,10),-0.125012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,8),(7,14),-0.124888 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,19),-0.124888 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,21),-0.120411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,10),(7,14),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,19),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,21),-0.0969065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,14),(7,19),-0.125003 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,14),(7,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,14),(7,21),-0.0228984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,19),(7,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,19),(7,21),-0.0218298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,20),(7,21),-0.124939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,3),-0.0344941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,-1),-0.0905424 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,3),(7,-1),-0.0785031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,9),0.0924464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,10),-0.120778 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,8),(8,11),-0.120778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,12),-0.126594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,14),-0.163062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,21),0.0542255 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,9),(8,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,9),(8,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,14),-0.125404 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,21),-0.144011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,10),(8,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,12),-0.124887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,21),-0.0764616 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,11),(8,12),-0.124887 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,21),-0.0765554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,12),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,21),-0.126623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,14),(8,21),-0.187258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,7),-0.0561865 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,3),0.00632853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,-1),-0.0610498 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,7),(8,3),-0.0480608 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,-1),5.40451e-06 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,3),(8,-1),0.0344173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,14),-0.112054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,21),-0.174241 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,14),(9,21),-0.0984117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,-1),0.0881448 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,12),0.0675557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,13),-0.0305362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,14),0.0229015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,15),-0.124388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,16),-0.063523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,17),-0.124388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,18),-0.0428144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,19),0.0210948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,20),-0.0701279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,21),0.0470683 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,12),(11,13),-0.0437286 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,14),-0.0504063 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,15),0.0202447 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,16),-0.0332942 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,17),0.0202447 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,18),-0.0400968 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,19),-0.0504063 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,20),-0.0436362 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,21),-0.0161719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,13),(11,14),-0.0460015 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,15),-0.0458672 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,16),-0.0493248 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,17),-0.0458672 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,18),-0.0449407 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,19),-0.0460015 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,20),-0.0425819 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,21),-0.0484253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,14),(11,15),-0.0764358 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,16),-0.0868142 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,17),-0.0764358 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,18),-0.0220218 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,19),-0.0058519 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,20),-0.0379942 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,21),-0.071201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,15),(11,16),0.0372807 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,17),-0.0303597 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,18),-0.0371949 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,19),-0.0711908 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,21),0.0867525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,16),(11,17),-0.0573419 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,18),-0.0453539 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,19),-0.0674285 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,20),-0.0276533 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,21),-0.0696342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,17),(11,18),-0.0371949 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,19),-0.0711908 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,21),0.0867525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,18),(11,19),-0.0686966 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,18),(11,20),-0.0363898 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,18),(11,21),-0.0428314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,19),(11,20),-0.0379942 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,19),(11,21),-0.0690166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,20),(11,21),-0.0557324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,10),0.119871 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,9),-0.135309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,8),0.0123794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,3),-0.178412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,-1),-0.259858 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,10),(11,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,8),-0.136215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,3),-0.125475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,-1),-0.118411 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,9),(11,8),-0.142423 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,3),-0.125654 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,-1),-0.140057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,8),(11,3),-0.125503 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,-1),-0.0799097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,3),(11,-1),-0.119748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,13),-0.031324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,14),0.0589201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,15),-0.0493885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,17),-0.0493885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,19),0.0606827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,21),-0.144566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,13),(12,14),-0.0422795 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,15),-0.0421025 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,17),-0.0421025 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,19),-0.0422795 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,21),-0.0254759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,14),(12,15),-0.0387283 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,17),-0.0387283 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,19),-0.0679622 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,21),0.0145557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,15),(12,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,19),-0.0455182 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,21),-0.0365358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,17),(12,19),-0.0455182 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,21),-0.0365358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,19),(12,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,19),(12,21),0.0168126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,20),(12,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,8),-0.124923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,-1),0.153581 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,8),(12,-1),-0.143187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,13),(13,15),-0.053106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,16),-0.0544221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,21),-0.0576148 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,15),(13,16),-0.0484652 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,21),-0.048212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,16),(13,21),-0.0493166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,13),(13,-1),-0.255251 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,14),(14,15),0.0401425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,16),-0.0294638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,17),0.0401425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,18),-0.0571598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,19),0.00213815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,20),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,21),0.0583302 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,15),(14,16),-0.0291274 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,17),-0.0513773 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,18),-0.00956193 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,19),-0.0900153 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,20),-0.042224 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,21),-0.0311972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,16),(14,17),-0.0701853 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,18),-0.0359971 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,19),-0.0597673 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,20),-0.0434198 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,21),-0.0732574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,17),(14,18),-0.00956193 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,19),-0.0900153 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,20),-0.042224 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,21),-0.0311972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,18),(14,19),-0.0235696 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,20),-0.0420081 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,21),-0.0486024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,19),(14,20),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,21),-0.0263564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,20),(14,21),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,13),0.128483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,12),0.190318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,11),0.186074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,9),-0.132473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,8),-0.0440443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,-1),-0.159662 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,13),(14,12),0.112606 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,11),0.120751 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,9),-0.125425 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,8),-0.106374 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,-1),-0.154663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,12),(14,11),0.114752 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,9),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,8),-0.128774 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,-1),-0.0534529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,11),(14,9),-0.12505 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,8),-0.127935 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,-1),-0.0760389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,9),(14,8),-0.124957 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,9),(14,-1),-0.192534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,8),(14,-1),-0.0337746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,21),0.0136295 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
