# _root_ Like Lebanon , and however unfairly , Israel is regarded by the Arab world as a colonial aberration .
#goldHeads=4,1,4,0,4,5,4,4,4,9,10,14,14,11,10,18,18,15,4,
#predictedHeads=9,4,4,1,4,5,9,9,0,9,10,14,14,11,10,18,18,15,9,
(7,6),(6,7),(6,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,8),(6,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,20),-0.147064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,9),(6,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,11),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,6),(6,5),-0.0230307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,4),-0.0194484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,3),-0.0217516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,2),-0.0232458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,1),-0.0204124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,-1),-0.0981345 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,5),(6,4),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,5),(6,3),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,5),(6,2),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,5),(6,1),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,5),(6,-1),-0.0230307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,4),(6,3),0.124665 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,4),(6,2),0.101538 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,4),(6,1),0.0439974 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,4),(6,-1),-0.0197712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,3),(6,2),-0.0194467 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,3),(6,1),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,3),(6,-1),-0.0217125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,2),(6,1),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,2),(6,-1),-0.0234549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,1),(6,-1),-0.0199174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,2),(2,3),0.182057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,4),0.0279649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,5),0.10323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,6),0.103241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,7),0.182057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,8),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,9),-0.17322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,10),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,11),-0.155566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,14),-0.155863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,18),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,20),-0.0238377 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,2),(2,3),(2,4),0.10616 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,3),(2,5),0.105999 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,3),(2,6),0.106071 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,3),(2,7),0.108616 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,3),(2,8),-0.14942 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,3),(2,9),-0.146638 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,3),(2,10),-0.146635 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,3),(2,11),-0.14486 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,3),(2,14),-0.14942 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,3),(2,18),-0.14942 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,3),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,3),(2,20),-0.0334282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,4),(2,5),0.181958 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,4),(2,6),0.182734 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,4),(2,7),0.261253 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,4),(2,8),-0.0932114 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,4),(2,9),0.0638143 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,4),(2,10),0.0269779 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,4),(2,11),-0.0159499 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,4),(2,14),-0.160373 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,4),(2,18),-0.184841 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,4),(2,19),-0.0212081 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,4),(2,20),-0.226199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,5),(2,6),0.109477 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,5),(2,7),0.107078 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,5),(2,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,5),(2,9),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,5),(2,10),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,5),(2,11),-0.144703 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,5),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,5),(2,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,5),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,5),(2,20),-0.126612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,6),(2,7),0.107095 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,6),(2,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,6),(2,9),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,6),(2,10),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,6),(2,11),-0.144703 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,6),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,6),(2,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,6),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,6),(2,20),-0.126528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,7),(2,8),-0.14942 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,7),(2,9),-0.146638 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,7),(2,10),-0.146635 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,7),(2,11),-0.14486 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,7),(2,14),-0.14942 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,7),(2,18),-0.14942 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,7),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,7),(2,20),-0.0334282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,8),(2,9),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,8),(2,10),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,8),(2,11),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,8),(2,14),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,8),(2,18),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,8),(2,19),-0.144801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,8),(2,20),-0.173849 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,2),(2,9),(2,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,9),(2,11),-0.144703 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,9),(2,14),-0.14472 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,9),(2,18),-0.14472 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,9),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,9),(2,20),-0.198821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,10),(2,11),-0.144703 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,10),(2,14),-0.14472 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,10),(2,18),-0.14472 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,10),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,10),(2,20),-0.196507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,11),(2,14),-0.14498 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,11),(2,18),-0.14498 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,11),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,11),(2,20),-0.118905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,14),(2,18),-0.145195 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,14),(2,19),-0.144801 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,14),(2,20),-0.171287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,18),(2,19),-0.144801 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,18),(2,20),-0.173847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,19),(2,20),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,2),(2,1),-0.00432173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,-1),0.133296 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,2),(2,1),(2,-1),-0.0133557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,4),(4,5),0.116135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,6),0.116135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,7),0.131504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,8),-0.161073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,9),-0.156026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,10),-0.155772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,11),-0.149265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,13),-0.146451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,14),-0.161073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,15),-0.149262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,18),-0.161073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,20),-0.451396 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,4),(4,5),(4,6),0.107483 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,7),0.10507 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,8),-0.144761 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,9),-0.144702 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,10),-0.144702 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,14),-0.144761 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,18),-0.144761 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,20),-0.11947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,6),(4,7),0.10507 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,8),-0.144761 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,9),-0.144702 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,10),-0.144702 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,14),-0.144761 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,18),-0.144761 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,20),-0.11905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,7),(4,8),-0.147778 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,9),-0.148436 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,10),-0.148431 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,11),-0.146885 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,13),-0.145016 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,14),-0.147778 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,15),-0.14685 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,18),-0.147778 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,20),-0.165062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,8),(4,9),-0.146269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,10),-0.146269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,11),-0.146353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,13),-0.144793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,14),-0.146776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,15),-0.146355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,18),-0.146776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,20),-0.197725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,4),(4,9),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,11),-0.144724 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,13),-0.144711 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,14),-0.14523 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,15),-0.144724 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,18),-0.14523 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,19),-0.144745 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,20),-0.158687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,10),(4,11),-0.144724 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,10),(4,13),-0.144711 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,10),(4,14),-0.14523 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,10),(4,15),-0.144724 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,10),(4,18),-0.14523 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,10),(4,19),-0.144745 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,10),(4,20),-0.171196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,11),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,11),(4,14),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,11),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,11),(4,18),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,11),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,11),(4,20),-0.0650234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,13),(4,14),-0.149473 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,13),(4,15),-0.144742 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,13),(4,18),-0.149473 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,13),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,13),(4,20),-0.061001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,14),(4,15),-0.146355 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,14),(4,18),-0.146776 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,14),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,14),(4,20),-0.197755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,15),(4,18),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,15),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,15),(4,20),-0.0678006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,18),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,18),(4,20),-0.197725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,19),(4,20),-0.14479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,4),(4,3),-0.0290923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,2),-0.0675895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,1),-0.00600239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,-1),-0.253185 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,4),(4,3),(4,2),-0.0879996 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,3),(4,1),-0.0329326 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,3),(4,-1),-0.0592682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,2),(4,1),-0.00646666 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,2),(4,-1),-0.00985784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,1),(4,-1),0.0519752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,5),(5,6),0.0967797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,7),0.132242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,8),-0.145509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,9),-0.14486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,11),-0.144836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,15),-0.144841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,20),-0.263465 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,6),(5,7),0.106518 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,20),-0.17365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,7),(5,8),-0.14614 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,11),-0.144707 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,15),-0.144707 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,20),-0.130743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,8),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,11),-0.144768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,15),-0.144768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,20),-0.167636 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,9),(5,11),-0.144713 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,15),-0.144707 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,20),-0.109781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,11),(5,15),-0.144714 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,11),(5,20),-0.134656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,15),(5,20),-0.138362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,5),(5,4),-0.0106744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,2),0.0188252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,1),-0.0226244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,-1),-0.00488977 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,4),(5,2),0.0698825 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,4),(5,1),0.0600992 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,4),(5,-1),-0.0237554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,2),(5,1),-0.0104144 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,2),(5,-1),-0.0670245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,1),(5,-1),-0.0267977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,6),(6,7),0.128374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,8),-0.145509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,9),-0.14486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,11),-0.144836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,20),-0.248625 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,7),(6,8),-0.14614 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,11),-0.144707 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,20),-0.13495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,8),(6,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,11),-0.144768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,20),-0.16752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,9),(6,11),-0.144713 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,20),-0.109772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,11),(6,20),-0.134443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,6),(6,5),-0.0242147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,4),-0.0106744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,3),-0.0308306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,2),0.0188286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,1),-0.0226244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,-1),0.00526538 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,5),(6,4),-0.0204927 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,5),(6,3),-0.0200372 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,5),(6,2),-0.0198471 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,5),(6,1),-0.0166548 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,5),(6,-1),-0.0255503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,4),(6,3),0.223345 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,4),(6,2),0.0698825 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,4),(6,1),0.0600992 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,4),(6,-1),-0.0237553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,3),(6,2),-0.0199497 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,3),(6,1),-0.0327355 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,3),(6,-1),0.0286376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,2),(6,1),-0.0104144 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,2),(6,-1),-0.0668325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,1),(6,-1),-0.0246408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,7),(7,20),-0.186855 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,7),(7,6),-0.0266271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
